step,loss,gap,ff,fp,tp,cross_batch,hf_rows_consumed
55,7.6683807373046875,0.005280137062072754,0.6500150561332703,0.6447349190711975,0.5050424933433533,0.612445592880249,5280
56,7.74171781539917,0.00735020637512207,0.6485705375671387,0.6412203311920166,0.512490451335907,0.6116392612457275,5376
57,7.595223426818848,0.005111098289489746,0.672947883605957,0.6678367853164673,0.5853677988052368,0.6344558000564575,5472
58,7.43211555480957,0.006582319736480713,0.6637665033340454,0.6571841835975647,0.569721519947052,0.6245330572128296,5568
59,7.321218967437744,0.01001584529876709,0.6769967675209045,0.6669809222221375,0.5758844017982483,0.6358671188354492,5664
60,7.38124942779541,0.005327820777893066,0.662615180015564,0.6572873592376709,0.5650475025177002,0.623438835144043,5760
61,7.198645114898682,0.012677550315856934,0.6919030547142029,0.679225504398346,0.6152986288070679,0.6392208337783813,5856
62,7.207673072814941,0.014301478862762451,0.6863929629325867,0.6720914840698242,0.5959166884422302,0.6427828669548035,5952
63,7.084388256072998,0.015211999416351318,0.696705162525177,0.6814931631088257,0.6138026714324951,0.6479045152664185,6048
64,7.269426345825195,0.011196911334991455,0.6930218935012817,0.6818249821662903,0.6248193979263306,0.6513760089874268,6144
65,7.197784900665283,0.008708477020263672,0.6991462111473083,0.6904377341270447,0.6223430037498474,0.6581563949584961,6240
66,7.0890278816223145,0.01515287160873413,0.702972412109375,0.6878195405006409,0.611537516117096,0.6584714651107788,6336
67,7.118780136108398,0.009090065956115723,0.71021568775177,0.7011256217956543,0.6500477194786072,0.6681749820709229,6432
68,6.999843597412109,0.019251346588134766,0.7184678316116333,0.6992164850234985,0.6417946815490723,0.6703146696090698,6528
69,6.8743062019348145,0.021657288074493408,0.7372731566429138,0.7156158685684204,0.6559287905693054,0.6857463121414185,6624
70,6.901500225067139,0.01513361930847168,0.7358761429786682,0.7207425236701965,0.6661047339439392,0.6878846883773804,6720
71,6.956263065338135,0.021115660667419434,0.7274268269538879,0.7063111662864685,0.6640169620513916,0.6738552451133728,6816
72,6.992889881134033,0.01597195863723755,0.7358012199401855,0.719829261302948,0.6699590086936951,0.6894493699073792,6912
73,6.889479160308838,0.013921618461608887,0.7325001358985901,0.7185785174369812,0.6616166234016418,0.6876428723335266,7008
74,6.881319046020508,0.019763290882110596,0.7397557497024536,0.719992458820343,0.647953987121582,0.6930192708969116,7104
75,6.811146259307861,0.019364595413208008,0.7479446530342102,0.7285800576210022,0.656938910484314,0.6972075700759888,7200
76,6.944583892822266,0.010502874851226807,0.7548398375511169,0.7443369626998901,0.6905760169029236,0.7076833248138428,7296
77,6.877583980560303,0.015538334846496582,0.7552359104156494,0.7396975755691528,0.6636384725570679,0.7111803889274597,7392
78,6.831749439239502,0.007545053958892822,0.7631539702415466,0.7556089162826538,0.7107047438621521,0.7195709347724915,7488
79,6.88791036605835,0.005954742431640625,0.7588881850242615,0.7529334425926208,0.6777132153511047,0.7187818288803101,7584
80,6.781585693359375,0.009609997272491455,0.7766764760017395,0.767066478729248,0.7093660831451416,0.7271842956542969,7680
81,6.836960315704346,0.015887320041656494,0.776034951210022,0.7601476311683655,0.709812343120575,0.7262329459190369,7776
82,6.813722610473633,0.006475508213043213,0.7790102958679199,0.7725347876548767,0.7114328742027283,0.7340695261955261,7872
83,6.714775085449219,0.013258218765258789,0.7886840105056763,0.7754257917404175,0.7277792096138,0.7383668422698975,7968
84,6.694943428039551,0.010772883892059326,0.784565269947052,0.7737923860549927,0.7264699339866638,0.7329515814781189,8064
85,6.751428604125977,0.011944830417633057,0.7835341095924377,0.7715892791748047,0.7226527333259583,0.7327660918235779,8160
86,6.729434013366699,0.010682940483093262,0.7870449423789978,0.7763620018959045,0.7287035584449768,0.7353876829147339,8256
87,6.653112888336182,0.009185194969177246,0.7913309335708618,0.7821457386016846,0.7232071757316589,0.737822949886322,8352
88,6.586108684539795,0.010767221450805664,0.8137403726577759,0.8029731512069702,0.7863243818283081,0.7545828223228455,8448
89,6.548318862915039,0.018275022506713867,0.8020954132080078,0.783820390701294,0.7522305846214294,0.7376421093940735,8544
90,6.661223888397217,0.012110650539398193,0.7995653748512268,0.7874547243118286,0.75435471534729,0.7442587018013,8640
91,6.622115135192871,0.012071013450622559,0.8094609975814819,0.7973899841308594,0.7554448843002319,0.7507957220077515,8736
92,6.56527853012085,0.018018484115600586,0.7991126179695129,0.7810941338539124,0.7322016358375549,0.738507091999054,8832
93,6.647716522216797,0.01497572660446167,0.7987104058265686,0.7837346792221069,0.745072603225708,0.7470769882202148,8928
94,6.534604549407959,0.013485729694366455,0.8114082217216492,0.7979224920272827,0.7566450834274292,0.7512919902801514,9024
95,6.611741065979004,0.013513386249542236,0.8106178045272827,0.7971044182777405,0.7544792890548706,0.7572650909423828,9120
96,6.648953437805176,0.014377355575561523,0.8147752285003662,0.8003978729248047,0.7597702741622925,0.765418529510498,9216
97,6.559009075164795,0.014554202556610107,0.8217484951019287,0.8071942925453186,0.7663435339927673,0.7663496136665344,9312
98,6.51957893371582,0.022065818309783936,0.8153910636901855,0.7933252453804016,0.7614991068840027,0.757582426071167,9408
99,6.556427478790283,0.007116556167602539,0.8188242316246033,0.8117076754570007,0.7620526552200317,0.7641218900680542,9504
100,6.389375686645508,0.013672947883605957,0.8362128734588623,0.8225399255752563,0.7951053380966187,0.7646269798278809,9600
101,6.538654804229736,0.009744882583618164,0.8214899897575378,0.8117451071739197,0.7691941857337952,0.7642089128494263,9696
102,6.471771240234375,0.007971704006195068,0.8308482766151428,0.8228765726089478,0.8019564747810364,0.7677052021026611,9792
103,6.575124263763428,0.0046898722648620605,0.8276923894882202,0.8230025172233582,0.7971644997596741,0.7751749753952026,9888
104,6.4384446144104,0.014238536357879639,0.8336888551712036,0.819450318813324,0.7938775420188904,0.7697897553443909,9984
105,6.398022174835205,0.016096651554107666,0.8402454853057861,0.8241488337516785,0.7901622653007507,0.7726686596870422,10080
106,6.486260890960693,0.00845259428024292,0.8312425017356873,0.8227899074554443,0.7818614840507507,0.7711064219474792,10176
107,6.525833606719971,0.005472421646118164,0.8300895094871521,0.8246170878410339,0.7793490290641785,0.7720027565956116,10272
108,6.417101860046387,0.008527994155883789,0.8436004519462585,0.8350724577903748,0.794808030128479,0.7763822078704834,10368
109,6.394373893737793,0.015612959861755371,0.8428134322166443,0.8272004723548889,0.7814300060272217,0.777581512928009,10464
110,6.488214015960693,0.009802639484405518,0.8334676623344421,0.8236650228500366,0.7707293033599854,0.7719442248344421,10560
111,6.393715858459473,0.014197289943695068,0.8440997004508972,0.8299024105072021,0.7880728244781494,0.7786176800727844,10656
112,6.3577189445495605,0.010430634021759033,0.8533974885940552,0.8429668545722961,0.8235856890678406,0.7820101976394653,10752
113,6.464868068695068,0.00988161563873291,0.843978762626648,0.834097146987915,0.794838547706604,0.7817560434341431,10848
114,6.399154186248779,0.010430395603179932,0.8375166654586792,0.8270862698554993,0.7944245338439941,0.7644370198249817,10944
115,6.350848197937012,0.013972818851470947,0.8532413244247437,0.8392685055732727,0.8153131604194641,0.7801217436790466,11040
116,6.4125213623046875,0.011121511459350586,0.8428459167480469,0.8317244052886963,0.7848292589187622,0.7790705561637878,11136
117,6.356620788574219,0.010935485363006592,0.8469386696815491,0.8360031843185425,0.7984219193458557,0.7706225514411926,11232
118,6.316951751708984,0.009712576866149902,0.847906231880188,0.8381936550140381,0.814895510673523,0.767257034778595,11328
119,6.382472038269043,0.013911247253417969,0.8391157984733582,0.8252045512199402,0.7898765206336975,0.7699667811393738,11424
120,6.358531475067139,0.013697564601898193,0.8448776602745056,0.8311800956726074,0.794835090637207,0.7758063077926636,11520
121,6.277132987976074,0.01730114221572876,0.8516258597373962,0.8343247175216675,0.8102597594261169,0.7709577679634094,11616
122,6.366761207580566,0.007293105125427246,0.8492400646209717,0.8419469594955444,0.8012012243270874,0.7744521498680115,11712
123,6.233129501342773,0.014157414436340332,0.8615632057189941,0.8474057912826538,0.818467915058136,0.7761472463607788,11808
124,6.279916763305664,0.01721978187561035,0.8511509895324707,0.8339312076568604,0.7962804436683655,0.7750738859176636,11904
125,6.269599437713623,0.01422792673110962,0.8534374237060547,0.8392094969749451,0.8111423254013062,0.7730919122695923,12000
126,6.307981491088867,0.009602725505828857,0.8524473309516907,0.8428446054458618,0.8052658438682556,0.7750802636146545,12096
127,6.209961414337158,0.02084934711456299,0.8551522493362427,0.8343029022216797,0.8092352151870728,0.7673670053482056,12192
128,6.247008323669434,0.019840657711029053,0.8511977791786194,0.8313571214675903,0.8106839656829834,0.7602678537368774,12288
129,6.146132946014404,0.02258533239364624,0.8646238446235657,0.8420385122299194,0.8311997652053833,0.7594087719917297,12384
130,6.199891567230225,0.023929178714752197,0.8565938472747803,0.8326646685600281,0.8148768544197083,0.7692586779594421,12480
131,6.2665839195251465,0.02010446786880493,0.8514127731323242,0.8313083052635193,0.8008134365081787,0.7675513029098511,12576
132,6.239652156829834,0.020398497581481934,0.8536537885665894,0.8332552909851074,0.8003160357475281,0.7677294015884399,12672
133,6.184475898742676,0.01947188377380371,0.8591612577438354,0.8396893739700317,0.8092421889305115,0.7661460041999817,12768
134,6.198735237121582,0.019678711891174316,0.8572104573249817,0.8375317454338074,0.8094455003738403,0.7618943452835083,12864
135,6.222860813140869,0.019199132919311523,0.8523462414741516,0.8331471085548401,0.8033306002616882,0.764315128326416,12960
136,6.164768695831299,0.023398995399475098,0.8619572520256042,0.8385582566261292,0.8072528839111328,0.7645353078842163,13056
137,6.1612229347229,0.029295802116394043,0.8639007806777954,0.8346049785614014,0.8103145956993103,0.7722204327583313,13152
138,6.163113594055176,0.0304032564163208,0.8567109107971191,0.8263076543807983,0.7933965921401978,0.770263135433197,13248
139,6.116487979888916,0.03236633539199829,0.8654271364212036,0.8330608010292053,0.8104920983314514,0.766046404838562,13344
140,6.143146991729736,0.0315779447555542,0.8645496964454651,0.8329717516899109,0.8177168369293213,0.7640929818153381,13440
141,6.09330940246582,0.02884232997894287,0.8638678193092346,0.8350254893302917,0.8358801603317261,0.7385134100914001,13536
142,6.074990272521973,0.02736908197402954,0.8649559617042542,0.8375868797302246,0.8252962827682495,0.7512562870979309,13632
143,6.125954627990723,0.031173288822174072,0.8678845167160034,0.8367112278938293,0.8162489533424377,0.7670917510986328,13728
144,6.089902877807617,0.03681445121765137,0.8688194155693054,0.832004964351654,0.8076983690261841,0.7710620760917664,13824
145,6.108053207397461,0.02849876880645752,0.8691260814666748,0.8406273126602173,0.810840904712677,0.7666536569595337,13920
146,6.037869930267334,0.030763089656829834,0.874574601650238,0.8438115119934082,0.8249143958091736,0.7565840482711792,14016
147,6.170720100402832,0.02728104591369629,0.8601318597793579,0.8328508138656616,0.8210665583610535,0.755351722240448,14112
148,6.040063858032227,0.03810662031173706,0.867812991142273,0.8297063708305359,0.8207093477249146,0.7467779517173767,14208
149,6.080882549285889,0.04041045904159546,0.8638365268707275,0.8234260678291321,0.8038874268531799,0.7529891133308411,14304
150,5.976570129394531,0.041308701038360596,0.8779026865959167,0.8365939855575562,0.8201692700386047,0.7615150809288025,14400
151,5.987053871154785,0.03765976428985596,0.8782150745391846,0.8405553102493286,0.8308013081550598,0.7628297209739685,14496
152,6.096622467041016,0.04703587293624878,0.8582159280776978,0.811180055141449,0.7880757451057434,0.7612881660461426,14592
153,6.034451007843018,0.04791903495788574,0.8675289750099182,0.8196099400520325,0.8147886395454407,0.7474304437637329,14688
154,6.003464698791504,0.04083901643753052,0.8662875890731812,0.8254485726356506,0.8274136781692505,0.7313693165779114,14784
155,6.025881290435791,0.04212749004364014,0.8696515560150146,0.8275240659713745,0.8150832056999207,0.7487778663635254,14880
156,5.994231700897217,0.043222129344940186,0.8742385506629944,0.8310164213180542,0.8134545087814331,0.7612270712852478,14976
157,6.039816856384277,0.03955453634262085,0.8766518235206604,0.8370972871780396,0.8202945590019226,0.7658539414405823,15072
158,5.977267742156982,0.03521043062210083,0.8785549402236938,0.843344509601593,0.8244777917861938,0.7523331046104431,15168
159,6.0074143409729,0.041893720626831055,0.869343101978302,0.827449381351471,0.8071885704994202,0.7571668028831482,15264
160,5.910426139831543,0.04732435941696167,0.8743628263473511,0.8270384669303894,0.8238990902900696,0.7384071946144104,15360
161,5.9826788902282715,0.05181187391281128,0.8625732064247131,0.8107613325119019,0.8117884397506714,0.7322937250137329,15456
162,5.9818196296691895,0.04762011766433716,0.8631221055984497,0.8155019879341125,0.810095489025116,0.737163782119751,15552
163,5.93778657913208,0.05214017629623413,0.8715502023696899,0.8194100260734558,0.8225495219230652,0.7417678833007812,15648
164,5.876649379730225,0.05148583650588989,0.876783549785614,0.8252977132797241,0.823965847492218,0.731488049030304,15744
165,5.866322040557861,0.042565882205963135,0.8731910586357117,0.8306251764297485,0.821929931640625,0.7340134978294373,15840
166,5.984414100646973,0.04141736030578613,0.8711791634559631,0.829761803150177,0.8093783259391785,0.7547302842140198,15936
167,5.954026699066162,0.05155026912689209,0.86517333984375,0.8136230707168579,0.7979873418807983,0.7445218563079834,16032
168,5.914018630981445,0.05135875940322876,0.8663040995597839,0.8149453401565552,0.8055377006530762,0.7349766492843628,16128
169,5.906126022338867,0.05631852149963379,0.8664854168891907,0.8101668953895569,0.8009452819824219,0.7266486287117004,16224
170,5.812657833099365,0.06635302305221558,0.8771634101867676,0.810810387134552,0.8196512460708618,0.7304311394691467,16320
171,5.943889617919922,0.060626089572906494,0.8623867034912109,0.8017606139183044,0.7910033464431763,0.7344358563423157,16416
172,5.913072109222412,0.05569005012512207,0.8682379722595215,0.8125479221343994,0.7979400157928467,0.7364352941513062,16512
173,5.870585918426514,0.057701706886291504,0.8719503879547119,0.8142486810684204,0.8136891722679138,0.7304577827453613,16608
174,5.947792053222656,0.061992526054382324,0.8665619492530823,0.8045694231987,0.796200692653656,0.7375054955482483,16704
175,5.902645111083984,0.06196683645248413,0.8693718314170837,0.8074049949645996,0.8018815517425537,0.7245100140571594,16800
176,5.831958770751953,0.06503540277481079,0.8722127079963684,0.8071773052215576,0.7999309301376343,0.7286962270736694,16896
177,5.933300495147705,0.05063807964324951,0.8715024590492249,0.8208643794059753,0.8136376738548279,0.7361358404159546,16992
178,5.940507888793945,0.04787087440490723,0.8683657050132751,0.8204948306083679,0.7991361618041992,0.7388242483139038,17088
179,5.929067134857178,0.0631951093673706,0.8666061758995056,0.803411066532135,0.7797245979309082,0.733987033367157,17184
180,5.883306980133057,0.06722408533096313,0.8645989894866943,0.7973749041557312,0.7825093269348145,0.7230718731880188,17280
181,5.77616024017334,0.06600862741470337,0.8731380701065063,0.807129442691803,0.8065862059593201,0.7145199775695801,17376
182,5.923079967498779,0.06247168779373169,0.8602838516235352,0.7978121638298035,0.7939131855964661,0.7269444465637207,17472
183,5.876332759857178,0.061417996883392334,0.8704379796981812,0.8090199828147888,0.8035264611244202,0.7242059111595154,17568
184,5.935192584991455,0.06256979703903198,0.8617313504219055,0.7991615533828735,0.7867555618286133,0.7294672727584839,17664
185,5.944356441497803,0.052198946475982666,0.8620802164077759,0.8098812699317932,0.8009806275367737,0.7242951393127441,17760
186,5.815473556518555,0.061894893646240234,0.8695889711380005,0.8076940774917603,0.7964974641799927,0.7100670337677002,17856
187,5.894970417022705,0.06393927335739136,0.8675406575202942,0.8036013841629028,0.7822719216346741,0.7325915694236755,17952
188,5.864821910858154,0.06775772571563721,0.867172122001648,0.7994143962860107,0.7830314636230469,0.7373448014259338,18048
189,5.916293144226074,0.05712711811065674,0.868887722492218,0.8117606043815613,0.7980877757072449,0.7264103293418884,18144
190,5.834583759307861,0.09199970960617065,0.8660576939582825,0.7740579843521118,0.7760515809059143,0.7054523825645447,18240
191,5.8911662101745605,0.07552236318588257,0.8595691323280334,0.7840467691421509,0.7809250950813293,0.7064840793609619,18336
192,5.838540077209473,0.06560230255126953,0.8680752515792847,0.8024729490280151,0.7975119948387146,0.7190306186676025,18432
193,5.797794342041016,0.0653565526008606,0.874264657497406,0.8089081048965454,0.7888994812965393,0.7266201972961426,18528
194,5.855332851409912,0.05944877862930298,0.8653061985969543,0.8058574199676514,0.7915982007980347,0.7238187193870544,18624
195,5.887331962585449,0.06082451343536377,0.8652100563049316,0.8043855428695679,0.7899768948554993,0.7221454381942749,18720
196,5.82943058013916,0.06656616926193237,0.8645935654640198,0.7980273962020874,0.8002517819404602,0.6938309669494629,18816
197,5.880338191986084,0.0687706470489502,0.8534245491027832,0.784653902053833,0.7828968167304993,0.6937201619148254,18912
198,5.760182857513428,0.0729670524597168,0.8712311387062073,0.7982640862464905,0.7948620915412903,0.7054944634437561,19008
199,5.7104573249816895,0.07533031702041626,0.8763842582702637,0.8010539412498474,0.799811601638794,0.706557035446167,19104
200,5.755776405334473,0.06783634424209595,0.8732621073722839,0.805425763130188,0.7848910689353943,0.7110291123390198,19200
201,5.7716288566589355,0.06405138969421387,0.876004159450531,0.8119527697563171,0.797806978225708,0.7047566771507263,19296
202,5.8301310539245605,0.06696897745132446,0.8628661036491394,0.7958971261978149,0.7758598327636719,0.7115740180015564,19392
203,5.738842964172363,0.07501429319381714,0.8729483485221863,0.7979340553283691,0.7999095916748047,0.6916071772575378,19488
204,5.765082359313965,0.0854949951171875,0.8664568066596985,0.780961811542511,0.7698110342025757,0.6951916813850403,19584
205,5.828566074371338,0.0778002142906189,0.8687018752098083,0.7909016609191895,0.7833642363548279,0.7113705277442932,19680
206,5.849587917327881,0.07028478384017944,0.8621335625648499,0.7918487787246704,0.7650089859962463,0.7179583311080933,19776
207,5.755105972290039,0.0665702223777771,0.8764697313308716,0.8098995089530945,0.7903574705123901,0.7133315205574036,19872
208,5.640996932983398,0.08965688943862915,0.8715265989303589,0.7818697094917297,0.7654362916946411,0.690527081489563,19968
209,5.803480625152588,0.0675516128540039,0.8601512312889099,0.792599618434906,0.7798885703086853,0.7023082971572876,20064
210,5.6814775466918945,0.0843849778175354,0.8683106303215027,0.7839256525039673,0.7836707234382629,0.6854051351547241,20160
211,5.738447666168213,0.08067530393600464,0.8636865019798279,0.7830111980438232,0.7949864268302917,0.6902496814727783,20256
212,5.814036846160889,0.08772933483123779,0.8543262481689453,0.7665969133377075,0.7578503489494324,0.6875161528587341,20352
213,5.634899616241455,0.09614002704620361,0.866736650466919,0.7705966234207153,0.7676029801368713,0.6792222261428833,20448
214,5.686950206756592,0.07244515419006348,0.8691359162330627,0.7966907620429993,0.7814823389053345,0.692583441734314,20544
215,5.695019245147705,0.07775449752807617,0.8644239902496338,0.7866694927215576,0.7740011811256409,0.6982396841049194,20640
216,5.756501197814941,0.07326871156692505,0.8606950044631958,0.7874262928962708,0.774586021900177,0.6940768957138062,20736
217,5.687225818634033,0.08015191555023193,0.8624523878097534,0.7823004722595215,0.7763329148292542,0.6723572611808777,20832
218,5.800775051116943,0.06955814361572266,0.8546873927116394,0.7851292490959167,0.7700348496437073,0.677691638469696,20928
219,5.64682149887085,0.082813560962677,0.874514102935791,0.791700541973114,0.7778371572494507,0.6704729795455933,21024
220,5.780867576599121,0.08497095108032227,0.8626078963279724,0.7776369452476501,0.75469970703125,0.7026550769805908,21120
221,5.700946807861328,0.08411967754364014,0.8641497492790222,0.7800300717353821,0.7710895538330078,0.6796525120735168,21216
222,5.760319709777832,0.08712881803512573,0.8560059070587158,0.7688770890235901,0.7587026357650757,0.6779650449752808,21312
223,5.796586990356445,0.10013788938522339,0.854339599609375,0.7542017102241516,0.7330875992774963,0.6863457560539246,21408
224,5.763295650482178,0.07238179445266724,0.8601104021072388,0.7877286076545715,0.7678496837615967,0.6722477674484253,21504
225,5.63896369934082,0.09307748079299927,0.8715101480484009,0.7784326672554016,0.7626505494117737,0.6816321015357971,21600
226,5.662791728973389,0.08639347553253174,0.870055615901947,0.7836621403694153,0.7661565542221069,0.693083643913269,21696
227,5.788841247558594,0.0648038387298584,0.8641552329063416,0.7993513941764832,0.7688806653022766,0.6925932168960571,21792
228,5.679691314697266,0.08353471755981445,0.865639328956604,0.7821046113967896,0.7680891752243042,0.6622515916824341,21888
229,5.718760013580322,0.11425185203552246,0.8563847541809082,0.7421329021453857,0.7386643290519714,0.666322648525238,21984
230,5.723168849945068,0.09429764747619629,0.8514447808265686,0.7571471333503723,0.7497655153274536,0.6691492795944214,22080
231,5.692971706390381,0.09316343069076538,0.8571719527244568,0.7640085220336914,0.7559559941291809,0.6662139296531677,22176
232,5.6366167068481445,0.07882511615753174,0.8645198345184326,0.7856947183609009,0.7539402842521667,0.6736036539077759,22272
233,5.685518264770508,0.07812297344207764,0.8604960441589355,0.7823730707168579,0.7499340772628784,0.6798847317695618,22368
234,5.5271124839782715,0.10533660650253296,0.868268609046936,0.7629320025444031,0.7444187998771667,0.6657310128211975,22464
235,5.672729969024658,0.10150575637817383,0.8577178120613098,0.756212055683136,0.7454472184181213,0.6571470499038696,22560
236,5.66862678527832,0.09774649143218994,0.8567333221435547,0.7589868307113647,0.7521476149559021,0.6580687761306763,22656
237,5.579259395599365,0.10830074548721313,0.8700231909751892,0.7617224454879761,0.753632128238678,0.6598991751670837,22752
238,5.534546375274658,0.09664738178253174,0.8644388914108276,0.7677915096282959,0.7498369216918945,0.6668655872344971,22848
239,5.662467002868652,0.08404892683029175,0.8609768748283386,0.7769279479980469,0.7561632394790649,0.6639366149902344,22944
240,5.77553653717041,0.08613121509552002,0.8476635813713074,0.7615323662757874,0.7319955825805664,0.6705942153930664,23040
241,5.676651954650879,0.09969949722290039,0.8498280048370361,0.7501285076141357,0.7336756587028503,0.6552058458328247,23136
