step,loss,gap,ff,fp,hf_rows_consumed
112,6.109756946563721,0.021987974643707275,0.906743586063385,0.8847556114196777,10752
113,6.216862678527832,0.021506667137145996,0.9003891348838806,0.8788824677467346,10848
114,6.144555568695068,0.02124112844467163,0.8956520557403564,0.8744109272956848,10944
115,6.133330345153809,0.02427077293395996,0.9022449851036072,0.8779742121696472,11040
116,6.1939215660095215,0.022234737873077393,0.8979009389877319,0.8756662011146545,11136
117,6.12490701675415,0.02241039276123047,0.9055769443511963,0.8831665515899658,11232
118,6.114531517028809,0.02085655927658081,0.9041553735733032,0.8832988142967224,11328
119,6.19122838973999,0.021975576877593994,0.898098886013031,0.876123309135437,11424
120,6.170727729797363,0.025714635848999023,0.898682177066803,0.872967541217804,11520
121,6.090552806854248,0.025155603885650635,0.9036742448806763,0.8785186409950256,11616
122,6.167123794555664,0.020109176635742188,0.8991426229476929,0.8790334463119507,11712
123,6.067509174346924,0.027838170528411865,0.9042840003967285,0.8764458298683167,11808
124,6.110917091369629,0.02926325798034668,0.9001470804214478,0.8708838224411011,11904
125,6.139871597290039,0.027265191078186035,0.8981287479400635,0.8708635568618774,12000
126,6.1504926681518555,0.02552950382232666,0.8992041349411011,0.8736746311187744,12096
127,6.098113536834717,0.031102240085601807,0.9020295143127441,0.8709272742271423,12192
128,6.087800025939941,0.027390003204345703,0.9020764231681824,0.8746864199638367,12288
129,6.006164073944092,0.028977155685424805,0.904274582862854,0.8752974271774292,12384
130,6.111292839050293,0.030204474925994873,0.8965221047401428,0.866317629814148,12480
131,6.111729145050049,0.02661687135696411,0.9013205766677856,0.8747037053108215,12576
132,6.108610153198242,0.0298575758934021,0.8974384069442749,0.8675808310508728,12672
133,6.086825370788574,0.032984912395477295,0.8984085917472839,0.8654236793518066,12768
134,6.102447032928467,0.028735876083374023,0.8968741297721863,0.8681382536888123,12864
135,6.124850749969482,0.030827879905700684,0.8925198316574097,0.861691951751709,12960
136,6.08220911026001,0.034042954444885254,0.8966706991195679,0.8626277446746826,13056
137,6.094621658325195,0.033167123794555664,0.8978410363197327,0.864673912525177,13152
138,6.083343982696533,0.034184277057647705,0.8963029384613037,0.862118661403656,13248
139,6.027100563049316,0.03675132989883423,0.9018773436546326,0.8651260137557983,13344
140,6.107451438903809,0.03638678789138794,0.89802086353302,0.8616340756416321,13440
141,6.018777847290039,0.030521750450134277,0.9006655812263489,0.8701438307762146,13536
142,6.0207037925720215,0.03405725955963135,0.8961284160614014,0.86207115650177,13632
143,6.053642272949219,0.03772550821304321,0.8990117907524109,0.8612862825393677,13728
144,6.053330898284912,0.040373146533966064,0.898555338382721,0.8581821918487549,13824
145,6.045037746429443,0.03468996286392212,0.8974438905715942,0.8627539277076721,13920
146,6.009017467498779,0.03503769636154175,0.8998850584030151,0.8648473620414734,14016
147,6.138481140136719,0.02832883596420288,0.8895105123519897,0.8611816763877869,14112
148,6.019495964050293,0.03482240438461304,0.8977859616279602,0.8629635572433472,14208
149,6.0348310470581055,0.04147106409072876,0.8944492936134338,0.8529782295227051,14304
150,5.968122482299805,0.04409468173980713,0.9013736248016357,0.8572789430618286,14400
151,5.976059913635254,0.04205727577209473,0.8999272584915161,0.8578699827194214,14496
152,6.112462520599365,0.05021411180496216,0.881463885307312,0.8312497735023499,14592
153,6.0539374351501465,0.051183998584747314,0.8876940608024597,0.8365100622177124,14688
154,6.0037522315979,0.03957164287567139,0.8931100368499756,0.8535383939743042,14784
155,6.010768413543701,0.03689539432525635,0.8983224034309387,0.8614270091056824,14880
156,6.017298221588135,0.038390398025512695,0.8961713314056396,0.857780933380127,14976
157,6.036806106567383,0.03698992729187012,0.8944889307022095,0.8574990034103394,15072
158,6.004408359527588,0.035619378089904785,0.8934791088104248,0.85785973072052,15168
159,6.056632041931152,0.04800379276275635,0.8863583207130432,0.8383545279502869,15264
160,5.954226016998291,0.04720795154571533,0.8956629633903503,0.848455011844635,15360
161,6.014315128326416,0.0497211217880249,0.8884806036949158,0.8387594819068909,15456
162,6.019519329071045,0.04377061128616333,0.8871858716011047,0.8434152603149414,15552
163,5.988778591156006,0.045886337757110596,0.8887639045715332,0.8428775668144226,15648
164,5.938713550567627,0.04393899440765381,0.8913787007331848,0.847439706325531,15744
165,5.924721717834473,0.03725385665893555,0.8913620710372925,0.8541082143783569,15840
166,6.032598972320557,0.03943675756454468,0.8909332156181335,0.8514964580535889,15936
167,6.030452728271484,0.045001864433288574,0.8847934603691101,0.8397915959358215,16032
168,5.989221572875977,0.04995936155319214,0.882851243019104,0.8328918814659119,16128
169,6.019968509674072,0.05432480573654175,0.8770898580551147,0.822765052318573,16224
170,5.900597095489502,0.061155855655670166,0.8918948173522949,0.8307389616966248,16320
171,5.998681545257568,0.052957892417907715,0.882057785987854,0.8290998935699463,16416
172,6.000909328460693,0.0495830774307251,0.8851768374443054,0.8355937600135803,16512
173,5.954477787017822,0.05200827121734619,0.89151531457901,0.8395070433616638,16608
174,6.023761749267578,0.05623936653137207,0.8836734294891357,0.8274340629577637,16704
175,5.97113561630249,0.056528329849243164,0.882134735584259,0.8256064057350159,16800
176,5.943866729736328,0.054060518741607666,0.8844332695007324,0.8303727507591248,16896
177,6.002334117889404,0.044664084911346436,0.88400799036026,0.8393439054489136,16992
178,6.027890205383301,0.0435868501663208,0.885784924030304,0.8421980738639832,17088
179,5.999370098114014,0.05831068754196167,0.8835008144378662,0.8251901268959045,17184
180,5.984293460845947,0.061788082122802734,0.8774941563606262,0.8157060742378235,17280
181,5.886143684387207,0.058216094970703125,0.8849614858627319,0.8267453908920288,17376
182,6.0056281089782715,0.05329710245132446,0.8755659461021423,0.8222688436508179,17472
183,5.969975471496582,0.04913747310638428,0.884179949760437,0.8350424766540527,17568
184,5.998536109924316,0.051962435245513916,0.8811298608779907,0.8291674256324768,17664
185,6.032975673675537,0.04690128564834595,0.8783836960792542,0.8314824104309082,17760
186,5.901974201202393,0.05895358324050903,0.8813216090202332,0.8223680257797241,17856
187,5.986016750335693,0.055276572704315186,0.8813387751579285,0.8260622024536133,17952
188,5.992031097412109,0.05461698770523071,0.8775451183319092,0.8229281306266785,18048
189,6.040584087371826,0.04499924182891846,0.8804398775100708,0.8354406356811523,18144
190,5.948825836181641,0.07813012599945068,0.8823409676551819,0.8042108416557312,18240
191,6.014466285705566,0.06167250871658325,0.8775339126586914,0.8158614039421082,18336
192,5.964004039764404,0.053409039974212646,0.8807907104492188,0.8273816704750061,18432
193,5.942889213562012,0.05902385711669922,0.8862186670303345,0.8271948099136353,18528
194,5.977006912231445,0.05436199903488159,0.8768662214279175,0.8225042223930359,18624
195,6.0254034996032715,0.05432063341140747,0.8791795969009399,0.8248589634895325,18720
196,5.960326194763184,0.05617678165435791,0.8827014565467834,0.8265246748924255,18816
197,6.048287391662598,0.05118530988693237,0.8725730776786804,0.821387767791748,18912
198,5.893303871154785,0.056429505348205566,0.8876833915710449,0.8312538862228394,19008
199,5.864125728607178,0.05772310495376587,0.8877905607223511,0.8300674557685852,19104
200,5.903048992156982,0.058506548404693604,0.8832589387893677,0.8247523903846741,19200
201,5.896120548248291,0.05700653791427612,0.8855923414230347,0.8285858035087585,19296
202,5.978626728057861,0.05717748403549194,0.8742168545722961,0.8170393705368042,19392
203,5.897536754608154,0.0617329478263855,0.885649561882019,0.8239166140556335,19488
204,5.904844284057617,0.06303459405899048,0.8799627423286438,0.8169281482696533,19584
205,6.000216960906982,0.06004500389099121,0.8780962824821472,0.818051278591156,19680
206,6.014037132263184,0.05824190378189087,0.8711807727813721,0.8129388689994812,19776
207,5.921437740325928,0.057542622089385986,0.8863409161567688,0.8287982940673828,19872
208,5.800204753875732,0.0798153281211853,0.8836943507194519,0.8038790225982666,19968
209,5.990789413452148,0.05408555269241333,0.8720653057098389,0.8179797530174255,20064
210,5.874260902404785,0.0628998875617981,0.8823707103729248,0.8194708228111267,20160
211,5.957818984985352,0.057031214237213135,0.8812721967697144,0.8242409825325012,20256
212,5.983536243438721,0.06477731466293335,0.8716436624526978,0.8068663477897644,20352
213,5.823318004608154,0.075877845287323,0.8815783858299255,0.8057005405426025,20448
214,5.9008026123046875,0.06117117404937744,0.8838129043579102,0.8226417303085327,20544
215,5.903836250305176,0.06136810779571533,0.8781490921974182,0.8167809844017029,20640
216,5.941920280456543,0.05586278438568115,0.8740738034248352,0.818211019039154,20736
217,5.8817548751831055,0.059033334255218506,0.8772253394126892,0.8181920051574707,20832
218,5.988155841827393,0.05384153127670288,0.8715420365333557,0.8177005052566528,20928
219,5.855756759643555,0.06478220224380493,0.888412356376648,0.823630154132843,21024
220,5.981032371520996,0.06321144104003906,0.8786084651947021,0.8153970241546631,21120
221,5.912567615509033,0.06020623445510864,0.8787469863891602,0.8185407519340515,21216
222,5.963348388671875,0.0615544319152832,0.8726150989532471,0.8110606670379639,21312
223,5.995645523071289,0.07513934373855591,0.8687551617622375,0.7936158180236816,21408
224,5.962244510650635,0.05284702777862549,0.877682626247406,0.8248355984687805,21504
225,5.797214508056641,0.07807981967926025,0.8881772756576538,0.8100974559783936,21600
226,5.84749698638916,0.06827425956726074,0.8864408135414124,0.8181665539741516,21696
227,5.9600677490234375,0.049060285091400146,0.8802363872528076,0.8311761021614075,21792
228,5.864666938781738,0.062261104583740234,0.8832678198814392,0.821006715297699,21888
229,5.906899452209473,0.07785594463348389,0.8744407892227173,0.7965848445892334,21984
230,5.934620380401611,0.06211572885513306,0.8667763471603394,0.8046606183052063,22080
231,5.890335559844971,0.06461560726165771,0.8714005351066589,0.8067849278450012,22176
232,5.878142833709717,0.06255394220352173,0.8797402381896973,0.8171862959861755,22272
233,5.90346622467041,0.06432676315307617,0.8778232336044312,0.813496470451355,22368
234,5.775154113769531,0.08341795206069946,0.8852209448814392,0.8018029928207397,22464
235,5.895806789398193,0.07396811246871948,0.8767107129096985,0.802742600440979,22560
236,5.892294883728027,0.06511098146438599,0.8758257031440735,0.8107147216796875,22656
237,5.814435958862305,0.0756562352180481,0.8865393996238708,0.8108831644058228,22752
238,5.784976482391357,0.07195955514907837,0.8820801377296448,0.8101205825805664,22848
239,5.881324768066406,0.06388646364212036,0.8791046738624573,0.8152182102203369,22944
240,5.998544216156006,0.0644868016242981,0.867633044719696,0.803146243095398,23040
241,5.909246444702148,0.07388001680374146,0.8704094290733337,0.7965294122695923,23136
242,5.84906005859375,0.07577049732208252,0.8804187178611755,0.804648220539093,23232
243,5.9249396324157715,0.04907494783401489,0.8726281523704529,0.823553204536438,23328
244,5.929905414581299,0.060197293758392334,0.8720852732658386,0.8118879795074463,23424
245,5.8191819190979,0.07852721214294434,0.8821987509727478,0.8036715388298035,23520
246,5.8565897941589355,0.06650233268737793,0.8750736713409424,0.8085713386535645,23616
247,5.857048988342285,0.06883221864700317,0.8741347193717957,0.8053025007247925,23712
248,5.763289451599121,0.07061606645584106,0.8838834762573242,0.8132674098014832,23808
249,5.862886428833008,0.06906521320343018,0.8785574436187744,0.8094922304153442,23904
250,5.9919819831848145,0.06291395425796509,0.8728599548339844,0.8099460005760193,24000
251,5.755255222320557,0.07710468769073486,0.877731204032898,0.8006265163421631,24096
252,5.866781711578369,0.07392960786819458,0.8730993866920471,0.7991697788238525,24192
253,5.795859336853027,0.08366543054580688,0.8748775124549866,0.7912120819091797,24288
254,5.902592658996582,0.06489026546478271,0.8738909959793091,0.8090007305145264,24384
255,5.86235237121582,0.06237196922302246,0.8876263499259949,0.8252543807029724,24480
256,5.810659885406494,0.07876956462860107,0.8822630643844604,0.8034934997558594,24576
257,5.841868877410889,0.09031355381011963,0.8728759288787842,0.7825623750686646,24672
258,5.833186626434326,0.08463197946548462,0.8744230270385742,0.7897910475730896,24768
259,5.94023323059082,0.08255857229232788,0.8648154735565186,0.7822569012641907,24864
260,5.762734413146973,0.0935487151145935,0.8808475732803345,0.787298858165741,24960
261,5.970488548278809,0.06804531812667847,0.8665460348129272,0.7985007166862488,25056
262,5.836605072021484,0.0787772536277771,0.8766658306121826,0.7978885769844055,25152
263,5.882688522338867,0.06780791282653809,0.8714585900306702,0.8036506772041321,25248
264,5.839711666107178,0.0722004771232605,0.8781802654266357,0.8059797883033752,25344
265,5.890176773071289,0.07285386323928833,0.8699151873588562,0.7970613241195679,25440
266,5.801519870758057,0.07345157861709595,0.8838520646095276,0.8104004859924316,25536
267,5.748400688171387,0.0847133994102478,0.8825655579566956,0.7978521585464478,25632
268,5.835097789764404,0.08347314596176147,0.8725953698158264,0.7891222238540649,25728
269,5.863454818725586,0.07453984022140503,0.8771549463272095,0.8026151061058044,25824
270,5.879861831665039,0.0858035683631897,0.8636741042137146,0.7778705358505249,25920
271,5.75551176071167,0.07755517959594727,0.8797786235809326,0.8022234439849854,26016
272,5.866453647613525,0.08715271949768066,0.8729066848754883,0.7857539653778076,26112
273,5.8047685623168945,0.0669284462928772,0.8789926171302795,0.8120641708374023,26208
274,5.808652400970459,0.07519292831420898,0.8768072724342346,0.8016143441200256,26304
275,5.7992844581604,0.08702623844146729,0.8794337511062622,0.7924075126647949,26400
276,5.823710918426514,0.08007365465164185,0.8725702166557312,0.7924965620040894,26496
277,5.758253574371338,0.07779061794281006,0.8801130652427673,0.8023224472999573,26592
278,5.79012393951416,0.0696495771408081,0.8814893960952759,0.8118398189544678,26688
279,5.902529716491699,0.0794069766998291,0.8683274388313293,0.7889204621315002,26784
280,5.789715766906738,0.08266842365264893,0.8717478513717651,0.7890794277191162,26880
281,5.8082499504089355,0.09019219875335693,0.8702621459960938,0.7800699472427368,26976
282,5.826366901397705,0.0785830020904541,0.8694258332252502,0.7908428311347961,27072
283,5.832098007202148,0.07451736927032471,0.8782280683517456,0.8037106990814209,27168
284,5.901854038238525,0.06595581769943237,0.8701402544975281,0.8041844367980957,27264
285,5.844679832458496,0.0597914457321167,0.8747878074645996,0.8149963617324829,27360
286,5.810837268829346,0.07596343755722046,0.8772152662277222,0.8012518286705017,27456
287,5.794224262237549,0.07709670066833496,0.8715994358062744,0.7945027351379395,27552
288,5.854502201080322,0.09425193071365356,0.866691529750824,0.7724395990371704,27648
289,5.776860237121582,0.08984249830245972,0.8798651695251465,0.7900226712226868,27744
290,5.707866668701172,0.0921940803527832,0.8772599101066589,0.7850658297538757,27840
291,5.809482097625732,0.09157556295394897,0.8744771480560303,0.7829015851020813,27936
292,5.7235426902771,0.08162862062454224,0.8811377882957458,0.7995091676712036,28032
293,5.754461765289307,0.06651574373245239,0.8834236264228821,0.8169078826904297,28128
294,5.805711269378662,0.10568726062774658,0.868055522441864,0.7623682618141174,28224
295,5.8378071784973145,0.09145092964172363,0.8735637664794922,0.7821128368377686,28320
296,5.80400276184082,0.09616833925247192,0.8683432936668396,0.7721749544143677,28416
297,5.869312763214111,0.08111512660980225,0.8717319965362549,0.7906168699264526,28512
298,5.81784200668335,0.08136343955993652,0.8728924989700317,0.7915290594100952,28608
299,5.8817620277404785,0.0815998911857605,0.8624256253242493,0.7808257341384888,28704
300,5.757368564605713,0.09000164270401001,0.8677207827568054,0.7777191400527954,28800
301,5.7206525802612305,0.08677804470062256,0.8739840388298035,0.7872059941291809,28896
302,5.830934524536133,0.0891687273979187,0.871853768825531,0.7826850414276123,28992
303,5.731268405914307,0.0971558690071106,0.8700916767120361,0.7729358077049255,29088
304,5.832064628601074,0.07558470964431763,0.8652007579803467,0.789616048336029,29184
305,5.878462791442871,0.07796388864517212,0.8682104349136353,0.7902465462684631,29280
306,5.72081995010376,0.09293580055236816,0.8750547766685486,0.7821189761161804,29376
307,5.853537559509277,0.07623064517974854,0.8761463165283203,0.7999156713485718,29472
308,5.835431098937988,0.0884472131729126,0.8683931827545166,0.779945969581604,29568
309,5.766152381896973,0.07921570539474487,0.8718348741531372,0.7926191687583923,29664
310,5.831634521484375,0.07261717319488525,0.8773346543312073,0.804717481136322,29760
311,5.746089935302734,0.08450990915298462,0.8784707188606262,0.7939608097076416,29856
312,5.840995788574219,0.08676695823669434,0.8721430897712708,0.7853761315345764,29952
313,5.730895042419434,0.08147269487380981,0.8833455443382263,0.8018728494644165,30048
314,5.8132805824279785,0.08038830757141113,0.8781426548957825,0.7977543473243713,30144
315,5.757299423217773,0.08941894769668579,0.869110107421875,0.7796911597251892,30240
316,5.81229305267334,0.07679682970046997,0.8749356865882874,0.7981388568878174,30336
317,5.813792705535889,0.08565598726272583,0.8681762218475342,0.7825202345848083,30432
318,5.811261177062988,0.07548820972442627,0.8670821785926819,0.7915939688682556,30528
319,5.762828826904297,0.0948072075843811,0.8762246370315552,0.7814174294471741,30624
320,5.843085289001465,0.09620708227157593,0.8799113631248474,0.7837042808532715,30720
321,5.800030708312988,0.0882006287574768,0.8753882050514221,0.7871875762939453,30816
322,5.812076091766357,0.07736140489578247,0.870843768119812,0.7934823632240295,30912
323,5.719606399536133,0.10080528259277344,0.8716261386871338,0.7708208560943604,31008
324,5.765846252441406,0.07715344429016113,0.8709239959716797,0.7937705516815186,31104
325,5.816459655761719,0.08584743738174438,0.866219162940979,0.7803717255592346,31200
326,5.704779148101807,0.09196633100509644,0.8827213048934937,0.7907549738883972,31296
327,5.817146301269531,0.08118927478790283,0.8714919090270996,0.7903026342391968,31392
328,5.774000644683838,0.09805196523666382,0.8666822910308838,0.76863032579422,31488
329,5.875122547149658,0.09828275442123413,0.8596498966217041,0.76136714220047,31584
330,5.623978137969971,0.09376704692840576,0.8822864294052124,0.7885193824768066,31680
331,5.793461322784424,0.08359605073928833,0.8757604956626892,0.7921644449234009,31776
332,5.79116678237915,0.0834459662437439,0.8765918016433716,0.7931458353996277,31872
333,5.721853733062744,0.0956694483757019,0.8796223998069763,0.7839529514312744,31968
334,5.731848239898682,0.09427040815353394,0.8713664412498474,0.7770960330963135,32064
335,5.7560906410217285,0.09514397382736206,0.8761025071144104,0.7809585332870483,32160
336,5.779359340667725,0.09162551164627075,0.8735630512237549,0.7819375395774841,32256
337,5.814943313598633,0.0877993106842041,0.8703550100326538,0.7825556993484497,32352
338,5.867176532745361,0.08149892091751099,0.8740448951721191,0.7925459742546082,32448
339,5.787261486053467,0.10831177234649658,0.8683217763900757,0.7600100040435791,32544
340,5.917544841766357,0.0918196439743042,0.8570243120193481,0.765204668045044,32640
341,5.9268598556518555,0.09272563457489014,0.8581865429878235,0.7654609084129333,32736
342,5.758518695831299,0.08977335691452026,0.870029628276825,0.7802562713623047,32832
343,5.746017932891846,0.08915740251541138,0.8729074001312256,0.7837499976158142,32928
344,5.786286354064941,0.0787249207496643,0.8663251399993896,0.7876002192497253,33024
345,5.765428066253662,0.09377622604370117,0.8683987855911255,0.7746225595474243,33120
346,5.745963096618652,0.08376729488372803,0.8744198083877563,0.7906525135040283,33216
347,5.83071756362915,0.08594125509262085,0.8648822903633118,0.7789410352706909,33312
348,5.86740255355835,0.08124852180480957,0.8641932010650635,0.7829446792602539,33408
