run,step,ema_tau
align_teacher_a09,87300,0.9
align_teacher_a09,87400,0.9
align_teacher_a09,87500,0.9
align_teacher_a09,87600,0.9
align_teacher_a09,87700,0.9
align_teacher_a09,87800,0.9
align_teacher_a09,87900,0.9
align_teacher_a09,88000,0.9
align_teacher_a09,88100,0.9
align_teacher_a09,88200,0.9
align_teacher_a09,88300,0.9
align_teacher_a09,88400,0.9
align_teacher_a09,88500,0.9
align_teacher_a09,88600,0.9
align_teacher_a09,88700,0.9
align_teacher_a09,88800,0.9
align_teacher_a09,88900,0.9
align_teacher_a09,89000,0.9
align_teacher_a09,89100,0.9
align_teacher_a09,89200,0.9
align_teacher_a09,89300,0.9
align_teacher_a09,89400,0.9
align_teacher_a09,89500,0.9
align_teacher_a09,89600,0.9
align_teacher_a09,89700,0.9
align_teacher_a09,89800,0.9
align_teacher_a09,89900,0.9
align_teacher_a09,90000,0.9
align_teacher_a09,90100,0.9
align_teacher_a09,90200,0.9
align_teacher_a09,90300,0.9
align_teacher_a09,90400,0.9
align_teacher_a09,90500,0.9
align_teacher_a09,90600,0.9
align_teacher_a09,90700,0.9
align_teacher_a09,90800,0.9
align_teacher_a09,90900,0.9
align_teacher_a09,91000,0.9
align_teacher_a09,91100,0.9
align_teacher_a09,91200,0.9
align_teacher_a09,91300,0.9
align_teacher_a09,91400,0.9
align_teacher_a09,91500,0.9
align_teacher_a09,91600,0.9
align_teacher_a09,91700,0.9
align_teacher_a09,91800,0.9
align_teacher_a09,91900,0.9
align_teacher_a09,92000,0.9
align_teacher_a09,92100,0.9
align_teacher_a09,92200,0.9
align_teacher_a09,92300,0.9
align_teacher_a09,92400,0.9
align_teacher_a09,92500,0.9
align_teacher_a09,92600,0.9
align_teacher_a09,92700,0.9
align_teacher_a09,92800,0.9
align_teacher_a09,92900,0.9
align_teacher_a09,93000,0.9
align_teacher_a09,93100,0.9
align_teacher_a09,93200,0.9
align_teacher_a09,93300,0.9
align_teacher_a09,93400,0.9
align_teacher_a09,93500,0.9
align_teacher_a09,93600,0.9
align_teacher_a09,93700,0.9
align_teacher_a09,93800,0.9
align_teacher_a09,93900,0.9
align_teacher_a09,94000,0.9
align_teacher_a09,94100,0.9
align_teacher_a09,94200,0.9
align_teacher_a09,94300,0.9
align_teacher_a09,94400,0.9
align_teacher_a09,94500,0.9
align_teacher_a09,94600,0.9
align_teacher_a09,94700,0.9
align_teacher_a09,94800,0.9
align_teacher_a09,94900,0.9
align_teacher_a09,95000,0.9
align_teacher_a09,95100,0.9
align_teacher_a09,95200,0.9
align_teacher_a09,95300,0.9
align_teacher_a09,95400,0.9
align_teacher_a09,95500,0.9
align_teacher_a09,95600,0.9
align_teacher_a09,95700,0.9
align_teacher_a09,95800,0.9
align_teacher_a09,95900,0.9
align_teacher_a09,96000,0.9
align_teacher_a09,96100,0.9
align_teacher_a09,96200,0.9
align_teacher_a09,96300,0.9
align_teacher_a09,96400,0.9
align_teacher_a09,96500,0.9
align_teacher_a09,96600,0.9
align_teacher_a09,96700,0.9
align_teacher_a09,96800,0.9
align_teacher_a09,96900,0.9
align_teacher_a09,97000,0.9
align_teacher_a09,97100,0.9
align_teacher_a09,97200,0.9
align_teacher_a09,97300,0.9
align_teacher_a09,97400,0.9
align_teacher_a09,97500,0.9
align_teacher_a09,97600,0.9
align_teacher_a09,97700,0.9
align_teacher_a09,97800,0.9
align_teacher_a09,97900,0.9
align_teacher_a09,98000,0.9
align_teacher_a09,98100,0.9
align_teacher_a09,98200,0.9
align_teacher_a09,98300,0.9
align_teacher_a09,98400,0.9
align_teacher_a09,98500,0.9
align_teacher_a09,98600,0.9
align_teacher_a09,98700,0.9
align_teacher_a09,98800,0.9
align_teacher_a09,98900,0.9
align_teacher_a09,99000,0.9
align_teacher_a09,99100,0.9
align_teacher_a09,99200,0.9
align_teacher_a09,99300,0.9
align_teacher_a09,99400,0.9
align_teacher_a09,99500,0.9
align_teacher_a09,99600,0.9
align_teacher_a09,99700,0.9
align_teacher_a09,99800,0.9
align_teacher_a09,99900,0.9
align_teacher_a09,100000,0.9
align_teacher_sched,1,0.900001
align_teacher_sched,100,0.9001
align_teacher_sched,200,0.9002
align_teacher_sched,300,0.9003
align_teacher_sched,400,0.9004
align_teacher_sched,500,0.9005
align_teacher_sched,600,0.9006000000000001
align_teacher_sched,700,0.9007000000000001
align_teacher_sched,800,0.9008
align_teacher_sched,900,0.9009
align_teacher_sched,1000,0.901
align_teacher_sched,1100,0.9011
align_teacher_sched,1200,0.9012
align_teacher_sched,1300,0.9013
align_teacher_sched,1400,0.9014
align_teacher_sched,1500,0.9015
align_teacher_sched,1600,0.9016000000000001
align_teacher_sched,1700,0.9017000000000001
align_teacher_sched,1800,0.9018
align_teacher_sched,1900,0.9019
align_teacher_sched,2000,0.902
align_teacher_sched,2100,0.9021
align_teacher_sched,2200,0.9022
align_teacher_sched,2300,0.9023
align_teacher_sched,2400,0.9024
align_teacher_sched,2500,0.9025
align_teacher_sched,2600,0.9026000000000001
align_teacher_sched,2700,0.9027000000000001
align_teacher_sched,2800,0.9028
align_teacher_sched,2900,0.9029
align_teacher_sched,3000,0.903
align_teacher_sched,3100,0.9031
align_teacher_sched,3200,0.9032
align_teacher_sched,3300,0.9033
align_teacher_sched,3400,0.9034
align_teacher_sched,3500,0.9035
align_teacher_sched,3600,0.9036000000000001
align_teacher_sched,3700,0.9037000000000001
align_teacher_sched,3800,0.9038
align_teacher_sched,3900,0.9039
align_teacher_sched,4000,0.904
align_teacher_sched,4100,0.9041
align_teacher_sched,4200,0.9042
align_teacher_sched,4300,0.9043
align_teacher_sched,4400,0.9044
align_teacher_sched,4500,0.9045
align_teacher_sched,4600,0.9046000000000001
align_teacher_sched,4700,0.9047000000000001
align_teacher_sched,4800,0.9048
align_teacher_sched,4900,0.9049
align_teacher_sched,5000,0.905
align_teacher_sched,5100,0.9051
align_teacher_sched,5200,0.9052
align_teacher_sched,5300,0.9053
align_teacher_sched,5400,0.9054
align_teacher_sched,5500,0.9055
align_teacher_sched,5600,0.9056000000000001
align_teacher_sched,5700,0.9057000000000001
align_teacher_sched,5800,0.9058
align_teacher_sched,5900,0.9059
align_teacher_sched,6000,0.906
align_teacher_sched,6100,0.9061
align_teacher_sched,6200,0.9062
align_teacher_sched,6300,0.9063
align_teacher_sched,6400,0.9064
align_teacher_sched,6500,0.9065
align_teacher_sched,6600,0.9066000000000001
align_teacher_sched,6700,0.9067000000000001
align_teacher_sched,6800,0.9068
align_teacher_sched,6900,0.9069
align_teacher_sched,7000,0.907
align_teacher_sched,7100,0.9071
align_teacher_sched,7200,0.9072
align_teacher_sched,7300,0.9073
align_teacher_sched,7400,0.9074
align_teacher_sched,7500,0.9075
align_teacher_sched,7600,0.9076000000000001
align_teacher_sched,7700,0.9077000000000001
align_teacher_sched,7800,0.9078
align_teacher_sched,7900,0.9079
align_teacher_sched,8000,0.908
align_teacher_sched,8100,0.9081
align_teacher_sched,8200,0.9082
align_teacher_sched,8300,0.9083
align_teacher_sched,8400,0.9084
align_teacher_sched,8500,0.9085
align_teacher_sched,8600,0.9086000000000001
align_teacher_sched,8700,0.9087000000000001
align_teacher_sched,8800,0.9088
align_teacher_sched,8900,0.9089
align_teacher_sched,9000,0.909
align_teacher_sched,9100,0.9091
align_teacher_sched,9200,0.9092
align_teacher_sched,9300,0.9093
align_teacher_sched,9400,0.9094
align_teacher_sched,9500,0.9095
align_teacher_sched,9600,0.9096
align_teacher_sched,9700,0.9097000000000001
align_teacher_sched,9800,0.9098
align_teacher_sched,9900,0.9099
align_teacher_sched,10000,0.91
align_teacher_sched,10100,0.9101
align_teacher_sched,10200,0.9102
align_teacher_sched,10300,0.9103
align_teacher_sched,10400,0.9104
align_teacher_sched,10500,0.9105
align_teacher_sched,10600,0.9106
align_teacher_sched,10700,0.9107000000000001
align_teacher_sched,10800,0.9108
align_teacher_sched,10900,0.9109
align_teacher_sched,11000,0.911
align_teacher_sched,11100,0.9111
align_teacher_sched,11200,0.9112
align_teacher_sched,11300,0.9113
align_teacher_sched,11400,0.9114
align_teacher_sched,11500,0.9115
align_teacher_sched,11600,0.9116
align_teacher_sched,11700,0.9117000000000001
align_teacher_sched,11800,0.9118
align_teacher_sched,11900,0.9119
align_teacher_sched,12000,0.912
align_teacher_sched,12100,0.9121
align_teacher_sched,12200,0.9122
align_teacher_sched,12300,0.9123
align_teacher_sched,12400,0.9124
align_teacher_sched,12500,0.9125
align_teacher_sched,12600,0.9126
align_teacher_sched,12700,0.9127000000000001
align_teacher_sched,12800,0.9128000000000001
align_teacher_sched,12900,0.9129
align_teacher_sched,13000,0.913
align_teacher_sched,13100,0.9131
align_teacher_sched,13200,0.9132
align_teacher_sched,13300,0.9133
align_teacher_sched,13400,0.9134
align_teacher_sched,13500,0.9135
align_teacher_sched,13600,0.9136
align_teacher_sched,13700,0.9137000000000001
align_teacher_sched,13800,0.9138000000000001
align_teacher_sched,13900,0.9139
align_teacher_sched,14000,0.914
align_teacher_sched,14100,0.9141
align_teacher_sched,14200,0.9142
align_teacher_sched,14300,0.9143
align_teacher_sched,14400,0.9144
align_teacher_sched,14500,0.9145
align_teacher_sched,14600,0.9146
align_teacher_sched,14700,0.9147000000000001
align_teacher_sched,14800,0.9148000000000001
align_teacher_sched,14900,0.9149
align_teacher_sched,15000,0.915
align_teacher_sched,15100,0.9151
align_teacher_sched,15200,0.9152
align_teacher_sched,15300,0.9153
align_teacher_sched,15400,0.9154
align_teacher_sched,15500,0.9155
align_teacher_sched,15600,0.9156
align_teacher_sched,15700,0.9157000000000001
align_teacher_sched,15800,0.9158000000000001
align_teacher_sched,15900,0.9159
align_teacher_sched,16000,0.916
align_teacher_sched,16100,0.9161
align_teacher_sched,16200,0.9162
align_teacher_sched,16300,0.9163
align_teacher_sched,16400,0.9164
align_teacher_sched,16500,0.9165
align_teacher_sched,16600,0.9166
align_teacher_sched,16700,0.9167000000000001
align_teacher_sched,16800,0.9168000000000001
align_teacher_sched,16900,0.9169
align_teacher_sched,17000,0.917
align_teacher_sched,17100,0.9171
align_teacher_sched,17200,0.9172
align_teacher_sched,17300,0.9173
align_teacher_sched,17400,0.9174
align_teacher_sched,17500,0.9175
align_teacher_sched,17600,0.9176
align_teacher_sched,17700,0.9177
align_teacher_sched,17800,0.9178000000000001
align_teacher_sched,17900,0.9179
align_teacher_sched,18000,0.918
align_teacher_sched,18100,0.9181
align_teacher_sched,18200,0.9182
align_teacher_sched,18300,0.9183
align_teacher_sched,18400,0.9184
align_teacher_sched,18500,0.9185
align_teacher_sched,18600,0.9186
align_teacher_sched,18700,0.9187000000000001
align_teacher_sched,18800,0.9188000000000001
align_teacher_sched,18900,0.9189
align_teacher_sched,19000,0.919
align_teacher_sched,19100,0.9191
align_teacher_sched,19200,0.9192
align_teacher_sched,19300,0.9193
align_teacher_sched,19400,0.9194
align_teacher_sched,19500,0.9195
align_teacher_sched,19600,0.9196
align_teacher_sched,19700,0.9197
align_teacher_sched,19800,0.9198000000000001
align_teacher_sched,19900,0.9199
align_teacher_sched,20000,0.92
align_teacher_sched,20100,0.9201
align_teacher_sched,20200,0.9202
align_teacher_sched,20300,0.9203
align_teacher_sched,20400,0.9204
align_teacher_sched,20500,0.9205
align_teacher_sched,20600,0.9206
align_teacher_sched,20700,0.9207
align_teacher_sched,20800,0.9208000000000001
align_teacher_sched,20900,0.9209
align_teacher_sched,21000,0.921
align_teacher_sched,21100,0.9211
align_teacher_sched,21200,0.9212
align_teacher_sched,21300,0.9213
align_teacher_sched,21400,0.9214
align_teacher_sched,21500,0.9215
align_teacher_sched,21600,0.9216
align_teacher_sched,21700,0.9217
align_teacher_sched,21800,0.9218000000000001
align_teacher_sched,21900,0.9219
align_teacher_sched,22000,0.922
align_teacher_sched,22100,0.9221
align_teacher_sched,22200,0.9222
align_teacher_sched,22300,0.9223
align_teacher_sched,22400,0.9224
align_teacher_sched,22500,0.9225
align_teacher_sched,22600,0.9226
align_teacher_sched,22700,0.9227
align_teacher_sched,22800,0.9228000000000001
align_teacher_sched,22900,0.9229
align_teacher_sched,23000,0.923
align_teacher_sched,23100,0.9231
align_teacher_sched,23200,0.9232
align_teacher_sched,23300,0.9233
align_teacher_sched,23400,0.9234
align_teacher_sched,23500,0.9235
align_teacher_sched,23600,0.9236
align_teacher_sched,23700,0.9237
align_teacher_sched,23800,0.9238000000000001
align_teacher_sched,23900,0.9239
align_teacher_sched,24000,0.924
align_teacher_sched,24100,0.9241
align_teacher_sched,24200,0.9242
align_teacher_sched,24300,0.9243
align_teacher_sched,24400,0.9244
align_teacher_sched,24500,0.9245
align_teacher_sched,24600,0.9246
align_teacher_sched,24700,0.9247
align_teacher_sched,24800,0.9248000000000001
align_teacher_sched,24900,0.9249
align_teacher_sched,25000,0.925
align_teacher_sched,25100,0.9251
align_teacher_sched,25200,0.9252
align_teacher_sched,25300,0.9253
align_teacher_sched,25400,0.9254
align_teacher_sched,25500,0.9255
align_teacher_sched,25600,0.9256
align_teacher_sched,25700,0.9257
align_teacher_sched,25800,0.9258000000000001
align_teacher_sched,25900,0.9259000000000001
align_teacher_sched,26000,0.926
align_teacher_sched,26100,0.9261
align_teacher_sched,26200,0.9262
align_teacher_sched,26300,0.9263
align_teacher_sched,26400,0.9264
align_teacher_sched,26500,0.9265
align_teacher_sched,26600,0.9266
align_teacher_sched,26700,0.9267
align_teacher_sched,26800,0.9268000000000001
align_teacher_sched,26900,0.9269000000000001
align_teacher_sched,27000,0.927
align_teacher_sched,27100,0.9271
align_teacher_sched,27200,0.9272
align_teacher_sched,27300,0.9273
align_teacher_sched,27400,0.9274
align_teacher_sched,27500,0.9275
align_teacher_sched,27600,0.9276
align_teacher_sched,27700,0.9277
align_teacher_sched,27800,0.9278000000000001
align_teacher_sched,27900,0.9279000000000001
align_teacher_sched,28000,0.928
align_teacher_sched,28100,0.9281
align_teacher_sched,28200,0.9282
align_teacher_sched,28300,0.9283
align_teacher_sched,28400,0.9284
align_teacher_sched,28500,0.9285
align_teacher_sched,28600,0.9286
align_teacher_sched,28700,0.9287
align_teacher_sched,28800,0.9288000000000001
align_teacher_sched,28900,0.9289000000000001
align_teacher_sched,29000,0.929
align_teacher_sched,29100,0.9291
align_teacher_sched,29200,0.9292
align_teacher_sched,29300,0.9293
align_teacher_sched,29400,0.9294
align_teacher_sched,29500,0.9295
align_teacher_sched,29600,0.9296
align_teacher_sched,29700,0.9297
align_teacher_sched,29800,0.9298
align_teacher_sched,29900,0.9299000000000001
align_teacher_sched,30000,0.93
align_teacher_sched,30100,0.9301
align_teacher_sched,30200,0.9302
align_teacher_sched,30300,0.9303
align_teacher_sched,30400,0.9304
align_teacher_sched,30500,0.9305
align_teacher_sched,30600,0.9306
align_teacher_sched,30700,0.9307
align_teacher_sched,30800,0.9308000000000001
align_teacher_sched,30900,0.9309000000000001
align_teacher_sched,31000,0.931
align_teacher_sched,31100,0.9311
align_teacher_sched,31200,0.9312
align_teacher_sched,31300,0.9313
align_teacher_sched,31400,0.9314
align_teacher_sched,31500,0.9315
align_teacher_sched,31600,0.9316
align_teacher_sched,31700,0.9317
align_teacher_sched,31800,0.9318
align_teacher_sched,31900,0.9319000000000001
align_teacher_sched,32000,0.932
align_teacher_sched,32100,0.9321
align_teacher_sched,32200,0.9322
align_teacher_sched,32300,0.9323
align_teacher_sched,32400,0.9324
align_teacher_sched,32500,0.9325
align_teacher_sched,32600,0.9326
align_teacher_sched,32700,0.9327
align_teacher_sched,32800,0.9328000000000001
align_teacher_sched,32900,0.9329000000000001
align_teacher_sched,33000,0.933
align_teacher_sched,33100,0.9331
align_teacher_sched,33200,0.9332
align_teacher_sched,33300,0.9333
align_teacher_sched,33400,0.9334
align_teacher_sched,33500,0.9335
align_teacher_sched,33600,0.9336
align_teacher_sched,33700,0.9337
align_teacher_sched,33800,0.9338
align_teacher_sched,33900,0.9339000000000001
align_teacher_sched,34000,0.934
align_teacher_sched,34100,0.9341
align_teacher_sched,34200,0.9342
align_teacher_sched,34300,0.9343
align_teacher_sched,34400,0.9344
align_teacher_sched,34500,0.9345
align_teacher_sched,34600,0.9346
align_teacher_sched,34700,0.9347
align_teacher_sched,34800,0.9348
align_teacher_sched,34900,0.9349000000000001
align_teacher_sched,35000,0.935
align_teacher_sched,35100,0.9351
align_teacher_sched,35200,0.9352
align_teacher_sched,35300,0.9353
align_teacher_sched,35400,0.9354
align_teacher_sched,35500,0.9355
align_teacher_sched,35600,0.9356
align_teacher_sched,35700,0.9357
align_teacher_sched,35800,0.9358
align_teacher_sched,35900,0.9359
align_teacher_sched,36000,0.936
align_teacher_sched,36100,0.9361
align_teacher_sched,36200,0.9362
align_teacher_sched,36300,0.9363
align_teacher_sched,36400,0.9364
align_teacher_sched,36500,0.9365
align_teacher_sched,36600,0.9366
align_teacher_sched,36700,0.9367
align_teacher_sched,36800,0.9368
align_teacher_sched,36900,0.9369000000000001
align_teacher_sched,37000,0.937
align_teacher_sched,37100,0.9371
align_teacher_sched,37200,0.9372
align_teacher_sched,37300,0.9373
align_teacher_sched,37400,0.9374
align_teacher_sched,37500,0.9375
align_teacher_sched,37600,0.9376
align_teacher_sched,37700,0.9377
align_teacher_sched,37800,0.9378
align_teacher_sched,37900,0.9379
align_teacher_sched,38000,0.9380000000000001
align_teacher_sched,38100,0.9381
align_teacher_sched,38200,0.9382
align_teacher_sched,38300,0.9383
align_teacher_sched,38400,0.9384
align_teacher_sched,38500,0.9385
align_teacher_sched,38600,0.9386
align_teacher_sched,38700,0.9387
align_teacher_sched,38800,0.9388
align_teacher_sched,38900,0.9389000000000001
align_teacher_sched,39000,0.9390000000000001
align_teacher_sched,39100,0.9391
align_teacher_sched,39200,0.9392
align_teacher_sched,39300,0.9393
align_teacher_sched,39400,0.9394
align_teacher_sched,39500,0.9395
align_teacher_sched,39600,0.9396
align_teacher_sched,39700,0.9397
align_teacher_sched,39800,0.9398
align_teacher_sched,39900,0.9399
align_teacher_sched,40000,0.9400000000000001
align_teacher_sched,40100,0.9401
align_teacher_sched,40200,0.9402
align_teacher_sched,40300,0.9403
align_teacher_sched,40400,0.9404
align_teacher_sched,40500,0.9405
align_teacher_sched,40600,0.9406
align_teacher_sched,40700,0.9407
align_teacher_sched,40800,0.9408
align_teacher_sched,40900,0.9409
align_teacher_sched,41000,0.9410000000000001
align_teacher_sched,41100,0.9411
align_teacher_sched,41200,0.9412
align_teacher_sched,41300,0.9413
align_teacher_sched,41400,0.9414
align_teacher_sched,41500,0.9415
align_teacher_sched,41600,0.9416
align_teacher_sched,41700,0.9417
align_teacher_sched,41800,0.9418
align_teacher_sched,41900,0.9419
align_teacher_sched,42000,0.9420000000000001
align_teacher_sched,42100,0.9421
align_teacher_sched,42200,0.9422
align_teacher_sched,42300,0.9423
align_teacher_sched,42400,0.9424
align_teacher_sched,42500,0.9425
align_teacher_sched,42600,0.9426
align_teacher_sched,42700,0.9427
align_teacher_sched,42800,0.9428
align_teacher_sched,42900,0.9429
align_teacher_sched,43000,0.9430000000000001
align_teacher_sched,43100,0.9431
align_teacher_sched,43200,0.9432
align_teacher_sched,43300,0.9433
align_teacher_sched,43400,0.9434
align_teacher_sched,43500,0.9435
align_teacher_sched,43600,0.9436
align_teacher_sched,43700,0.9437
align_teacher_sched,43800,0.9438
align_teacher_sched,43900,0.9439
align_teacher_sched,44000,0.9440000000000001
align_teacher_sched,44100,0.9441
align_teacher_sched,44200,0.9442
align_teacher_sched,44300,0.9443
align_teacher_sched,44400,0.9444
align_teacher_sched,44500,0.9445
align_teacher_sched,44600,0.9446
align_teacher_sched,44700,0.9447
align_teacher_sched,44800,0.9448
align_teacher_sched,44900,0.9449
align_teacher_sched,45000,0.9450000000000001
align_teacher_sched,45100,0.9451
align_teacher_sched,45200,0.9452
align_teacher_sched,45300,0.9453
align_teacher_sched,45400,0.9454
align_teacher_sched,45500,0.9455
align_teacher_sched,45600,0.9456
align_teacher_sched,45700,0.9457
align_teacher_sched,45800,0.9458
align_teacher_sched,45900,0.9459
align_teacher_sched,46000,0.9460000000000001
align_teacher_sched,46100,0.9461
align_teacher_sched,46200,0.9462
align_teacher_sched,46300,0.9463
align_teacher_sched,46400,0.9464
align_teacher_sched,46500,0.9465
align_teacher_sched,46600,0.9466
align_teacher_sched,46700,0.9467
align_teacher_sched,46800,0.9468
align_teacher_sched,46900,0.9469
align_teacher_sched,47000,0.9470000000000001
align_teacher_sched,47100,0.9471
align_teacher_sched,47200,0.9472
align_teacher_sched,47300,0.9473
align_teacher_sched,47400,0.9474
align_teacher_sched,47500,0.9475
align_teacher_sched,47600,0.9476
align_teacher_sched,47700,0.9477
align_teacher_sched,47800,0.9478
align_teacher_sched,47900,0.9479
align_teacher_sched,48000,0.948
align_teacher_sched,48100,0.9481
align_teacher_sched,48200,0.9482
align_teacher_sched,48300,0.9483
align_teacher_sched,48400,0.9484
align_teacher_sched,48500,0.9485
align_teacher_sched,48600,0.9486
align_teacher_sched,48700,0.9487
align_teacher_sched,48800,0.9488
align_teacher_sched,48900,0.9489
align_teacher_sched,49000,0.9490000000000001
align_teacher_sched,49100,0.9491
align_teacher_sched,49200,0.9492
align_teacher_sched,49300,0.9493
align_teacher_sched,49400,0.9494
align_teacher_sched,49500,0.9495
align_teacher_sched,49600,0.9496
align_teacher_sched,49700,0.9497
align_teacher_sched,49800,0.9498
align_teacher_sched,49900,0.9499
align_teacher_sched,50000,0.95
align_teacher_sched,50100,0.9501000000000001
align_teacher_sched,50200,0.9502
align_teacher_sched,50300,0.9503
align_teacher_sched,50400,0.9504
align_teacher_sched,50500,0.9505
align_teacher_sched,50600,0.9506
align_teacher_sched,50700,0.9507
align_teacher_sched,50800,0.9508
align_teacher_sched,50900,0.9509
align_teacher_sched,51000,0.9510000000000001
align_teacher_sched,51100,0.9511000000000001
align_teacher_sched,51200,0.9512
align_teacher_sched,51300,0.9513
align_teacher_sched,51400,0.9514
align_teacher_sched,51500,0.9515
align_teacher_sched,51600,0.9516
align_teacher_sched,51700,0.9517
align_teacher_sched,51800,0.9518
align_teacher_sched,51900,0.9519
align_teacher_sched,52000,0.952
align_teacher_sched,52100,0.9521000000000001
align_teacher_sched,52200,0.9522
align_teacher_sched,52300,0.9523
align_teacher_sched,52400,0.9524
align_teacher_sched,52500,0.9525
align_teacher_sched,52600,0.9526
align_teacher_sched,52700,0.9527
align_teacher_sched,52800,0.9528
align_teacher_sched,52900,0.9529
align_teacher_sched,53000,0.9530000000000001
align_teacher_sched,53100,0.9531000000000001
align_teacher_sched,53200,0.9532
align_teacher_sched,53300,0.9533
align_teacher_sched,53400,0.9534
align_teacher_sched,53500,0.9535
align_teacher_sched,53600,0.9536
align_teacher_sched,53700,0.9537
align_teacher_sched,53800,0.9538
align_teacher_sched,53900,0.9539
align_teacher_sched,54000,0.954
align_teacher_sched,54100,0.9541000000000001
align_teacher_sched,54200,0.9542
align_teacher_sched,54300,0.9543
align_teacher_sched,54400,0.9544
align_teacher_sched,54500,0.9545
align_teacher_sched,54600,0.9546
align_teacher_sched,54700,0.9547
align_teacher_sched,54800,0.9548
align_teacher_sched,54900,0.9549
align_teacher_sched,55000,0.9550000000000001
align_teacher_sched,55100,0.9551000000000001
align_teacher_sched,55200,0.9552
align_teacher_sched,55300,0.9553
align_teacher_sched,55400,0.9554
align_teacher_sched,55500,0.9555
align_teacher_sched,55600,0.9556
align_teacher_sched,55700,0.9557
align_teacher_sched,55800,0.9558
align_teacher_sched,55900,0.9559
align_teacher_sched,56000,0.956
align_teacher_sched,56100,0.9561000000000001
align_teacher_sched,56200,0.9562
align_teacher_sched,56300,0.9563
align_teacher_sched,56400,0.9564
align_teacher_sched,56500,0.9565
align_teacher_sched,56600,0.9566
align_teacher_sched,56700,0.9567
align_teacher_sched,56800,0.9568
align_teacher_sched,56900,0.9569
align_teacher_sched,57000,0.957
align_teacher_sched,57100,0.9571000000000001
align_teacher_sched,57200,0.9572
align_teacher_sched,57300,0.9573
align_teacher_sched,57400,0.9574
align_teacher_sched,57500,0.9575
align_teacher_sched,57600,0.9576
align_teacher_sched,57700,0.9577
align_teacher_sched,57800,0.9578
align_teacher_sched,57900,0.9579
align_teacher_sched,58000,0.958
align_teacher_sched,58100,0.9581
align_teacher_sched,58200,0.9582
align_teacher_sched,58300,0.9583
align_teacher_sched,58400,0.9584
align_teacher_sched,58500,0.9585
align_teacher_sched,58600,0.9586
align_teacher_sched,58700,0.9587
align_teacher_sched,58800,0.9588
align_teacher_sched,58900,0.9589
align_teacher_sched,59000,0.959
align_teacher_sched,59100,0.9591000000000001
align_teacher_sched,59200,0.9592
align_teacher_sched,59300,0.9593
align_teacher_sched,59400,0.9594
align_teacher_sched,59500,0.9595
align_teacher_sched,59600,0.9596
align_teacher_sched,59700,0.9597
align_teacher_sched,59800,0.9598
align_teacher_sched,59900,0.9599
align_teacher_sched,60000,0.96
align_teacher_sched,60100,0.9601
align_teacher_sched,60200,0.9602
align_teacher_sched,60300,0.9603
align_teacher_sched,60400,0.9604
align_teacher_sched,60500,0.9605
align_teacher_sched,60600,0.9606
align_teacher_sched,60700,0.9607
align_teacher_sched,60800,0.9608
align_teacher_sched,60900,0.9609
align_teacher_sched,61000,0.961
align_teacher_sched,61100,0.9611000000000001
align_teacher_sched,61200,0.9612
align_teacher_sched,61300,0.9613
align_teacher_sched,61400,0.9614
align_teacher_sched,61500,0.9615
align_teacher_sched,61600,0.9616
align_teacher_sched,61700,0.9617
align_teacher_sched,61800,0.9618
align_teacher_sched,61900,0.9619
align_teacher_sched,62000,0.962
align_teacher_sched,62100,0.9621
align_teacher_sched,62200,0.9622
align_teacher_sched,62300,0.9623
align_teacher_sched,62400,0.9624
align_teacher_sched,62500,0.9625
align_teacher_sched,62600,0.9626
align_teacher_sched,62700,0.9627
align_teacher_sched,62800,0.9628
align_teacher_sched,62900,0.9629
align_teacher_sched,63000,0.963
align_teacher_sched,63100,0.9631000000000001
align_teacher_sched,63200,0.9632000000000001
align_teacher_sched,63300,0.9633
align_teacher_sched,63400,0.9634
align_teacher_sched,63500,0.9635
align_teacher_sched,63600,0.9636
align_teacher_sched,63700,0.9637
align_teacher_sched,63800,0.9638
align_teacher_sched,63900,0.9639
align_teacher_sched,64000,0.964
align_teacher_sched,64100,0.9641
align_teacher_sched,64200,0.9642000000000001
align_teacher_sched,64300,0.9643
align_teacher_sched,64400,0.9644
align_teacher_sched,64500,0.9645
align_teacher_sched,64600,0.9646
align_teacher_sched,64700,0.9647
align_teacher_sched,64800,0.9648
align_teacher_sched,64900,0.9649
align_teacher_sched,65000,0.965
align_teacher_sched,65100,0.9651000000000001
align_teacher_sched,65200,0.9652000000000001
align_teacher_sched,65300,0.9653
align_teacher_sched,65400,0.9654
align_teacher_sched,65500,0.9655
align_teacher_sched,65600,0.9656
align_teacher_sched,65700,0.9657
align_teacher_sched,65800,0.9658
align_teacher_sched,65900,0.9659
align_teacher_sched,66000,0.966
align_teacher_sched,66100,0.9661
align_teacher_sched,66200,0.9662000000000001
align_teacher_sched,66300,0.9663
align_teacher_sched,66400,0.9664
align_teacher_sched,66500,0.9665
align_teacher_sched,66600,0.9666
align_teacher_sched,66700,0.9667
align_teacher_sched,66800,0.9668
align_teacher_sched,66900,0.9669
align_teacher_sched,67000,0.967
align_teacher_sched,67100,0.9671000000000001
align_teacher_sched,67200,0.9672000000000001
align_teacher_sched,67300,0.9673
align_teacher_sched,67400,0.9674
align_teacher_sched,67500,0.9675
align_teacher_sched,67600,0.9676
align_teacher_sched,67700,0.9677
align_teacher_sched,67800,0.9678
align_teacher_sched,67900,0.9679
align_teacher_sched,68000,0.968
align_teacher_sched,68100,0.9681
align_teacher_sched,68200,0.9682000000000001
align_teacher_sched,68300,0.9683
