run,arm,alpha,latent,kind,step,step_ref,delta_step,drift_cos,drift_cos_aligned,rot_gap,cka
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,89500,0,89500,0.989575,0.678470,0.311105,0.006262
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,89500,89000,500,0.000891,0.000215,0.000676,0.991930
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,89500,0,89500,0.989495,0.678514,0.310982,0.006232
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,90000,89500,500,0.002701,0.000544,0.002157,0.961763
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,90000,0,90000,0.986970,0.678192,0.308778,0.006030
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,90000,89500,500,0.001440,0.000374,0.001066,0.978032
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,90000,0,90000,0.987074,0.678236,0.308837,0.006238
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,90500,90000,500,0.002176,0.000422,0.001754,0.985538
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,90500,0,90500,0.987027,0.678783,0.308244,0.006392
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,90500,90000,500,0.001019,0.000230,0.000789,0.993890
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,90500,0,90500,0.986955,0.678728,0.308227,0.006129
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,91000,90500,500,0.001531,0.000292,0.001239,0.985303
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,91000,0,91000,0.990167,0.678576,0.311591,0.006116
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,91000,90500,500,0.001250,0.000290,0.000960,0.985693
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,91000,0,91000,0.989637,0.678585,0.311052,0.005978
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,91500,91000,500,0.002042,0.000430,0.001613,0.981947
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,91500,0,91500,0.987581,0.678478,0.309103,0.005970
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,91500,91000,500,0.001432,0.000368,0.001064,0.982747
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,91500,0,91500,0.987219,0.678623,0.308597,0.005749
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,92000,91500,500,0.003401,0.000620,0.002780,0.987756
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,92000,0,92000,0.986631,0.678739,0.307892,0.004865
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,92000,91500,500,0.002476,0.000443,0.002032,0.990104
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,92000,0,92000,0.986800,0.678793,0.308007,0.004958
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,92500,92000,500,0.002200,0.000557,0.001643,0.988491
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,92500,0,92500,0.988924,0.678491,0.310434,0.005639
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,92500,92000,500,0.001448,0.000353,0.001095,0.992079
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,92500,0,92500,0.988800,0.678512,0.310288,0.005524
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,93000,92500,500,0.001845,0.000365,0.001480,0.987788
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,93000,0,93000,0.989718,0.678308,0.311410,0.005404
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,93000,92500,500,0.001610,0.000334,0.001276,0.991204
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,93000,0,93000,0.990239,0.678253,0.311986,0.005519
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,93500,93000,500,0.001978,0.000438,0.001540,0.990806
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,93500,0,93500,0.986089,0.678418,0.307670,0.005233
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,93500,93000,500,0.002184,0.000457,0.001727,0.990431
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,93500,0,93500,0.986916,0.678529,0.308387,0.005149
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,94000,93500,500,0.002779,0.000560,0.002219,0.988862
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,94000,0,94000,0.986245,0.678043,0.308203,0.005661
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,94000,93500,500,0.002144,0.000429,0.001715,0.990013
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,94000,0,94000,0.986238,0.678505,0.307733,0.005405
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,94500,94000,500,0.005998,0.001384,0.004614,0.967635
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,94500,0,94500,0.987042,0.678584,0.308459,0.006711
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,94500,94000,500,0.004309,0.001118,0.003191,0.975863
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,94500,0,94500,0.986395,0.678655,0.307740,0.006338
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,95000,94500,500,0.001681,0.000293,0.001387,0.988176
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,95000,0,95000,0.985438,0.678599,0.306839,0.006384
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,95000,94500,500,0.001377,0.000259,0.001118,0.990183
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,95000,0,95000,0.985738,0.678626,0.307112,0.006404
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,95500,95000,500,0.004231,0.000659,0.003571,0.969160
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,95500,0,95500,0.985942,0.678931,0.307011,0.004939
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,95500,95000,500,0.003488,0.000581,0.002907,0.971295
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,95500,0,95500,0.985336,0.678929,0.306407,0.005050
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,96000,95500,500,0.004403,0.000883,0.003520,0.977328
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,96000,0,96000,0.985674,0.678723,0.306951,0.006758
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,96000,95500,500,0.003002,0.000596,0.002407,0.982904
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,96000,0,96000,0.985372,0.678652,0.306720,0.006533
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,96500,96000,500,0.002141,0.000381,0.001760,0.982368
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,96500,0,96500,0.987597,0.679013,0.308584,0.005354
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,96500,96000,500,0.001893,0.000306,0.001587,0.984701
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,96500,0,96500,0.987122,0.679096,0.308026,0.005309
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,97000,96500,500,0.001387,0.000258,0.001128,0.992167
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,97000,0,97000,0.988169,0.679141,0.309028,0.005064
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,97000,96500,500,0.001241,0.000233,0.001009,0.992152
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,97000,0,97000,0.988604,0.679113,0.309491,0.005207
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,97500,97000,500,0.001328,0.000244,0.001083,0.990078
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,97500,0,97500,0.987540,0.678997,0.308543,0.005458
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,97500,97000,500,0.001290,0.000239,0.001051,0.992923
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,97500,0,97500,0.987838,0.679076,0.308762,0.005144
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,98000,97500,500,0.006729,0.002109,0.004620,0.983067
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,98000,0,98000,0.988861,0.680438,0.308424,0.003687
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,98000,97500,500,0.003158,0.001130,0.002028,0.982108
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,98000,0,98000,0.989584,0.680032,0.309552,0.003987
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,98500,98000,500,0.003746,0.000967,0.002779,0.981402
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,98500,0,98500,0.992399,0.679681,0.312719,0.004384
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,98500,98000,500,0.001426,0.000330,0.001096,0.993097
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,98500,0,98500,0.992934,0.679946,0.312988,0.004093
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,99000,98500,500,0.002981,0.000984,0.001997,0.972790
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,99000,0,99000,0.992917,0.678750,0.314167,0.006599
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,99000,98500,500,0.003687,0.001158,0.002529,0.970670
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,99000,0,99000,0.992552,0.678770,0.313782,0.006366
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,99500,99000,500,0.001502,0.000425,0.001077,0.981322
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,99500,0,99500,0.991875,0.679112,0.312763,0.008115
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,99500,99000,500,0.001731,0.000499,0.001232,0.981099
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,99500,0,99500,0.992206,0.679204,0.313002,0.007834
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,100000,99500,500,0.001773,0.000537,0.001236,0.980194
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,100000,0,100000,0.993151,0.679222,0.313929,0.005779
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,100000,99500,500,0.001655,0.000468,0.001187,0.980562
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,100000,0,100000,0.993387,0.679331,0.314056,0.005811
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,500,0,500,0.759085,0.553274,0.205811,0.138141
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,500,0,500,0.760192,0.553946,0.206246,0.138116
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,1000,500,500,0.082942,0.041587,0.041356,0.629743
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,1000,0,1000,0.772842,0.552269,0.220574,0.173912
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,1000,500,500,0.086249,0.041302,0.044947,0.631420
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,1000,0,1000,0.773401,0.552952,0.220449,0.170388
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,1500,1000,500,0.048165,0.023971,0.024194,0.740634
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,1500,0,1500,0.771348,0.556374,0.214974,0.189886
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,1500,1000,500,0.047061,0.024354,0.022707,0.734315
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,1500,0,1500,0.772237,0.556664,0.215573,0.189163
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,2000,1500,500,0.025646,0.014114,0.011532,0.850953
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,2000,0,2000,0.773511,0.555340,0.218171,0.202076
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,2000,1500,500,0.024456,0.014139,0.010317,0.849077
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,2000,0,2000,0.774007,0.556377,0.217631,0.202639
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,2500,2000,500,0.016977,0.009465,0.007512,0.890876
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,2500,0,2500,0.776269,0.563210,0.213059,0.230934
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,2500,2000,500,0.016229,0.009118,0.007111,0.894516
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,2500,0,2500,0.774712,0.563280,0.211431,0.231675
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,3000,2500,500,0.012838,0.007151,0.005687,0.891902
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,3000,0,3000,0.779343,0.579678,0.199665,0.207331
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,3000,2500,500,0.012387,0.007037,0.005351,0.889635
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,3000,0,3000,0.779172,0.579002,0.200170,0.210319
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,3500,3000,500,0.011156,0.005990,0.005166,0.876047
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,3500,0,3500,0.785722,0.592570,0.193152,0.191311
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,3500,3000,500,0.010830,0.005864,0.004966,0.881366
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,3500,0,3500,0.785702,0.592645,0.193058,0.190178
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,4000,3500,500,0.009630,0.005196,0.004434,0.853500
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,4000,0,4000,0.794311,0.606215,0.188096,0.204852
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,4000,3500,500,0.009112,0.005029,0.004084,0.864231
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,4000,0,4000,0.793286,0.605452,0.187834,0.206929
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,4500,4000,500,0.008960,0.003328,0.005632,0.884155
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,4500,0,4500,0.799909,0.621038,0.178871,0.191632
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,4500,4000,500,0.008789,0.003369,0.005420,0.885269
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,4500,0,4500,0.800225,0.621260,0.178965,0.191726
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,5000,4500,500,0.006605,0.002557,0.004048,0.889917
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,5000,0,5000,0.805266,0.635005,0.170261,0.178610
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,5000,4500,500,0.006216,0.002383,0.003833,0.897195
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,5000,0,5000,0.805677,0.634663,0.171014,0.177037
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,5500,5000,500,0.004024,0.001500,0.002523,0.900713
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,5500,0,5500,0.809638,0.644734,0.164904,0.162200
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,5500,5000,500,0.004188,0.001505,0.002683,0.900985
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,5500,0,5500,0.809121,0.644524,0.164597,0.165072
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,6000,5500,500,0.003173,0.000995,0.002178,0.923715
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,6000,0,6000,0.813920,0.653442,0.160478,0.162757
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,6000,5500,500,0.002961,0.000985,0.001976,0.922753
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,6000,0,6000,0.813723,0.653375,0.160347,0.165623
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,6500,6000,500,0.002271,0.000577,0.001693,0.930579
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,6500,0,6500,0.816114,0.659849,0.156264,0.155960
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,6500,6000,500,0.002117,0.000546,0.001572,0.930293
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,6500,0,6500,0.816467,0.659653,0.156815,0.155292
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,7000,6500,500,0.001831,0.000355,0.001475,0.940320
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,7000,0,7000,0.818731,0.665444,0.153288,0.129350
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,7000,6500,500,0.001774,0.000353,0.001421,0.943000
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,7000,0,7000,0.818686,0.665357,0.153329,0.128624
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,7500,7000,500,0.001542,0.000221,0.001321,0.957720
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,7500,0,7500,0.820083,0.669154,0.150929,0.102130
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,7500,7000,500,0.001420,0.000217,0.001203,0.959706
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,7500,0,7500,0.820260,0.669211,0.151050,0.102741
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,8000,7500,500,0.001300,0.000207,0.001093,0.953310
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,8000,0,8000,0.822381,0.672014,0.150367,0.089819
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,8000,7500,500,0.001334,0.000191,0.001142,0.956730
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,8000,0,8000,0.822313,0.672122,0.150191,0.088337
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,8500,8000,500,0.001237,0.000154,0.001083,0.963017
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,8500,0,8500,0.823202,0.674250,0.148952,0.082911
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,8500,8000,500,0.001102,0.000150,0.000952,0.965418
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,8500,0,8500,0.823154,0.674206,0.148948,0.082737
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,9000,8500,500,0.001037,0.000108,0.000930,0.971934
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,9000,0,9000,0.824621,0.675642,0.148978,0.075295
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,9000,8500,500,0.001045,0.000101,0.000943,0.974012
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,9000,0,9000,0.824556,0.675667,0.148889,0.076053
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,9500,9000,500,0.000993,0.000109,0.000884,0.966919
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,9500,0,9500,0.825904,0.676574,0.149330,0.064227
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,9500,9000,500,0.000903,0.000099,0.000804,0.970960
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,9500,0,9500,0.826003,0.676701,0.149302,0.063730
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,10000,9500,500,0.000748,0.000103,0.000645,0.967609
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,10000,0,10000,0.827738,0.677449,0.150289,0.059523
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,10000,9500,500,0.000727,0.000095,0.000633,0.971680
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,10000,0,10000,0.827659,0.677434,0.150225,0.060710
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,10500,10000,500,0.000698,0.000100,0.000598,0.970088
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,10500,0,10500,0.830057,0.677975,0.152082,0.055858
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,10500,10000,500,0.000664,0.000089,0.000575,0.972751
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,10500,0,10500,0.829688,0.678061,0.151627,0.056358
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,11000,10500,500,0.000673,0.000117,0.000556,0.955993
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,11000,0,11000,0.831636,0.678538,0.153098,0.047699
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,11000,10500,500,0.000641,0.000108,0.000533,0.956170
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,11000,0,11000,0.831551,0.678570,0.152980,0.048921
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,11500,11000,500,0.000656,0.000112,0.000544,0.955363
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,11500,0,11500,0.833307,0.678729,0.154578,0.048592
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,11500,11000,500,0.000591,0.000099,0.000493,0.961207
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,11500,0,11500,0.833208,0.678756,0.154452,0.048087
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,12000,11500,500,0.000579,0.000113,0.000466,0.960036
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,12000,0,12000,0.834857,0.679082,0.155775,0.043196
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,12000,11500,500,0.000551,0.000104,0.000447,0.964420
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,12000,0,12000,0.834894,0.678964,0.155930,0.042882
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,12500,12000,500,0.000712,0.000105,0.000608,0.960340
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,12500,0,12500,0.836846,0.679386,0.157460,0.040964
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,12500,12000,500,0.000659,0.000107,0.000553,0.957993
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,12500,0,12500,0.836690,0.679376,0.157314,0.040284
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,13000,12500,500,0.000499,0.000100,0.000398,0.966343
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,13000,0,13000,0.837781,0.679346,0.158435,0.040230
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,13000,12500,500,0.000498,0.000090,0.000409,0.971626
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,13000,0,13000,0.837793,0.679348,0.158445,0.039992
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,13500,13000,500,0.000621,0.000112,0.000509,0.956369
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,13500,0,13500,0.838842,0.679498,0.159344,0.037865
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,13500,13000,500,0.000552,0.000100,0.000452,0.962041
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,13500,0,13500,0.838906,0.679491,0.159415,0.037879
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,14000,13500,500,0.000525,0.000102,0.000422,0.964193
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,14000,0,14000,0.839933,0.679742,0.160191,0.036497
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,14000,13500,500,0.000464,0.000090,0.000374,0.969532
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,14000,0,14000,0.839730,0.679694,0.160036,0.037590
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,14500,14000,500,0.000611,0.000101,0.000510,0.965568
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,14500,0,14500,0.841634,0.679593,0.162041,0.035103
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,14500,14000,500,0.000513,0.000083,0.000430,0.972583
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,14500,0,14500,0.841423,0.679657,0.161766,0.035174
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,15000,14500,500,0.000498,0.000104,0.000394,0.965062
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,15000,0,15000,0.842937,0.679582,0.163355,0.032333
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,15000,14500,500,0.000492,0.000089,0.000403,0.972133
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,15000,0,15000,0.843007,0.679598,0.163408,0.032668
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,15500,15000,500,0.000621,0.000135,0.000487,0.957251
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,15500,0,15500,0.844969,0.679463,0.165506,0.031962
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,15500,15000,500,0.000524,0.000121,0.000404,0.958197
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,15500,0,15500,0.845139,0.679457,0.165682,0.032223
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,16000,15500,500,0.000485,0.000134,0.000351,0.960917
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,16000,0,16000,0.845925,0.679272,0.166653,0.029941
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,16000,15500,500,0.000432,0.000122,0.000310,0.962771
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,16000,0,16000,0.846163,0.679330,0.166833,0.030180
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,16500,16000,500,0.000564,0.000139,0.000424,0.961967
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,16500,0,16500,0.848013,0.679415,0.168597,0.031708
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,16500,16000,500,0.000506,0.000119,0.000388,0.967502
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,16500,0,16500,0.847773,0.679334,0.168439,0.031067
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,17000,16500,500,0.000750,0.000140,0.000610,0.959313
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,17000,0,17000,0.848953,0.679298,0.169655,0.027314
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,17000,16500,500,0.000604,0.000124,0.000480,0.964195
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,17000,0,17000,0.849053,0.679300,0.169754,0.027245
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,17500,17000,500,0.000662,0.000170,0.000493,0.953080
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,17500,0,17500,0.851399,0.679186,0.172212,0.024868
