run,arm,alpha,latent,kind,step,step_ref,delta_step,drift_cos,drift_cos_aligned,rot_gap,cka
pred_moco,pred_moco,const_0.9,student_h,adjacent,65000,60000,5000,0.394991,0.293019,0.101972,0.381747
pred_moco,pred_moco,const_0.9,student_h,vs_initial,65000,5000,60000,0.906175,0.466237,0.439938,0.170940
pred_moco,pred_moco,const_0.9,teacher_h,adjacent,65000,60000,5000,0.395350,0.294544,0.100806,0.380564
pred_moco,pred_moco,const_0.9,teacher_h,vs_initial,65000,5000,60000,0.909125,0.464513,0.444612,0.172571
pred_moco,pred_moco,const_0.9,student_h,adjacent,70000,65000,5000,0.375501,0.283050,0.092451,0.418857
pred_moco,pred_moco,const_0.9,student_h,vs_initial,70000,5000,65000,0.926472,0.461627,0.464846,0.177409
pred_moco,pred_moco,const_0.9,teacher_h,adjacent,70000,65000,5000,0.373837,0.280777,0.093059,0.420866
pred_moco,pred_moco,const_0.9,teacher_h,vs_initial,70000,5000,65000,0.925070,0.460335,0.464735,0.180322
pred_moco,pred_moco,const_0.9,student_h,adjacent,75000,70000,5000,0.357114,0.267605,0.089509,0.430008
pred_moco,pred_moco,const_0.9,student_h,vs_initial,75000,5000,70000,0.917389,0.466973,0.450415,0.161673
pred_moco,pred_moco,const_0.9,teacher_h,adjacent,75000,70000,5000,0.354180,0.265452,0.088728,0.434314
pred_moco,pred_moco,const_0.9,teacher_h,vs_initial,75000,5000,70000,0.918314,0.466245,0.452069,0.164030
pred_moco,pred_moco,const_0.9,student_h,adjacent,80000,75000,5000,0.338135,0.255706,0.082430,0.439963
pred_moco,pred_moco,const_0.9,student_h,vs_initial,80000,5000,75000,0.942354,0.450295,0.492059,0.176859
pred_moco,pred_moco,const_0.9,teacher_h,adjacent,80000,75000,5000,0.332114,0.252101,0.080013,0.449271
pred_moco,pred_moco,const_0.9,teacher_h,vs_initial,80000,5000,75000,0.933358,0.451581,0.481777,0.178959
pred_moco,pred_moco,const_0.9,student_h,adjacent,85000,80000,5000,0.377926,0.276251,0.101675,0.411112
pred_moco,pred_moco,const_0.9,student_h,vs_initial,85000,5000,80000,0.940358,0.459348,0.481011,0.181342
pred_moco,pred_moco,const_0.9,teacher_h,adjacent,85000,80000,5000,0.371775,0.277273,0.094503,0.408417
pred_moco,pred_moco,const_0.9,teacher_h,vs_initial,85000,5000,80000,0.928155,0.455712,0.472443,0.184348
pred_moco,pred_moco,const_0.9,student_h,adjacent,90000,85000,5000,0.450177,0.308860,0.141317,0.351561
pred_moco,pred_moco,const_0.9,student_h,vs_initial,90000,5000,85000,0.900672,0.477892,0.422780,0.144584
pred_moco,pred_moco,const_0.9,teacher_h,adjacent,90000,85000,5000,0.426219,0.301698,0.124521,0.361582
pred_moco,pred_moco,const_0.9,teacher_h,vs_initial,90000,5000,85000,0.902581,0.477508,0.425073,0.146394
pred_moco,pred_moco,const_0.9,student_h,adjacent,95000,90000,5000,0.475225,0.321377,0.153848,0.358423
pred_moco,pred_moco,const_0.9,student_h,vs_initial,95000,5000,90000,0.898431,0.465195,0.433237,0.149498
pred_moco,pred_moco,const_0.9,teacher_h,adjacent,95000,90000,5000,0.459945,0.314897,0.145048,0.369025
pred_moco,pred_moco,const_0.9,teacher_h,vs_initial,95000,5000,90000,0.894140,0.462239,0.431902,0.152521
pred_moco,pred_moco,const_0.9,student_h,adjacent,100000,95000,5000,0.457573,0.308912,0.148661,0.396264
pred_moco,pred_moco,const_0.9,student_h,vs_initial,100000,5000,95000,0.899133,0.461897,0.437235,0.158591
pred_moco,pred_moco,const_0.9,teacher_h,adjacent,100000,95000,5000,0.455658,0.309137,0.146521,0.388661
pred_moco,pred_moco,const_0.9,teacher_h,vs_initial,100000,5000,95000,0.897830,0.460608,0.437222,0.159792
rep_moco,rep_moco,const_0.9,student_h,adjacent,10000,5000,5000,0.521880,0.390889,0.130991,0.468954
rep_moco,rep_moco,const_0.9,student_h,vs_initial,10000,5000,5000,0.521880,0.390889,0.130991,0.468954
rep_moco,rep_moco,const_0.9,teacher_h,adjacent,10000,5000,5000,0.525927,0.395103,0.130825,0.463801
rep_moco,rep_moco,const_0.9,teacher_h,vs_initial,10000,5000,5000,0.525927,0.395103,0.130825,0.463801
rep_moco,rep_moco,const_0.9,student_h,adjacent,15000,10000,5000,0.438792,0.309839,0.128953,0.564435
rep_moco,rep_moco,const_0.9,student_h,vs_initial,15000,5000,10000,0.703215,0.548208,0.155007,0.301818
rep_moco,rep_moco,const_0.9,teacher_h,adjacent,15000,10000,5000,0.441112,0.308276,0.132836,0.565835
rep_moco,rep_moco,const_0.9,teacher_h,vs_initial,15000,5000,10000,0.704602,0.548374,0.156227,0.301358
rep_moco,rep_moco,const_0.9,student_h,adjacent,20000,15000,5000,0.345285,0.261392,0.083893,0.640404
rep_moco,rep_moco,const_0.9,student_h,vs_initial,20000,5000,15000,0.807382,0.628001,0.179381,0.227525
rep_moco,rep_moco,const_0.9,teacher_h,adjacent,20000,15000,5000,0.343729,0.257966,0.085763,0.645375
rep_moco,rep_moco,const_0.9,teacher_h,vs_initial,20000,5000,15000,0.807101,0.630281,0.176819,0.226394
rep_moco,rep_moco,const_0.9,student_h,adjacent,25000,20000,5000,0.305112,0.210079,0.095033,0.708178
rep_moco,rep_moco,const_0.9,student_h,vs_initial,25000,5000,20000,0.858846,0.681972,0.176874,0.169591
rep_moco,rep_moco,const_0.9,teacher_h,adjacent,25000,20000,5000,0.307658,0.210708,0.096950,0.706539
rep_moco,rep_moco,const_0.9,teacher_h,vs_initial,25000,5000,20000,0.859595,0.683643,0.175952,0.168907
rep_moco,rep_moco,const_0.9,student_h,adjacent,30000,25000,5000,0.272914,0.158149,0.114765,0.770362
rep_moco,rep_moco,const_0.9,student_h,vs_initial,30000,5000,25000,0.892211,0.707571,0.184640,0.149087
rep_moco,rep_moco,const_0.9,teacher_h,adjacent,30000,25000,5000,0.283086,0.154239,0.128848,0.774422
rep_moco,rep_moco,const_0.9,teacher_h,vs_initial,30000,5000,25000,0.892103,0.707831,0.184272,0.149391
rep_moco,rep_moco,const_0.9,student_h,adjacent,35000,30000,5000,0.240146,0.138256,0.101890,0.797638
rep_moco,rep_moco,const_0.9,student_h,vs_initial,35000,5000,30000,0.921252,0.732636,0.188616,0.125985
rep_moco,rep_moco,const_0.9,teacher_h,adjacent,35000,30000,5000,0.255502,0.134875,0.120627,0.800441
rep_moco,rep_moco,const_0.9,teacher_h,vs_initial,35000,5000,30000,0.921841,0.734406,0.187435,0.125203
rep_moco,rep_moco,const_0.9,student_h,adjacent,40000,35000,5000,0.308367,0.159148,0.149220,0.759715
rep_moco,rep_moco,const_0.9,student_h,vs_initial,40000,5000,35000,0.941803,0.747511,0.194293,0.110168
rep_moco,rep_moco,const_0.9,teacher_h,adjacent,40000,35000,5000,0.316943,0.158315,0.158628,0.760265
rep_moco,rep_moco,const_0.9,teacher_h,vs_initial,40000,5000,35000,0.942389,0.748307,0.194081,0.109757
rep_moco,rep_moco,const_0.9,student_h,adjacent,45000,40000,5000,0.282556,0.140973,0.141583,0.803626
rep_moco,rep_moco,const_0.9,student_h,vs_initial,45000,5000,40000,0.950676,0.757692,0.192985,0.103464
rep_moco,rep_moco,const_0.9,teacher_h,adjacent,45000,40000,5000,0.282220,0.137496,0.144724,0.808542
rep_moco,rep_moco,const_0.9,teacher_h,vs_initial,45000,5000,40000,0.949797,0.758631,0.191166,0.102668
rep_moco,rep_moco,const_0.9,student_h,adjacent,50000,45000,5000,0.302889,0.152016,0.150873,0.789923
rep_moco,rep_moco,const_0.9,student_h,vs_initial,50000,5000,45000,0.958884,0.765057,0.193827,0.095076
rep_moco,rep_moco,const_0.9,teacher_h,adjacent,50000,45000,5000,0.306405,0.152983,0.153422,0.787912
rep_moco,rep_moco,const_0.9,teacher_h,vs_initial,50000,5000,45000,0.959466,0.766647,0.192819,0.093439
rep_moco,rep_moco,const_0.9,student_h,adjacent,55000,50000,5000,0.314032,0.149593,0.164440,0.782563
rep_moco,rep_moco,const_0.9,student_h,vs_initial,55000,5000,50000,0.964211,0.769213,0.194999,0.089411
rep_moco,rep_moco,const_0.9,teacher_h,adjacent,55000,50000,5000,0.304032,0.142373,0.161659,0.793193
rep_moco,rep_moco,const_0.9,teacher_h,vs_initial,55000,5000,50000,0.963742,0.771082,0.192660,0.087768
rep_moco,rep_moco,const_0.9,student_h,adjacent,60000,55000,5000,0.285534,0.130999,0.154535,0.800541
rep_moco,rep_moco,const_0.9,student_h,vs_initial,60000,5000,55000,0.967793,0.777823,0.189970,0.081584
rep_moco,rep_moco,const_0.9,teacher_h,adjacent,60000,55000,5000,0.280748,0.124636,0.156112,0.810258
rep_moco,rep_moco,const_0.9,teacher_h,vs_initial,60000,5000,55000,0.967849,0.778794,0.189055,0.080753
rep_moco,rep_moco,const_0.9,student_h,adjacent,65000,60000,5000,0.200543,0.125245,0.075298,0.819484
rep_moco,rep_moco,const_0.9,student_h,vs_initial,65000,5000,60000,0.971091,0.776065,0.195026,0.084614
rep_moco,rep_moco,const_0.9,teacher_h,adjacent,65000,60000,5000,0.194823,0.117274,0.077549,0.831552
rep_moco,rep_moco,const_0.9,teacher_h,vs_initial,65000,5000,60000,0.971719,0.776972,0.194748,0.083955
rep_moco,rep_moco,const_0.9,student_h,adjacent,70000,65000,5000,0.184773,0.144146,0.040627,0.776505
rep_moco,rep_moco,const_0.9,student_h,vs_initial,70000,5000,65000,0.972797,0.772381,0.200417,0.089078
rep_moco,rep_moco,const_0.9,teacher_h,adjacent,70000,65000,5000,0.183588,0.141924,0.041664,0.779734
rep_moco,rep_moco,const_0.9,teacher_h,vs_initial,70000,5000,65000,0.972756,0.774136,0.198620,0.087829
rep_moco,rep_moco,const_0.9,student_h,adjacent,75000,70000,5000,0.212635,0.149269,0.063366,0.758158
rep_moco,rep_moco,const_0.9,student_h,vs_initial,75000,5000,70000,0.981479,0.779706,0.201773,0.085658
rep_moco,rep_moco,const_0.9,teacher_h,adjacent,75000,70000,5000,0.201988,0.139948,0.062040,0.773995
rep_moco,rep_moco,const_0.9,teacher_h,vs_initial,75000,5000,70000,0.980924,0.781877,0.199046,0.084366
rep_moco,rep_moco,const_0.9,student_h,adjacent,80000,75000,5000,0.180376,0.108894,0.071482,0.827178
rep_moco,rep_moco,const_0.9,student_h,vs_initial,80000,5000,75000,0.988065,0.775971,0.212094,0.087372
rep_moco,rep_moco,const_0.9,teacher_h,adjacent,80000,75000,5000,0.174985,0.106039,0.068946,0.832707
rep_moco,rep_moco,const_0.9,teacher_h,vs_initial,80000,5000,75000,0.988057,0.776685,0.211371,0.087204
rep_moco,rep_moco,const_0.9,student_h,adjacent,85000,80000,5000,0.284377,0.164744,0.119633,0.756844
rep_moco,rep_moco,const_0.9,student_h,vs_initial,85000,5000,80000,0.991452,0.786987,0.204465,0.079855
rep_moco,rep_moco,const_0.9,teacher_h,adjacent,85000,80000,5000,0.273116,0.152126,0.120990,0.777549
rep_moco,rep_moco,const_0.9,teacher_h,vs_initial,85000,5000,80000,0.991105,0.787629,0.203476,0.079196
rep_moco,rep_moco,const_0.9,student_h,adjacent,90000,85000,5000,0.185677,0.127075,0.058602,0.811826
rep_moco,rep_moco,const_0.9,student_h,vs_initial,90000,5000,85000,0.992551,0.782907,0.209644,0.083007
rep_moco,rep_moco,const_0.9,teacher_h,adjacent,90000,85000,5000,0.187224,0.127493,0.059731,0.811619
rep_moco,rep_moco,const_0.9,teacher_h,vs_initial,90000,5000,85000,0.992001,0.783712,0.208288,0.082330
rep_moco,rep_moco,const_0.9,student_h,adjacent,95000,90000,5000,0.326738,0.122908,0.203831,0.810236
rep_moco,rep_moco,const_0.9,student_h,vs_initial,95000,5000,90000,0.986283,0.785930,0.200352,0.080355
rep_moco,rep_moco,const_0.9,teacher_h,adjacent,95000,90000,5000,0.313928,0.114048,0.199880,0.825507
rep_moco,rep_moco,const_0.9,teacher_h,vs_initial,95000,5000,90000,0.986229,0.786826,0.199403,0.079505
rep_moco,rep_moco,const_0.9,student_h,adjacent,100000,95000,5000,0.288369,0.096216,0.192153,0.851432
rep_moco,rep_moco,const_0.9,student_h,vs_initial,100000,5000,95000,0.986973,0.783621,0.203352,0.084590
rep_moco,rep_moco,const_0.9,teacher_h,adjacent,100000,95000,5000,0.285553,0.092096,0.193457,0.857856
rep_moco,rep_moco,const_0.9,teacher_h,vs_initial,100000,5000,95000,0.987342,0.784083,0.203259,0.084035
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,10000,5000,5000,0.108237,0.009598,0.098639,0.405779
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,10000,5000,5000,0.108237,0.009598,0.098639,0.405779
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,10000,5000,5000,0.107784,0.009492,0.098292,0.403514
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,10000,5000,5000,0.107784,0.009492,0.098292,0.403514
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,15000,10000,5000,0.051872,0.000538,0.051334,0.851815
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,15000,5000,10000,0.264787,0.009998,0.254789,0.407336
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,15000,10000,5000,0.051604,0.000554,0.051050,0.856888
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,15000,5000,10000,0.263802,0.009894,0.253907,0.402016
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,20000,15000,5000,0.030068,0.000740,0.029329,0.714766
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,20000,5000,15000,0.407037,0.009936,0.397101,0.452979
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,20000,15000,5000,0.030373,0.000752,0.029621,0.708555
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,20000,5000,15000,0.406204,0.009807,0.396397,0.457097
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,25000,20000,5000,0.022343,0.000818,0.021526,0.655423
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,25000,5000,20000,0.541966,0.010054,0.531913,0.440503
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,25000,20000,5000,0.022412,0.000847,0.021565,0.659127
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,25000,5000,20000,0.539959,0.009912,0.530048,0.438119
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,30000,25000,5000,0.017974,0.001002,0.016972,0.694373
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,30000,5000,25000,0.657189,0.009743,0.647446,0.437970
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,30000,25000,5000,0.017590,0.001045,0.016546,0.685316
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,30000,5000,25000,0.656152,0.009648,0.646504,0.436123
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,35000,30000,5000,0.013746,0.001387,0.012359,0.857351
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,35000,5000,30000,0.727352,0.009819,0.717533,0.429694
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,35000,30000,5000,0.013837,0.001382,0.012456,0.862154
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,35000,5000,30000,0.723970,0.009742,0.714228,0.427475
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,40000,35000,5000,0.012140,0.001968,0.010173,0.801921
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,40000,5000,35000,0.739834,0.010253,0.729581,0.400731
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,40000,35000,5000,0.012101,0.001989,0.010112,0.811006
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,40000,5000,35000,0.739340,0.010199,0.729140,0.404380
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,45000,40000,5000,0.012028,0.002749,0.009279,0.792339
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,45000,5000,40000,0.722788,0.011255,0.711533,0.379027
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,45000,40000,5000,0.012089,0.002836,0.009253,0.796022
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,45000,5000,40000,0.721171,0.011307,0.709865,0.376887
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,50000,45000,5000,0.011730,0.001748,0.009982,0.945527
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,50000,5000,45000,0.738119,0.012363,0.725756,0.357134
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,50000,45000,5000,0.011377,0.001824,0.009553,0.941981
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,50000,5000,45000,0.737264,0.012264,0.725000,0.360628
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,55000,50000,5000,0.013199,0.002057,0.011142,0.916122
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,55000,5000,50000,0.755972,0.010902,0.745070,0.371224
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,55000,50000,5000,0.013662,0.002042,0.011619,0.910431
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,55000,5000,50000,0.754827,0.011066,0.743760,0.363288
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,60000,55000,5000,0.014822,0.001479,0.013343,0.925713
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,60000,5000,55000,0.793395,0.011223,0.782172,0.380855
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,60000,55000,5000,0.015034,0.001474,0.013560,0.929220
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,60000,5000,55000,0.791270,0.011261,0.780009,0.375941
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,65000,60000,5000,0.015469,0.001252,0.014218,0.972622
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,65000,5000,60000,0.787328,0.012320,0.775007,0.379396
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,65000,60000,5000,0.015406,0.001221,0.014184,0.974317
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,65000,5000,60000,0.789146,0.012224,0.776922,0.378670
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,70000,65000,5000,0.018429,0.001196,0.017233,0.972443
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,70000,5000,65000,0.796832,0.013814,0.783018,0.353499
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,70000,65000,5000,0.019982,0.001511,0.018471,0.968990
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,70000,5000,65000,0.798076,0.014771,0.783305,0.341697
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,75000,70000,5000,0.023549,0.002522,0.021027,0.886984
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,75000,5000,70000,0.815525,0.011324,0.804200,0.440497
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,75000,70000,5000,0.025282,0.003078,0.022204,0.872692
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,75000,5000,70000,0.814843,0.011445,0.803398,0.433027
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,80000,75000,5000,0.010691,0.001346,0.009344,0.962430
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,80000,5000,75000,0.814635,0.010660,0.803975,0.427983
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,80000,75000,5000,0.010437,0.001409,0.009027,0.962862
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,80000,5000,75000,0.817148,0.010543,0.806605,0.428845
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,85000,80000,5000,0.018449,0.002073,0.016376,0.891123
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,85000,5000,80000,0.824385,0.012524,0.811861,0.378483
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,85000,80000,5000,0.018605,0.002082,0.016523,0.890326
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,85000,5000,80000,0.825757,0.012448,0.813309,0.377147
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,90000,85000,5000,0.010589,0.001129,0.009460,0.969817
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,90000,5000,85000,0.836571,0.011917,0.824654,0.385218
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,90000,85000,5000,0.011082,0.001237,0.009845,0.961873
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,90000,5000,85000,0.835786,0.011710,0.824076,0.380153
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,95000,90000,5000,0.011783,0.001169,0.010614,0.952372
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,95000,5000,90000,0.836979,0.011350,0.825629,0.395094
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,95000,90000,5000,0.010459,0.001104,0.009356,0.956487
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,95000,5000,90000,0.837614,0.011321,0.826293,0.393370
align_teacher_a09,align_teacher,const_0.9,student_h,adjacent,100000,95000,5000,0.009893,0.000871,0.009022,0.977258
align_teacher_a09,align_teacher,const_0.9,student_h,vs_initial,100000,5000,95000,0.852939,0.011372,0.841567,0.368196
align_teacher_a09,align_teacher,const_0.9,teacher_h,adjacent,100000,95000,5000,0.010325,0.000861,0.009465,0.976604
align_teacher_a09,align_teacher,const_0.9,teacher_h,vs_initial,100000,5000,95000,0.853230,0.011176,0.842054,0.366147
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,10000,5000,5000,0.097212,0.008210,0.089002,0.460738
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,10000,5000,5000,0.097212,0.008210,0.089002,0.460738
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,10000,5000,5000,0.098555,0.008294,0.090261,0.470920
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,10000,5000,5000,0.098555,0.008294,0.090261,0.470920
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,15000,10000,5000,0.033763,0.000973,0.032790,0.703484
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,15000,5000,10000,0.206176,0.008636,0.197540,0.431614
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,15000,10000,5000,0.034157,0.000953,0.033203,0.715241
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,15000,5000,10000,0.207885,0.008736,0.199149,0.435223
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,20000,15000,5000,0.020248,0.001336,0.018913,0.678341
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,20000,5000,15000,0.309352,0.008844,0.300507,0.333529
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,20000,15000,5000,0.019939,0.001314,0.018625,0.678712
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,20000,5000,15000,0.310346,0.008929,0.301418,0.340122
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,25000,20000,5000,0.009493,0.001267,0.008226,0.838925
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,25000,5000,20000,0.375794,0.008761,0.367033,0.389045
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,25000,20000,5000,0.009651,0.001238,0.008413,0.849516
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,25000,5000,20000,0.378250,0.008888,0.369362,0.381707
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,30000,25000,5000,0.014843,0.001756,0.013088,0.794567
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,30000,5000,25000,0.444687,0.009158,0.435530,0.367547
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,30000,25000,5000,0.015470,0.001720,0.013750,0.800136
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,30000,5000,25000,0.447655,0.009202,0.438453,0.374099
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,35000,30000,5000,0.015596,0.002271,0.013325,0.812021
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,35000,5000,30000,0.528303,0.009606,0.518697,0.377894
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,35000,30000,5000,0.014490,0.002171,0.012319,0.814291
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,35000,5000,30000,0.528848,0.009592,0.519256,0.386659
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,40000,35000,5000,0.013314,0.002346,0.010968,0.888370
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,40000,5000,35000,0.584482,0.010509,0.573973,0.359260
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,40000,35000,5000,0.014185,0.002612,0.011573,0.868384
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,40000,5000,35000,0.584374,0.010967,0.573407,0.357633
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,45000,40000,5000,0.015555,0.002233,0.013322,0.884839
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,45000,5000,40000,0.638872,0.011442,0.627430,0.355841
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,45000,40000,5000,0.015276,0.002335,0.012941,0.883692
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,45000,5000,40000,0.639389,0.011637,0.627751,0.361110
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,50000,45000,5000,0.011323,0.002543,0.008780,0.917318
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,50000,5000,45000,0.639551,0.013370,0.626181,0.356383
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,50000,45000,5000,0.010342,0.002249,0.008093,0.924180
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,50000,5000,45000,0.640155,0.013065,0.627090,0.362781
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,55000,50000,5000,0.011166,0.002451,0.008715,0.919478
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,55000,5000,50000,0.642383,0.013380,0.629002,0.364164
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,55000,50000,5000,0.010254,0.002351,0.007903,0.929607
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,55000,5000,50000,0.643967,0.013681,0.630285,0.370710
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,60000,55000,5000,0.012165,0.002489,0.009676,0.929883
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,60000,5000,55000,0.647312,0.014645,0.632667,0.356635
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,60000,55000,5000,0.010719,0.002139,0.008580,0.948759
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,vs_initial,60000,5000,55000,0.646247,0.014606,0.631641,0.368755
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,adjacent,65000,60000,5000,0.014628,0.003220,0.011408,0.906170
align_teacher_sched,align_teacher,sched_0.9_1.0,student_h,vs_initial,65000,5000,60000,0.653496,0.014902,0.638594,0.321224
align_teacher_sched,align_teacher,sched_0.9_1.0,teacher_h,adjacent,65000,60000,5000,0.015373,0.003545,0.011828,0.886381
