run,step,loss,loss_tau_ref,u_temporal,u_batch
align_teacher_a09,1,1.195351243019104,12.260136604309082,0.04589986056089401,0.061583951115608215
align_teacher_a09,100,0.08588149398565292,6.782731533050537,0.022199826315045357,0.03922852873802185
align_teacher_a09,200,0.100113146007061,5.733270168304443,0.024535000324249268,0.05545896291732788
align_teacher_a09,300,0.0693419873714447,5.563755035400391,0.022471632808446884,0.04511428624391556
align_teacher_a09,400,0.058703500777482986,5.680575370788574,0.023649655282497406,0.041000351309776306
align_teacher_a09,500,0.049636293202638626,5.961075782775879,0.021491456776857376,0.03849882632493973
align_teacher_a09,600,0.054337888956069946,5.974144458770752,0.022040292620658875,0.03485869616270065
align_teacher_a09,700,0.04751992225646973,6.025130271911621,0.021783186122775078,0.03464286029338837
align_teacher_a09,800,0.04626262187957764,5.861181735992432,0.022443406283855438,0.03550940752029419
align_teacher_a09,900,0.052383340895175934,6.0382304191589355,0.02185859903693199,0.033062487840652466
align_teacher_a09,1000,0.05213563144207001,6.034578323364258,0.021407507359981537,0.03341449052095413
align_teacher_a09,1100,0.046833425760269165,5.990541934967041,0.021566636860370636,0.03292892128229141
align_teacher_a09,1200,0.048988331109285355,6.131844997406006,0.02123437076807022,0.031057339161634445
align_teacher_a09,1300,0.04610150307416916,6.119461536407471,0.02076977677643299,0.030780281871557236
align_teacher_a09,1400,0.04581818729639053,6.057127475738525,0.020792560651898384,0.030780300498008728
align_teacher_a09,1500,0.04323495924472809,6.183149337768555,0.021350273862481117,0.03048255667090416
align_teacher_a09,1600,0.040578026324510574,6.060397624969482,0.020626310259103775,0.030274439603090286
align_teacher_a09,1700,0.04176314175128937,6.240443229675293,0.02064932882785797,0.028648637235164642
align_teacher_a09,1800,0.039315517991781235,6.0985236167907715,0.021012088283896446,0.03036951832473278
align_teacher_a09,1900,0.0364299975335598,6.091418266296387,0.01978163793683052,0.029227878898382187
align_teacher_a09,2000,0.03872812166810036,6.360987663269043,0.0203956738114357,0.02788590081036091
align_teacher_a09,2100,0.035197075456380844,6.304563522338867,0.01990574225783348,0.027835188433527946
align_teacher_a09,2200,0.03380836918950081,6.479381084442139,0.019807299599051476,0.02581491693854332
align_teacher_a09,2300,0.03550690785050392,6.454345226287842,0.019254863262176514,0.025927003473043442
align_teacher_a09,2400,0.03437323868274689,6.480003356933594,0.02002585679292679,0.026471149176359177
align_teacher_a09,2500,0.03361208736896515,6.483767032623291,0.01937674731016159,0.025341998785734177
align_teacher_a09,2600,0.029368018731474876,6.394732475280762,0.018813643604516983,0.025319021195173264
align_teacher_a09,2700,0.03111940808594227,6.563307285308838,0.01903356984257698,0.024804646149277687
align_teacher_a09,2800,0.029641995206475258,6.639672756195068,0.01879621297121048,0.02429664134979248
align_teacher_a09,2900,0.027614973485469818,6.651383876800537,0.01880801096558571,0.0239731315523386
align_teacher_a09,3000,0.024859311059117317,6.578494548797607,0.018593795597553253,0.024019688367843628
align_teacher_a09,3100,0.022214338183403015,6.596545219421387,0.018319178372621536,0.023391790688037872
align_teacher_a09,3200,0.023118557408452034,6.763305187225342,0.018211018294095993,0.02253241091966629
align_teacher_a09,3300,0.021386250853538513,6.767054557800293,0.017864998430013657,0.022452671080827713
align_teacher_a09,3400,0.02018931321799755,6.882069110870361,0.01777825877070427,0.02152489870786667
align_teacher_a09,3500,0.021140484139323235,6.839779376983643,0.017631126567721367,0.021989336237311363
align_teacher_a09,3600,0.01804385893046856,6.8748674392700195,0.017659565433859825,0.021391738206148148
align_teacher_a09,3700,0.016264889389276505,6.918606281280518,0.0176115483045578,0.021253664046525955
align_teacher_a09,3800,0.016492821276187897,6.967405319213867,0.017402060329914093,0.02087414264678955
align_teacher_a09,3900,0.01592203415930271,7.108372688293457,0.017087694257497787,0.02018001675605774
align_teacher_a09,4000,0.014187724329531193,7.132082462310791,0.017143797129392624,0.020179927349090576
align_teacher_a09,4100,0.013761114329099655,7.117061138153076,0.017085984349250793,0.020350351929664612
align_teacher_a09,4200,0.012544281780719757,7.144261837005615,0.017005056142807007,0.02006710320711136
align_teacher_a09,4300,0.011458780616521835,7.193718433380127,0.01693933829665184,0.019671430811285973
align_teacher_a09,4400,0.011137011460959911,7.253157138824463,0.016702204942703247,0.019405636936426163
align_teacher_a09,4500,0.010665512643754482,7.202953815460205,0.016668494790792465,0.01975092664361
align_teacher_a09,4600,0.00958411768078804,7.271147727966309,0.016660746186971664,0.019243858754634857
align_teacher_a09,4700,0.00901167094707489,7.237695693969727,0.016619224101305008,0.01924501359462738
align_teacher_a09,4800,0.008877419866621494,7.353722095489502,0.016522785648703575,0.01901489496231079
align_teacher_a09,4900,0.008729921653866768,7.3412322998046875,0.01643351837992668,0.01897837221622467
align_teacher_a09,5000,0.007215239107608795,7.360260009765625,0.01645299792289734,0.018863238394260406
align_teacher_a09,5100,0.006948921829462051,7.377297401428223,0.01639479026198387,0.01866113394498825
align_teacher_a09,5200,0.006408548913896084,7.422124862670898,0.016404718160629272,0.018555456772446632
align_teacher_a09,5300,0.006977745331823826,7.415693283081055,0.016329016536474228,0.018711823970079422
align_teacher_a09,5400,0.0060159130953252316,7.483047008514404,0.01628158614039421,0.018297169357538223
align_teacher_a09,5500,0.005498453974723816,7.466205596923828,0.016167793422937393,0.01832723617553711
align_teacher_a09,5600,0.005258060991764069,7.467668533325195,0.016190359368920326,0.018327750265598297
align_teacher_a09,5700,0.0051251244731247425,7.501022815704346,0.016182363033294678,0.018232064321637154
align_teacher_a09,5800,0.004709345754235983,7.501148700714111,0.01617690920829773,0.018171031028032303
align_teacher_a09,5900,0.00453844852745533,7.506878852844238,0.01613166742026806,0.018190667033195496
align_teacher_a09,6000,0.004148996435105801,7.505773544311523,0.01604963093996048,0.018209703266620636
align_teacher_a09,6100,0.00371752493083477,7.5352020263671875,0.016074087470769882,0.01805119216442108
align_teacher_a09,6200,0.003945101983845234,7.470623970031738,0.01604672707617283,0.018323183059692383
align_teacher_a09,6300,0.0036632504779845476,7.518197536468506,0.016044046729803085,0.018149856477975845
align_teacher_a09,6400,0.0031321807764470577,7.508151531219482,0.016027487814426422,0.018163850530982018
align_teacher_a09,6500,0.0031540850177407265,7.500245094299316,0.01596081629395485,0.018269382417201996
align_teacher_a09,6600,0.003199218539521098,7.512458801269531,0.0159759558737278,0.018214426934719086
align_teacher_a09,6700,0.0030997348949313164,7.515605926513672,0.015939436852931976,0.01821088045835495
align_teacher_a09,6800,0.0027150234673172235,7.563375949859619,0.015920117497444153,0.01796499267220497
align_teacher_a09,6900,0.0028505786322057247,7.506044387817383,0.01594322733581066,0.018248943611979485
align_teacher_a09,7000,0.0023733528796583414,7.5432915687561035,0.015949655324220657,0.018082542344927788
align_teacher_a09,7100,0.0025492110289633274,7.5229620933532715,0.015866845846176147,0.018242817372083664
align_teacher_a09,7200,0.002202523872256279,7.484622478485107,0.015871379524469376,0.01840212568640709
align_teacher_a09,7300,0.0020915872883051634,7.520618438720703,0.015874898061156273,0.01817585900425911
align_teacher_a09,7400,0.0023076313082128763,7.470710277557373,0.015853196382522583,0.018534580245614052
align_teacher_a09,7500,0.001964729744940996,7.5308403968811035,0.015866827219724655,0.01817072182893753
align_teacher_a09,7600,0.0019128966378048062,7.489315509796143,0.015844805166125298,0.018494755029678345
align_teacher_a09,7700,0.0020125240553170443,7.460971832275391,0.0158659927546978,0.018708832561969757
align_teacher_a09,7800,0.0022755428217351437,7.418755531311035,0.015852518379688263,0.01893353834748268
align_teacher_a09,7900,0.0018714353209361434,7.465854167938232,0.01586074009537697,0.018606949597597122
align_teacher_a09,8000,0.0018280372023582458,7.483196258544922,0.01582816243171692,0.01871272549033165
align_teacher_a09,8100,0.0017191203078255057,7.451581001281738,0.01581977680325508,0.01873917132616043
align_teacher_a09,8200,0.0017381571233272552,7.400249481201172,0.015830684453248978,0.019121617078781128
align_teacher_a09,8300,0.0016472118441015482,7.434319019317627,0.015835262835025787,0.01898300275206566
align_teacher_a09,8400,0.0018153031123802066,7.403205394744873,0.01580737717449665,0.0191999189555645
align_teacher_a09,8500,0.0014771310379728675,7.539367198944092,0.015868008136749268,0.018267478793859482
align_teacher_a09,8600,0.001501091057434678,7.487283229827881,0.015811827033758163,0.018589098006486893
align_teacher_a09,8700,0.0015408409526571631,7.398972034454346,0.015811733901500702,0.019242335110902786
align_teacher_a09,8800,0.0016583226388320327,7.412289142608643,0.015784265473484993,0.01932092383503914
align_teacher_a09,8900,0.0014284882927313447,7.462450981140137,0.01583750732243061,0.01882735639810562
align_teacher_a09,9000,0.0017440203810110688,7.399770736694336,0.015783928334712982,0.01940269209444523
align_teacher_a09,9100,0.0015735841589048505,7.383372783660889,0.01580801233649254,0.01961202546954155
align_teacher_a09,9200,0.0015841313870623708,7.43411922454834,0.015789834782481194,0.019045989960432053
align_teacher_a09,9300,0.00143905368167907,7.415415287017822,0.01579761877655983,0.01902673952281475
align_teacher_a09,9400,0.0014783688820898533,7.34313440322876,0.01579456403851509,0.019592903554439545
align_teacher_a09,9500,0.001608806080184877,7.395503044128418,0.01580853760242462,0.019367028027772903
align_teacher_a09,9600,0.0013718327973037958,7.362224578857422,0.015827253460884094,0.019643574953079224
align_teacher_a09,9700,0.0014739260077476501,7.273674488067627,0.015786686912178993,0.020611101761460304
align_teacher_a09,9800,0.00138304743450135,7.4336676597595215,0.01581614837050438,0.01890680566430092
align_teacher_a09,9900,0.001533509697765112,7.321042060852051,0.015800097957253456,0.02040739357471466
align_teacher_a09,10000,0.0014523370191454887,7.352118968963623,0.01579844020307064,0.019839398562908173
align_teacher_a09,10100,0.001505698193795979,7.350831508636475,0.015787169337272644,0.01973918452858925
align_teacher_a09,10200,0.0015303484397009015,7.298320293426514,0.015790561214089394,0.020396148785948753
align_teacher_a09,10300,0.001444634865038097,7.291299819946289,0.01578233763575554,0.02054232358932495
align_teacher_a09,10400,0.001356399618089199,7.354865550994873,0.01581442728638649,0.020056340843439102
align_teacher_a09,10500,0.00139894662424922,7.2843122482299805,0.015784332528710365,0.021063387393951416
align_teacher_a09,10600,0.0013885005610063672,7.320668697357178,0.01579439640045166,0.020509706810116768
align_teacher_a09,10700,0.0013950775610283017,7.330264568328857,0.01576760970056057,0.02015748620033264
align_teacher_a09,10800,0.0015466574113816023,7.277517795562744,0.015791086480021477,0.02102002315223217
align_teacher_a09,10900,0.0013856630539521575,7.344722270965576,0.01580066606402397,0.019892530515789986
align_teacher_a09,11000,0.0012673690216615796,7.325431823730469,0.01578775979578495,0.020305540412664413
align_teacher_a09,11100,0.0016333230305463076,7.297579288482666,0.015800444409251213,0.02119801566004753
align_teacher_a09,11200,0.0016015858855098486,7.25832462310791,0.01577633246779442,0.021896321326494217
align_teacher_a09,11300,0.001507191569544375,7.26161003112793,0.01577272079885006,0.021667398512363434
align_teacher_a09,11400,0.0016439581522718072,7.214012622833252,0.015792541205883026,0.021488022059202194
align_teacher_a09,11500,0.0014299219474196434,7.307116508483887,0.015772167593240738,0.02072831243276596
align_teacher_a09,11600,0.0014615243999287486,7.273744583129883,0.015816451981663704,0.02077326364815235
align_teacher_a09,11700,0.0013690257910639048,7.254252910614014,0.015772264450788498,0.02070639282464981
align_teacher_a09,11800,0.0014399468200281262,7.230517387390137,0.01579410769045353,0.021287867799401283
align_teacher_a09,11900,0.0014635649276897311,7.232935905456543,0.015777040272951126,0.021406108513474464
align_teacher_a09,12000,0.0015401195269078016,7.254578113555908,0.015786554664373398,0.021738694980740547
align_teacher_a09,12100,0.0015995921567082405,7.225934982299805,0.015777135267853737,0.021712172776460648
align_teacher_a09,12200,0.001404402544721961,7.149880409240723,0.015788108110427856,0.023076273500919342
align_teacher_a09,12300,0.0015798358945176005,7.162888526916504,0.015780340880155563,0.02275322750210762
align_teacher_a09,12400,0.001617905800230801,7.17635440826416,0.015781305730342865,0.023067034780979156
align_teacher_a09,12500,0.0012915264815092087,7.23293399810791,0.01581106148660183,0.021857567131519318
align_teacher_a09,12600,0.001375362859107554,7.161474704742432,0.01578555628657341,0.0219624862074852
align_teacher_a09,12700,0.0014447392895817757,7.122688293457031,0.01578560099005699,0.02310195192694664
align_teacher_a09,12800,0.001353826024569571,7.18413782119751,0.01580001786351204,0.022225506603717804
align_teacher_a09,12900,0.0014150507049635053,7.263027191162109,0.015778150409460068,0.020877622067928314
align_teacher_a09,13000,0.001364325755275786,7.287898540496826,0.015790678560733795,0.020759062841534615
align_teacher_a09,13100,0.001640976290218532,7.149539470672607,0.015784643590450287,0.023175161331892014
align_teacher_a09,13200,0.0014916175277903676,7.144318103790283,0.015801269561052322,0.023395327851176262
align_teacher_a09,13300,0.0014908156590536237,7.2350358963012695,0.015823546797037125,0.02124929428100586
align_teacher_a09,13400,0.0015527628129348159,7.123237609863281,0.015803474932909012,0.023663539439439774
align_teacher_a09,13500,0.0014827694976702332,7.144525051116943,0.015804603695869446,0.022305592894554138
align_teacher_a09,13600,0.0018034384120255709,7.07500696182251,0.015799596905708313,0.02431597374379635
align_teacher_a09,13700,0.001810001558624208,7.118001937866211,0.01582643762230873,0.024301934987306595
align_teacher_a09,13800,0.0015017270343378186,7.136695384979248,0.015797868371009827,0.02288440614938736
align_teacher_a09,13900,0.0015995047288015485,7.12889289855957,0.015818465501070023,0.023642340674996376
align_teacher_a09,14000,0.0015230622375383973,7.120316028594971,0.015796426683664322,0.024945471435785294
align_teacher_a09,14100,0.0015741509851068258,7.084140777587891,0.015802843496203423,0.023891933262348175
align_teacher_a09,14200,0.0015187952667474747,7.0922322273254395,0.01582225039601326,0.02421843260526657
align_teacher_a09,14300,0.0014118257677182555,7.161954879760742,0.01581715978682041,0.022698163986206055
align_teacher_a09,14400,0.00151915499009192,7.058417320251465,0.015820641070604324,0.025486823171377182
align_teacher_a09,14500,0.0015342269325628877,7.0766401290893555,0.01579323410987854,0.025009270757436752
align_teacher_a09,14600,0.0015337857184931636,7.041440963745117,0.01580122858285904,0.02545752562582493
align_teacher_a09,14700,0.0013650847831740975,7.07361364364624,0.01581854745745659,0.02431342378258705
align_teacher_a09,14800,0.0014007586287334561,7.1843695640563965,0.015805557370185852,0.02265186607837677
align_teacher_a09,14900,0.0013660562690347433,7.0725860595703125,0.015778755769133568,0.024670086801052094
align_teacher_a09,15000,0.0015691263834014535,7.095928192138672,0.015791624784469604,0.024893084540963173
align_teacher_a09,15100,0.0015083949547261,7.078344821929932,0.015796655789017677,0.025349032133817673
align_teacher_a09,15200,0.001447704853489995,7.112511157989502,0.01582813262939453,0.02383849397301674
align_teacher_a09,15300,0.001759672537446022,7.010843753814697,0.015800900757312775,0.027169112116098404
align_teacher_a09,15400,0.0016369967488572001,7.044841766357422,0.01578405126929283,0.025989338755607605
align_teacher_a09,15500,0.001439103507436812,7.014978408813477,0.015780393034219742,0.02697368897497654
align_teacher_a09,15600,0.001551960245706141,7.022717475891113,0.015798024833202362,0.02789171412587166
align_teacher_a09,15700,0.0017814041348174214,7.042974472045898,0.015838991850614548,0.026334114372730255
align_teacher_a09,15800,0.0015769840683788061,7.030646800994873,0.015820873901247978,0.026831163093447685
align_teacher_a09,15900,0.0017131960485130548,7.097774028778076,0.01584615744650364,0.024571944028139114
align_teacher_a09,16000,0.0014678728766739368,7.103477478027344,0.0157946664839983,0.023655984550714493
align_teacher_a09,16100,0.0017346100648865104,7.018127918243408,0.015812568366527557,0.027450809255242348
align_teacher_a09,16200,0.0015859997365623713,7.059776782989502,0.015822328627109528,0.02592850662767887
align_teacher_a09,16300,0.0015858615515753627,7.025454998016357,0.015826474875211716,0.02760893478989601
align_teacher_a09,16400,0.0016798559809103608,7.0363922119140625,0.015806104987859726,0.027097295969724655
align_teacher_a09,16500,0.0015125051140785217,7.05442476272583,0.01579270511865616,0.02659568563103676
align_teacher_a09,16600,0.001467471825890243,7.01344633102417,0.0158221535384655,0.02938586287200451
align_teacher_a09,16700,0.0015028450870886445,6.9936842918396,0.015809085220098495,0.027319956570863724
align_teacher_a09,16800,0.0014635975239798427,7.038416862487793,0.015779320150613785,0.025975346565246582
align_teacher_a09,16900,0.0016752773663029075,7.017911911010742,0.01577438786625862,0.02725527249276638
align_teacher_a09,17000,0.001679766341112554,6.975870132446289,0.01577272079885006,0.028475839644670486
align_teacher_a09,17100,0.0015847665490582585,7.003879070281982,0.0158221535384655,0.028879188001155853
align_teacher_a09,17200,0.0016531279543414712,7.036364555358887,0.015809092670679092,0.026847945526242256
align_teacher_a09,17300,0.0014550210908055305,7.042205810546875,0.015816107392311096,0.027971405535936356
align_teacher_a09,17400,0.0015994657296687365,6.948742389678955,0.015786632895469666,0.030264195054769516
align_teacher_a09,17500,0.0014430027222260833,7.072600364685059,0.015796277672052383,0.025197001174092293
align_teacher_a09,17600,0.0016491531860083342,6.975857734680176,0.01579783856868744,0.030326342210173607
align_teacher_a09,17700,0.00161780568305403,6.96177864074707,0.015798352658748627,0.03154071420431137
align_teacher_a09,17800,0.00173554802313447,6.968820571899414,0.015825705602765083,0.029744695872068405
align_teacher_a09,17900,0.001515537383966148,7.032693862915039,0.015817856416106224,0.026207413524389267
align_teacher_a09,18000,0.0015661397483199835,6.98638916015625,0.015828220173716545,0.02996167354285717
align_teacher_a09,18100,0.0014167388435453176,7.0892109870910645,0.015814024955034256,0.025410667061805725
align_teacher_a09,18200,0.0015609967522323132,6.976191997528076,0.015816308557987213,0.030834035947918892
align_teacher_a09,18300,0.0016896245069801807,7.011567115783691,0.015799272805452347,0.027878938242793083
align_teacher_a09,18400,0.0016035925364121795,6.956871032714844,0.015786034986376762,0.033062420785427094
align_teacher_a09,18500,0.0014511577319353819,6.953610897064209,0.015817686915397644,0.03041534312069416
align_teacher_a09,18600,0.0016614599153399467,7.000706672668457,0.01581932231783867,0.028040746226906776
align_teacher_a09,18700,0.001512565417215228,7.0096282958984375,0.015826411545276642,0.028676962479948997
align_teacher_a09,18800,0.0016303836600854993,6.97118616104126,0.015809936448931694,0.028815321624279022
align_teacher_a09,18900,0.0017867041751742363,6.971545696258545,0.015814516693353653,0.031977519392967224
align_teacher_a09,19000,0.0016541617223992944,7.002967834472656,0.015837537124753,0.02899160236120224
align_teacher_a09,19100,0.0016062031500041485,6.976955890655518,0.01582273654639721,0.031042810529470444
align_teacher_a09,19200,0.0015716623747721314,6.993409633636475,0.01585082709789276,0.029331129044294357
align_teacher_a09,19300,0.0019063368672505021,6.904270172119141,0.01580490544438362,0.03486795723438263
align_teacher_a09,19400,0.001713464269414544,6.921710014343262,0.015807051211595535,0.03318305313587189
align_teacher_a09,19500,0.0017131754430010915,7.015296459197998,0.01582721620798111,0.027916280552744865
align_teacher_a09,19600,0.0015860938001424074,6.98872184753418,0.015823883935809135,0.028822267428040504
align_teacher_a09,19700,0.0016842249315232038,6.958794116973877,0.015821008011698723,0.03091026097536087
