step,latent,kind,step_ref,delta_step,drift_cos,drift_cos_aligned,rot_gap,cka
45000,teacher_h,vs_initial,0,45000,0.926916,0.676503,0.250413,0.009146
45500,student_h,adjacent,45000,500,0.001395,0.000292,0.001103,0.989672
45500,student_h,vs_initial,0,45500,0.929032,0.676707,0.252325,0.008800
45500,teacher_h,adjacent,45000,500,0.001054,0.000259,0.000795,0.991531
45500,teacher_h,vs_initial,0,45500,0.928970,0.676882,0.252088,0.008719
46000,student_h,adjacent,45500,500,0.001292,0.000289,0.001004,0.988997
46000,student_h,vs_initial,0,46000,0.929515,0.677090,0.252425,0.009001
46000,teacher_h,adjacent,45500,500,0.001114,0.000236,0.000878,0.992350
46000,teacher_h,vs_initial,0,46000,0.929876,0.677115,0.252761,0.009064
46500,student_h,adjacent,46000,500,0.001222,0.000381,0.000840,0.971103
46500,student_h,vs_initial,0,46500,0.929618,0.677174,0.252445,0.009626
46500,teacher_h,adjacent,46000,500,0.001073,0.000314,0.000759,0.977748
46500,teacher_h,vs_initial,0,46500,0.929804,0.677201,0.252603,0.009730
47000,student_h,adjacent,46500,500,0.001378,0.000298,0.001080,0.971539
47000,student_h,vs_initial,0,47000,0.932016,0.677045,0.254971,0.009528
47000,teacher_h,adjacent,46500,500,0.001333,0.000264,0.001069,0.975638
47000,teacher_h,vs_initial,0,47000,0.931536,0.677101,0.254435,0.009398
47500,student_h,adjacent,47000,500,0.001619,0.000395,0.001224,0.978554
47500,student_h,vs_initial,0,47500,0.930358,0.677138,0.253221,0.008163
47500,teacher_h,adjacent,47000,500,0.001302,0.000371,0.000932,0.981466
47500,teacher_h,vs_initial,0,47500,0.930936,0.677102,0.253833,0.008090
48000,student_h,adjacent,47500,500,0.002128,0.000344,0.001784,0.987115
48000,student_h,vs_initial,0,48000,0.930349,0.677123,0.253227,0.008481
48000,teacher_h,adjacent,47500,500,0.001812,0.000305,0.001507,0.987668
48000,teacher_h,vs_initial,0,48000,0.930869,0.677145,0.253724,0.008338
48500,student_h,adjacent,48000,500,0.001806,0.000380,0.001426,0.972190
48500,student_h,vs_initial,0,48500,0.934085,0.676944,0.257141,0.009675
48500,teacher_h,adjacent,48000,500,0.001466,0.000318,0.001148,0.977696
48500,teacher_h,vs_initial,0,48500,0.933877,0.677078,0.256799,0.009036
49000,student_h,adjacent,48500,500,0.002019,0.000549,0.001470,0.966923
49000,student_h,vs_initial,0,49000,0.935659,0.676653,0.259006,0.008291
49000,teacher_h,adjacent,48500,500,0.001351,0.000334,0.001017,0.980146
49000,teacher_h,vs_initial,0,49000,0.935207,0.676794,0.258413,0.008327
49500,student_h,adjacent,49000,500,0.001185,0.000214,0.000970,0.996145
49500,student_h,vs_initial,0,49500,0.934815,0.676676,0.258140,0.008008
49500,teacher_h,adjacent,49000,500,0.000934,0.000208,0.000726,0.996499
49500,teacher_h,vs_initial,0,49500,0.934918,0.676739,0.258179,0.008006
50000,student_h,adjacent,49500,500,0.001519,0.000223,0.001296,0.996342
50000,student_h,vs_initial,0,50000,0.936969,0.676885,0.260084,0.007779
50000,teacher_h,adjacent,49500,500,0.001322,0.000204,0.001118,0.996749
50000,teacher_h,vs_initial,0,50000,0.936944,0.676893,0.260051,0.007803
50500,student_h,adjacent,50000,500,0.001180,0.000316,0.000864,0.991474
50500,student_h,vs_initial,0,50500,0.937326,0.677107,0.260219,0.007792
50500,teacher_h,adjacent,50000,500,0.001191,0.000358,0.000833,0.988603
50500,teacher_h,vs_initial,0,50500,0.937327,0.677059,0.260268,0.007742
51000,student_h,adjacent,50500,500,0.001398,0.000266,0.001132,0.989666
51000,student_h,vs_initial,0,51000,0.940104,0.676825,0.263279,0.008576
51000,teacher_h,adjacent,50500,500,0.001490,0.000295,0.001195,0.987418
51000,teacher_h,vs_initial,0,51000,0.940577,0.676789,0.263788,0.008217
51500,student_h,adjacent,51000,500,0.001466,0.000274,0.001192,0.986021
51500,student_h,vs_initial,0,51500,0.942328,0.676839,0.265489,0.008145
51500,teacher_h,adjacent,51000,500,0.001375,0.000245,0.001130,0.989580
51500,teacher_h,vs_initial,0,51500,0.941444,0.676850,0.264594,0.008294
52000,student_h,adjacent,51500,500,0.001243,0.000302,0.000941,0.988670
52000,student_h,vs_initial,0,52000,0.942014,0.677120,0.264894,0.008558
52000,teacher_h,adjacent,51500,500,0.000992,0.000242,0.000750,0.991292
52000,teacher_h,vs_initial,0,52000,0.942054,0.677068,0.264986,0.008447
52500,student_h,adjacent,52000,500,0.001514,0.000293,0.001221,0.985515
52500,student_h,vs_initial,0,52500,0.942844,0.676890,0.265953,0.008154
52500,teacher_h,adjacent,52000,500,0.001469,0.000262,0.001207,0.987448
52500,teacher_h,vs_initial,0,52500,0.942971,0.676885,0.266086,0.008194
53000,student_h,adjacent,52500,500,0.002141,0.000337,0.001804,0.988827
53000,student_h,vs_initial,0,53000,0.943811,0.677112,0.266699,0.008832
53000,teacher_h,adjacent,52500,500,0.001904,0.000315,0.001589,0.988004
53000,teacher_h,vs_initial,0,53000,0.943818,0.677191,0.266627,0.008668
53500,student_h,adjacent,53000,500,0.001871,0.000393,0.001478,0.978257
53500,student_h,vs_initial,0,53500,0.947326,0.677337,0.269989,0.006991
53500,teacher_h,adjacent,53000,500,0.001773,0.000373,0.001400,0.980443
53500,teacher_h,vs_initial,0,53500,0.946839,0.677349,0.269489,0.007013
54000,student_h,adjacent,53500,500,0.003061,0.000435,0.002626,0.989161
54000,student_h,vs_initial,0,54000,0.947595,0.677211,0.270384,0.006458
54000,teacher_h,adjacent,53500,500,0.002348,0.000329,0.002019,0.991743
54000,teacher_h,vs_initial,0,54000,0.947373,0.677182,0.270191,0.006725
54500,student_h,adjacent,54000,500,0.002008,0.000381,0.001627,0.988410
54500,student_h,vs_initial,0,54500,0.946362,0.677214,0.269148,0.006801
54500,teacher_h,adjacent,54000,500,0.001275,0.000287,0.000988,0.991428
54500,teacher_h,vs_initial,0,54500,0.947168,0.677355,0.269813,0.006645
55000,student_h,adjacent,54500,500,0.002979,0.000574,0.002405,0.969605
55000,student_h,vs_initial,0,55000,0.945762,0.677538,0.268224,0.008085
55000,teacher_h,adjacent,54500,500,0.002705,0.000481,0.002224,0.974338
55000,teacher_h,vs_initial,0,55000,0.945935,0.677451,0.268485,0.007796
55500,student_h,adjacent,55000,500,0.001773,0.000333,0.001440,0.988505
55500,student_h,vs_initial,0,55500,0.947720,0.677602,0.270118,0.007009
55500,teacher_h,adjacent,55000,500,0.001354,0.000271,0.001083,0.991278
55500,teacher_h,vs_initial,0,55500,0.948080,0.677620,0.270460,0.006988
56000,student_h,adjacent,55500,500,0.001889,0.000355,0.001534,0.985240
56000,student_h,vs_initial,0,56000,0.951661,0.677760,0.273900,0.005970
56000,teacher_h,adjacent,55500,500,0.001938,0.000389,0.001548,0.980169
56000,teacher_h,vs_initial,0,56000,0.951568,0.677878,0.273690,0.005774
56500,student_h,adjacent,56000,500,0.001945,0.000250,0.001695,0.994527
56500,student_h,vs_initial,0,56500,0.951403,0.677462,0.273941,0.006321
56500,teacher_h,adjacent,56000,500,0.002050,0.000243,0.001807,0.993893
56500,teacher_h,vs_initial,0,56500,0.950857,0.677634,0.273223,0.006209
57000,student_h,adjacent,56500,500,0.002039,0.000278,0.001761,0.988216
57000,student_h,vs_initial,0,57000,0.954899,0.677546,0.277352,0.005987
57000,teacher_h,adjacent,56500,500,0.001965,0.000290,0.001675,0.986092
57000,teacher_h,vs_initial,0,57000,0.955568,0.677653,0.277915,0.005892
57500,student_h,adjacent,57000,500,0.001585,0.000302,0.001283,0.990721
57500,student_h,vs_initial,0,57500,0.956744,0.677244,0.279500,0.005850
57500,teacher_h,adjacent,57000,500,0.001425,0.000287,0.001138,0.991821
57500,teacher_h,vs_initial,0,57500,0.956773,0.677257,0.279516,0.005898
58000,student_h,adjacent,57500,500,0.002657,0.000322,0.002335,0.991675
58000,student_h,vs_initial,0,58000,0.959665,0.677369,0.282296,0.005570
58000,teacher_h,adjacent,57500,500,0.002280,0.000287,0.001992,0.992549
58000,teacher_h,vs_initial,0,58000,0.959340,0.677450,0.281890,0.005603
58500,student_h,adjacent,58000,500,0.002529,0.000302,0.002227,0.992437
58500,student_h,vs_initial,0,58500,0.959865,0.677821,0.282045,0.005242
58500,teacher_h,adjacent,58000,500,0.002205,0.000272,0.001933,0.993228
58500,teacher_h,vs_initial,0,58500,0.959481,0.677787,0.281693,0.005305
59000,student_h,adjacent,58500,500,0.001381,0.000302,0.001079,0.993159
59000,student_h,vs_initial,0,59000,0.960768,0.677427,0.283341,0.005990
59000,teacher_h,adjacent,58500,500,0.001493,0.000290,0.001202,0.991831
59000,teacher_h,vs_initial,0,59000,0.960264,0.677548,0.282716,0.005858
59500,student_h,adjacent,59000,500,0.001331,0.000250,0.001081,0.991055
59500,student_h,vs_initial,0,59500,0.961468,0.677540,0.283928,0.006574
59500,teacher_h,adjacent,59000,500,0.001316,0.000225,0.001091,0.990676
59500,teacher_h,vs_initial,0,59500,0.961129,0.677658,0.283471,0.006276
60000,student_h,adjacent,59500,500,0.001603,0.000248,0.001356,0.993934
60000,student_h,vs_initial,0,60000,0.960416,0.677508,0.282908,0.006916
60000,teacher_h,adjacent,59500,500,0.001433,0.000243,0.001190,0.993967
60000,teacher_h,vs_initial,0,60000,0.960451,0.677577,0.282874,0.006730
60500,student_h,adjacent,60000,500,0.001253,0.000292,0.000961,0.985075
60500,student_h,vs_initial,0,60500,0.962180,0.677698,0.284482,0.005955
60500,teacher_h,adjacent,60000,500,0.001014,0.000232,0.000781,0.988952
60500,teacher_h,vs_initial,0,60500,0.962192,0.677746,0.284446,0.005976
61000,student_h,adjacent,60500,500,0.002000,0.000239,0.001761,0.996133
61000,student_h,vs_initial,0,61000,0.965156,0.677403,0.287753,0.005906
61000,teacher_h,adjacent,60500,500,0.001650,0.000215,0.001435,0.996508
61000,teacher_h,vs_initial,0,61000,0.964897,0.677445,0.287452,0.005944
61500,student_h,adjacent,61000,500,0.001912,0.000283,0.001629,0.991886
61500,student_h,vs_initial,0,61500,0.967223,0.677659,0.289563,0.005262
61500,teacher_h,adjacent,61000,500,0.001428,0.000239,0.001189,0.992692
61500,teacher_h,vs_initial,0,61500,0.966257,0.677736,0.288522,0.005387
62000,student_h,adjacent,61500,500,0.002451,0.000278,0.002173,0.993081
62000,student_h,vs_initial,0,62000,0.966491,0.677892,0.288599,0.005100
62000,teacher_h,adjacent,61500,500,0.001821,0.000247,0.001574,0.993602
62000,teacher_h,vs_initial,0,62000,0.967230,0.678001,0.289229,0.005059
62500,student_h,adjacent,62000,500,0.003691,0.000567,0.003124,0.976200
62500,student_h,vs_initial,0,62500,0.965143,0.677660,0.287483,0.005737
62500,teacher_h,adjacent,62000,500,0.002160,0.000383,0.001777,0.983254
62500,teacher_h,vs_initial,0,62500,0.965518,0.677781,0.287737,0.005507
63000,student_h,adjacent,62500,500,0.001778,0.000345,0.001433,0.990668
63000,student_h,vs_initial,0,63000,0.966169,0.678098,0.288071,0.005117
63000,teacher_h,adjacent,62500,500,0.001361,0.000308,0.001053,0.991588
63000,teacher_h,vs_initial,0,63000,0.966261,0.678072,0.288189,0.005104
63500,student_h,adjacent,63000,500,0.002905,0.000420,0.002485,0.987476
63500,student_h,vs_initial,0,63500,0.966141,0.677961,0.288180,0.005693
63500,teacher_h,adjacent,63000,500,0.002578,0.000413,0.002165,0.989353
63500,teacher_h,vs_initial,0,63500,0.966469,0.677982,0.288487,0.005764
64000,student_h,adjacent,63500,500,0.002864,0.000405,0.002459,0.990728
64000,student_h,vs_initial,0,64000,0.966012,0.678332,0.287679,0.005024
64000,teacher_h,adjacent,63500,500,0.002324,0.000393,0.001931,0.990524
64000,teacher_h,vs_initial,0,64000,0.965588,0.678396,0.287192,0.004958
64500,student_h,adjacent,64000,500,0.001878,0.000269,0.001609,0.994174
64500,student_h,vs_initial,0,64500,0.965499,0.678229,0.287270,0.005207
64500,teacher_h,adjacent,64000,500,0.001790,0.000294,0.001496,0.993283
64500,teacher_h,vs_initial,0,64500,0.965387,0.678329,0.287058,0.005205
65000,student_h,adjacent,64500,500,0.001256,0.000284,0.000972,0.995010
65000,student_h,vs_initial,0,65000,0.965514,0.678591,0.286923,0.004923
65000,teacher_h,adjacent,64500,500,0.001218,0.000272,0.000946,0.995234
65000,teacher_h,vs_initial,0,65000,0.965822,0.678702,0.287120,0.004918
65500,student_h,adjacent,65000,500,0.001861,0.000289,0.001572,0.994129
65500,student_h,vs_initial,0,65500,0.968555,0.678421,0.290134,0.005001
65500,teacher_h,adjacent,65000,500,0.001835,0.000286,0.001549,0.994527
65500,teacher_h,vs_initial,0,65500,0.968707,0.678480,0.290227,0.004934
66000,student_h,adjacent,65500,500,0.001831,0.000272,0.001559,0.993383
66000,student_h,vs_initial,0,66000,0.970059,0.678558,0.291501,0.005058
66000,teacher_h,adjacent,65500,500,0.001815,0.000248,0.001567,0.993912
66000,teacher_h,vs_initial,0,66000,0.969604,0.678561,0.291043,0.005045
66500,student_h,adjacent,66000,500,0.001845,0.000249,0.001596,0.993854
66500,student_h,vs_initial,0,66500,0.972126,0.678499,0.293627,0.005079
66500,teacher_h,adjacent,66000,500,0.001341,0.000231,0.001110,0.993101
66500,teacher_h,vs_initial,0,66500,0.971696,0.678525,0.293171,0.005207
67000,student_h,adjacent,66500,500,0.001682,0.000346,0.001336,0.989416
67000,student_h,vs_initial,0,67000,0.972229,0.677514,0.294715,0.005688
67000,teacher_h,adjacent,66500,500,0.001338,0.000282,0.001056,0.993116
67000,teacher_h,vs_initial,0,67000,0.971482,0.677646,0.293836,0.005737
67500,student_h,adjacent,67000,500,0.002092,0.000389,0.001703,0.991535
67500,student_h,vs_initial,0,67500,0.972608,0.678060,0.294547,0.004994
67500,teacher_h,adjacent,67000,500,0.002093,0.000336,0.001757,0.993631
67500,teacher_h,vs_initial,0,67500,0.972695,0.678111,0.294584,0.005030
68000,student_h,adjacent,67500,500,0.001622,0.000349,0.001273,0.991764
68000,student_h,vs_initial,0,68000,0.973524,0.677997,0.295527,0.005471
68000,teacher_h,adjacent,67500,500,0.001284,0.000253,0.001030,0.994221
68000,teacher_h,vs_initial,0,68000,0.973650,0.677987,0.295663,0.005457
68500,student_h,adjacent,68000,500,0.002455,0.000581,0.001874,0.982682
68500,student_h,vs_initial,0,68500,0.972152,0.678193,0.293959,0.004759
68500,teacher_h,adjacent,68000,500,0.002231,0.000508,0.001723,0.983804
68500,teacher_h,vs_initial,0,68500,0.972003,0.678229,0.293774,0.004842
69000,student_h,adjacent,68500,500,0.003035,0.000550,0.002485,0.982801
69000,student_h,vs_initial,0,69000,0.972077,0.677824,0.294253,0.005682
69000,teacher_h,adjacent,68500,500,0.002281,0.000426,0.001855,0.986507
69000,teacher_h,vs_initial,0,69000,0.972396,0.677893,0.294502,0.005581
69500,student_h,adjacent,69000,500,0.002147,0.000328,0.001819,0.984348
69500,student_h,vs_initial,0,69500,0.973734,0.678036,0.295698,0.005407
69500,teacher_h,adjacent,69000,500,0.001838,0.000333,0.001505,0.983387
69500,teacher_h,vs_initial,0,69500,0.973439,0.678238,0.295201,0.005218
70000,student_h,adjacent,69500,500,0.002102,0.000518,0.001584,0.987363
70000,student_h,vs_initial,0,70000,0.974888,0.677907,0.296981,0.005113
70000,teacher_h,adjacent,69500,500,0.002547,0.000600,0.001947,0.991807
70000,teacher_h,vs_initial,0,70000,0.975619,0.678151,0.297468,0.004704
70500,student_h,adjacent,70000,500,0.004374,0.000806,0.003568,0.986766
70500,student_h,vs_initial,0,70500,0.976315,0.678417,0.297898,0.004550
70500,teacher_h,adjacent,70000,500,0.003272,0.000591,0.002681,0.990140
70500,teacher_h,vs_initial,0,70500,0.976597,0.678540,0.298057,0.004446
71000,student_h,adjacent,70500,500,0.008658,0.001686,0.006972,0.954559
71000,student_h,vs_initial,0,71000,0.976967,0.677944,0.299024,0.005838
71000,teacher_h,adjacent,70500,500,0.008962,0.001802,0.007161,0.946801
71000,teacher_h,vs_initial,0,71000,0.977337,0.677893,0.299444,0.005831
71500,student_h,adjacent,71000,500,0.002460,0.000371,0.002090,0.984481
71500,student_h,vs_initial,0,71500,0.975905,0.677945,0.297960,0.005515
71500,teacher_h,adjacent,71000,500,0.002160,0.000422,0.001738,0.978078
71500,teacher_h,vs_initial,0,71500,0.976115,0.677967,0.298147,0.005561
72000,student_h,adjacent,71500,500,0.003091,0.000553,0.002539,0.977183
72000,student_h,vs_initial,0,72000,0.975065,0.678021,0.297044,0.005607
72000,teacher_h,adjacent,71500,500,0.003778,0.000697,0.003080,0.964912
72000,teacher_h,vs_initial,0,72000,0.974861,0.678186,0.296674,0.005585
72500,student_h,adjacent,72000,500,0.001797,0.000343,0.001454,0.993576
72500,student_h,vs_initial,0,72500,0.977547,0.678534,0.299013,0.005271
72500,teacher_h,adjacent,72000,500,0.002093,0.000361,0.001732,0.993780
72500,teacher_h,vs_initial,0,72500,0.977481,0.678596,0.298884,0.005145
73000,student_h,adjacent,72500,500,0.001780,0.000397,0.001383,0.988196
73000,student_h,vs_initial,0,73000,0.977055,0.677980,0.299076,0.005995
73000,teacher_h,adjacent,72500,500,0.001579,0.000457,0.001121,0.987836
73000,teacher_h,vs_initial,0,73000,0.977593,0.678217,0.299375,0.005925
73500,student_h,adjacent,73000,500,0.002353,0.000456,0.001897,0.987534
73500,student_h,vs_initial,0,73500,0.978105,0.678243,0.299862,0.005765
73500,teacher_h,adjacent,73000,500,0.001668,0.000286,0.001382,0.991940
73500,teacher_h,vs_initial,0,73500,0.978227,0.678273,0.299954,0.005872
74000,student_h,adjacent,73500,500,0.002661,0.000547,0.002113,0.986056
74000,student_h,vs_initial,0,74000,0.977761,0.678294,0.299466,0.005500
74000,teacher_h,adjacent,73500,500,0.001924,0.000397,0.001527,0.990285
74000,teacher_h,vs_initial,0,74000,0.977987,0.678330,0.299657,0.005499
74500,student_h,adjacent,74000,500,0.002604,0.000663,0.001941,0.979328
74500,student_h,vs_initial,0,74500,0.977385,0.678228,0.299157,0.006774
74500,teacher_h,adjacent,74000,500,0.003666,0.000936,0.002730,0.964752
74500,teacher_h,vs_initial,0,74500,0.976885,0.678214,0.298671,0.007160
75000,student_h,adjacent,74500,500,0.001766,0.000306,0.001460,0.989926
75000,student_h,vs_initial,0,75000,0.978345,0.678145,0.300201,0.006982
75000,teacher_h,adjacent,74500,500,0.001689,0.000323,0.001366,0.989601
75000,teacher_h,vs_initial,0,75000,0.978356,0.678068,0.300288,0.007060
75500,student_h,adjacent,75000,500,0.005615,0.001214,0.004401,0.955108
75500,student_h,vs_initial,0,75500,0.981371,0.678229,0.303142,0.005433
75500,teacher_h,adjacent,75000,500,0.004752,0.001064,0.003688,0.961271
75500,teacher_h,vs_initial,0,75500,0.981021,0.678213,0.302808,0.005480
76000,student_h,adjacent,75500,500,0.002639,0.000725,0.001914,0.985794
76000,student_h,vs_initial,0,76000,0.978457,0.678339,0.300118,0.006268
76000,teacher_h,adjacent,75500,500,0.002748,0.000767,0.001981,0.981911
76000,teacher_h,vs_initial,0,76000,0.977867,0.678466,0.299401,0.006309
76500,student_h,adjacent,76000,500,0.001634,0.000242,0.001392,0.994318
76500,student_h,vs_initial,0,76500,0.980733,0.678354,0.302379,0.005936
76500,teacher_h,adjacent,76000,500,0.001450,0.000226,0.001224,0.993968
76500,teacher_h,vs_initial,0,76500,0.980786,0.678477,0.302308,0.005840
77000,student_h,adjacent,76500,500,0.003686,0.000641,0.003044,0.978316
77000,student_h,vs_initial,0,77000,0.983902,0.678854,0.305048,0.004907
77000,teacher_h,adjacent,76500,500,0.002813,0.000518,0.002296,0.980665
77000,teacher_h,vs_initial,0,77000,0.983285,0.678952,0.304333,0.004906
77500,student_h,adjacent,77000,500,0.003410,0.000751,0.002659,0.983849
77500,student_h,vs_initial,0,77500,0.982420,0.678287,0.304133,0.006414
77500,teacher_h,adjacent,77000,500,0.003374,0.000749,0.002624,0.982585
77500,teacher_h,vs_initial,0,77500,0.982294,0.678407,0.303888,0.006456
78000,student_h,adjacent,77500,500,0.002031,0.000831,0.001200,0.982000
78000,student_h,vs_initial,0,78000,0.985514,0.678451,0.307063,0.005210
78000,teacher_h,adjacent,77500,500,0.002053,0.000774,0.001279,0.983412
78000,teacher_h,vs_initial,0,78000,0.985442,0.678582,0.306861,0.005289
78500,student_h,adjacent,78000,500,0.003147,0.000807,0.002340,0.982280
78500,student_h,vs_initial,0,78500,0.983848,0.678242,0.305606,0.006501
78500,teacher_h,adjacent,78000,500,0.002746,0.000705,0.002040,0.984865
78500,teacher_h,vs_initial,0,78500,0.983321,0.678364,0.304957,0.006432
79000,student_h,adjacent,78500,500,0.001308,0.000326,0.000982,0.993116
79000,student_h,vs_initial,0,79000,0.986486,0.678418,0.308068,0.006352
79000,teacher_h,adjacent,78500,500,0.001218,0.000316,0.000902,0.992837
79000,teacher_h,vs_initial,0,79000,0.986216,0.678557,0.307659,0.006068
79500,student_h,adjacent,79000,500,0.001959,0.000569,0.001391,0.975300
79500,student_h,vs_initial,0,79500,0.986459,0.678121,0.308338,0.007918
79500,teacher_h,adjacent,79000,500,0.001933,0.000607,0.001325,0.973445
79500,teacher_h,vs_initial,0,79500,0.986848,0.678259,0.308589,0.007778
80000,student_h,adjacent,79500,500,0.001417,0.000293,0.001123,0.990056
80000,student_h,vs_initial,0,80000,0.984866,0.678111,0.306755,0.007624
80000,teacher_h,adjacent,79500,500,0.001303,0.000259,0.001045,0.991075
80000,teacher_h,vs_initial,0,80000,0.984833,0.678146,0.306686,0.007590
80500,student_h,adjacent,80000,500,0.001435,0.000400,0.001034,0.975941
80500,student_h,vs_initial,0,80500,0.985653,0.677697,0.307955,0.007893
80500,teacher_h,adjacent,80000,500,0.001557,0.000482,0.001075,0.971966
80500,teacher_h,vs_initial,0,80500,0.985775,0.677604,0.308172,0.007791
81000,student_h,adjacent,80500,500,0.001937,0.000448,0.001489,0.980476
81000,student_h,vs_initial,0,81000,0.984141,0.677801,0.306339,0.007136
81000,teacher_h,adjacent,80500,500,0.002495,0.000533,0.001962,0.975204
81000,teacher_h,vs_initial,0,81000,0.983721,0.677824,0.305896,0.007025
81500,student_h,adjacent,81000,500,0.001470,0.000352,0.001119,0.987960
81500,student_h,vs_initial,0,81500,0.983260,0.678195,0.305065,0.007327
81500,teacher_h,adjacent,81000,500,0.001430,0.000326,0.001103,0.988896
81500,teacher_h,vs_initial,0,81500,0.982295,0.678319,0.303976,0.007226
82000,student_h,adjacent,81500,500,0.002639,0.000426,0.002213,0.973922
82000,student_h,vs_initial,0,82000,0.983591,0.678388,0.305203,0.006614
82000,teacher_h,adjacent,81500,500,0.002442,0.000419,0.002023,0.975959
82000,teacher_h,vs_initial,0,82000,0.983722,0.678314,0.305409,0.006498
82500,student_h,adjacent,82000,500,0.002637,0.000406,0.002231,0.979189
82500,student_h,vs_initial,0,82500,0.984083,0.678712,0.305371,0.007213
82500,teacher_h,adjacent,82000,500,0.002132,0.000403,0.001730,0.984213
82500,teacher_h,vs_initial,0,82500,0.984059,0.678640,0.305419,0.007258
83000,student_h,adjacent,82500,500,0.001486,0.000289,0.001197,0.986628
83000,student_h,vs_initial,0,83000,0.985233,0.678466,0.306768,0.008259
83000,teacher_h,adjacent,82500,500,0.001259,0.000280,0.000979,0.986944
83000,teacher_h,vs_initial,0,83000,0.984733,0.678449,0.306284,0.007985
83500,student_h,adjacent,83000,500,0.001900,0.000427,0.001473,0.984700
83500,student_h,vs_initial,0,83500,0.985823,0.678366,0.307457,0.006642
83500,teacher_h,adjacent,83000,500,0.001841,0.000363,0.001478,0.987556
83500,teacher_h,vs_initial,0,83500,0.985677,0.678385,0.307292,0.006606
84000,student_h,adjacent,83500,500,0.001955,0.000333,0.001622,0.990109
84000,student_h,vs_initial,0,84000,0.983942,0.678448,0.305494,0.007177
84000,teacher_h,adjacent,83500,500,0.001520,0.000277,0.001243,0.992793
84000,teacher_h,vs_initial,0,84000,0.984314,0.678468,0.305847,0.006767
84500,student_h,adjacent,84000,500,0.002852,0.000505,0.002347,0.968911
84500,student_h,vs_initial,0,84500,0.985076,0.678808,0.306268,0.005882
84500,teacher_h,adjacent,84000,500,0.001800,0.000350,0.001451,0.982490
84500,teacher_h,vs_initial,0,84500,0.985266,0.678836,0.306431,0.005837
85000,student_h,adjacent,84500,500,0.001781,0.000429,0.001351,0.988352
85000,student_h,vs_initial,0,85000,0.985991,0.678577,0.307415,0.005207
85000,teacher_h,adjacent,84500,500,0.001775,0.000395,0.001379,0.988312
85000,teacher_h,vs_initial,0,85000,0.985988,0.678623,0.307365,0.005265
85500,student_h,adjacent,85000,500,0.003923,0.001021,0.002902,0.965265
85500,student_h,vs_initial,0,85500,0.984263,0.678670,0.305593,0.007238
85500,teacher_h,adjacent,85000,500,0.003617,0.000926,0.002690,0.966320
85500,teacher_h,vs_initial,0,85500,0.985042,0.678696,0.306346,0.007119
86000,student_h,adjacent,85500,500,0.001766,0.000324,0.001442,0.976894
86000,student_h,vs_initial,0,86000,0.984682,0.679017,0.305665,0.006779
86000,teacher_h,adjacent,85500,500,0.001405,0.000294,0.001111,0.978855
86000,teacher_h,vs_initial,0,86000,0.984878,0.679066,0.305811,0.007051
86500,student_h,adjacent,86000,500,0.001300,0.000196,0.001105,0.990882
86500,student_h,vs_initial,0,86500,0.986368,0.679187,0.307181,0.007350
86500,teacher_h,adjacent,86000,500,0.001204,0.000168,0.001036,0.991125
86500,teacher_h,vs_initial,0,86500,0.985695,0.679270,0.306425,0.007236
87000,student_h,adjacent,86500,500,0.000924,0.000252,0.000672,0.989788
87000,student_h,vs_initial,0,87000,0.986354,0.678769,0.307585,0.007131
87000,teacher_h,adjacent,86500,500,0.000930,0.000239,0.000691,0.989394
87000,teacher_h,vs_initial,0,87000,0.986540,0.678945,0.307595,0.006770
87500,student_h,adjacent,87000,500,0.001276,0.000221,0.001055,0.990639
87500,student_h,vs_initial,0,87500,0.987616,0.678971,0.308645,0.007284
87500,teacher_h,adjacent,87000,500,0.001174,0.000184,0.000989,0.993093
87500,teacher_h,vs_initial,0,87500,0.987286,0.679162,0.308124,0.006975
88000,student_h,adjacent,87500,500,0.001491,0.000360,0.001131,0.986728
88000,student_h,vs_initial,0,88000,0.985950,0.678555,0.307395,0.006558
88000,teacher_h,adjacent,87500,500,0.001009,0.000233,0.000777,0.991615
88000,teacher_h,vs_initial,0,88000,0.986188,0.678700,0.307489,0.006773
88500,student_h,adjacent,88000,500,0.001590,0.000297,0.001293,0.984753
88500,student_h,vs_initial,0,88500,0.986910,0.678179,0.308731,0.006901
88500,teacher_h,adjacent,88000,500,0.001810,0.000307,0.001503,0.986829
88500,teacher_h,vs_initial,0,88500,0.986783,0.678228,0.308555,0.006828
89000,student_h,adjacent,88500,500,0.001471,0.000243,0.001228,0.993342
89000,student_h,vs_initial,0,89000,0.988756,0.678287,0.310468,0.006571
89000,teacher_h,adjacent,88500,500,0.001417,0.000217,0.001200,0.993817
89000,teacher_h,vs_initial,0,89000,0.988916,0.678336,0.310580,0.006704
89500,student_h,adjacent,89000,500,0.001093,0.000253,0.000839,0.989929
89500,student_h,vs_initial,0,89500,0.989575,0.678470,0.311105,0.006262
89500,teacher_h,adjacent,89000,500,0.000891,0.000215,0.000676,0.991930
89500,teacher_h,vs_initial,0,89500,0.989495,0.678514,0.310982,0.006232
90000,student_h,adjacent,89500,500,0.002701,0.000544,0.002157,0.961763
90000,student_h,vs_initial,0,90000,0.986970,0.678192,0.308778,0.006030
90000,teacher_h,adjacent,89500,500,0.001440,0.000374,0.001066,0.978032
90000,teacher_h,vs_initial,0,90000,0.987074,0.678236,0.308837,0.006238
90500,student_h,adjacent,90000,500,0.002176,0.000422,0.001754,0.985538
