dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
bizitobs_application/10S/short,contrastive_tiny,10015817.829918126,10015817.829918126,1493.80054306878,5.361438945649405,0.07711095647652133,0.07756734576247397,149.09363072482986,3164.7776904417988,0.1220528255423845,0.05760991605474855,0.054268243638677355,Web/CloudOps,2
bizitobs_l2c/5T/short,contrastive_tiny,29.23217239390337,29.23217239390337,3.483660001706864,0.3593574816348849,0.21031497919046005,0.2382450662234366,8.532201393722287,5.406678499217738,0.18568722424612186,0.1196429852501457,0.10897608984247749,Web/CloudOps,7
bizitobs_l2c/H/short,contrastive_tiny,216.12403705436398,216.12403705436398,9.387908554432677,0.901289450451372,0.6277747886702693,0.8282982192476394,18.376222373144195,14.701157677351944,0.792430049124782,0.5060323139332554,0.45111218232014555,Web/CloudOps,7
bizitobs_service/10S/short,contrastive_tiny,42268.0348111541,42268.0348111541,69.03648940681465,2.980684980475494,0.44936720077776043,0.13988061602775054,82.98636080012939,205.5919132922161,0.15230906645273284,0.05114443989720885,0.04774314651788747,Web/CloudOps,2
covid_deaths/D/short,contrastive_tiny,7500730.471737503,7500730.471737503,486.55444276873794,59.21520316572307,0.17988177499763766,0.4743748386849304,1772.0611754193978,2738.7461495614198,1.0304665670440025,0.18306847693795908,0.16855192590666307,Healthcare,1
electricity/H/short,contrastive_tiny,1916720.7463786562,1916720.7463786562,213.17560386556264,1.1290940272493835,0.3302133251281222,0.1521528698763026,12.964580691649399,1384.456841645364,0.6535625017301007,0.10063410918943655,0.0835112773252624,Energy,1
ett1/15T/short,contrastive_tiny,8.867102547384707,8.867102547384707,1.694938051445587,1.068918110745153,0.5766377263993429,0.35119500526348807,11.588513723540053,2.9777680479487834,0.5629221111238489,0.3204138437851568,0.27256570652043055,Energy,7
ett1/H/short,contrastive_tiny,102.6529328828226,102.6529328828226,5.10306886522809,0.8614931406659903,0.5165941134503367,0.26866476113324844,8.46092326077528,10.13177836723754,0.4728915472211098,0.2381811014596394,0.19681090472538268,Energy,7
ett2/15T/short,contrastive_tiny,12.20884479193192,12.20884479193192,2.3276902503023544,1.0269046961590766,0.14482907800437814,0.16622841835547864,11.645491974491765,3.494115738199283,0.16587810425491997,0.11050373683723502,0.09210495422661318,Energy,7
ett2/H/short,contrastive_tiny,125.35034416993153,125.35034416993153,6.740542919224217,0.76204116843299,0.12110770590954967,0.1126550343069209,8.088032703532086,11.195996792154396,0.14199639110346704,0.08548883912494319,0.07137722422111183,Energy,7
us_births/D/short,contrastive_tiny,1642280.9061309623,1642280.9061309623,1005.9727897135417,1.4813399266488259,0.103230272215602,0.09663996305063345,7.851104380616613,1281.5150822877436,0.12013164006938246,0.09430178603729068,0.07190957713929486,Healthcare,1
