arm,ema,ema_at_stop,seed,term,step,value
dec_m080_r200_s24,0.8 to 1.0 at 200k,0.840,20260524,cos_err,15000,0.788891
dec_m080_r200_s24,0.8 to 1.0 at 200k,0.840,20260524,cos_err,20000,0.753132
dec_m080_r200_s24,0.8 to 1.0 at 200k,0.840,20260524,cos_err,25000,0.756049
dec_m080_r200_s24,0.8 to 1.0 at 200k,0.840,20260524,cos_err,30000,0.694896
dec_m080_r200_s24,0.8 to 1.0 at 200k,0.840,20260524,cos_err,35000,0.500249
dec_m080_r200_s24,0.8 to 1.0 at 200k,0.840,20260524,cos_err,40000,0.520853
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,loss,5000,1.945467
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,loss,10000,0.954606
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,loss,15000,0.906911
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,loss,20000,0.640931
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,loss,25000,0.548814
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,loss,30000,0.481419
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,loss,35000,0.498917
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,loss,40000,0.535715
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,5000,0.099900
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,10000,0.000000
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,15000,0.000000
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,20000,0.000000
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,25000,0.000000
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,30000,0.000000
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,35000,0.000000
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,40000,0.000000
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,l_rep,5000,11.660213
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,5000,0.779662
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,10000,0.952734
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,15000,0.905121
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,20000,0.639472
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,25000,0.547463
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,30000,0.479947
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,35000,0.497834
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,40000,0.534792
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,5000,0.425697
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,10000,0.539940
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,15000,0.553470
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,20000,0.377671
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,25000,0.394879
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,30000,0.336651
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,35000,0.335040
dec_m090r100_ramp5k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,40000,0.351344
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,loss,5000,0.769135
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,loss,10000,0.778101
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,loss,15000,0.675004
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,loss,20000,0.552755
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,loss,25000,0.552498
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,loss,30000,0.494716
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,loss,35000,0.351443
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,loss,40000,0.397420
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,5000,0.000000
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,10000,0.000000
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,15000,0.000000
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,20000,0.000000
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,25000,0.000000
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,30000,0.000000
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,35000,0.000000
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,40000,0.000000
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,5000,0.766419
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,10000,0.775321
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,15000,0.673004
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,20000,0.551023
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,25000,0.550560
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,30000,0.493125
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,35000,0.350188
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,40000,0.396029
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,5000,0.475592
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,10000,0.490865
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,15000,0.452249
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,20000,0.376735
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,25000,0.346106
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,30000,0.338805
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,35000,0.248339
dec_m090r100_ramp2k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,40000,0.267469
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,loss,5000,0.781240
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,loss,10000,0.686017
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,loss,15000,0.795224
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,loss,20000,0.499135
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,loss,25000,0.407736
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,loss,30000,0.480642
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,loss,35000,0.553219
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,loss,40000,0.586629
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,5000,0.000000
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,10000,0.000000
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,15000,0.000000
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,20000,0.000000
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,25000,0.000000
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,30000,0.000000
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,35000,0.000000
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,rep_w,40000,0.000000
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,5000,0.776590
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,10000,0.682348
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,15000,0.793103
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,20000,0.497634
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,25000,0.406034
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,30000,0.478934
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,35000,0.551959
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,align_reduced,40000,0.585713
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,5000,0.533822
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,10000,0.462727
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,15000,0.498037
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,20000,0.340678
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,25000,0.274553
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,30000,0.285209
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,35000,0.318810
dec_m090r100_ramp1k,0.9 to 1.0 at 100k,0.940,20260520,cos_err,40000,0.353672
