step,loss,loss_tau_ref,gap,gap_ratio,ff,fp,tp,cross_batch,hf_rows_consumed,synth_rows_consumed,mixup_applied,r2_random,r2_naive,u_temporal,u_batch,auc,top1,top3,cpc_aux,sigreg_e,sigreg_h,u_temporal_e,u_batch_e,u_batchtime,u_batchtime_e
40200,5.058606147766113,11.172439575195312,-0.30424538254737854,1.8196019036945097,0.32454344630241394,0.6287888288497925,0.20010775327682495,0.02108107879757881,2572800,0,0,0.3077124357223511,0.155670166015625,0.39500483870506287,0.8914965987205505,0.9083806872367859,0.3240163028240204,0.48358210921287537,,0.001548914471641183,0.00015176912711467594,0.03587257117033005,0.048260368406772614,0.9264903664588928,0.048315927386283875
40400,4.847789287567139,11.175061225891113,-0.3264310657978058,1.9762862256512461,0.3392089307308197,0.6656399965286255,0.22335177659988403,0.029651273041963577,2585600,0,1,0.32179731130599976,0.1492108702659607,0.38580644130706787,0.8332536220550537,0.91129070520401,0.27055633068084717,0.43663501739501953,,0.0015763050178065896,0.0001845212682383135,0.033647485077381134,0.04403993487358093,0.9010850191116333,0.04470985010266304
40600,4.9150004386901855,11.331137657165527,-0.34930306673049927,2.0907829794663395,0.3304654359817505,0.6797685027122498,0.2148551046848297,0.025813063606619835,2598400,0,1,0.3113507032394409,0.14722740650177002,0.3693874478340149,0.8395670652389526,0.9043296575546265,0.26377207040786743,0.4417910575866699,,0.0018099568551406264,0.00026770890690386295,0.03480163961648941,0.04535222053527832,0.8878337144851685,0.04613253474235535
40800,5.3696770668029785,11.387887001037598,-0.33538198471069336,1.9529535198613277,0.3126785159111023,0.6480605006217957,0.19554996490478516,0.026077602058649063,2611200,0,1,0.293420672416687,0.14578670263290405,0.38621366024017334,0.8850961923599243,0.8886446356773376,0.3104477822780609,0.4675712585449219,,0.0015826585004106164,0.0002061820705421269,0.033584073185920715,0.04666583240032196,0.9242890477180481,0.04706546291708946
41000,4.579403877258301,10.765132904052734,-0.274597704410553,1.749078404553735,0.3588215708732605,0.6334192752838135,0.2066076546907425,0.02230219356715679,2624000,0,1,0.33318907022476196,0.19166618585586548,0.353516161441803,0.8575090169906616,0.927854597568512,0.34654003381729126,0.5240163207054138,,0.0015832837671041489,0.00022034389257896692,0.034823473542928696,0.048307232558727264,0.9124170541763306,0.04891933128237724
41200,4.995427131652832,11.200197219848633,-0.3215567171573639,1.91587272915253,0.32735005021095276,0.6489067673683167,0.20835459232330322,0.025263618677854538,2636800,0,1,0.30486351251602173,0.150165855884552,0.4004225432872772,0.897269606590271,0.9160252809524536,0.35115334391593933,0.5145183205604553,,0.0017618951387703419,0.00017003895482048392,0.036378901451826096,0.04495560750365257,0.9234759211540222,0.04508630558848381
41400,4.977435111999512,11.220911979675293,-0.3179890215396881,1.9184421447972073,0.3357844650745392,0.6537734866142273,0.2116488665342331,0.022426538169384003,2649600,0,1,0.3186016082763672,0.1573808789253235,0.3623949885368347,0.8466473817825317,0.9159112572669983,0.2659430205821991,0.4521031379699707,,0.0017023433465510607,0.00024047770421020687,0.033288706094026566,0.05319056659936905,0.8975130319595337,0.05364364758133888
41600,4.949827671051025,10.992525100708008,-0.31090787053108215,1.8761688102378093,0.3342428505420685,0.6451507210731506,0.20165832340717316,0.021586637943983078,2662400,0,0,0.3261095881462097,0.1660173535346985,0.3805025517940521,0.908526599407196,0.9226471185684204,0.37014925479888916,0.5332428812980652,,0.001594749977812171,0.0001968742290046066,0.03588220104575157,0.048773154616355896,0.9319689869880676,0.048785172402858734
41800,5.013139247894287,11.324060440063477,-0.3368247449398041,1.9739145668521896,0.31732895970344543,0.6541537046432495,0.2020660638809204,0.022466007620096207,2675200,0,0,0.30018550157546997,0.1443631649017334,0.39415839314460754,0.8970964550971985,0.9050419926643372,0.30257803201675415,0.4710990786552429,,0.0016524639213457704,0.0002258850436192006,0.037711892277002335,0.05048444867134094,0.9261655211448669,0.050783757120370865
42000,4.980483531951904,11.118366241455078,-0.318252295255661,1.914034052187745,0.3335634171962738,0.6518157124519348,0.208537757396698,0.02047410048544407,2688000,0,0,0.3173900842666626,0.15795224905014038,0.37224775552749634,0.909540057182312,0.9166728854179382,0.3761194050312042,0.5305292010307312,,0.0015223703812807798,0.00017449166625738144,0.03570359945297241,0.04929254204034805,0.9383001327514648,0.04947911575436592
