step,loss,loss_tau_ref,gap,gap_ratio,ff,fp,tp,cross_batch,hf_rows_consumed,synth_rows_consumed,mixup_applied,r2_random,r2_naive,u_temporal,u_batch,auc,top1,top3,cpc_aux,sigreg_e,sigreg_h,u_temporal_e,u_batch_e,u_batchtime,u_batchtime_e
40200,4.891817092895508,11.21937370300293,-0.3013843894004822,1.791482670828308,0.31783103942871094,0.6192154288291931,0.19070762395858765,0.022299913689494133,2572800,0,0,0.2967182397842407,0.156965434551239,0.4152667224407196,0.9106536507606506,0.9170984625816345,0.3660787045955658,0.5280868411064148,,0.002487373538315296,9.051572124008089e-05,0.031860899180173874,0.03855341300368309,0.9422162771224976,0.03857816010713577
40400,4.936197757720947,11.472650527954102,-0.3200051188468933,1.8745555381075778,0.3140888810157776,0.6340939998626709,0.19824516773223877,0.028499875217676163,2585600,0,1,0.2935329079627991,0.1442180871963501,0.42111736536026,0.8281806707382202,0.9057625532150269,0.26051560044288635,0.4374491274356842,,0.0025492189452052116,0.00010433330317027867,0.03211350739002228,0.037005968391895294,0.9127197265625,0.037469808012247086
40600,4.846799850463867,11.442474365234375,-0.33214452862739563,1.9378145845380417,0.3136868178844452,0.6458313465118408,0.2007463425397873,0.025857269763946533,2598400,0,1,0.28872132301330566,0.14134550094604492,0.43121203780174255,0.8749440908432007,0.9111416339874268,0.3036635220050812,0.4635007083415985,,0.002380691934376955,9.642320947023109e-05,0.03233131393790245,0.038338057696819305,0.9335359930992126,0.03891428932547569
40800,4.978729724884033,11.474882125854492,-0.3198452591896057,1.853151490503444,0.305256187915802,0.6251014471054077,0.18759045004844666,0.020024830475449562,2611200,0,1,0.2824762463569641,0.14485007524490356,0.4247056543827057,0.8905028700828552,0.9094887375831604,0.30773407220840454,0.46838536858558655,,0.00275096925906837,7.109619764378294e-05,0.03059716708958149,0.03811962902545929,0.9363728761672974,0.03823692351579666
41000,4.808817386627197,10.965628623962402,-0.2897992432117462,1.770527839021032,0.33409592509269714,0.6238951683044434,0.19026930630207062,0.023646822199225426,2624000,0,1,0.3061302900314331,0.17735671997070312,0.41163843870162964,0.8648782968521118,0.9212511777877808,0.3457259237766266,0.5134328603744507,,0.0026772439014166594,8.731436537345871e-05,0.03125954419374466,0.03870859742164612,0.925684928894043,0.039002325385808945
41200,4.967485427856445,11.399045944213867,-0.3192780613899231,1.8583147020004227,0.30873942375183105,0.6280174851417542,0.18972519040107727,0.021693190559744835,2636800,0,1,0.2873520851135254,0.14680588245391846,0.4224213659763336,0.9155871868133545,0.9085235595703125,0.3641791045665741,0.5036635398864746,,0.0025296416133642197,6.761213444406167e-05,0.03094014711678028,0.03595375269651413,0.9414045214653015,0.03596014529466629
41400,4.930298328399658,11.308621406555176,-0.32921475172042847,1.955024032484574,0.32606643438339233,0.6552811861038208,0.2149500548839569,0.023337485268712044,2649600,0,1,0.30517780780792236,0.14160549640655518,0.3854392170906067,0.8576862812042236,0.9225998520851135,0.28602442145347595,0.46974220871925354,,0.0024178768508136272,0.000114166978164576,0.03025314211845398,0.036816567182540894,0.9178367257118225,0.0371311716735363
41600,4.937858581542969,11.27514362335205,-0.3132725656032562,1.822133049102814,0.30567893385887146,0.6189514994621277,0.17666837573051453,0.025432106107473373,2662400,0,0,0.2949278950691223,0.15650177001953125,0.44989514350891113,0.9148793816566467,0.9075778722763062,0.31397560238838196,0.4635007083415985,,0.002491696272045374,7.731081859674305e-05,0.029915759339928627,0.037480518221855164,0.9449760317802429,0.037475280463695526
41800,4.979326248168945,11.554708480834961,-0.3233641982078552,1.8539475519225013,0.297965943813324,0.6213301420211792,0.18798024952411652,0.02468084916472435,2675200,0,0,0.2778353691101074,0.13523125648498535,0.44150570034980774,0.913184404373169,0.8981035351753235,0.325101763010025,0.4629579484462738,,0.0023247445933520794,6.274938641581684e-05,0.03038366511464119,0.0353039875626564,0.9454351663589478,0.035423606634140015
42000,4.945337295532227,11.385290145874023,-0.3137568533420563,1.82884227286247,0.30769482254981995,0.6214516758918762,0.18719758093357086,0.020325778052210808,2688000,0,0,0.2896000146865845,0.14825129508972168,0.4341648519039154,0.9169877767562866,0.9103429317474365,0.3617367744445801,0.5028494000434875,,0.0024857192765921354,4.285556497052312e-05,0.030321277678012848,0.03520485758781433,0.9515258073806763,0.03525548055768013
