step,loss,hf_rows_consumed
1,0.46822407841682434,256
201,0.24735061824321747,51456
401,0.23443304002285004,102656
601,0.24433010816574097,153856
801,0.23021920025348663,205056
1001,0.24515937268733978,256256
1201,0.2404124140739441,307456
1401,0.23339390754699707,358656
1601,0.2488207370042801,409856
1801,0.24122841656208038,461056
2001,0.23562927544116974,512256
2201,0.21631211042404175,563456
2401,0.22225654125213623,614656
2601,0.23008795082569122,665856
2801,0.23070211708545685,717056
3001,0.2213679552078247,768256
3201,0.2260090559720993,819456
3401,0.22505339980125427,870656
3601,0.21616831421852112,921856
3801,0.24080774188041687,973056
4001,0.23339813947677612,1024256
4201,0.215400829911232,1075456
4401,0.2286139577627182,1126656
4601,0.22857293486595154,1177856
4801,0.21226222813129425,1229056
5001,0.23092524707317352,1280256
5201,0.2290778011083603,1331456
5401,0.22959984838962555,1382656
5601,0.22853098809719086,1433856
5801,0.23278231918811798,1485056
6001,0.23167863488197327,1536256
6201,0.21404452621936798,1587456
6401,0.22829322516918182,1638656
6601,0.22220584750175476,1689856
6801,0.22131362557411194,1741056
7001,0.22851163148880005,1792256
7201,0.24533145129680634,1843456
7401,0.22102347016334534,1894656
7601,0.2229851633310318,1945856
7801,0.22323529422283173,1997056
8001,0.23030614852905273,2048256
8201,0.23405466973781586,2099456
8401,0.24071379005908966,2150656
8601,0.21854694187641144,2201856
8801,0.22992311418056488,2253056
9001,0.21572591364383698,2304256
9201,0.21975749731063843,2355456
9401,0.2194281667470932,2406656
9601,0.2216310054063797,2457856
9801,0.22455500066280365,2509056
10001,0.23100949823856354,2560256
10201,0.22333821654319763,2611456
10401,0.22956973314285278,2662656
10601,0.23150117695331573,2713856
10801,0.22489379346370697,2765056
11001,0.22808828949928284,2816256
11201,0.22790902853012085,2867456
11401,0.21972768008708954,2918656
11601,0.22452624142169952,2969856
11801,0.20292247831821442,3021056
12001,0.22800220549106598,3072256
12201,0.22914598882198334,3123456
12401,0.23170047998428345,3174656
12601,0.21531717479228973,3225856
12801,0.22759336233139038,3277056
13001,0.2205333560705185,3328256
13201,0.21376164257526398,3379456
13401,0.21740469336509705,3430656
13601,0.22244393825531006,3481856
13801,0.22326920926570892,3533056
14001,0.23043633997440338,3584256
14201,0.2289254516363144,3635456
14401,0.22827880084514618,3686656
14601,0.200973242521286,3737856
14801,0.23628289997577667,3789056
15001,0.23311570286750793,3840256
15201,0.2300710529088974,3891456
15401,0.22681136429309845,3942656
15601,0.21637901663780212,3993856
15801,0.22506196796894073,4045056
16001,0.21827316284179688,4096256
16201,0.2166190892457962,4147456
16401,0.22468747198581696,4198656
16601,0.2274806648492813,4249856
16801,0.20432905852794647,4301056
17001,0.235767662525177,4352256
17201,0.22797906398773193,4403456
17401,0.21800675988197327,4454656
17601,0.23504455387592316,4505856
17801,0.22977225482463837,4557056
18001,0.22210213541984558,4608256
18201,0.23076197504997253,4659456
18401,0.19670841097831726,4710656
18601,0.22950464487075806,4761856
18801,0.22977684438228607,4813056
19001,0.2293621450662613,4864256
19201,0.23207567632198334,4915456
19401,0.22100283205509186,4966656
19601,0.24178193509578705,5017856
19801,0.22117431461811066,5069056
20001,0.21655066311359406,5120256
20201,0.2384893000125885,5171456
20401,0.21616604924201965,5222656
20601,0.23090381920337677,5273856
20801,0.21977370977401733,5325056
21001,0.2204096019268036,5376256
21201,0.2301635891199112,5427456
21401,0.23430728912353516,5478656
21601,0.23421728610992432,5529856
21801,0.23261159658432007,5581056
22001,0.23362314701080322,5632256
22201,0.2223154604434967,5683456
22401,0.21726715564727783,5734656
22601,0.22133393585681915,5785856
22801,0.22896675765514374,5837056
23001,0.21639887988567352,5888256
23201,0.21859438717365265,5939456
23401,0.22128309309482574,5990656
23601,0.23409266769886017,6041856
23801,0.2189808189868927,6093056
24001,0.2309466302394867,6144256
24201,0.23118922114372253,6195456
24401,0.23502466082572937,6246656
24601,0.21454280614852905,6297856
24801,0.2248755842447281,6349056
25001,0.23247165977954865,6400256
25201,0.21355363726615906,6451456
25401,0.21761241555213928,6502656
25601,0.22448290884494781,6553856
25801,0.21460773050785065,6605056
26001,0.22321359813213348,6656256
26201,0.2278812676668167,6707456
26401,0.23447057604789734,6758656
26601,0.21519124507904053,6809856
26801,0.2134738713502884,6861056
27001,0.2311481237411499,6912256
27201,0.21098865568637848,6963456
27401,0.23288258910179138,7014656
27601,0.20585960149765015,7065856
27801,0.22749869525432587,7117056
28001,0.23203440010547638,7168256
28201,0.2237345576286316,7219456
28401,0.21554826200008392,7270656
28601,0.22647592425346375,7321856
28801,0.21609731018543243,7373056
29001,0.20707009732723236,7424256
29201,0.22624671459197998,7475456
29401,0.24113789200782776,7526656
29601,0.21418152749538422,7577856
29801,0.21391421556472778,7629056
