step,loss,hf_rows_consumed
1,0.48046383261680603,256
201,0.22143670916557312,51456
401,0.21400383114814758,102656
601,0.2235550582408905,153856
801,0.2147231549024582,205056
1001,0.22546496987342834,256256
1201,0.2223203480243683,307456
1401,0.210855633020401,358656
1601,0.23222392797470093,409856
1801,0.22594186663627625,461056
2001,0.22174012660980225,512256
2201,0.20247244834899902,563456
2401,0.20705150067806244,614656
2601,0.2169460654258728,665856
2801,0.220738485455513,717056
3001,0.2063162475824356,768256
3201,0.21229203045368195,819456
3401,0.21118704974651337,870656
3601,0.20247884094715118,921856
3801,0.2285785973072052,973056
4001,0.21631060540676117,1024256
4201,0.20185929536819458,1075456
4401,0.2168756127357483,1126656
4601,0.21557961404323578,1177856
4801,0.19848136603832245,1229056
5001,0.2179357409477234,1280256
5201,0.21509332954883575,1331456
5401,0.21767869591712952,1382656
5601,0.21542441844940186,1433856
5801,0.22064831852912903,1485056
6001,0.21967941522598267,1536256
6201,0.2017870545387268,1587456
6401,0.21730321645736694,1638656
6601,0.20961931347846985,1689856
6801,0.20963066816329956,1741056
7001,0.21500743925571442,1792256
7201,0.2331565022468567,1843456
7401,0.20826935768127441,1894656
7601,0.21056707203388214,1945856
7801,0.2114391177892685,1997056
8001,0.21821294724941254,2048256
8201,0.22287613153457642,2099456
8401,0.22960542142391205,2150656
8601,0.20474347472190857,2201856
8801,0.21817050874233246,2253056
9001,0.20414425432682037,2304256
9201,0.2078157365322113,2355456
9401,0.20790794491767883,2406656
9601,0.2084510624408722,2457856
9801,0.2140301764011383,2509056
10001,0.21964997053146362,2560256
10201,0.214040607213974,2611456
10401,0.21722884476184845,2662656
10601,0.22000540792942047,2713856
10801,0.21151509881019592,2765056
11001,0.21693365275859833,2816256
11201,0.2174210250377655,2867456
11401,0.20840848982334137,2918656
11601,0.21194708347320557,2969856
11801,0.19110830128192902,3021056
12001,0.21385668218135834,3072256
12201,0.2156885266304016,3123456
12401,0.21749712526798248,3174656
12601,0.20382776856422424,3225856
12801,0.21717795729637146,3277056
13001,0.2080480307340622,3328256
13201,0.20248444378376007,3379456
13401,0.20562686026096344,3430656
13601,0.20902782678604126,3481856
13801,0.21074968576431274,3533056
14001,0.21960961818695068,3584256
14201,0.21591228246688843,3635456
14401,0.21486127376556396,3686656
14601,0.18700051307678223,3737856
14801,0.22319018840789795,3789056
15001,0.21978364884853363,3840256
15201,0.215951070189476,3891456
15401,0.21360476315021515,3942656
15601,0.2038804590702057,3993856
15801,0.21285100281238556,4045056
16001,0.20701514184474945,4096256
16201,0.20532070100307465,4147456
16401,0.2132112979888916,4198656
16601,0.21439875662326813,4249856
16801,0.19306495785713196,4301056
17001,0.22404059767723083,4352256
17201,0.21610523760318756,4403456
17401,0.20534135401248932,4454656
17601,0.22289462387561798,4505856
17801,0.2174157202243805,4557056
18001,0.21169573068618774,4608256
18201,0.216099351644516,4659456
18401,0.1833505928516388,4710656
18601,0.2171977460384369,4761856
18801,0.21746726334095,4813056
19001,0.21792297065258026,4864256
19201,0.22134621441364288,4915456
19401,0.21047364175319672,4966656
19601,0.23060151934623718,5017856
19801,0.2075272798538208,5069056
20001,0.20204570889472961,5120256
20201,0.22743292152881622,5171456
20401,0.20730751752853394,5222656
20601,0.2182636559009552,5273856
20801,0.20635759830474854,5325056
21001,0.20670680701732635,5376256
21201,0.21938873827457428,5427456
21401,0.2196703851222992,5478656
21601,0.22178256511688232,5529856
21801,0.221419095993042,5581056
22001,0.2211160808801651,5632256
22201,0.21094588935375214,5683456
22401,0.20333372056484222,5734656
22601,0.20838281512260437,5785856
22801,0.21763084828853607,5837056
23001,0.2027847319841385,5888256
23201,0.20625820755958557,5939456
23401,0.2059892863035202,5990656
23601,0.2217281013727188,6041856
23801,0.20822696387767792,6093056
24001,0.2209632843732834,6144256
24201,0.21795330941677094,6195456
24401,0.2230880707502365,6246656
24601,0.20212554931640625,6297856
24801,0.2142823189496994,6349056
25001,0.2211243212223053,6400256
25201,0.2013457715511322,6451456
25401,0.2072959989309311,6502656
25601,0.2122783064842224,6553856
25801,0.20380434393882751,6605056
26001,0.20941311120986938,6656256
26201,0.21682433784008026,6707456
26401,0.22258277237415314,6758656
26601,0.20194660127162933,6809856
26801,0.2009013444185257,6861056
27001,0.22065214812755585,6912256
27201,0.19918322563171387,6963456
27401,0.21931518614292145,7014656
27601,0.192921444773674,7065856
27801,0.2149794101715088,7117056
28001,0.22048158943653107,7168256
28201,0.21169500052928925,7219456
28401,0.20330944657325745,7270656
28601,0.21576932072639465,7321856
28801,0.20351727306842804,7373056
29001,0.19635945558547974,7424256
29201,0.2151712328195572,7475456
29401,0.22795623540878296,7526656
29601,0.20013083517551422,7577856
29801,0.20256853103637695,7629056
