step,loss,loss_tau_ref,gap,gap_ratio,ff,fp,tp,cross_batch,hf_rows_consumed,synth_rows_consumed,mixup_applied,r2_random,r2_naive,u_temporal,u_batch,auc,top1,top3,cpc_aux,sigreg_e,sigreg_h,u_temporal_e,u_batch_e,u_batchtime,u_batchtime_e,ema_tau,cos_err_d0,cos_err_d1,cos_err_d2,cos_err_d3
40001,9.068597793579102,17.116397857666016,0.12715214490890503,0.8036330561885542,0.4796289801597595,0.3524768352508545,0.16465125977993011,0.010181470774114132,2560064,0,0,0.46383023262023926,0.375659704208374,0.3173462748527527,0.6577414274215698,0.9921210408210754,0.6488466858863831,0.8317503929138184,,0.0002672048576641828,0.0006759058451279998,0.4182162582874298,0.4321797490119934,0.6780210137367249,0.42655110359191895,0.9,0.5203710198402405,0.558825671672821,0.6072229146957397,0.6379421353340149
40201,8.022160530090332,15.499295234680176,0.13623985648155212,0.7881270041018014,0.49321380257606506,0.35697394609451294,0.16929616034030914,0.004811831749975681,2572864,0,1,0.49081701040267944,0.3890618085861206,0.34122270345687866,0.6725059747695923,0.9981250762939453,0.8428765535354614,0.955495297908783,,0.0002794609172269702,0.0006211816798895597,0.44618889689445496,0.5154647827148438,0.7067946195602417,0.5295358896255493,0.9,0.5067861676216125,0.5363445281982422,0.5676280856132507,0.5948128700256348
40401,8.212939262390137,16.345821380615234,0.14560353755950928,0.7821312876381579,0.477294921875,0.3316913843154907,0.15020790696144104,-0.00020591463544405997,2585664,0,1,0.4692796468734741,0.38391703367233276,0.3722936809062958,0.6097166538238525,0.9981436133384705,0.8081411719322205,0.9481682777404785,,0.00027168611995875835,0.00048772181617096066,0.47421029210090637,0.4784456193447113,0.7091820240020752,0.5269201993942261,0.9,0.522705078125,0.5489485859870911,0.5825014114379883,0.6050083637237549
40601,8.37028980255127,16.109052658081055,0.15290135145187378,0.771767521224256,0.48296448588371277,0.330063134431839,0.14608143270015717,0.0018698237836360931,2598464,0,0,0.4795640707015991,0.39315730333328247,0.3381957411766052,0.6816108822822571,0.9975587129592896,0.777747631072998,0.9364993572235107,,0.0001975485065486282,0.0004051552095916122,0.4361330270767212,0.5063620805740356,0.7262610793113708,0.5203102827072144,0.9,0.5170354843139648,0.5486499071121216,0.5884761810302734,0.6147388219833374
40801,8.68921184539795,16.762859344482422,0.1724405586719513,0.7497235175966862,0.4834403097629547,0.3109997510910034,0.14083801209926605,0.003521228674799204,2611264,0,0,0.47824013233184814,0.3974519371986389,0.3148871064186096,0.7044382691383362,0.991912305355072,0.7424694895744324,0.8865671753883362,,0.00022131501464173198,0.00043054926209151745,0.404888778924942,0.47172173857688904,0.7246858477592468,0.463726282119751,0.9,0.5165596604347229,0.5493773818016052,0.5885880589485168,0.6170693635940552
41001,8.42747688293457,17.200502395629883,0.1076938807964325,0.8278376327548846,0.4821571707725525,0.37446328997612,0.18906840682029724,0.0064719137735664845,2624064,0,0,0.47628551721572876,0.3606429100036621,0.3227992653846741,0.663628339767456,0.996302604675293,0.7514247298240662,0.903934895992279,,0.00021012037177570164,0.0005017725052312016,0.43166494369506836,0.47329920530319214,0.7133774757385254,0.4852931797504425,0.9,0.5178427696228027,0.5491026043891907,0.577916145324707,0.5982484817504883
41201,8.076888084411621,15.39016342163086,0.15408670902252197,0.7684091038480484,0.48874661326408386,0.3346599042415619,0.15348240733146667,0.0029344926588237286,2636864,0,1,0.4749181866645813,0.39510828256607056,0.36854833364486694,0.6615514755249023,0.9983964562416077,0.8379918932914734,0.957666277885437,,0.00019915777374990284,0.0003871019871439785,0.45676693320274353,0.5135877132415771,0.7158018350601196,0.5315989851951599,0.9,0.5112534165382385,0.5423871278762817,0.5757713317871094,0.6015506386756897
41401,8.569252014160156,16.472076416015625,0.14792445302009583,0.7762855884583594,0.48670440912246704,0.3387799561023712,0.17851127684116364,0.002132619498297572,2649664,0,0,0.47200727462768555,0.3743653893470764,0.34726089239120483,0.6756309866905212,0.9959644079208374,0.7270013689994812,0.8993216156959534,,0.00017459166701883078,0.000336592725943774,0.4068656861782074,0.5007894039154053,0.7246630787849426,0.5112014412879944,0.9,0.513295590877533,0.5505259037017822,0.5953614711761475,0.6257507801055908
41601,8.24340534210205,16.21165657043457,0.10311949253082275,0.8358628969844139,0.4748673141002655,0.37174782156944275,0.16722051799297333,-4.194336725049652e-06,2662464,0,0,0.4469669461250305,0.36836951971054077,0.3487585186958313,0.6715079545974731,0.9985589385032654,0.8352782130241394,0.9573948979377747,,0.00019871527911163867,0.00038590829353779554,0.456468790769577,0.5224798321723938,0.7158370018005371,0.5333711504936218,0.9,0.5251327157020569,0.5526858568191528,0.5858626365661621,0.6061111092567444
41801,8.184915542602539,15.551313400268555,0.1569734513759613,0.7659100588647545,0.4864044785499573,0.32943102717399597,0.1609514057636261,0.001998692750930786,2675264,0,0,0.47333037853240967,0.3867579698562622,0.35249677300453186,0.6705818176269531,0.9986380338668823,0.8504749536514282,0.9614654183387756,,0.00019884287030436099,0.0003974161227233708,0.44844549894332886,0.5190740823745728,0.7067969441413879,0.5252704620361328,0.9,0.5135955214500427,0.5423168540000916,0.5764843225479126,0.6006801724433899
42001,8.556687355041504,17.317445755004883,0.1465979516506195,0.7804074608797815,0.47900718450546265,0.33240923285484314,0.1539829522371292,0.002996617928147316,2688064,0,1,0.4684547781944275,0.38293009996414185,0.3569439947605133,0.5418223142623901,0.9974364042282104,0.738127589225769,0.9256445169448853,,0.00017682311590760946,0.0003836723044514656,0.458384245634079,0.4316955804824829,0.7058939337730408,0.5229825973510742,0.9,0.5209928154945374,0.5516720414161682,0.5862403512001038,0.613845944404602
42201,8.344026565551758,16.17010498046875,0.13410207629203796,0.7947535082008849,0.48073121905326843,0.34662914276123047,0.17014530301094055,0.013067484833300114,2700864,0,0,0.43837469816207886,0.3734505772590637,0.3630068898200989,0.6458473205566406,0.9976686835289001,0.7799186110496521,0.9316146969795227,,0.00030544784385710955,0.000597989303059876,0.43874597549438477,0.5032391548156738,0.7025642991065979,0.5282441973686218,0.9,0.5192687511444092,0.5553257465362549,0.5922954678535461,0.6233683228492737
42401,8.120227813720703,15.2801513671875,0.11659395694732666,0.8168169186182189,0.48010528087615967,0.363511323928833,0.16889873147010803,-0.0015882168663665652,2713664,0,1,0.47840428352355957,0.3735550045967102,0.36413174867630005,0.6822080612182617,0.9981127381324768,0.8078697919845581,0.9533243179321289,,0.00019415377755649388,0.00032231720979325473,0.47215595841407776,0.5181243419647217,0.7227790355682373,0.5341086983680725,0.9,0.5198947191238403,0.5527128577232361,0.5860230326652527,0.6157723665237427
42601,8.215770721435547,15.953522682189941,0.13224121928215027,0.7943933474559897,0.4890654385089874,0.35682421922683716,0.18039646744728088,-0.000338168436428532,2726464,0,0,0.49144405126571655,0.3756977319717407,0.3349112272262573,0.6812065839767456,0.9979174733161926,0.7894166111946106,0.9416553974151611,,0.0001495975157013163,0.00030172322294674814,0.4233722984790802,0.5170537829399109,0.7303863167762756,0.5270408391952515,0.9,0.5109345316886902,0.5375075936317444,0.5739521384239197,0.5982592701911926
42801,8.496816635131836,17.039756774902344,0.1551702320575714,0.7710974194077368,0.4772825837135315,0.3221123516559601,0.14658187329769135,0.0034904738422483206,2739264,0,1,0.474141001701355,0.3861132860183716,0.3929220736026764,0.5429325103759766,0.9976080656051636,0.7375848293304443,0.932428777217865,,0.00018063921015709639,0.0003648689016699791,0.49627068638801575,0.435682088136673,0.7078835368156433,0.5232189893722534,0.9,0.5227174162864685,0.5545740723609924,0.5946177244186401,0.6208980083465576
