arm,step,u_batchtime,u_batchtime_e
align,6732,0.018690,
align,6733,0.019507,
align,6734,0.020586,
align,6735,0.020624,
align,6736,0.022099,
align,6737,0.019628,
align,6738,0.017713,
align,6739,0.017445,
align,6740,0.016606,
align,6741,0.016742,
align,6742,0.016406,
align,6743,0.016355,
align,6744,0.016329,
align,6745,0.016324,
align,6746,0.016312,
align,6747,0.016270,
align,6748,0.016285,
align,6749,0.016267,
align,6750,0.016263,
align,6751,0.016239,
align,6752,0.016231,
align,6753,0.016210,
align,6754,0.016203,
align,6755,0.016199,
align,6756,0.016209,
align,6757,0.016182,
align,6758,0.016190,
align,6759,0.016160,
align,6760,0.016166,
align,6761,0.016169,
align,6762,0.016150,
align,6763,0.016158,
align,6764,0.016166,
align,6765,0.016157,
align,6766,0.016158,
align,6767,0.016169,
align,6768,0.016148,
align,6769,0.016152,
align,6770,0.016132,
align,6771,0.016143,
align,6772,0.016148,
align,6773,0.016151,
align,6774,0.016150,
align,6775,0.016121,
align,6776,0.016127,
align,6777,0.016136,
align,6778,0.016136,
align,6779,0.016133,
align,6780,0.016123,
align,6781,0.016111,
align,6782,0.016110,
align,6783,0.016119,
align,6784,0.016112,
align,6785,0.016102,
align,6786,0.016131,
align,6787,0.016100,
align,6788,0.016131,
align,6789,0.016122,
align,6790,0.016113,
align,6791,0.016103,
align,6792,0.016102,
align,6793,0.016100,
align,6794,0.016106,
align,6795,0.016109,
align,6796,0.016099,
align,6797,0.016105,
align,6798,0.016115,
align,6799,0.016098,
align,6800,0.016103,
align,6801,0.016108,
align,6802,0.016084,
align,6803,0.016094,
align,6804,0.016120,
align,6805,0.016096,
align,6806,0.016094,
align,6807,0.016107,
align,6808,0.016091,
align,6809,0.016098,
align,6810,0.016095,
align,6811,0.016095,
align,6812,0.016085,
align,6813,0.016075,
align,6814,0.016091,
align,6815,0.016095,
align,6816,0.016083,
align,6817,0.016090,
align,6818,0.016083,
align,6819,0.016105,
align,6820,0.016099,
align,6821,0.016076,
align,6822,0.016085,
align,6823,0.016088,
align,6824,0.016079,
align,6825,0.016086,
align,6826,0.016084,
align,6827,0.016097,
align,6828,0.016073,
align,6829,0.016078,
align,6830,0.016099,
align,6831,0.016083,
align,6832,0.016090,
align,6833,0.016078,
align,6834,0.016076,
align,6835,0.016091,
align,6836,0.016087,
align,6837,0.016087,
align,6838,0.016088,
align,6839,0.016079,
align,6840,0.016071,
align,6841,0.016073,
align,6842,0.016082,
align,6843,0.016071,
align,6844,0.016069,
align,6845,0.016073,
align,6846,0.016072,
align,6847,0.016072,
align,6848,0.016067,
align,6849,0.016079,
align,6850,0.016057,
align,6851,0.016069,
align,6852,0.016078,
align,6853,0.016063,
align,6854,0.016064,
align,6855,0.016043,
align,6856,0.016075,
align,6857,0.016055,
align,6858,0.016077,
align,6859,0.016073,
align,6860,0.016057,
align,6861,0.016061,
align,6862,0.016048,
align,6863,0.016055,
align,6864,0.016063,
align,6865,0.016042,
align,6866,0.016064,
align,6867,0.016050,
align,6868,0.016051,
align,6869,0.016042,
align,6870,0.016067,
align,6871,0.016047,
align,6872,0.016048,
align,6873,0.016062,
align,6874,0.016046,
align,6875,0.016033,
align,6876,0.016042,
align,6877,0.016042,
align,6878,0.016043,
align,6879,0.016026,
align,6880,0.016046,
align,6881,0.016035,
align,6882,0.016032,
align,6883,0.016044,
align,6884,0.016048,
align,6885,0.016029,
align,6886,0.016040,
align,6887,0.016043,
align,6888,0.016035,
align,6889,0.016046,
align,6890,0.016039,
align,6891,0.016044,
align,6892,0.016036,
align,6893,0.016045,
align,6894,0.016040,
align,6895,0.016043,
align,6896,0.016028,
align,6897,0.016037,
align,6898,0.016042,
align,6899,0.016030,
align,6900,0.016037,
align,6901,0.016032,
align,6902,0.016026,
align,6903,0.016044,
align,6904,0.016032,
align,6905,0.016042,
align,6906,0.016041,
align,6907,0.016041,
align,6908,0.016025,
align,6909,0.016024,
align,6910,0.016030,
align,6911,0.016042,
align,6912,0.016038,
align,6913,0.016036,
align,6914,0.016028,
align,6915,0.016031,
align,6916,0.016013,
align,6917,0.016026,
align,6918,0.016020,
align,6919,0.016025,
align,6920,0.016018,
align,6921,0.016027,
align,6922,0.016009,
align,6923,0.016023,
align,6924,0.016032,
align,6925,0.016024,
align,6926,0.016024,
align,6927,0.016026,
align,6928,0.016035,
align,6929,0.016033,
align,6930,0.016031,
align,6931,0.016034,
align,6932,0.016039,
align,6933,0.016015,
align,6934,0.016016,
align,6935,0.016033,
align,6936,0.016026,
align,6937,0.016018,
align,6938,0.016020,
align,6939,0.016030,
align,6940,0.016032,
align,6941,0.016020,
align,6942,0.016012,
align,6943,0.016030,
align,6944,0.016026,
align,6945,0.016028,
align,6946,0.016030,
align,6947,0.016021,
align,6948,0.016032,
align,6949,0.016024,
align,6950,0.016044,
align,6951,0.016054,
align,6952,0.016066,
align,6953,0.016039,
align,6954,0.016037,
align,6955,0.016088,
align,6956,0.016084,
align,6957,0.016166,
align,6958,0.016330,
align,6959,0.016592,
align,6960,0.017674,
align,6961,0.018848,
align,6962,0.016937,
align,6963,0.016434,
align,6964,0.016318,
align,6965,0.016267,
align,6966,0.016255,
align,6967,0.016233,
align,6968,0.016282,
align,6969,0.016260,
align,6970,0.016276,
align,6971,0.016291,
align,6972,0.016276,
align,6973,0.016279,
align,6974,0.016293,
align,6975,0.016325,
align,6976,0.016339,
align,6977,0.016555,
align,6978,0.017173,
align,6979,0.017812,
align,6980,0.023961,
align,6981,0.019988,
align,6982,0.017082,
align,6983,0.016604,
align,6984,0.016314,
align,6985,0.016221,
align,6986,0.016164,
align,6987,0.016202,
align,6988,0.016201,
align,6989,0.016214,
align,6990,0.016191,
align,6991,0.016211,
align,6992,0.016211,
align,6993,0.016235,
align,6994,0.016228,
align,6995,0.016213,
align,6996,0.016231,
align,6997,0.016247,
align,6998,0.016234,
align,6999,0.016221,
align,7000,0.016211,
align,7001,0.016228,
align,7002,0.016230,
align,7003,0.016247,
align,7004,0.016246,
align,7005,0.016247,
align,7006,0.016264,
align,7007,0.016236,
align,7008,0.016252,
align,7009,0.016250,
align,7010,0.016257,
align,7011,0.016271,
align,7012,0.016263,
align,7013,0.016261,
align,7014,0.016257,
align,7015,0.016282,
align,7016,0.016256,
align,7017,0.016257,
align,7018,0.016241,
align,7019,0.016257,
align,7020,0.016249,
align,7021,0.016265,
align,7022,0.016255,
align,7023,0.016236,
align,7024,0.016245,
align,7025,0.016236,
align,7026,0.016251,
align,7027,0.016224,
align,7028,0.016234,
align,7029,0.016223,
align,7030,0.016226,
align,7031,0.016185,
align,7032,0.016177,
align,7033,0.016157,
align,7034,0.016112,
align,7035,0.016104,
align,7036,0.016061,
align,7037,0.016029,
align,7038,0.016021,
align,7039,0.016008,
align,7040,0.016006,
align,7041,0.016043,
align,7042,0.016070,
align,7043,0.016126,
align,7044,0.016137,
align,7045,0.016187,
align,7046,0.016177,
align,7047,0.016191,
align,7048,0.016272,
align,7049,0.016295,
align,7050,0.016354,
align,7051,0.016398,
align,7052,0.016499,
align,7053,0.016591,
align,7054,0.016688,
align,7055,0.016747,
align,7056,0.016830,
align,7057,0.016847,
align,7058,0.016826,
align,7059,0.016773,
align,7060,0.016709,
align,7061,0.016633,
align,7062,0.016577,
align,7063,0.016547,
align,7064,0.016516,
align,7065,0.016480,
align,7066,0.016450,
align,7067,0.016435,
align,7068,0.016400,
align,7069,0.016418,
align,7070,0.016374,
align,7071,0.016367,
align,7072,0.016350,
align,7073,0.016343,
align,7074,0.016350,
align,7075,0.016334,
align,7076,0.016319,
align,7077,0.016332,
align,7078,0.016308,
align,7079,0.016317,
align,7080,0.016299,
align,7081,0.016300,
align,7082,0.016288,
align,7083,0.016292,
align,7084,0.016289,
align,7085,0.016286,
align,7086,0.016277,
align,7087,0.016268,
align,7088,0.016275,
align,7089,0.016263,
align,7090,0.016272,
align,7091,0.016258,
align,7092,0.016255,
align,7093,0.016253,
align,7094,0.016261,
align,7095,0.016264,
align,7096,0.016256,
align,7097,0.016252,
align,7098,0.016265,
align,7099,0.016248,
align,7100,0.016255,
align,7101,0.016249,
align,7102,0.016255,
align,7103,0.016246,
align,7104,0.016253,
align,7105,0.016252,
align,7106,0.016243,
align,7107,0.016237,
align,7108,0.016256,
align,7109,0.016253,
align,7110,0.016250,
align,7111,0.016254,
align,7112,0.016248,
align,7113,0.016236,
align,7114,0.016239,
align,7115,0.016238,
align,7116,0.016243,
align,7117,0.016232,
align,7118,0.016251,
align,7119,0.016230,
align,7120,0.016247,
align,7121,0.016234,
align,7122,0.016237,
align,7123,0.016232,
align,7124,0.016236,
align,7125,0.016225,
align,7126,0.016222,
align,7127,0.016222,
align,7128,0.016228,
align,7129,0.016206,
align,7130,0.016227,
align,7131,0.016217,
align,7132,0.016220,
align,7133,0.016216,
align,7134,0.016209,
align,7135,0.016208,
align,7136,0.016205,
align,7137,0.016206,
align,7138,0.016190,
align,7139,0.016200,
align,7140,0.016207,
align,7141,0.016193,
align,7142,0.016194,
align,7143,0.016194,
align,7144,0.016189,
align,7145,0.016181,
align,7146,0.016178,
align,7147,0.016179,
align,7148,0.016194,
align,7149,0.016186,
align,7150,0.016186,
align,7151,0.016185,
align,7152,0.016176,
align,7153,0.016164,
align,7154,0.016175,
align,7155,0.016171,
align,7156,0.016159,
align,7157,0.016160,
align,7158,0.016171,
align,7159,0.016159,
align,7160,0.016159,
align,7161,0.016162,
align,7162,0.016167,
align,7163,0.016167,
align,7164,0.016159,
align,7165,0.016157,
align,7166,0.016142,
align,7167,0.016146,
align,7168,0.016139,
align,7169,0.016150,
align,7170,0.016128,
align,7171,0.016154,
align,7172,0.016134,
align,7173,0.016144,
align,7174,0.016144,
align,7175,0.016151,
align,7176,0.016127,
align,7177,0.016124,
align,7178,0.016115,
align,7179,0.016128,
align,7180,0.016127,
align,7181,0.016129,
align,7182,0.016134,
align,7183,0.016128,
align,7184,0.016118,
align,7185,0.016123,
align,7186,0.016114,
align,7187,0.016120,
align,7188,0.016119,
align,7189,0.016122,
align,7190,0.016114,
align,7191,0.016115,
align,7192,0.016113,
align,7193,0.016109,
align,7194,0.016110,
align,7195,0.016113,
align,7196,0.016099,
align,7197,0.016092,
align,7198,0.016099,
align,7199,0.016101,
align,7200,0.016096,
align,7201,0.016101,
align,7202,0.016091,
align,7203,0.016100,
align,7204,0.016100,
align,7205,0.016093,
align,7206,0.016085,
align,7207,0.016091,
align,7208,0.016082,
align,7209,0.016080,
align,7210,0.016075,
align,7211,0.016074,
align,7212,0.016083,
align,7213,0.016081,
align,7214,0.016069,
align,7215,0.016078,
align,7216,0.016074,
align,7217,0.016079,
align,7218,0.016078,
align,7219,0.016062,
align,7220,0.016076,
align,7221,0.016062,
align,7222,0.016067,
align,7223,0.016064,
align,7224,0.016058,
align,7225,0.016075,
align,7226,0.016065,
align,7227,0.016060,
align,7228,0.016069,
align,7229,0.016052,
align,7230,0.016047,
align,7231,0.016050,
align,7232,0.016047,
align,7233,0.016056,
align,7234,0.016063,
align,7235,0.016044,
align,7236,0.016043,
align,7237,0.016046,
align,7238,0.016039,
align,7239,0.016048,
align,7240,0.016027,
align,7241,0.016036,
align,7242,0.016039,
align,7243,0.016033,
align,7244,0.016037,
align,7245,0.016033,
align,7246,0.016014,
align,7247,0.016024,
align,7248,0.016021,
align,7249,0.016023,
align,7250,0.016017,
align,7251,0.016011,
align,7252,0.016014,
align,7253,0.016035,
align,7254,0.016028,
align,7255,0.016020,
align,7256,0.016017,
align,7257,0.016006,
align,7258,0.016004,
align,7259,0.016014,
align,7260,0.016025,
align,7261,0.016002,
align,7262,0.015983,
align,7263,0.016007,
align,7264,0.015990,
align,7265,0.016000,
align,7266,0.016002,
align,7267,0.016026,
align,7268,0.016007,
align,7269,0.015972,
align,7270,0.015994,
align,7271,0.015990,
align,7272,0.016019,
align,7273,0.016013,
align,7274,0.016003,
align,7275,0.015998,
align,7276,0.016012,
align,7277,0.016015,
align,7278,0.016046,
align,7279,0.016041,
align,7280,0.016114,
align,7281,0.016173,
align,7282,0.016190,
align,7283,0.016248,
align,7284,0.016272,
align,7285,0.016245,
align,7286,0.016269,
align,7287,0.016269,
align,7288,0.016292,
align,7289,0.016287,
align,7290,0.016281,
align,7291,0.016284,
align,7292,0.016318,
align,7293,0.016311,
align,7294,0.016310,
align,7295,0.016333,
align,7296,0.016330,
align,7297,0.016338,
align,7298,0.016331,
align,7299,0.016337,
align,7300,0.016352,
align,7301,0.016357,
align,7302,0.016354,
align,7303,0.016354,
align,7304,0.016362,
align,7305,0.016350,
align,7306,0.016356,
align,7307,0.016338,
align,7308,0.016353,
align,7309,0.016350,
align,7310,0.016356,
align,7311,0.016344,
align,7312,0.016345,
align,7313,0.016331,
align,7314,0.016322,
align,7315,0.016322,
align,7316,0.016320,
align,7317,0.016320,
align,7318,0.016322,
align,7319,0.016296,
align,7320,0.016322,
align,7321,0.016300,
align,7322,0.016282,
align,7323,0.016290,
align,7324,0.016284,
align,7325,0.016275,
align,7326,0.016276,
align,7327,0.016267,
align,7328,0.016273,
align,7329,0.016266,
align,7330,0.016264,
align,7331,0.016275,
align,7332,0.016246,
align,7333,0.016254,
align,7334,0.016226,
align,7335,0.016236,
align,7336,0.016232,
align,7337,0.016228,
align,7338,0.016222,
align,7339,0.016234,
align,7340,0.016216,
align,7341,0.016220,
align,7342,0.016201,
align,7343,0.016223,
align,7344,0.016217,
align,7345,0.016193,
align,7346,0.016204,
align,7347,0.016193,
align,7348,0.016190,
align,7349,0.016201,
align,7350,0.016202,
align,7351,0.016194,
align,7352,0.016192,
align,7353,0.016178,
align,7354,0.016185,
align,7355,0.016175,
align,7356,0.016172,
align,7357,0.016176,
align,7358,0.016172,
align,7359,0.016154,
align,7360,0.016161,
align,7361,0.016158,
align,7362,0.016155,
align,7363,0.016162,
align,7364,0.016143,
align,7365,0.016153,
align,7366,0.016150,
align,7367,0.016148,
align,7368,0.016138,
align,7369,0.016130,
align,7370,0.016132,
align,7371,0.016124,
align,7372,0.016137,
align,7373,0.016134,
align,7374,0.016123,
align,7375,0.016120,
align,7376,0.016112,
align,7377,0.016121,
align,7378,0.016117,
align,7379,0.016110,
align,7380,0.016113,
align,7381,0.016108,
align,7382,0.016101,
align,7383,0.016115,
align,7384,0.016097,
align,7385,0.016109,
align,7386,0.016094,
align,7387,0.016094,
align,7388,0.016097,
align,7389,0.016080,
align,7390,0.016078,
align,7391,0.016073,
align,7392,0.016088,
align,7393,0.016078,
align,7394,0.016084,
align,7395,0.016072,
align,7396,0.016075,
align,7397,0.016074,
align,7398,0.016083,
align,7399,0.016081,
align,7400,0.016086,
align,7401,0.016086,
align,7402,0.016080,
align,7403,0.016135,
align,7404,0.016251,
align,7405,0.016521,
align,7406,0.017663,
align,7407,0.019126,
align,7408,0.017363,
align,7409,0.017386,
align,7410,0.016715,
align,7411,0.016513,
align,7412,0.016382,
align,7413,0.016280,
align,7414,0.016250,
align,7415,0.016252,
align,7416,0.016249,
align,7417,0.016232,
align,7418,0.016245,
align,7419,0.016250,
align,7420,0.016236,
align,7421,0.016240,
align,7422,0.016233,
align,7423,0.016235,
align,7424,0.016239,
align,7425,0.016229,
align,7426,0.016248,
align,7427,0.016218,
align,7428,0.016222,
align,7429,0.016234,
align,7430,0.016216,
align,7431,0.016234,
align,7432,0.016212,
align,7433,0.016215,
align,7434,0.016208,
align,7435,0.016220,
align,7436,0.016222,
align,7437,0.016218,
align,7438,0.016190,
align,7439,0.016210,
align,7440,0.016211,
align,7441,0.016201,
align,7442,0.016190,
align,7443,0.016177,
align,7444,0.016187,
align,7445,0.016219,
align,7446,0.016181,
align,7447,0.016184,
align,7448,0.016184,
align,7449,0.016166,
align,7450,0.016178,
align,7451,0.016159,
align,7452,0.016172,
align,7453,0.016180,
align,7454,0.016163,
align,7455,0.016173,
align,7456,0.016151,
align,7457,0.016159,
align,7458,0.016151,
align,7459,0.016143,
align,7460,0.016140,
align,7461,0.016128,
align,7462,0.016121,
align,7463,0.016118,
align,7464,0.016130,
align,7465,0.016121,
align,7466,0.016130,
align,7467,0.016119,
align,7468,0.016107,
align,7469,0.016097,
align,7470,0.016100,
align,7471,0.016093,
align,7472,0.016094,
align,7473,0.016101,
align,7474,0.016108,
align,7475,0.016086,
align,7476,0.016089,
align,7477,0.016081,
align,7478,0.016080,
align,7479,0.016084,
align,7480,0.016092,
align,7481,0.016080,
align,7482,0.016078,
align,7483,0.016087,
align,7484,0.016072,
align,7485,0.016067,
align,7486,0.016059,
align,7487,0.016063,
align,7488,0.016080,
align,7489,0.016066,
align,7490,0.016055,
align,7491,0.016040,
align,7492,0.016058,
align,7493,0.016046,
align,7494,0.016046,
align,7495,0.016028,
align,7496,0.016055,
align,7497,0.016038,
align,7498,0.016042,
align,7499,0.016043,
align,7500,0.016028,
align,7501,0.016024,
align,7502,0.016029,
align,7503,0.016031,
align,7504,0.016023,
align,7505,0.016029,
align,7506,0.016018,
align,7507,0.016019,
align,7508,0.016003,
align,7509,0.016021,
align,7510,0.016024,
align,7511,0.016005,
align,7512,0.016012,
align,7513,0.016018,
align,7514,0.016001,
align,7515,0.016003,
align,7516,0.015999,
align,7517,0.016001,
align,7518,0.016001,
align,7519,0.015998,
align,7520,0.015990,
align,7521,0.015986,
align,7522,0.015994,
align,7523,0.015998,
align,7524,0.015997,
align,7525,0.015993,
align,7526,0.015982,
align,7527,0.015991,
align,7528,0.015970,
align,7529,0.015964,
align,7530,0.015978,
align,7531,0.015989,
align,7532,0.015969,
align,7533,0.015974,
align,7534,0.015980,
align,7535,0.015967,
align,7536,0.015983,
align,7537,0.015963,
align,7538,0.015972,
align,7539,0.015967,
align,7540,0.015964,
align,7541,0.015969,
align,7542,0.015970,
align,7543,0.015967,
align,7544,0.015966,
align,7545,0.015958,
align,7546,0.015961,
align,7547,0.015958,
align,7548,0.015954,
align,7549,0.015954,
align,7550,0.015951,
align,7551,0.015950,
align,7552,0.015943,
align,7553,0.015949,
align,7554,0.015947,
align,7555,0.015956,
align,7556,0.015947,
align,7557,0.015936,
align,7558,0.015951,
align,7559,0.015938,
align,7560,0.015935,
align,7561,0.015924,
align,7562,0.015934,
align,7563,0.015917,
align,7564,0.015927,
align,7565,0.015931,
align,7566,0.015927,
align,7567,0.015919,
align,7568,0.015924,
align,7569,0.015917,
align,7570,0.015913,
align,7571,0.015921,
align,7572,0.015921,
align,7573,0.015919,
align,7574,0.015918,
align,7575,0.015908,
align,7576,0.015913,
align,7577,0.015913,
align,7578,0.015908,
align,7579,0.015909,
align,7580,0.015905,
align,7581,0.015913,
align,7582,0.015914,
align,7583,0.015906,
align,7584,0.015901,
align,7585,0.015907,
align,7586,0.015897,
align,7587,0.015898,
align,7588,0.015898,
align,7589,0.015897,
align,7590,0.015895,
align,7591,0.015894,
align,7592,0.015884,
align,7593,0.015888,
align,7594,0.015894,
align,7595,0.015900,
align,7596,0.015887,
align,7597,0.015890,
align,7598,0.015890,
align,7599,0.015884,
align,7600,0.015876,
align,7601,0.015898,
align,7602,0.015875,
align,7603,0.015875,
align,7604,0.015873,
align,7605,0.015883,
align,7606,0.015881,
align,7607,0.015879,
align,7608,0.015894,
align,7609,0.015877,
align,7610,0.015871,
align,7611,0.015877,
align,7612,0.015864,
align,7613,0.015886,
align,7614,0.015871,
align,7615,0.015873,
align,7616,0.015859,
align,7617,0.015869,
align,7618,0.015864,
align,7619,0.015861,
align,7620,0.015866,
align,7621,0.015863,
align,7622,0.015858,
align,7623,0.015864,
align,7624,0.015869,
align,7625,0.015873,
align,7626,0.015857,
align,7627,0.015866,
align,7628,0.015876,
align,7629,0.015859,
align,7630,0.015866,
align,7631,0.015885,
align,7632,0.015912,
align,7633,0.015992,
align,7634,0.016515,
align,7635,0.017117,
align,7636,0.017522,
align,7637,0.017835,
align,7638,0.019009,
align,7639,0.017204,
align,7640,0.016791,
align,7641,0.016352,
align,7642,0.016302,
align,7643,0.016282,
align,7644,0.016325,
align,7645,0.016357,
align,7646,0.016359,
align,7647,0.016366,
align,7648,0.016340,
align,7649,0.016310,
align,7650,0.016295,
align,7651,0.016276,
align,7652,0.016268,
align,7653,0.016277,
align,7654,0.016240,
align,7655,0.016249,
align,7656,0.016228,
align,7657,0.016236,
align,7658,0.016241,
align,7659,0.016234,
align,7660,0.016235,
align,7661,0.016247,
align,7662,0.016236,
align,7663,0.016232,
align,7664,0.016239,
align,7665,0.016239,
align,7666,0.016241,
align,7667,0.016229,
align,7668,0.016241,
align,7669,0.016243,
align,7670,0.016229,
align,7671,0.016244,
align,7672,0.016246,
align,7673,0.016242,
align,7674,0.016226,
align,7675,0.016240,
align,7676,0.016227,
align,7677,0.016227,
align,7678,0.016225,
align,7679,0.016228,
align,7680,0.016220,
align,7681,0.016233,
align,7682,0.016229,
align,7683,0.016215,
align,7684,0.016217,
align,7685,0.016217,
align,7686,0.016215,
align,7687,0.016219,
align,7688,0.016218,
align,7689,0.016210,
align,7690,0.016209,
align,7691,0.016216,
align,7692,0.016195,
align,7693,0.016215,
align,7694,0.016206,
align,7695,0.016207,
align,7696,0.016198,
align,7697,0.016200,
align,7698,0.016201,
align,7699,0.016218,
align,7700,0.016207,
align,7701,0.016189,
align,7702,0.016187,
align,7703,0.016206,
align,7704,0.016203,
align,7705,0.016192,
align,7706,0.016189,
align,7707,0.016200,
align,7708,0.016192,
align,7709,0.016187,
align,7710,0.016193,
align,7711,0.016186,
align,7712,0.016176,
align,7713,0.016181,
align,7714,0.016179,
align,7715,0.016168,
align,7716,0.016169,
align,7717,0.016183,
align,7718,0.016187,
align,7719,0.016195,
align,7720,0.016177,
align,7721,0.016172,
align,7722,0.016178,
align,7723,0.016162,
align,7724,0.016166,
align,7725,0.016174,
align,7726,0.016175,
align,7727,0.016173,
align,7728,0.016166,
align,7729,0.016176,
align,7730,0.016160,
align,7731,0.016163,
align,7732,0.016174,
align,7733,0.016161,
align,7734,0.016166,
align,7735,0.016161,
align,7736,0.016164,
align,7737,0.016164,
align,7738,0.016155,
align,7739,0.016151,
align,7740,0.016157,
align,7741,0.016163,
align,7742,0.016151,
align,7743,0.016158,
align,7744,0.016148,
align,7745,0.016147,
align,7746,0.016156,
align,7747,0.016140,
align,7748,0.016148,
align,7749,0.016138,
align,7750,0.016141,
align,7751,0.016140,
align,7752,0.016154,
align,7753,0.016134,
align,7754,0.016138,
align,7755,0.016140,
align,7756,0.016135,
align,7757,0.016140,
align,7758,0.016136,
align,7759,0.016129,
align,7760,0.016146,
align,7761,0.016128,
align,7762,0.016143,
align,7763,0.016137,
align,7764,0.016129,
align,7765,0.016141,
align,7766,0.016112,
align,7767,0.016146,
align,7768,0.016131,
align,7769,0.016119,
align,7770,0.016135,
align,7771,0.016136,
align,7772,0.016142,
align,7773,0.016133,
align,7774,0.016132,
align,7775,0.016133,
align,7776,0.016123,
align,7777,0.016121,
align,7778,0.016117,
align,7779,0.016137,
align,7780,0.016123,
align,7781,0.016125,
align,7782,0.016125,
align,7783,0.016126,
align,7784,0.016130,
align,7785,0.016114,
align,7786,0.016127,
align,7787,0.016126,
align,7788,0.016110,
align,7789,0.016110,
align,7790,0.016130,
align,7791,0.016112,
align,7792,0.016106,
align,7793,0.016137,
align,7794,0.016106,
align,7795,0.016108,
align,7796,0.016118,
align,7797,0.016109,
align,7798,0.016120,
align,7799,0.016101,
align,7800,0.016114,
align,7801,0.016103,
align,7802,0.016111,
align,7803,0.016092,
align,7804,0.016107,
align,7805,0.016109,
align,7806,0.016098,
align,7807,0.016116,
align,7808,0.016112,
align,7809,0.016119,
align,7810,0.016111,
align,7811,0.016115,
align,7812,0.016096,
align,7813,0.016102,
align,7814,0.016136,
align,7815,0.016113,
align,7816,0.016105,
align,7817,0.016133,
align,7818,0.016092,
align,7819,0.016137,
align,7820,0.016152,
align,7821,0.016161,
align,7822,0.016166,
align,7823,0.016138,
align,7824,0.016163,
align,7825,0.016201,
align,7826,0.016185,
align,7827,0.016296,
align,7828,0.016242,
align,7829,0.016371,
align,7830,0.016381,
align,7831,0.016672,
align,7832,0.017117,
align,7833,0.018386,
align,7834,0.019291,
align,7835,0.018681,
align,7836,0.017551,
align,7837,0.017735,
align,7838,0.017407,
align,7839,0.018433,
align,7840,0.018352,
align,7841,0.017187,
align,7842,0.016306,
align,7843,0.016504,
align,7844,0.016508,
align,7845,0.017470,
align,7846,0.019241,
align,7847,0.016553,
align,7848,0.016355,
align,7849,0.016330,
align,7850,0.016278,
align,7851,0.016273,
align,7852,0.016246,
align,7853,0.016212,
align,7854,0.016304,
align,7855,0.017070,
align,7856,0.026111,
align,7857,0.031670,
align,7858,0.016340,
align,7859,0.016121,
align,7860,0.016097,
align,7861,0.016106,
align,7862,0.016102,
align,7863,0.016115,
align,7864,0.016104,
align,7865,0.016128,
align,7866,0.016130,
align,7867,0.016126,
align,7868,0.016117,
align,7869,0.016132,
align,7870,0.016146,
align,7871,0.016122,
align,7872,0.016136,
align,7873,0.016149,
align,7874,0.016136,
align,7875,0.016150,
align,7876,0.016157,
align,7877,0.016142,
align,7878,0.016166,
align,7879,0.016161,
align,7880,0.016161,
align,7881,0.016178,
align,7882,0.016167,
align,7883,0.016175,
align,7884,0.016160,
align,7885,0.016180,
align,7886,0.016187,
align,7887,0.016197,
align,7888,0.016193,
align,7889,0.016202,
align,7890,0.016191,
align,7891,0.016186,
align,7892,0.016202,
align,7893,0.016184,
align,7894,0.016192,
align,7895,0.016186,
align,7896,0.016198,
align,7897,0.016194,
align,7898,0.016184,
align,7899,0.016191,
align,7900,0.016196,
align,7901,0.016207,
align,7902,0.016188,
align,7903,0.016201,
align,7904,0.016189,
align,7905,0.016190,
align,7906,0.016191,
align,7907,0.016190,
align,7908,0.016183,
align,7909,0.016177,
align,7910,0.016176,
align,7911,0.016186,
align,7912,0.016163,
align,7913,0.016179,
align,7914,0.016182,
align,7915,0.016186,
align,7916,0.016167,
align,7917,0.016164,
align,7918,0.016179,
align,7919,0.016176,
align,7920,0.016166,
align,7921,0.016159,
align,7922,0.016162,
align,7923,0.016169,
align,7924,0.016168,
align,7925,0.016151,
align,7926,0.016164,
align,7927,0.016167,
align,7928,0.016155,
align,7929,0.016153,
align,7930,0.016153,
align,7931,0.016159,
align,7932,0.016172,
align,7933,0.016162,
align,7934,0.016157,
align,7935,0.016161,
align,7936,0.016152,
align,7937,0.016160,
align,7938,0.016148,
align,7939,0.016148,
align,7940,0.016169,
align,7941,0.016152,
align,7942,0.016155,
align,7943,0.016135,
align,7944,0.016143,
align,7945,0.016151,
align,7946,0.016147,
align,7947,0.016155,
align,7948,0.016153,
align,7949,0.016129,
align,7950,0.016142,
align,7951,0.016134,
align,7952,0.016138,
align,7953,0.016139,
align,7954,0.016153,
align,7955,0.016134,
align,7956,0.016140,
align,7957,0.016147,
align,7958,0.016126,
align,7959,0.016130,
align,7960,0.016139,
align,7961,0.016143,
align,7962,0.016129,
align,7963,0.016135,
align,7964,0.016134,
align,7965,0.016135,
align,7966,0.016142,
align,7967,0.016136,
align,7968,0.016117,
align,7969,0.016126,
align,7970,0.016111,
align,7971,0.016127,
align,7972,0.016148,
align,7973,0.016134,
align,7974,0.016121,
align,7975,0.016123,
align,7976,0.016119,
align,7977,0.016122,
align,7978,0.016147,
align,7979,0.016116,
align,7980,0.016135,
align,7981,0.016110,
align,7982,0.016122,
align,7983,0.016114,
align,7984,0.016105,
align,7985,0.016103,
align,7986,0.016112,
align,7987,0.016116,
align,7988,0.016125,
align,7989,0.016113,
align,7990,0.016121,
align,7991,0.016135,
align,7992,0.016123,
align,7993,0.016096,
align,7994,0.016101,
align,7995,0.016108,
align,7996,0.016135,
align,7997,0.016112,
align,7998,0.016107,
align,7999,0.016112,
align,8000,0.016107,
align,8001,0.016106,
