arm,step,one_minus_ff
rep,22672,1.075195
rep,22673,1.079293
rep,22674,1.079031
rep,22675,1.082642
rep,22676,1.083728
rep,22677,1.074468
rep,22678,1.078111
rep,22679,1.080343
rep,22680,1.081387
rep,22681,1.077733
rep,22682,1.079709
rep,22683,1.082828
rep,22684,1.083109
rep,22685,1.081301
rep,22686,1.084436
rep,22687,1.078378
rep,22688,1.078654
rep,22689,1.076436
rep,22690,1.077369
rep,22691,1.078479
rep,22692,1.082051
rep,22693,1.078703
rep,22694,1.079260
rep,22695,1.080677
rep,22696,1.079661
rep,22697,1.082831
rep,22698,1.079874
rep,22699,1.080549
rep,22700,1.080028
rep,22701,1.081996
rep,22702,1.082092
rep,22703,1.082732
rep,22704,1.077290
rep,22705,1.074954
rep,22706,1.077616
rep,22707,1.078481
rep,22708,1.078469
rep,22709,1.078625
rep,22710,1.081141
rep,22711,1.080396
rep,22712,1.077303
rep,22713,1.080721
rep,22714,1.078218
rep,22715,1.076214
rep,22716,1.082401
rep,22717,1.082009
rep,22718,1.079508
rep,22719,1.080454
rep,22720,1.078260
rep,22721,1.078526
rep,22722,1.080503
rep,22723,1.083043
rep,22724,1.080591
rep,22725,1.080354
rep,22726,1.080428
rep,22727,1.076436
rep,22728,1.078008
rep,22729,1.078822
rep,22730,1.079408
rep,22731,1.080626
rep,22732,1.076364
rep,22733,1.077739
rep,22734,1.082048
rep,22735,1.083367
rep,22736,1.080879
rep,22737,1.078984
rep,22738,1.079326
rep,22739,1.073812
rep,22740,1.080840
rep,22741,1.076199
rep,22742,1.081523
rep,22743,1.081026
rep,22744,1.077442
rep,22745,1.080623
rep,22746,1.080562
rep,22747,1.078416
rep,22748,1.080632
rep,22749,1.079619
rep,22750,1.075510
rep,22751,1.080949
rep,22752,1.079388
rep,22753,1.078994
rep,22754,1.080836
rep,22755,1.079104
rep,22756,1.083705
rep,22757,1.079555
rep,22758,1.078950
rep,22759,1.078532
rep,22760,1.079931
rep,22761,1.078782
rep,22762,1.077119
rep,22763,1.082018
rep,22764,1.073818
rep,22765,1.075125
rep,22766,1.081026
rep,22767,1.081987
rep,22768,1.077093
rep,22769,1.080245
rep,22770,1.079889
rep,22771,1.079601
rep,22772,1.075804
rep,22773,1.079127
rep,22774,1.080747
rep,22775,1.079610
rep,22776,1.077809
rep,22777,1.078433
rep,22778,1.079229
rep,22779,1.084008
rep,22780,1.081735
rep,22781,1.080950
rep,22782,1.075938
rep,22783,1.078913
rep,22784,1.082100
rep,22785,1.079265
rep,22786,1.081675
rep,22787,1.081376
rep,22788,1.080658
rep,22789,1.079797
rep,22790,1.078275
rep,22791,1.078842
rep,22792,1.080155
rep,22793,1.078993
rep,22794,1.080662
rep,22795,1.076751
rep,22796,1.078095
rep,22797,1.077400
rep,22798,1.079650
rep,22799,1.080364
rep,22800,1.083867
rep,22801,1.079142
rep,22802,1.082173
rep,22803,1.081798
rep,22804,1.081131
rep,22805,1.078547
rep,22806,1.081075
rep,22807,1.083692
rep,22808,1.082511
rep,22809,1.080430
rep,22810,1.077573
rep,22811,1.078560
rep,22812,1.080108
rep,22813,1.081491
rep,22814,1.082035
rep,22815,1.077690
rep,22816,1.079547
rep,22817,1.078102
rep,22818,1.079188
rep,22819,1.079357
rep,22820,1.078601
rep,22821,1.076243
rep,22822,1.080800
rep,22823,1.078618
rep,22824,1.079246
rep,22825,1.077136
rep,22826,1.078169
rep,22827,1.081419
rep,22828,1.078542
rep,22829,1.081466
rep,22830,1.079602
rep,22831,1.076394
rep,22832,1.079284
rep,22833,1.080732
rep,22834,1.078210
rep,22835,1.079983
rep,22836,1.079303
rep,22837,1.080677
rep,22838,1.076506
rep,22839,1.077156
rep,22840,1.075961
rep,22841,1.079360
rep,22842,1.077667
rep,22843,1.078978
rep,22844,1.076786
rep,22845,1.079909
rep,22846,1.080871
rep,22847,1.081048
rep,22848,1.080309
rep,22849,1.078364
rep,22850,1.076864
rep,22851,1.073860
rep,22852,1.079558
rep,22853,1.081639
rep,22854,1.082423
rep,22855,1.077269
rep,22856,1.083797
rep,22857,1.077626
rep,22858,1.076903
rep,22859,1.076167
rep,22860,1.082251
rep,22861,1.080136
rep,22862,1.079337
rep,22863,1.079957
rep,22864,1.076522
rep,22865,1.078683
rep,22866,1.076388
rep,22867,1.080492
rep,22868,1.081158
rep,22869,1.080481
rep,22870,1.080514
rep,22871,1.078781
rep,22872,1.082542
rep,22873,1.079170
rep,22874,1.080032
rep,22875,1.077429
rep,22876,1.078564
rep,22877,1.076995
rep,22878,1.078819
rep,22879,1.080938
rep,22880,1.079942
rep,22881,1.078892
rep,22882,1.079599
rep,22883,1.078481
rep,22884,1.074389
rep,22885,1.077465
rep,22886,1.079007
rep,22887,1.077036
rep,22888,1.073841
rep,22889,1.077491
rep,22890,1.072984
rep,22891,1.078546
rep,22892,1.076988
rep,22893,1.079350
rep,22894,1.076329
rep,22895,1.075705
rep,22896,1.076053
rep,22897,1.077250
rep,22898,1.079695
rep,22899,1.080931
rep,22900,1.081710
rep,22901,1.079732
rep,22902,1.077112
rep,22903,1.076913
rep,22904,1.079419
rep,22905,1.075811
rep,22906,1.079412
rep,22907,1.078059
rep,22908,1.074813
rep,22909,1.078930
rep,22910,1.078644
rep,22911,1.078622
rep,22912,1.078499
rep,22913,1.077840
rep,22914,1.078867
rep,22915,1.077500
rep,22916,1.074966
rep,22917,1.076407
rep,22918,1.078953
rep,22919,1.074713
rep,22920,1.080178
rep,22921,1.079068
rep,22922,1.076692
rep,22923,1.077608
rep,22924,1.080151
rep,22925,1.078661
rep,22926,1.077950
rep,22927,1.075772
rep,22928,1.076733
rep,22929,1.076593
rep,22930,1.077464
rep,22931,1.077972
rep,22932,1.076947
rep,22933,1.078048
rep,22934,1.077801
rep,22935,1.075599
rep,22936,1.074090
rep,22937,1.075451
rep,22938,1.076491
rep,22939,1.077612
rep,22940,1.075861
rep,22941,1.076982
rep,22942,1.079075
rep,22943,1.074495
rep,22944,1.076007
rep,22945,1.077854
rep,22946,1.079174
rep,22947,1.074180
rep,22948,1.075781
rep,22949,1.075992
rep,22950,1.078736
rep,22951,1.078057
rep,22952,1.078295
rep,22953,1.079245
rep,22954,1.074659
rep,22955,1.076995
rep,22956,1.078430
rep,22957,1.073648
rep,22958,1.074755
rep,22959,1.077039
rep,22960,1.077933
rep,22961,1.079054
rep,22962,1.078839
rep,22963,1.076894
rep,22964,1.074080
rep,22965,1.079155
rep,22966,1.077260
rep,22967,1.079923
rep,22968,1.077684
rep,22969,1.079626
rep,22970,1.073377
rep,22971,1.079021
rep,22972,1.079483
rep,22973,1.076559
rep,22974,1.077026
rep,22975,1.076009
rep,22976,1.075018
rep,22977,1.076837
rep,22978,1.078998
rep,22979,1.079986
rep,22980,1.080238
rep,22981,1.080952
rep,22982,1.076414
rep,22983,1.078493
rep,22984,1.075106
rep,22985,1.077574
rep,22986,1.077290
rep,22987,1.078081
rep,22988,1.077439
rep,22989,1.075927
rep,22990,1.078708
rep,22991,1.078002
rep,22992,1.078238
rep,22993,1.074338
rep,22994,1.076690
rep,22995,1.072503
rep,22996,1.075210
rep,22997,1.077028
rep,22998,1.076539
rep,22999,1.076929
rep,23000,1.075522
rep,23001,1.074615
rep,23002,1.074482
rep,23003,1.076026
rep,23004,1.075298
rep,23005,1.076286
rep,23006,1.075183
rep,23007,1.077634
rep,23008,1.074337
rep,23009,1.077012
rep,23010,1.075877
rep,23011,1.076658
rep,23012,1.078769
rep,23013,1.077711
rep,23014,1.074511
rep,23015,1.074338
rep,23016,1.077938
rep,23017,1.077282
rep,23018,1.074914
rep,23019,1.074022
rep,23020,1.074291
rep,23021,1.078273
rep,23022,1.075974
rep,23023,1.077584
rep,23024,1.077333
rep,23025,1.078349
rep,23026,1.074287
rep,23027,1.073792
rep,23028,1.076615
rep,23029,1.076293
rep,23030,1.079006
rep,23031,1.077976
rep,23032,1.079071
rep,23033,1.076882
rep,23034,1.077279
rep,23035,1.077026
rep,23036,1.077870
rep,23037,1.072484
rep,23038,1.080709
rep,23039,1.074380
rep,23040,1.074169
rep,23041,1.075919
rep,23042,1.078697
rep,23043,1.077397
rep,23044,1.079089
rep,23045,1.072820
rep,23046,1.078102
rep,23047,1.074252
rep,23048,1.077644
rep,23049,1.078071
rep,23050,1.077804
rep,23051,1.075379
rep,23052,1.073196
rep,23053,1.073859
rep,23054,1.075763
rep,23055,1.076764
rep,23056,1.080901
rep,23057,1.075637
rep,23058,1.076674
rep,23059,1.075388
rep,23060,1.075793
rep,23061,1.078160
rep,23062,1.077479
rep,23063,1.076319
rep,23064,1.076415
rep,23065,1.077065
rep,23066,1.075764
rep,23067,1.076569
rep,23068,1.080973
rep,23069,1.073966
rep,23070,1.076103
rep,23071,1.072856
rep,23072,1.078555
rep,23073,1.079865
rep,23074,1.077728
rep,23075,1.076466
rep,23076,1.077346
rep,23077,1.071747
rep,23078,1.074807
rep,23079,1.076456
rep,23080,1.078756
rep,23081,1.078570
rep,23082,1.074291
rep,23083,1.073742
rep,23084,1.075931
rep,23085,1.076521
rep,23086,1.076075
rep,23087,1.074970
rep,23088,1.075044
rep,23089,1.077286
rep,23090,1.076994
rep,23091,1.072366
rep,23092,1.077124
rep,23093,1.074617
rep,23094,1.080020
rep,23095,1.072616
rep,23096,1.077757
rep,23097,1.075062
rep,23098,1.077655
rep,23099,1.077212
rep,23100,1.074555
rep,23101,1.075355
rep,23102,1.077029
rep,23103,1.074310
rep,23104,1.077064
rep,23105,1.073184
rep,23106,1.075635
rep,23107,1.076915
rep,23108,1.071575
rep,23109,1.075848
rep,23110,1.077945
rep,23111,1.076622
rep,23112,1.076771
rep,23113,1.075807
rep,23114,1.076913
rep,23115,1.075334
rep,23116,1.076718
rep,23117,1.075980
rep,23118,1.076909
rep,23119,1.074196
rep,23120,1.074413
rep,23121,1.077320
rep,23122,1.076492
rep,23123,1.075680
rep,23124,1.075596
rep,23125,1.077084
rep,23126,1.080696
rep,23127,1.079606
rep,23128,1.073732
rep,23129,1.080358
rep,23130,1.073636
rep,23131,1.074183
rep,23132,1.077481
rep,23133,1.073049
rep,23134,1.078915
rep,23135,1.080055
rep,23136,1.072452
rep,23137,1.073905
rep,23138,1.073830
rep,23139,1.072051
rep,23140,1.074441
rep,23141,1.072256
rep,23142,1.074034
rep,23143,1.074122
rep,23144,1.075097
rep,23145,1.074107
rep,23146,1.070955
rep,23147,1.073739
rep,23148,1.074689
rep,23149,1.071453
rep,23150,1.073662
rep,23151,1.073240
rep,23152,1.072820
rep,23153,1.072215
rep,23154,1.072317
rep,23155,1.074131
rep,23156,1.076506
rep,23157,1.072036
rep,23158,1.076110
rep,23159,1.077791
rep,23160,1.079412
rep,23161,1.073469
rep,23162,1.074495
rep,23163,1.077596
rep,23164,1.075945
rep,23165,1.078454
rep,23166,1.074363
rep,23167,1.077805
rep,23168,1.079496
rep,23169,1.076955
rep,23170,1.073335
rep,23171,1.072457
rep,23172,1.071944
rep,23173,1.074837
rep,23174,1.075796
rep,23175,1.078686
rep,23176,1.075303
rep,23177,1.074380
rep,23178,1.075418
rep,23179,1.077535
rep,23180,1.070771
rep,23181,1.072789
rep,23182,1.079100
rep,23183,1.079160
rep,23184,1.077442
rep,23185,1.072252
rep,23186,1.077132
rep,23187,1.072645
rep,23188,1.075179
rep,23189,1.074800
rep,23190,1.077319
rep,23191,1.075839
rep,23192,1.075866
rep,23193,1.073664
rep,23194,1.074317
rep,23195,1.074309
rep,23196,1.075538
rep,23197,1.074507
rep,23198,1.074357
rep,23199,1.076532
rep,23200,1.078161
rep,23201,1.076907
rep,23202,1.074225
rep,23203,1.077379
rep,23204,1.075312
rep,23205,1.074226
rep,23206,1.073972
rep,23207,1.074583
rep,23208,1.077325
rep,23209,1.075478
rep,23210,1.075994
rep,23211,1.077115
rep,23212,1.076945
rep,23213,1.078266
rep,23214,1.077394
rep,23215,1.075570
rep,23216,1.076720
rep,23217,1.075825
rep,23218,1.073131
rep,23219,1.076932
rep,23220,1.071028
rep,23221,1.074540
rep,23222,1.073447
rep,23223,1.076334
rep,23224,1.076377
rep,23225,1.074348
rep,23226,1.074317
rep,23227,1.078477
rep,23228,1.072672
rep,23229,1.076786
rep,23230,1.077776
rep,23231,1.077068
rep,23232,1.078396
rep,23233,1.076721
rep,23234,1.076498
rep,23235,1.072710
rep,23236,1.076805
rep,23237,1.074560
rep,23238,1.075141
rep,23239,1.077931
rep,23240,1.076587
rep,23241,1.075624
rep,23242,1.077620
rep,23243,1.079277
rep,23244,1.075353
rep,23245,1.073463
rep,23246,1.072347
rep,23247,1.076833
rep,23248,1.075062
rep,23249,1.074946
rep,23250,1.076122
rep,23251,1.077004
rep,23252,1.077471
rep,23253,1.079472
rep,23254,1.073723
rep,23255,1.075606
rep,23256,1.078549
rep,23257,1.077493
rep,23258,1.081498
rep,23259,1.076834
rep,23260,1.075138
rep,23261,1.075122
rep,23262,1.079538
rep,23263,1.078312
rep,23264,1.073984
rep,23265,1.074681
rep,23266,1.075009
rep,23267,1.077054
rep,23268,1.080353
rep,23269,1.073722
rep,23270,1.078641
rep,23271,1.076436
rep,23272,1.080251
rep,23273,1.080029
rep,23274,1.073609
rep,23275,1.075492
rep,23276,1.075033
rep,23277,1.072800
rep,23278,1.074709
rep,23279,1.080780
rep,23280,1.074016
rep,23281,1.073810
rep,23282,1.074343
rep,23283,1.079785
rep,23284,1.075987
rep,23285,1.077458
rep,23286,1.074212
rep,23287,1.075907
rep,23288,1.075966
rep,23289,1.075935
rep,23290,1.073690
rep,23291,1.075322
rep,23292,1.078081
rep,23293,1.075087
rep,23294,1.073514
rep,23295,1.074421
rep,23296,1.076846
rep,23297,1.076024
rep,23298,1.083317
rep,23299,1.076524
rep,23300,1.075165
rep,23301,1.075652
rep,23302,1.075778
rep,23303,1.071336
rep,23304,1.076455
rep,23305,1.077878
rep,23306,1.079589
rep,23307,1.078915
rep,23308,1.076914
rep,23309,1.077551
rep,23310,1.076439
rep,23311,1.072020
rep,23312,1.074150
rep,23313,1.076544
rep,23314,1.076831
rep,23315,1.072404
rep,23316,1.071950
rep,23317,1.077654
rep,23318,1.077303
rep,23319,1.078657
rep,23320,1.075334
rep,23321,1.077461
rep,23322,1.077984
rep,23323,1.076646
rep,23324,1.072989
rep,23325,1.079889
rep,23326,1.075523
rep,23327,1.075782
rep,23328,1.077405
rep,23329,1.076271
rep,23330,1.076663
rep,23331,1.075207
rep,23332,1.073937
rep,23333,1.074332
rep,23334,1.075949
rep,23335,1.077485
rep,23336,1.073081
rep,23337,1.075179
rep,23338,1.079493
rep,23339,1.076578
rep,23340,1.077067
rep,23341,1.074625
rep,23342,1.078881
rep,23343,1.077741
rep,23344,1.073015
rep,23345,1.075697
rep,23346,1.079773
rep,23347,1.075934
rep,23348,1.072620
rep,23349,1.074868
rep,23350,1.075571
rep,23351,1.076089
rep,23352,1.077565
rep,23353,1.075925
rep,23354,1.073883
rep,23355,1.079135
rep,23356,1.075154
rep,23357,1.073023
rep,23358,1.074583
rep,23359,1.079139
rep,23360,1.074939
rep,23361,1.074212
rep,23362,1.075610
rep,23363,1.077340
rep,23364,1.077090
rep,23365,1.072807
rep,23366,1.074681
rep,23367,1.075779
rep,23368,1.075679
rep,23369,1.076083
rep,23370,1.078192
rep,23371,1.075818
rep,23372,1.075373
rep,23373,1.077413
rep,23374,1.074058
rep,23375,1.075259
rep,23376,1.077721
rep,23377,1.076526
rep,23378,1.073811
rep,23379,1.078953
rep,23380,1.074131
rep,23381,1.076701
rep,23382,1.076630
rep,23383,1.073426
rep,23384,1.078817
rep,23385,1.070590
rep,23386,1.075724
rep,23387,1.074664
rep,23388,1.074835
rep,23389,1.075196
rep,23390,1.074263
rep,23391,1.077816
rep,23392,1.076478
rep,23393,1.075500
rep,23394,1.077362
rep,23395,1.073855
rep,23396,1.073992
rep,23397,1.074164
rep,23398,1.077304
rep,23399,1.075197
rep,23400,1.074203
rep,23401,1.077301
rep,23402,1.073905
rep,23403,1.077098
rep,23404,1.074105
rep,23405,1.073596
rep,23406,1.071734
rep,23407,1.072601
rep,23408,1.075135
rep,23409,1.075296
rep,23410,1.077089
rep,23411,1.076583
rep,23412,1.075813
rep,23413,1.074820
rep,23414,1.077185
rep,23415,1.074679
rep,23416,1.074868
rep,23417,1.072118
rep,23418,1.073290
rep,23419,1.074250
rep,23420,1.074662
rep,23421,1.075220
rep,23422,1.073678
rep,23423,1.074909
rep,23424,1.075175
rep,23425,1.072581
rep,23426,1.075682
rep,23427,1.075397
rep,23428,1.074498
rep,23429,1.076806
rep,23430,1.074112
rep,23431,1.074747
rep,23432,1.075018
rep,23433,1.074766
rep,23434,1.074046
rep,23435,1.075593
rep,23436,1.075190
rep,23437,1.078162
rep,23438,1.074221
rep,23439,1.074570
rep,23440,1.075656
rep,23441,1.074820
rep,23442,1.072673
rep,23443,1.071611
rep,23444,1.075438
rep,23445,1.073960
rep,23446,1.074961
rep,23447,1.076709
rep,23448,1.072802
rep,23449,1.075164
rep,23450,1.071331
rep,23451,1.073689
rep,23452,1.069472
rep,23453,1.074742
rep,23454,1.072980
rep,23455,1.074349
rep,23456,1.075860
rep,23457,1.072976
rep,23458,1.072380
rep,23459,1.073372
rep,23460,1.075026
rep,23461,1.073831
rep,23462,1.075002
rep,23463,1.072075
rep,23464,1.072751
rep,23465,1.075598
rep,23466,1.072051
rep,23467,1.072410
rep,23468,1.071798
rep,23469,1.071483
rep,23470,1.076010
rep,23471,1.072330
rep,23472,1.073258
rep,23473,1.076871
rep,23474,1.076536
rep,23475,1.074522
rep,23476,1.074138
rep,23477,1.074539
rep,23478,1.072911
rep,23479,1.076080
rep,23480,1.074997
rep,23481,1.076840
rep,23482,1.072898
rep,23483,1.075356
rep,23484,1.077049
rep,23485,1.072637
rep,23486,1.073071
rep,23487,1.076483
rep,23488,1.076131
rep,23489,1.074581
rep,23490,1.072380
rep,23491,1.075600
rep,23492,1.070308
rep,23493,1.075592
rep,23494,1.074686
rep,23495,1.079190
rep,23496,1.072967
rep,23497,1.075635
rep,23498,1.076229
rep,23499,1.074639
rep,23500,1.072215
rep,23501,1.074134
rep,23502,1.072871
rep,23503,1.075756
rep,23504,1.070272
rep,23505,1.074566
rep,23506,1.073784
rep,23507,1.071112
rep,23508,1.075548
rep,23509,1.070239
rep,23510,1.077055
rep,23511,1.077559
rep,23512,1.072656
rep,23513,1.074925
rep,23514,1.073766
rep,23515,1.072197
rep,23516,1.076996
rep,23517,1.069961
rep,23518,1.072749
rep,23519,1.072280
rep,23520,1.075112
rep,23521,1.074239
rep,23522,1.078143
rep,23523,1.076159
rep,23524,1.076831
rep,23525,1.073971
rep,23526,1.073245
rep,23527,1.073367
rep,23528,1.071399
rep,23529,1.073936
rep,23530,1.070225
rep,23531,1.075651
rep,23532,1.073476
rep,23533,1.077893
rep,23534,1.073945
rep,23535,1.073692
rep,23536,1.073043
rep,23537,1.074880
rep,23538,1.074865
rep,23539,1.074158
rep,23540,1.075753
rep,23541,1.075337
rep,23542,1.072623
rep,23543,1.072594
rep,23544,1.075283
rep,23545,1.074309
rep,23546,1.074606
rep,23547,1.072037
rep,23548,1.071893
rep,23549,1.075266
rep,23550,1.079087
rep,23551,1.075468
rep,23552,1.072247
rep,23553,1.078030
rep,23554,1.073712
rep,23555,1.076960
rep,23556,1.074937
rep,23557,1.074753
rep,23558,1.074571
rep,23559,1.076375
rep,23560,1.072765
rep,23561,1.080505
rep,23562,1.073767
rep,23563,1.068120
rep,23564,1.074586
rep,23565,1.074556
rep,23566,1.074781
rep,23567,1.073650
rep,23568,1.072367
rep,23569,1.071585
rep,23570,1.071740
rep,23571,1.070038
rep,23572,1.075640
rep,23573,1.072372
rep,23574,1.073541
rep,23575,1.076109
rep,23576,1.077901
rep,23577,1.074961
rep,23578,1.074369
rep,23579,1.073299
rep,23580,1.072294
rep,23581,1.072900
rep,23582,1.073569
rep,23583,1.074350
rep,23584,1.070840
rep,23585,1.073331
rep,23586,1.074898
rep,23587,1.073322
rep,23588,1.073896
rep,23589,1.072344
rep,23590,1.075586
rep,23591,1.077105
rep,23592,1.071641
rep,23593,1.073044
rep,23594,1.076696
rep,23595,1.075061
rep,23596,1.078335
rep,23597,1.072945
rep,23598,1.073846
rep,23599,1.076139
rep,23600,1.073979
rep,23601,1.074417
rep,23602,1.078253
rep,23603,1.074025
rep,23604,1.073975
rep,23605,1.074193
rep,23606,1.076828
rep,23607,1.075377
rep,23608,1.077870
rep,23609,1.073606
rep,23610,1.074644
rep,23611,1.075248
rep,23612,1.072366
rep,23613,1.075266
rep,23614,1.073256
rep,23615,1.072260
rep,23616,1.075050
rep,23617,1.071536
rep,23618,1.069649
rep,23619,1.074284
rep,23620,1.074589
rep,23621,1.072145
rep,23622,1.074251
rep,23623,1.073071
rep,23624,1.076306
rep,23625,1.073287
rep,23626,1.072089
rep,23627,1.074006
rep,23628,1.075812
rep,23629,1.076266
rep,23630,1.072940
rep,23631,1.074381
rep,23632,1.074334
rep,23633,1.074592
rep,23634,1.074721
rep,23635,1.072893
rep,23636,1.076876
rep,23637,1.077343
rep,23638,1.071824
rep,23639,1.078499
rep,23640,1.077265
rep,23641,1.077373
rep,23642,1.075906
rep,23643,1.075176
rep,23644,1.076104
rep,23645,1.076564
rep,23646,1.076693
rep,23647,1.077168
rep,23648,1.076710
rep,23649,1.077883
rep,23650,1.077843
rep,23651,1.076510
rep,23652,1.074808
rep,23653,1.072950
rep,23654,1.076179
rep,23655,1.075819
rep,23656,1.078153
rep,23657,1.077819
rep,23658,1.076502
rep,23659,1.074791
rep,23660,1.075923
rep,23661,1.078953
rep,23662,1.074190
rep,23663,1.077767
rep,23664,1.074821
rep,23665,1.074400
rep,23666,1.072933
rep,23667,1.075952
rep,23668,1.073444
rep,23669,1.074542
rep,23670,1.075946
rep,23671,1.072764
rep,23672,1.074652
rep,23673,1.076404
rep,23674,1.077263
rep,23675,1.073830
rep,23676,1.073311
rep,23677,1.074579
rep,23678,1.074961
rep,23679,1.076966
rep,23680,1.074820
rep,23681,1.078491
rep,23682,1.073546
rep,23683,1.075412
rep,23684,1.078738
rep,23685,1.073713
rep,23686,1.075420
rep,23687,1.076451
rep,23688,1.073839
rep,23689,1.073919
rep,23690,1.075602
rep,23691,1.073453
rep,23692,1.077560
rep,23693,1.074542
rep,23694,1.075482
rep,23695,1.076412
rep,23696,1.074396
rep,23697,1.071351
rep,23698,1.075764
rep,23699,1.075348
rep,23700,1.073639
rep,23701,1.072562
rep,23702,1.076720
rep,23703,1.072847
rep,23704,1.074648
rep,23705,1.073799
rep,23706,1.074208
rep,23707,1.076496
rep,23708,1.074340
rep,23709,1.072472
rep,23710,1.075261
rep,23711,1.077306
rep,23712,1.075676
rep,23713,1.081483
rep,23714,1.080259
rep,23715,1.076077
rep,23716,1.076957
rep,23717,1.072631
rep,23718,1.073677
rep,23719,1.076152
rep,23720,1.078716
rep,23721,1.074065
rep,23722,1.074960
rep,23723,1.076382
rep,23724,1.073901
rep,23725,1.074543
rep,23726,1.074132
rep,23727,1.076897
rep,23728,1.074079
rep,23729,1.074873
rep,23730,1.074757
rep,23731,1.076461
rep,23732,1.076263
rep,23733,1.073368
rep,23734,1.075882
rep,23735,1.070016
rep,23736,1.073667
rep,23737,1.074183
rep,23738,1.074135
rep,23739,1.075211
rep,23740,1.076973
rep,23741,1.076275
rep,23742,1.073461
rep,23743,1.076624
rep,23744,1.073811
rep,23745,1.071103
rep,23746,1.075578
rep,23747,1.072584
rep,23748,1.077085
rep,23749,1.073721
rep,23750,1.070419
rep,23751,1.075799
rep,23752,1.073101
rep,23753,1.072592
rep,23754,1.074022
rep,23755,1.072380
rep,23756,1.073109
rep,23757,1.069918
rep,23758,1.072658
rep,23759,1.071057
rep,23760,1.070760
rep,23761,1.070529
rep,23762,1.072400
rep,23763,1.074414
rep,23764,1.072630
rep,23765,1.071776
rep,23766,1.073458
rep,23767,1.073032
rep,23768,1.075913
rep,23769,1.073125
rep,23770,1.075936
rep,23771,1.074722
rep,23772,1.072927
rep,23773,1.071877
rep,23774,1.072922
rep,23775,1.074427
rep,23776,1.076664
rep,23777,1.077407
rep,23778,1.075385
rep,23779,1.073687
rep,23780,1.072069
rep,23781,1.075659
rep,23782,1.074761
rep,23783,1.072968
rep,23784,1.073544
rep,23785,1.072896
rep,23786,1.075266
rep,23787,1.073723
rep,23788,1.072506
rep,23789,1.074901
rep,23790,1.073174
rep,23791,1.073484
rep,23792,1.074631
rep,23793,1.075089
rep,23794,1.074709
rep,23795,1.073063
rep,23796,1.072443
rep,23797,1.073340
rep,23798,1.074754
rep,23799,1.074136
rep,23800,1.073656
rep,23801,1.075466
rep,23802,1.071931
rep,23803,1.074178
rep,23804,1.076467
rep,23805,1.076584
rep,23806,1.074073
rep,23807,1.077897
rep,23808,1.072620
rep,23809,1.070373
rep,23810,1.076729
rep,23811,1.074217
rep,23812,1.072749
rep,23813,1.071857
rep,23814,1.073192
rep,23815,1.073172
rep,23816,1.073471
rep,23817,1.075879
rep,23818,1.074870
rep,23819,1.075636
rep,23820,1.073583
rep,23821,1.076600
rep,23822,1.076961
rep,23823,1.074858
rep,23824,1.074426
rep,23825,1.072131
rep,23826,1.077536
rep,23827,1.074412
rep,23828,1.075154
rep,23829,1.073467
rep,23830,1.075275
rep,23831,1.077159
rep,23832,1.070501
rep,23833,1.073616
rep,23834,1.071381
rep,23835,1.074476
rep,23836,1.075099
rep,23837,1.074280
rep,23838,1.075724
rep,23839,1.073756
rep,23840,1.076006
rep,23841,1.073041
rep,23842,1.071024
rep,23843,1.077837
rep,23844,1.072507
rep,23845,1.074494
rep,23846,1.074629
rep,23847,1.075572
rep,23848,1.075172
rep,23849,1.074806
rep,23850,1.076206
rep,23851,1.073366
rep,23852,1.071433
rep,23853,1.078222
rep,23854,1.073687
rep,23855,1.077379
rep,23856,1.076965
rep,23857,1.073803
rep,23858,1.069553
rep,23859,1.071159
rep,23860,1.072075
rep,23861,1.072598
rep,23862,1.070391
rep,23863,1.075259
rep,23864,1.072608
rep,23865,1.073218
rep,23866,1.076750
rep,23867,1.073845
rep,23868,1.073250
rep,23869,1.074690
rep,23870,1.070977
rep,23871,1.075550
rep,23872,1.074909
rep,23873,1.074129
rep,23874,1.074012
rep,23875,1.076142
rep,23876,1.075972
rep,23877,1.076081
rep,23878,1.071897
rep,23879,1.075421
rep,23880,1.073541
rep,23881,1.075216
rep,23882,1.074653
rep,23883,1.076464
rep,23884,1.074786
rep,23885,1.072475
rep,23886,1.076651
rep,23887,1.076195
rep,23888,1.076684
rep,23889,1.076293
rep,23890,1.072910
rep,23891,1.079257
rep,23892,1.072031
rep,23893,1.078284
rep,23894,1.076591
rep,23895,1.073442
rep,23896,1.071772
rep,23897,1.074303
rep,23898,1.075197
rep,23899,1.071539
rep,23900,1.071578
rep,23901,1.073689
rep,23902,1.072968
rep,23903,1.072070
rep,23904,1.071879
rep,23905,1.073336
rep,23906,1.069598
rep,23907,1.070348
rep,23908,1.070006
rep,23909,1.072176
rep,23910,1.074432
rep,23911,1.074779
rep,23912,1.072393
rep,23913,1.071836
rep,23914,1.070633
rep,23915,1.073773
rep,23916,1.072665
rep,23917,1.072469
rep,23918,1.072552
rep,23919,1.077642
rep,23920,1.073622
rep,23921,1.070704
rep,23922,1.072336
rep,23923,1.075987
rep,23924,1.074031
rep,23925,1.069643
rep,23926,1.075207
rep,23927,1.069385
rep,23928,1.074588
rep,23929,1.074755
rep,23930,1.075587
rep,23931,1.071688
rep,23932,1.072256
rep,23933,1.071977
rep,23934,1.073600
rep,23935,1.071116
rep,23936,1.069960
rep,23937,1.072158
rep,23938,1.072675
rep,23939,1.070518
rep,23940,1.075208
rep,23941,1.071387
rep,23942,1.073491
