arm,step,one_minus_ff
pred_moco,31471,0.240375
pred_moco,31472,0.235037
pred_moco,31473,0.239636
pred_moco,31474,0.242997
pred_moco,31475,0.237084
pred_moco,31476,0.241112
pred_moco,31477,0.239571
pred_moco,31478,0.257017
pred_moco,31479,0.239870
pred_moco,31480,0.243087
pred_moco,31481,0.241897
pred_moco,31482,0.242670
pred_moco,31483,0.240928
pred_moco,31484,0.243896
pred_moco,31485,0.237655
pred_moco,31486,0.236112
pred_moco,31487,0.245183
pred_moco,31488,0.254084
pred_moco,31489,0.238006
pred_moco,31490,0.242701
pred_moco,31491,0.241374
pred_moco,31492,0.229641
pred_moco,31493,0.249137
pred_moco,31494,0.236623
pred_moco,31495,0.249723
pred_moco,31496,0.239929
pred_moco,31497,0.243229
pred_moco,31498,0.244742
pred_moco,31499,0.239692
pred_moco,31500,0.236497
pred_moco,31501,0.238347
pred_moco,31502,0.237970
pred_moco,31503,0.238517
pred_moco,31504,0.250652
pred_moco,31505,0.241509
pred_moco,31506,0.238830
pred_moco,31507,0.242715
pred_moco,31508,0.235300
pred_moco,31509,0.242302
pred_moco,31510,0.242109
pred_moco,31511,0.239960
pred_moco,31512,0.242905
pred_moco,31513,0.242571
pred_moco,31514,0.255540
pred_moco,31515,0.241875
pred_moco,31516,0.236059
pred_moco,31517,0.243499
pred_moco,31518,0.237986
pred_moco,31519,0.239460
pred_moco,31520,0.236340
pred_moco,31521,0.239677
pred_moco,31522,0.245071
pred_moco,31523,0.242002
pred_moco,31524,0.243531
pred_moco,31525,0.244346
pred_moco,31526,0.251427
pred_moco,31527,0.245951
pred_moco,31528,0.236430
pred_moco,31529,0.246343
pred_moco,31530,0.241478
pred_moco,31531,0.241754
pred_moco,31532,0.233781
pred_moco,31533,0.229595
pred_moco,31534,0.238324
pred_moco,31535,0.232648
pred_moco,31536,0.238363
pred_moco,31537,0.240001
pred_moco,31538,0.239531
pred_moco,31539,0.238191
pred_moco,31540,0.236861
pred_moco,31541,0.228909
pred_moco,31542,0.242780
pred_moco,31543,0.239949
pred_moco,31544,0.245458
pred_moco,31545,0.230631
pred_moco,31546,0.243271
pred_moco,31547,0.233541
pred_moco,31548,0.236412
pred_moco,31549,0.241215
pred_moco,31550,0.247232
pred_moco,31551,0.241632
pred_moco,31552,0.230079
pred_moco,31553,0.256028
pred_moco,31554,0.246550
pred_moco,31555,0.248659
pred_moco,31556,0.243454
pred_moco,31557,0.251448
pred_moco,31558,0.240587
pred_moco,31559,0.241562
pred_moco,31560,0.239255
pred_moco,31561,0.235340
pred_moco,31562,0.239880
pred_moco,31563,0.243588
pred_moco,31564,0.237224
pred_moco,31565,0.238486
pred_moco,31566,0.238563
pred_moco,31567,0.240028
pred_moco,31568,0.241107
pred_moco,31569,0.239882
pred_moco,31570,0.254221
pred_moco,31571,0.240462
pred_moco,31572,0.240477
pred_moco,31573,0.238377
pred_moco,31574,0.241284
pred_moco,31575,0.232638
pred_moco,31576,0.240551
pred_moco,31577,0.241526
pred_moco,31578,0.237485
pred_moco,31579,0.235147
pred_moco,31580,0.244861
pred_moco,31581,0.244598
pred_moco,31582,0.241493
pred_moco,31583,0.239421
pred_moco,31584,0.243872
pred_moco,31585,0.257157
pred_moco,31586,0.237736
pred_moco,31587,0.233630
pred_moco,31588,0.234336
pred_moco,31589,0.235660
pred_moco,31590,0.239275
pred_moco,31591,0.235742
pred_moco,31592,0.238663
pred_moco,31593,0.244447
pred_moco,31594,0.239821
pred_moco,31595,0.241817
pred_moco,31596,0.235998
pred_moco,31597,0.239029
pred_moco,31598,0.235976
pred_moco,31599,0.228902
pred_moco,31600,0.244630
pred_moco,31601,0.239413
pred_moco,31602,0.245068
pred_moco,31603,0.240773
pred_moco,31604,0.240735
pred_moco,31605,0.233899
pred_moco,31606,0.233338
pred_moco,31607,0.239973
pred_moco,31608,0.237621
pred_moco,31609,0.233903
pred_moco,31610,0.235705
pred_moco,31611,0.237073
pred_moco,31612,0.234210
pred_moco,31613,0.239519
pred_moco,31614,0.241290
pred_moco,31615,0.241249
pred_moco,31616,0.237882
pred_moco,31617,0.247514
pred_moco,31618,0.245591
pred_moco,31619,0.232196
pred_moco,31620,0.234282
pred_moco,31621,0.245864
pred_moco,31622,0.235556
pred_moco,31623,0.238557
pred_moco,31624,0.239281
pred_moco,31625,0.236756
pred_moco,31626,0.236924
pred_moco,31627,0.239696
pred_moco,31628,0.234426
pred_moco,31629,0.245304
pred_moco,31630,0.237279
pred_moco,31631,0.248148
pred_moco,31632,0.247332
pred_moco,31633,0.244321
pred_moco,31634,0.236097
pred_moco,31635,0.234227
pred_moco,31636,0.235583
pred_moco,31637,0.235508
pred_moco,31638,0.238367
pred_moco,31639,0.242795
pred_moco,31640,0.240087
pred_moco,31641,0.237005
pred_moco,31642,0.239484
pred_moco,31643,0.241644
pred_moco,31644,0.237918
pred_moco,31645,0.249019
pred_moco,31646,0.242265
pred_moco,31647,0.238125
pred_moco,31648,0.240241
pred_moco,31649,0.240013
pred_moco,31650,0.240156
pred_moco,31651,0.245984
pred_moco,31652,0.243730
pred_moco,31653,0.256350
pred_moco,31654,0.241574
pred_moco,31655,0.239033
pred_moco,31656,0.241223
pred_moco,31657,0.234244
pred_moco,31658,0.234533
pred_moco,31659,0.240598
pred_moco,31660,0.237475
pred_moco,31661,0.246931
pred_moco,31662,0.238848
pred_moco,31663,0.238704
pred_moco,31664,0.240102
pred_moco,31665,0.239923
pred_moco,31666,0.242335
pred_moco,31667,0.243857
pred_moco,31668,0.235179
pred_moco,31669,0.243070
pred_moco,31670,0.244836
pred_moco,31671,0.246545
pred_moco,31672,0.245001
pred_moco,31673,0.243516
pred_moco,31674,0.247652
pred_moco,31675,0.238556
pred_moco,31676,0.240267
pred_moco,31677,0.245796
pred_moco,31678,0.241341
pred_moco,31679,0.234601
pred_moco,31680,0.242671
pred_moco,31681,0.236864
pred_moco,31682,0.240246
pred_moco,31683,0.233282
pred_moco,31684,0.250243
pred_moco,31685,0.242851
pred_moco,31686,0.232353
pred_moco,31687,0.236214
pred_moco,31688,0.239636
pred_moco,31689,0.242961
pred_moco,31690,0.235207
pred_moco,31691,0.235344
pred_moco,31692,0.232600
pred_moco,31693,0.235274
pred_moco,31694,0.235440
pred_moco,31695,0.234014
pred_moco,31696,0.235699
pred_moco,31697,0.234862
pred_moco,31698,0.238012
pred_moco,31699,0.237474
pred_moco,31700,0.240021
pred_moco,31701,0.238386
pred_moco,31702,0.242004
pred_moco,31703,0.236638
pred_moco,31704,0.240980
pred_moco,31705,0.233749
pred_moco,31706,0.247367
pred_moco,31707,0.237765
pred_moco,31708,0.238186
pred_moco,31709,0.237091
pred_moco,31710,0.237595
pred_moco,31711,0.239687
pred_moco,31712,0.247128
pred_moco,31713,0.239505
pred_moco,31714,0.241574
pred_moco,31715,0.240691
pred_moco,31716,0.241488
pred_moco,31717,0.236937
pred_moco,31718,0.242124
pred_moco,31719,0.265644
pred_moco,31720,0.241547
pred_moco,31721,0.238284
pred_moco,31722,0.240383
pred_moco,31723,0.238136
pred_moco,31724,0.242208
pred_moco,31725,0.248689
pred_moco,31726,0.244035
pred_moco,31727,0.260322
pred_moco,31728,0.245420
pred_moco,31729,0.241119
pred_moco,31730,0.239334
pred_moco,31731,0.233670
pred_moco,31732,0.237088
pred_moco,31733,0.231534
pred_moco,31734,0.246804
pred_moco,31735,0.237141
pred_moco,31736,0.242029
pred_moco,31737,0.239286
pred_moco,31738,0.240090
pred_moco,31739,0.243364
pred_moco,31740,0.241454
pred_moco,31741,0.239831
pred_moco,31742,0.232370
pred_moco,31743,0.236707
pred_moco,31744,0.232903
pred_moco,31745,0.238378
pred_moco,31746,0.242271
pred_moco,31747,0.239881
pred_moco,31748,0.238590
pred_moco,31749,0.236781
pred_moco,31750,0.254317
pred_moco,31751,0.239783
pred_moco,31752,0.246647
pred_moco,31753,0.245135
pred_moco,31754,0.241520
pred_moco,31755,0.236632
pred_moco,31756,0.243880
pred_moco,31757,0.244850
pred_moco,31758,0.235255
pred_moco,31759,0.239885
pred_moco,31760,0.238646
pred_moco,31761,0.243380
pred_moco,31762,0.260628
pred_moco,31763,0.236575
pred_moco,31764,0.236941
pred_moco,31765,0.239606
pred_moco,31766,0.239651
pred_moco,31767,0.236485
pred_moco,31768,0.244908
pred_moco,31769,0.239422
pred_moco,31770,0.241662
pred_moco,31771,0.243043
pred_moco,31772,0.234499
pred_moco,31773,0.242544
pred_moco,31774,0.249526
pred_moco,31775,0.243049
pred_moco,31776,0.237207
pred_moco,31777,0.235196
pred_moco,31778,0.232393
pred_moco,31779,0.242561
pred_moco,31780,0.238362
pred_moco,31781,0.239022
pred_moco,31782,0.239606
pred_moco,31783,0.240310
pred_moco,31784,0.237602
pred_moco,31785,0.238891
pred_moco,31786,0.238898
pred_moco,31787,0.238220
pred_moco,31788,0.235934
pred_moco,31789,0.239748
pred_moco,31790,0.242824
pred_moco,31791,0.240655
pred_moco,31792,0.235581
pred_moco,31793,0.238393
pred_moco,31794,0.234910
pred_moco,31795,0.235184
pred_moco,31796,0.238891
pred_moco,31797,0.233109
pred_moco,31798,0.236418
pred_moco,31799,0.231714
pred_moco,31800,0.235360
pred_moco,31801,0.230259
pred_moco,31802,0.238972
pred_moco,31803,0.229727
pred_moco,31804,0.238092
pred_moco,31805,0.232878
pred_moco,31806,0.234330
pred_moco,31807,0.238216
pred_moco,31808,0.232588
pred_moco,31809,0.242155
pred_moco,31810,0.236881
pred_moco,31811,0.237173
pred_moco,31812,0.240184
pred_moco,31813,0.245554
pred_moco,31814,0.243670
pred_moco,31815,0.233808
pred_moco,31816,0.236180
pred_moco,31817,0.241411
pred_moco,31818,0.242671
pred_moco,31819,0.235059
pred_moco,31820,0.232451
pred_moco,31821,0.242978
pred_moco,31822,0.242051
pred_moco,31823,0.240686
pred_moco,31824,0.236856
pred_moco,31825,0.251707
pred_moco,31826,0.252764
pred_moco,31827,0.239590
pred_moco,31828,0.246045
pred_moco,31829,0.234001
pred_moco,31830,0.240534
pred_moco,31831,0.243675
pred_moco,31832,0.239928
pred_moco,31833,0.236394
pred_moco,31834,0.240337
pred_moco,31835,0.239367
pred_moco,31836,0.241124
pred_moco,31837,0.243367
pred_moco,31838,0.238670
pred_moco,31839,0.234876
pred_moco,31840,0.242712
pred_moco,31841,0.236317
pred_moco,31842,0.239044
pred_moco,31843,0.237168
pred_moco,31844,0.242270
pred_moco,31845,0.240219
pred_moco,31846,0.238189
pred_moco,31847,0.238559
pred_moco,31848,0.243836
pred_moco,31849,0.242267
pred_moco,31850,0.238608
pred_moco,31851,0.243154
pred_moco,31852,0.239854
pred_moco,31853,0.240028
pred_moco,31854,0.247529
pred_moco,31855,0.237480
pred_moco,31856,0.256288
pred_moco,31857,0.237881
pred_moco,31858,0.231981
pred_moco,31859,0.231997
pred_moco,31860,0.237055
pred_moco,31861,0.236146
pred_moco,31862,0.241218
pred_moco,31863,0.240076
pred_moco,31864,0.257383
pred_moco,31865,0.240854
pred_moco,31866,0.235265
pred_moco,31867,0.236552
pred_moco,31868,0.243907
pred_moco,31869,0.241779
pred_moco,31870,0.241372
pred_moco,31871,0.261826
pred_moco,31872,0.243927
pred_moco,31873,0.242162
pred_moco,31874,0.236838
pred_moco,31875,0.237166
pred_moco,31876,0.237356
pred_moco,31877,0.234246
pred_moco,31878,0.235485
pred_moco,31879,0.239227
pred_moco,31880,0.240851
pred_moco,31881,0.244621
pred_moco,31882,0.244995
pred_moco,31883,0.249983
pred_moco,31884,0.234888
pred_moco,31885,0.237392
pred_moco,31886,0.237996
pred_moco,31887,0.236649
pred_moco,31888,0.233776
pred_moco,31889,0.244447
pred_moco,31890,0.238987
pred_moco,31891,0.255463
pred_moco,31892,0.236496
pred_moco,31893,0.241354
pred_moco,31894,0.235897
pred_moco,31895,0.237818
pred_moco,31896,0.239831
pred_moco,31897,0.239495
pred_moco,31898,0.234405
pred_moco,31899,0.236740
pred_moco,31900,0.238572
pred_moco,31901,0.245586
pred_moco,31902,0.247306
pred_moco,31903,0.237208
pred_moco,31904,0.240839
pred_moco,31905,0.237752
pred_moco,31906,0.243673
pred_moco,31907,0.240794
pred_moco,31908,0.238368
pred_moco,31909,0.236872
pred_moco,31910,0.237291
pred_moco,31911,0.239067
pred_moco,31912,0.240788
pred_moco,31913,0.241908
pred_moco,31914,0.231644
pred_moco,31915,0.234397
pred_moco,31916,0.236690
pred_moco,31917,0.232338
pred_moco,31918,0.234411
pred_moco,31919,0.232217
pred_moco,31920,0.242259
pred_moco,31921,0.239919
pred_moco,31922,0.245986
pred_moco,31923,0.243639
pred_moco,31924,0.250382
pred_moco,31925,0.242010
pred_moco,31926,0.248865
pred_moco,31927,0.249735
pred_moco,31928,0.242060
pred_moco,31929,0.235200
pred_moco,31930,0.241243
pred_moco,31931,0.247699
pred_moco,31932,0.258287
pred_moco,31933,0.254245
pred_moco,31934,0.241319
pred_moco,31935,0.243755
pred_moco,31936,0.240156
pred_moco,31937,0.236270
pred_moco,31938,0.241052
pred_moco,31939,0.243134
pred_moco,31940,0.229784
pred_moco,31941,0.237260
pred_moco,31942,0.235204
pred_moco,31943,0.236502
pred_moco,31944,0.246086
pred_moco,31945,0.240243
pred_moco,31946,0.236923
pred_moco,31947,0.243267
pred_moco,31948,0.233724
pred_moco,31949,0.242911
pred_moco,31950,0.234150
pred_moco,31951,0.235969
pred_moco,31952,0.249409
pred_moco,31953,0.238623
pred_moco,31954,0.237184
pred_moco,31955,0.241553
pred_moco,31956,0.236928
pred_moco,31957,0.236817
pred_moco,31958,0.235423
pred_moco,31959,0.240719
pred_moco,31960,0.244301
pred_moco,31961,0.240541
pred_moco,31962,0.237258
pred_moco,31963,0.243803
pred_moco,31964,0.240089
pred_moco,31965,0.241480
pred_moco,31966,0.236419
pred_moco,31967,0.236767
pred_moco,31968,0.234917
pred_moco,31969,0.237419
pred_moco,31970,0.231793
pred_moco,31971,0.236059
pred_moco,31972,0.238157
pred_moco,31973,0.240002
pred_moco,31974,0.238213
pred_moco,31975,0.237295
pred_moco,31976,0.241563
pred_moco,31977,0.242655
pred_moco,31978,0.233385
pred_moco,31979,0.236380
pred_moco,31980,0.239486
pred_moco,31981,0.239215
pred_moco,31982,0.247553
pred_moco,31983,0.240305
pred_moco,31984,0.239300
pred_moco,31985,0.240257
pred_moco,31986,0.240822
pred_moco,31987,0.239540
pred_moco,31988,0.237691
pred_moco,31989,0.236507
pred_moco,31990,0.252067
pred_moco,31991,0.239070
pred_moco,31992,0.242300
pred_moco,31993,0.241570
pred_moco,31994,0.236406
pred_moco,31995,0.245738
pred_moco,31996,0.239586
pred_moco,31997,0.245007
pred_moco,31998,0.241216
pred_moco,31999,0.236365
pred_moco,32000,0.241914
pred_moco,32001,0.237576
pred_moco,32002,0.239979
pred_moco,32003,0.238501
pred_moco,32004,0.239044
pred_moco,32005,0.237163
pred_moco,32006,0.237487
pred_moco,32007,0.246402
pred_moco,32008,0.241817
pred_moco,32009,0.244814
pred_moco,32010,0.242593
pred_moco,32011,0.239355
pred_moco,32012,0.237649
pred_moco,32013,0.243091
pred_moco,32014,0.238199
pred_moco,32015,0.236393
pred_moco,32016,0.240435
pred_moco,32017,0.240560
pred_moco,32018,0.237843
pred_moco,32019,0.244036
pred_moco,32020,0.241310
pred_moco,32021,0.236153
pred_moco,32022,0.237479
pred_moco,32023,0.237065
pred_moco,32024,0.235396
pred_moco,32025,0.236708
pred_moco,32026,0.237334
pred_moco,32027,0.234969
pred_moco,32028,0.239886
pred_moco,32029,0.238615
pred_moco,32030,0.235135
pred_moco,32031,0.242501
pred_moco,32032,0.238927
pred_moco,32033,0.239025
pred_moco,32034,0.232755
pred_moco,32035,0.238036
pred_moco,32036,0.243204
pred_moco,32037,0.240755
pred_moco,32038,0.240964
pred_moco,32039,0.241859
pred_moco,32040,0.238013
pred_moco,32041,0.239558
pred_moco,32042,0.236960
pred_moco,32043,0.236498
pred_moco,32044,0.230437
pred_moco,32045,0.239000
pred_moco,32046,0.237746
pred_moco,32047,0.231919
pred_moco,32048,0.241933
pred_moco,32049,0.245187
pred_moco,32050,0.245098
pred_moco,32051,0.240456
pred_moco,32052,0.241099
pred_moco,32053,0.235465
pred_moco,32054,0.238063
pred_moco,32055,0.238058
pred_moco,32056,0.248190
pred_moco,32057,0.233923
pred_moco,32058,0.244859
pred_moco,32059,0.243202
pred_moco,32060,0.239963
pred_moco,32061,0.241515
pred_moco,32062,0.243459
pred_moco,32063,0.246188
pred_moco,32064,0.240250
pred_moco,32065,0.240759
pred_moco,32066,0.244473
pred_moco,32067,0.240895
pred_moco,32068,0.242745
pred_moco,32069,0.235873
pred_moco,32070,0.243518
pred_moco,32071,0.238113
pred_moco,32072,0.245093
pred_moco,32073,0.232094
pred_moco,32074,0.238381
pred_moco,32075,0.240365
pred_moco,32076,0.238095
pred_moco,32077,0.235937
pred_moco,32078,0.240488
pred_moco,32079,0.239254
pred_moco,32080,0.238890
pred_moco,32081,0.239608
pred_moco,32082,0.241454
pred_moco,32083,0.237581
pred_moco,32084,0.236848
pred_moco,32085,0.237999
pred_moco,32086,0.238874
pred_moco,32087,0.237911
pred_moco,32088,0.242250
pred_moco,32089,0.234384
pred_moco,32090,0.239120
pred_moco,32091,0.237305
pred_moco,32092,0.240300
pred_moco,32093,0.239607
pred_moco,32094,0.233768
pred_moco,32095,0.240833
pred_moco,32096,0.244434
pred_moco,32097,0.242854
pred_moco,32098,0.238207
pred_moco,32099,0.240691
pred_moco,32100,0.242211
pred_moco,32101,0.232848
pred_moco,32102,0.234956
pred_moco,32103,0.231285
pred_moco,32104,0.239709
pred_moco,32105,0.236871
pred_moco,32106,0.240708
pred_moco,32107,0.239710
pred_moco,32108,0.236589
pred_moco,32109,0.250154
pred_moco,32110,0.246235
pred_moco,32111,0.247727
pred_moco,32112,0.236618
pred_moco,32113,0.233687
pred_moco,32114,0.240144
pred_moco,32115,0.245777
pred_moco,32116,0.237306
pred_moco,32117,0.235928
pred_moco,32118,0.238980
pred_moco,32119,0.242734
pred_moco,32120,0.244683
pred_moco,32121,0.238967
pred_moco,32122,0.243736
pred_moco,32123,0.247403
pred_moco,32124,0.247076
pred_moco,32125,0.237006
pred_moco,32126,0.243528
pred_moco,32127,0.256456
pred_moco,32128,0.240871
pred_moco,32129,0.240683
pred_moco,32130,0.242119
pred_moco,32131,0.234482
pred_moco,32132,0.236583
pred_moco,32133,0.238230
pred_moco,32134,0.254579
pred_moco,32135,0.236975
pred_moco,32136,0.241327
pred_moco,32137,0.241291
pred_moco,32138,0.235297
pred_moco,32139,0.251344
pred_moco,32140,0.242738
pred_moco,32141,0.241759
pred_moco,32142,0.241947
pred_moco,32143,0.249801
pred_moco,32144,0.240733
pred_moco,32145,0.239779
pred_moco,32146,0.240326
pred_moco,32147,0.248518
pred_moco,32148,0.241767
pred_moco,32149,0.245840
pred_moco,32150,0.241264
pred_moco,32151,0.243012
pred_moco,32152,0.239757
pred_moco,32153,0.246222
pred_moco,32154,0.237485
pred_moco,32155,0.245266
pred_moco,32156,0.237059
pred_moco,32157,0.239291
pred_moco,32158,0.240951
pred_moco,32159,0.234532
pred_moco,32160,0.239345
pred_moco,32161,0.239246
pred_moco,32162,0.249751
pred_moco,32163,0.246287
pred_moco,32164,0.248805
pred_moco,32165,0.244265
pred_moco,32166,0.232836
pred_moco,32167,0.247825
pred_moco,32168,0.240279
pred_moco,32169,0.237442
pred_moco,32170,0.247607
pred_moco,32171,0.239424
pred_moco,32172,0.242530
pred_moco,32173,0.244475
pred_moco,32174,0.244104
pred_moco,32175,0.236610
pred_moco,32176,0.240586
pred_moco,32177,0.237409
pred_moco,32178,0.237488
pred_moco,32179,0.241178
pred_moco,32180,0.238301
pred_moco,32181,0.237118
pred_moco,32182,0.238979
pred_moco,32183,0.232982
pred_moco,32184,0.232545
pred_moco,32185,0.237887
pred_moco,32186,0.235565
pred_moco,32187,0.234206
pred_moco,32188,0.243318
pred_moco,32189,0.236767
pred_moco,32190,0.234161
pred_moco,32191,0.227305
pred_moco,32192,0.236809
pred_moco,32193,0.238885
pred_moco,32194,0.237458
pred_moco,32195,0.239369
pred_moco,32196,0.237620
pred_moco,32197,0.242705
pred_moco,32198,0.243298
pred_moco,32199,0.238102
pred_moco,32200,0.239446
pred_moco,32201,0.246931
pred_moco,32202,0.240133
pred_moco,32203,0.236019
pred_moco,32204,0.247702
pred_moco,32205,0.237820
pred_moco,32206,0.234608
pred_moco,32207,0.243119
pred_moco,32208,0.232172
pred_moco,32209,0.233787
pred_moco,32210,0.233742
pred_moco,32211,0.240999
pred_moco,32212,0.241643
pred_moco,32213,0.243395
pred_moco,32214,0.237423
pred_moco,32215,0.235916
pred_moco,32216,0.242810
pred_moco,32217,0.237555
pred_moco,32218,0.234078
pred_moco,32219,0.243130
pred_moco,32220,0.239919
pred_moco,32221,0.234759
pred_moco,32222,0.245820
pred_moco,32223,0.245014
pred_moco,32224,0.236533
pred_moco,32225,0.241822
pred_moco,32226,0.242145
pred_moco,32227,0.235385
pred_moco,32228,0.233679
pred_moco,32229,0.235689
pred_moco,32230,0.243230
pred_moco,32231,0.241935
pred_moco,32232,0.237623
pred_moco,32233,0.238162
pred_moco,32234,0.234633
pred_moco,32235,0.238885
pred_moco,32236,0.239590
pred_moco,32237,0.242337
pred_moco,32238,0.239033
pred_moco,32239,0.239862
pred_moco,32240,0.243966
pred_moco,32241,0.246318
pred_moco,32242,0.239710
pred_moco,32243,0.238220
pred_moco,32244,0.243194
pred_moco,32245,0.238925
pred_moco,32246,0.239258
pred_moco,32247,0.236345
pred_moco,32248,0.237116
pred_moco,32249,0.236705
pred_moco,32250,0.238218
pred_moco,32251,0.237845
pred_moco,32252,0.235899
pred_moco,32253,0.240347
pred_moco,32254,0.237194
pred_moco,32255,0.240875
pred_moco,32256,0.242288
pred_moco,32257,0.243848
pred_moco,32258,0.238979
pred_moco,32259,0.239423
pred_moco,32260,0.236622
pred_moco,32261,0.234259
pred_moco,32262,0.236108
pred_moco,32263,0.237337
pred_moco,32264,0.238130
pred_moco,32265,0.242546
pred_moco,32266,0.241593
pred_moco,32267,0.236907
pred_moco,32268,0.233065
pred_moco,32269,0.234127
pred_moco,32270,0.237179
pred_moco,32271,0.244530
pred_moco,32272,0.244441
pred_moco,32273,0.242733
pred_moco,32274,0.244114
pred_moco,32275,0.240032
pred_moco,32276,0.239493
pred_moco,32277,0.240775
pred_moco,32278,0.239882
pred_moco,32279,0.237545
pred_moco,32280,0.244188
pred_moco,32281,0.233835
pred_moco,32282,0.238266
pred_moco,32283,0.242480
pred_moco,32284,0.243738
pred_moco,32285,0.242392
pred_moco,32286,0.245726
pred_moco,32287,0.239640
pred_moco,32288,0.244149
pred_moco,32289,0.240959
pred_moco,32290,0.239261
pred_moco,32291,0.234895
pred_moco,32292,0.247291
pred_moco,32293,0.237364
pred_moco,32294,0.240691
pred_moco,32295,0.240623
pred_moco,32296,0.241538
pred_moco,32297,0.243097
pred_moco,32298,0.236268
pred_moco,32299,0.239454
pred_moco,32300,0.238514
pred_moco,32301,0.241673
pred_moco,32302,0.242788
pred_moco,32303,0.236163
pred_moco,32304,0.237459
pred_moco,32305,0.240279
pred_moco,32306,0.244016
pred_moco,32307,0.243753
pred_moco,32308,0.239780
pred_moco,32309,0.239117
pred_moco,32310,0.233872
pred_moco,32311,0.236713
pred_moco,32312,0.238717
pred_moco,32313,0.234694
pred_moco,32314,0.235726
pred_moco,32315,0.239269
pred_moco,32316,0.237363
pred_moco,32317,0.238672
pred_moco,32318,0.239948
pred_moco,32319,0.241013
pred_moco,32320,0.238686
pred_moco,32321,0.236840
pred_moco,32322,0.236274
pred_moco,32323,0.236144
pred_moco,32324,0.232343
pred_moco,32325,0.236702
pred_moco,32326,0.241050
pred_moco,32327,0.228933
pred_moco,32328,0.248628
pred_moco,32329,0.243385
pred_moco,32330,0.241074
pred_moco,32331,0.239395
pred_moco,32332,0.246860
pred_moco,32333,0.230869
pred_moco,32334,0.238231
pred_moco,32335,0.240089
pred_moco,32336,0.242809
pred_moco,32337,0.236776
pred_moco,32338,0.239733
pred_moco,32339,0.246392
pred_moco,32340,0.239373
pred_moco,32341,0.239237
pred_moco,32342,0.243640
pred_moco,32343,0.232944
pred_moco,32344,0.231862
pred_moco,32345,0.233046
pred_moco,32346,0.232295
pred_moco,32347,0.235215
pred_moco,32348,0.239289
pred_moco,32349,0.238135
pred_moco,32350,0.243878
pred_moco,32351,0.243019
pred_moco,32352,0.239055
pred_moco,32353,0.237175
pred_moco,32354,0.238269
pred_moco,32355,0.231474
pred_moco,32356,0.237516
pred_moco,32357,0.238704
pred_moco,32358,0.239550
pred_moco,32359,0.242385
pred_moco,32360,0.243016
pred_moco,32361,0.243441
pred_moco,32362,0.242377
pred_moco,32363,0.241715
pred_moco,32364,0.237385
pred_moco,32365,0.238543
pred_moco,32366,0.240618
pred_moco,32367,0.241157
pred_moco,32368,0.243946
pred_moco,32369,0.231566
pred_moco,32370,0.240920
pred_moco,32371,0.242160
pred_moco,32372,0.234305
pred_moco,32373,0.238793
pred_moco,32374,0.235857
pred_moco,32375,0.240104
pred_moco,32376,0.238593
pred_moco,32377,0.240487
pred_moco,32378,0.241776
pred_moco,32379,0.258869
pred_moco,32380,0.237972
pred_moco,32381,0.238831
pred_moco,32382,0.239929
pred_moco,32383,0.242538
pred_moco,32384,0.235305
pred_moco,32385,0.247755
pred_moco,32386,0.238079
pred_moco,32387,0.244869
pred_moco,32388,0.241374
pred_moco,32389,0.243669
pred_moco,32390,0.243170
pred_moco,32391,0.240158
pred_moco,32392,0.247184
pred_moco,32393,0.241969
pred_moco,32394,0.242305
pred_moco,32395,0.239857
pred_moco,32396,0.234845
pred_moco,32397,0.233958
pred_moco,32398,0.237873
pred_moco,32399,0.247223
pred_moco,32400,0.241651
pred_moco,32401,0.237941
pred_moco,32402,0.239089
pred_moco,32403,0.230175
pred_moco,32404,0.234044
pred_moco,32405,0.236839
pred_moco,32406,0.234076
pred_moco,32407,0.233534
pred_moco,32408,0.233198
pred_moco,32409,0.235090
pred_moco,32410,0.245041
pred_moco,32411,0.233846
pred_moco,32412,0.241521
pred_moco,32413,0.244925
pred_moco,32414,0.239542
pred_moco,32415,0.240384
pred_moco,32416,0.237913
pred_moco,32417,0.237648
pred_moco,32418,0.236677
pred_moco,32419,0.240409
pred_moco,32420,0.237622
pred_moco,32421,0.238726
pred_moco,32422,0.253955
pred_moco,32423,0.240954
pred_moco,32424,0.237686
pred_moco,32425,0.237101
pred_moco,32426,0.236284
pred_moco,32427,0.237914
pred_moco,32428,0.234149
pred_moco,32429,0.243693
pred_moco,32430,0.237064
pred_moco,32431,0.246468
pred_moco,32432,0.236821
pred_moco,32433,0.242466
pred_moco,32434,0.245114
pred_moco,32435,0.239197
pred_moco,32436,0.236401
pred_moco,32437,0.243015
pred_moco,32438,0.239200
pred_moco,32439,0.236462
pred_moco,32440,0.233114
pred_moco,32441,0.245046
pred_moco,32442,0.239953
pred_moco,32443,0.235432
pred_moco,32444,0.241706
pred_moco,32445,0.242932
pred_moco,32446,0.239029
pred_moco,32447,0.245449
pred_moco,32448,0.237159
pred_moco,32449,0.234857
pred_moco,32450,0.233551
pred_moco,32451,0.238447
pred_moco,32452,0.233868
pred_moco,32453,0.237495
pred_moco,32454,0.238872
pred_moco,32455,0.238573
pred_moco,32456,0.249042
pred_moco,32457,0.237795
pred_moco,32458,0.233862
pred_moco,32459,0.237382
pred_moco,32460,0.243490
pred_moco,32461,0.240436
pred_moco,32462,0.239722
pred_moco,32463,0.243055
pred_moco,32464,0.235868
pred_moco,32465,0.240300
pred_moco,32466,0.236528
pred_moco,32467,0.246021
pred_moco,32468,0.232865
pred_moco,32469,0.234847
