step,latent,kind,step_ref,delta_step,drift_cos,drift_cos_aligned,rot_gap,cka
20000,student_h,adjacent,0,20000,0.848187,0.379722,0.468465,0.347941
20000,teacher_h,adjacent,0,20000,0.849976,0.379096,0.470881,0.347756
40000,student_h,adjacent,20000,20000,0.350855,0.076615,0.274240,0.873119
40000,student_h,vs_initial,0,40000,0.877924,0.362791,0.515133,0.344716
40000,teacher_h,adjacent,20000,20000,0.349660,0.076495,0.273164,0.873282
40000,teacher_h,vs_initial,0,40000,0.875606,0.361020,0.514587,0.344373
