step,latent,kind,step_ref,delta_step,drift_cos,drift_cos_aligned,rot_gap,cka
20000,student_h,adjacent,0,20000,0.960429,0.582145,0.378285,0.261373
20000,teacher_h,adjacent,0,20000,0.962340,0.581902,0.380437,0.260960
40000,student_h,adjacent,20000,20000,0.549404,0.316414,0.232990,0.761022
40000,student_h,vs_initial,0,40000,0.961097,0.602065,0.359032,0.305073
40000,teacher_h,adjacent,20000,20000,0.553809,0.320527,0.233283,0.759201
40000,teacher_h,vs_initial,0,40000,0.962072,0.604486,0.357586,0.304230
