step,latent,kind,step_ref,delta_step,drift_cos,drift_cos_aligned,rot_gap,cka
20000,student_h,adjacent,0,20000,0.963733,0.684659,0.279074,0.246359
20000,teacher_h,adjacent,0,20000,0.963574,0.683664,0.279910,0.244828
40000,student_h,adjacent,20000,20000,0.903363,0.674394,0.228969,0.074983
40000,student_h,vs_initial,0,40000,0.979846,0.691706,0.288140,0.106838
40000,teacher_h,adjacent,20000,20000,0.903634,0.674340,0.229295,0.072681
40000,teacher_h,vs_initial,0,40000,0.979822,0.688645,0.291177,0.105563
