step,layer_idx,block,qk_logit_maxabs,sa_in_maxabs,sa_out_maxabs,resid_post_sa_maxabs,resid_post_ffn_maxabs
200,0,enc,2.8132903575897217,5.639424800872803,5.82421875,6.1493096351623535,5.70365571975708
200,1,enc,2.5779614448547363,6.123730659484863,5.4765625,7.187694549560547,7.116177082061768
200,2,enc,2.4347681999206543,6.757229804992676,6.92578125,6.537707328796387,5.318695545196533
200,0,fcst,2.7703258991241455,5.595172882080078,1.888671875,7.65211296081543,9.8114013671875
200,1,fcst,2.743649482727051,5.217067241668701,2.359375,11.92129898071289,14.301497459411621
200,2,fcst,2.744901418685913,5.962855339050293,2.1875,17.740251541137695,20.857145309448242
200,0,enc,2.8039026260375977,5.611301422119141,5.05078125,5.826566696166992,4.9398393630981445
200,1,enc,2.553354024887085,5.911215305328369,4.64453125,6.045539855957031,5.827829360961914
200,2,enc,2.4334399700164795,6.649584770202637,5.8671875,5.217869758605957,4.813867092132568
400,0,enc,3.0572338104248047,5.564748287200928,6.72265625,6.135786533355713,6.0133056640625
400,1,enc,3.094306230545044,5.9048871994018555,8.40625,7.167524814605713,6.843017578125
400,2,enc,2.5315730571746826,6.66960334777832,10.59375,6.40430212020874,5.255771636962891
400,0,fcst,3.080252170562744,5.047537803649902,2.060546875,7.355020046234131,9.833318710327148
400,1,fcst,2.7093262672424316,5.917596340179443,3.044921875,13.550752639770508,17.98000717163086
400,2,fcst,2.723539352416992,5.13584041595459,3.060546875,20.189117431640625,23.466026306152344
400,0,enc,3.0348029136657715,5.5109663009643555,5.4296875,5.770712852478027,4.116403102874756
400,1,enc,3.0705037117004395,5.5235395431518555,6.5703125,5.358666896820068,5.307521820068359
400,2,enc,2.5172441005706787,6.648871421813965,9.0546875,5.229700565338135,4.624311923980713
600,0,enc,3.3861899375915527,5.739943981170654,11.140625,5.197671890258789,5.002953052520752
600,1,enc,3.542336940765381,5.741360664367676,11.1484375,5.490236282348633,5.490236282348633
600,2,enc,2.656148910522461,6.56089448928833,13.828125,5.447507858276367,4.862800121307373
600,0,fcst,3.375962257385254,5.073703765869141,1.9169921875,7.149168014526367,10.53090763092041
600,1,fcst,2.8779709339141846,5.789001941680908,2.71875,14.565393447875977,19.5671329498291
600,2,fcst,2.8049123287200928,5.371878147125244,2.55078125,22.672378540039062,26.739219665527344
600,0,enc,3.3813648223876953,5.780536651611328,7.84765625,4.968393325805664,3.9160354137420654
600,1,enc,3.481947422027588,5.297708511352539,8.765625,4.4118194580078125,4.75053596496582
600,2,enc,2.663529634475708,6.47603702545166,12.3125,5.078842639923096,4.582993030548096
800,0,enc,3.7412400245666504,5.716092109680176,12.5,4.030307769775391,4.04345703125
800,1,enc,3.8469972610473633,5.802552223205566,13.90625,6.002190113067627,4.943786144256592
800,2,enc,2.7337348461151123,6.1138596534729,16.421875,5.175178527832031,5.2577433586120605
800,0,fcst,3.5465891361236572,5.373212814331055,1.9208984375,7.020186424255371,9.485919952392578
800,1,fcst,2.958353042602539,5.317375183105469,3.177734375,13.022393226623535,17.33831024169922
800,2,fcst,2.8076772689819336,5.062376022338867,2.73828125,21.539047241210938,24.28644371032715
800,0,enc,3.72344970703125,5.715717315673828,10.6640625,3.765510082244873,4.204528331756592
800,1,enc,3.7823519706726074,5.286145210266113,10.625,4.774544715881348,4.561882972717285
800,2,enc,2.717238426208496,6.241132736206055,14.28125,4.623115062713623,4.921699047088623
1000,0,enc,4.192728042602539,5.977457523345947,13.65625,3.3228535652160645,3.430022716522217
1000,1,enc,4.054022789001465,5.722379684448242,16.515625,4.992828369140625,4.937199115753174
1000,2,enc,2.9078121185302734,5.993980407714844,17.46875,4.860086441040039,5.355770587921143
1000,0,fcst,3.6394753456115723,5.357775688171387,1.87890625,7.534419059753418,10.938969612121582
1000,1,fcst,3.031620979309082,5.631223678588867,3.2734375,13.604110717773438,17.71218490600586
1000,2,fcst,2.8232107162475586,4.855091571807861,2.4296875,21.671218872070312,24.043180465698242
1000,0,enc,4.173943996429443,6.001972198486328,12.5390625,3.2370710372924805,3.6933600902557373
1000,1,enc,3.996276378631592,5.153621196746826,12.296875,4.213685989379883,4.759197235107422
1000,2,enc,2.87880539894104,5.961044788360596,14.9296875,4.733817100524902,5.279715538024902
1200,0,enc,4.4928879737854,6.004082202911377,16.640625,2.884992837905884,3.597724676132202
1200,1,enc,4.140902519226074,5.644437789916992,18.8125,4.6128106117248535,4.875158309936523
1200,2,enc,3.0361571311950684,6.004669666290283,16.890625,4.659621238708496,5.337821960449219
1200,0,fcst,3.890341281890869,5.233121871948242,2.185546875,7.9359283447265625,11.778146743774414
1200,1,fcst,3.03342866897583,5.577911376953125,3.357421875,14.054455757141113,17.765254974365234
1200,2,fcst,2.838871717453003,4.652078151702881,2.353515625,21.595548629760742,24.1324405670166
1200,0,enc,4.488189697265625,5.96363639831543,14.3203125,2.643028974533081,3.6186137199401855
1200,1,enc,4.141780376434326,5.302643775939941,13.984375,4.3654584884643555,4.726625442504883
1200,2,enc,3.0344650745391846,5.881335735321045,15.6640625,4.5757222175598145,5.227616786956787
1400,0,enc,4.730515480041504,6.475968360900879,20.609375,2.8284897804260254,3.7346794605255127
1400,1,enc,4.262972831726074,5.474215030670166,18.21875,4.454126834869385,4.454126834869385
1400,2,enc,3.2226359844207764,5.519774913787842,18.21875,4.131739139556885,4.125672340393066
1400,0,fcst,3.936394453048706,5.1951584815979,2.26171875,6.489911079406738,13.197208404541016
1400,1,fcst,3.074849843978882,5.4890594482421875,3.451171875,15.564743995666504,20.86422348022461
1400,2,fcst,2.9477245807647705,4.999782085418701,2.376953125,21.44065284729004,23.23969841003418
1400,0,enc,4.710514068603516,6.474313259124756,18.40625,2.8287739753723145,3.3213255405426025
1400,1,enc,4.259995937347412,5.13029670715332,15.6484375,3.954151153564453,4.133018493652344
1400,2,enc,3.224827527999878,5.448483943939209,15.9921875,3.913768768310547,4.261931419372559
1600,0,enc,5.023848056793213,6.425472736358643,22.71875,2.8471264839172363,3.8659987449645996
1600,1,enc,4.285157203674316,5.430586338043213,19.5625,4.4511542320251465,4.664234638214111
1600,2,enc,3.366337537765503,5.775880336761475,18.4375,4.700062274932861,4.565039157867432
1600,0,fcst,4.048402786254883,5.632137775421143,2.470703125,6.08212947845459,12.221477508544922
1600,1,fcst,3.114351511001587,5.494302272796631,3.92578125,13.680585861206055,17.414630889892578
1600,2,fcst,3.062986135482788,4.886853218078613,2.783203125,20.05832290649414,22.86431312561035
1600,0,enc,5.00307035446167,6.401508808135986,20.578125,2.7673683166503906,3.3469512462615967
1600,1,enc,4.269772052764893,5.152881145477295,16.328125,4.300833702087402,4.330130577087402
1600,2,enc,3.3785247802734375,5.7758073806762695,15.5625,4.401986598968506,4.322091579437256
1800,0,enc,5.359784126281738,6.659351348876953,25.328125,2.5906996726989746,3.6993675231933594
1800,1,enc,4.311992645263672,5.2837815284729,20.4375,4.150005340576172,3.871685028076172
1800,2,enc,3.5221900939941406,5.590730667114258,14.9140625,3.8646795749664307,3.8496081829071045
1800,0,fcst,4.101603984832764,5.338756084442139,2.3984375,6.086978912353516,13.746182441711426
1800,1,fcst,3.195005178451538,5.580498695373535,3.79296875,14.999547958374023,18.797290802001953
1800,2,fcst,3.1596755981445312,4.630051612854004,2.9140625,19.836292266845703,22.772489547729492
1800,0,enc,5.387286186218262,6.687782287597656,22.703125,2.4208106994628906,3.3820788860321045
1800,1,enc,4.267695903778076,4.995370388031006,17.46875,3.814375400543213,3.995161533355713
1800,2,enc,3.579888105392456,5.521660804748535,13.484375,4.116250991821289,4.106813430786133
2000,0,enc,5.536880016326904,6.303732395172119,27.375,2.5945703983306885,3.6033666133880615
2000,1,enc,4.273201942443848,5.17325496673584,21.015625,4.166683673858643,4.403500080108643
2000,2,enc,3.7756588459014893,5.431220531463623,14.1015625,4.403500080108643,4.403500080108643
2000,0,fcst,4.135015964508057,5.293269634246826,2.333984375,5.843799591064453,14.531476974487305
2000,1,fcst,3.2489099502563477,5.558371543884277,3.515625,15.122106552124023,19.165075302124023
2000,2,fcst,3.3042569160461426,4.999741554260254,3.294921875,20.722309112548828,22.63680648803711
2000,0,enc,5.543748378753662,6.260728359222412,24.109375,2.5263352394104004,3.4494760036468506
2000,1,enc,4.319157600402832,5.028719425201416,18.09375,3.823265552520752,4.088890552520752
2000,2,enc,3.7059273719787598,5.387487411499023,14.5625,4.172685623168945,4.086931228637695
2200,0,enc,5.770142078399658,6.161015510559082,28.921875,2.3448736667633057,3.967428684234619
2200,1,enc,4.300754547119141,5.2969970703125,20.40625,4.362562656402588,4.531890869140625
2200,2,enc,3.93623685836792,5.136600494384766,13.890625,4.328147888183594,4.285231113433838
2200,0,fcst,4.084685325622559,5.466074466705322,2.5546875,6.065665245056152,13.665578842163086
2200,1,fcst,3.3153786659240723,5.359504699707031,3.580078125,14.958901405334473,18.42678451538086
2200,2,fcst,3.326730966567993,4.520546913146973,3.03515625,19.910486221313477,23.009445190429688
2200,0,enc,5.774524211883545,6.149835109710693,25.59375,2.3769311904907227,3.7240405082702637
2200,1,enc,4.273195743560791,5.021862030029297,18.515625,4.024228096008301,4.158572673797607
2200,2,enc,3.8777875900268555,5.293769836425781,13.0390625,4.298036575317383,4.293142318725586
2400,0,enc,5.78591251373291,6.357620716094971,30.453125,2.4780142307281494,4.452047348022461
2400,1,enc,4.375299453735352,5.3027215003967285,20.59375,4.371169090270996,4.448819160461426
2400,2,enc,4.104151248931885,4.928318977355957,13.5390625,4.378815650939941,4.485694885253906
2400,0,fcst,4.06056022644043,5.164348125457764,2.43359375,5.584074974060059,13.945390701293945
2400,1,fcst,3.3921422958374023,5.4250569343566895,3.8671875,16.526966094970703,18.907608032226562
2400,2,fcst,3.497347116470337,4.9251389503479,2.787109375,20.95604705810547,22.261384963989258
2400,0,enc,5.778833866119385,6.370804786682129,27.734375,2.404269218444824,3.858032703399658
2400,1,enc,4.297684192657471,5.09036111831665,17.359375,4.176374912261963,4.264326572418213
2400,2,enc,4.0924272537231445,4.905594825744629,12.171875,4.3351569175720215,4.4844489097595215
2600,0,enc,6.029181957244873,6.257828235626221,32.21875,2.460972785949707,3.716641426086426
2600,1,enc,4.358547687530518,5.374440670013428,19.8125,4.0154571533203125,4.364306926727295
2600,2,enc,4.2792229652404785,4.603066444396973,14.0625,4.586780071258545,4.39336633682251
2600,0,fcst,4.115366458892822,5.324810028076172,2.4375,6.01615571975708,14.723885536193848
2600,1,fcst,3.493171453475952,5.48649263381958,4.1875,16.431434631347656,18.782629013061523
2600,2,fcst,3.5754594802856445,4.971137523651123,3.029296875,21.07003402709961,22.70930290222168
2600,0,enc,5.969513416290283,6.256557464599609,29.0625,2.409675359725952,3.616880416870117
2600,1,enc,4.351169109344482,5.136312484741211,16.609375,3.586500644683838,3.6629457473754883
2600,2,enc,4.267596244812012,4.719764709472656,12.765625,3.919160842895508,4.000520706176758
2800,0,enc,6.160444736480713,6.250441074371338,34.625,2.432274580001831,4.093167304992676
2800,1,enc,4.371248722076416,5.45257043838501,19.921875,4.483245849609375,4.211843013763428
2800,2,enc,4.414988040924072,4.912819862365723,12.515625,4.693674087524414,4.633113861083984
2800,0,fcst,4.03969669342041,5.2171711921691895,2.5,6.144670486450195,14.25520133972168
2800,1,fcst,3.511108160018921,5.620553493499756,4.79296875,16.050230026245117,19.368371963500977
2800,2,fcst,3.6299455165863037,4.512927055358887,3.033203125,20.959259033203125,23.340604782104492
2800,0,enc,6.272216796875,6.238273620605469,30.75,2.337301731109619,3.6664886474609375
2800,1,enc,4.294872760772705,5.186906337738037,16.296875,3.9908618927001953,4.011995315551758
2800,2,enc,4.397119045257568,4.576894283294678,12.2421875,4.068608283996582,4.157880783081055
3000,0,enc,6.48973274230957,5.972829341888428,35.65625,2.1980576515197754,3.5756113529205322
3000,1,enc,4.388805866241455,5.452315330505371,17.71875,4.500656604766846,4.231830596923828
3000,2,enc,4.506057262420654,4.035550117492676,14.0390625,4.016185760498047,3.952117681503296
3000,0,fcst,4.08084774017334,5.049505233764648,2.46875,5.775662899017334,13.240012168884277
3000,1,fcst,3.6019015312194824,5.311140060424805,5.6875,16.000988006591797,19.175901412963867
3000,2,fcst,3.688821315765381,4.829119682312012,2.748046875,20.18920135498047,22.31919288635254
3000,0,enc,6.563024044036865,5.955367565155029,30.703125,2.1270084381103516,3.498486042022705
3000,1,enc,4.378587245941162,5.107551574707031,15.5,4.072072982788086,3.8796567916870117
