stop,split,name,n,gm_rel_mase
B2_k3_bb200k_student,term,long,21,1.354438
B2_k3_bb200k_student,term,medium_long,42,1.381540
B2_k3_bb200k_student,domain,Econ/Fin,6,1.868510
B2_k3_bb200k_student,domain,Energy,32,1.586608
B2_k3_bb200k_student,domain,Healthcare,5,1.283158
B2_k3_bb200k_student,domain,Nature,15,0.914263
B2_k3_bb200k_student,domain,Sales,4,0.823626
B2_k3_bb200k_student,domain,Transport,15,1.077449
B2_k3_bb200k_student,domain,Web/CloudOps,20,1.347205
B2_k3_bb200k_teacher,all,all,97,1.282455
B2_k3_bb200k_teacher,term,short,55,1.210821
B2_k3_bb200k_teacher,term,medium,21,1.410153
B2_k3_bb200k_teacher,term,long,21,1.355799
B2_k3_bb200k_teacher,term,medium_long,42,1.382709
B2_k3_bb200k_teacher,domain,Econ/Fin,6,1.921594
B2_k3_bb200k_teacher,domain,Energy,32,1.558260
B2_k3_bb200k_teacher,domain,Healthcare,5,1.301334
B2_k3_bb200k_teacher,domain,Nature,15,0.915123
B2_k3_bb200k_teacher,domain,Sales,4,0.834452
B2_k3_bb200k_teacher,domain,Transport,15,1.071718
B2_k3_bb200k_teacher,domain,Web/CloudOps,20,1.330869
B2_k3_bb40k_student,all,all,97,1.397618
B2_k3_bb40k_student,term,short,55,1.368790
B2_k3_bb40k_student,term,medium,21,1.467276
B2_k3_bb40k_student,term,long,21,1.405956
B2_k3_bb40k_student,term,medium_long,42,1.436289
B2_k3_bb40k_student,domain,Econ/Fin,6,3.062623
B2_k3_bb40k_student,domain,Energy,32,1.617046
B2_k3_bb40k_student,domain,Healthcare,5,1.594445
B2_k3_bb40k_student,domain,Nature,15,0.964812
B2_k3_bb40k_student,domain,Sales,4,0.843319
B2_k3_bb40k_student,domain,Transport,15,1.099318
B2_k3_bb40k_student,domain,Web/CloudOps,20,1.480215
B2_k3_bb40k_teacher,all,all,97,1.404085
B2_k3_bb40k_teacher,term,short,55,1.379667
B2_k3_bb40k_teacher,term,medium,21,1.467687
B2_k3_bb40k_teacher,term,long,21,1.406398
B2_k3_bb40k_teacher,term,medium_long,42,1.436716
B2_k3_bb40k_teacher,domain,Econ/Fin,6,3.117386
B2_k3_bb40k_teacher,domain,Energy,32,1.621245
B2_k3_bb40k_teacher,domain,Healthcare,5,1.592444
B2_k3_bb40k_teacher,domain,Nature,15,0.980544
B2_k3_bb40k_teacher,domain,Sales,4,0.855077
B2_k3_bb40k_teacher,domain,Transport,15,1.100848
B2_k3_bb40k_teacher,domain,Web/CloudOps,20,1.476218
B3_k3_bb100k_student,all,all,97,1.167602
B3_k3_bb100k_student,term,short,55,1.036673
B3_k3_bb100k_student,term,medium,21,1.357298
B3_k3_bb100k_student,term,long,21,1.371499
B3_k3_bb100k_student,term,medium_long,42,1.364380
B3_k3_bb100k_student,domain,Econ/Fin,6,1.381143
B3_k3_bb100k_student,domain,Energy,32,1.377496
B3_k3_bb100k_student,domain,Healthcare,5,1.215687
B3_k3_bb100k_student,domain,Nature,15,0.857100
B3_k3_bb100k_student,domain,Sales,4,0.789653
B3_k3_bb100k_student,domain,Transport,15,0.975046
B3_k3_bb100k_student,domain,Web/CloudOps,20,1.316827
B3_k3_bb100k_teacher,all,all,97,1.161844
B3_k3_bb100k_teacher,term,short,55,1.032874
B3_k3_bb100k_teacher,term,medium,21,1.350278
B3_k3_bb100k_teacher,term,long,21,1.360529
B3_k3_bb100k_teacher,term,medium_long,42,1.355394
B3_k3_bb100k_teacher,domain,Econ/Fin,6,1.415995
B3_k3_bb100k_teacher,domain,Energy,32,1.360900
B3_k3_bb100k_teacher,domain,Healthcare,5,1.257314
B3_k3_bb100k_teacher,domain,Nature,15,0.851155
B3_k3_bb100k_teacher,domain,Sales,4,0.779934
B3_k3_bb100k_teacher,domain,Transport,15,0.983491
B3_k3_bb100k_teacher,domain,Web/CloudOps,20,1.291725
B3_k3_bb40k_student,all,all,97,1.130544
B3_k3_bb40k_student,term,short,55,1.004544
B3_k3_bb40k_student,term,medium,21,1.330466
B3_k3_bb40k_student,term,long,21,1.309113
B3_k3_bb40k_student,term,medium_long,42,1.319746
B3_k3_bb40k_student,domain,Econ/Fin,6,1.331122
B3_k3_bb40k_student,domain,Energy,32,1.306614
B3_k3_bb40k_student,domain,Healthcare,5,1.218770
B3_k3_bb40k_student,domain,Nature,15,0.847097
B3_k3_bb40k_student,domain,Sales,4,0.781893
B3_k3_bb40k_student,domain,Transport,15,0.942870
B3_k3_bb40k_student,domain,Web/CloudOps,20,1.283644
B3_k3_bb40k_teacher,all,all,97,1.134293
B3_k3_bb40k_teacher,term,short,55,1.011183
B3_k3_bb40k_teacher,term,medium,21,1.324840
B3_k3_bb40k_teacher,term,long,21,1.312095
B3_k3_bb40k_teacher,term,medium_long,42,1.318452
B3_k3_bb40k_teacher,domain,Econ/Fin,6,1.355998
B3_k3_bb40k_teacher,domain,Energy,32,1.302006
B3_k3_bb40k_teacher,domain,Healthcare,5,1.283133
B3_k3_bb40k_teacher,domain,Nature,15,0.844456
B3_k3_bb40k_teacher,domain,Sales,4,0.785290
B3_k3_bb40k_teacher,domain,Transport,15,0.945637
B3_k3_bb40k_teacher,domain,Web/CloudOps,20,1.286939
B3rep_k3_bb100k_student,all,all,97,1.161037
B3rep_k3_bb100k_student,term,short,55,1.027052
B3rep_k3_bb100k_student,term,medium,21,1.356321
B3rep_k3_bb100k_student,term,long,21,1.370258
B3rep_k3_bb100k_student,term,medium_long,42,1.363272
B3rep_k3_bb100k_student,domain,Econ/Fin,6,1.351016
B3rep_k3_bb100k_student,domain,Energy,32,1.372904
B3rep_k3_bb100k_student,domain,Healthcare,5,1.102067
B3rep_k3_bb100k_student,domain,Nature,15,0.857153
B3rep_k3_bb100k_student,domain,Sales,4,0.797310
B3rep_k3_bb100k_student,domain,Transport,15,0.982444
B3rep_k3_bb100k_student,domain,Web/CloudOps,20,1.318799
B3rep_k3_bb40k_student,all,all,97,1.144690
B3rep_k3_bb40k_student,term,short,55,1.025304
B3rep_k3_bb40k_student,term,medium,21,1.333487
B3rep_k3_bb40k_student,term,long,21,1.311204
B3rep_k3_bb40k_student,term,medium_long,42,1.322299
B3rep_k3_bb40k_student,domain,Econ/Fin,6,1.520320
B3rep_k3_bb40k_student,domain,Energy,32,1.307428
B3rep_k3_bb40k_student,domain,Healthcare,5,1.301677
B3rep_k3_bb40k_student,domain,Nature,15,0.846218
B3rep_k3_bb40k_student,domain,Sales,4,0.777055
B3rep_k3_bb40k_student,domain,Transport,15,0.946188
B3rep_k3_bb40k_student,domain,Web/CloudOps,20,1.286699
B4_k3_bb100k_student,all,all,97,1.280391
B4_k3_bb100k_student,term,short,55,1.208015
B4_k3_bb100k_student,term,medium,21,1.400418
B4_k3_bb100k_student,term,long,21,1.363363
B4_k3_bb100k_student,term,medium_long,42,1.381766
B4_k3_bb100k_student,domain,Econ/Fin,6,2.025151
B4_k3_bb100k_student,domain,Energy,32,1.566136
B4_k3_bb100k_student,domain,Healthcare,5,1.278560
B4_k3_bb100k_student,domain,Nature,15,0.905837
B4_k3_bb100k_student,domain,Sales,4,0.885517
B4_k3_bb100k_student,domain,Transport,15,1.052825
B4_k3_bb100k_student,domain,Web/CloudOps,20,1.306993
B4_k3_bb100k_teacher,all,all,97,1.274795
B4_k3_bb100k_teacher,term,short,55,1.200995
B4_k3_bb100k_teacher,term,medium,21,1.397576
B4_k3_bb100k_teacher,term,long,21,1.359366
B4_k3_bb100k_teacher,term,medium_long,42,1.378339
B4_k3_bb100k_teacher,domain,Econ/Fin,6,1.943975
B4_k3_bb100k_teacher,domain,Energy,32,1.541860
B4_k3_bb100k_teacher,domain,Healthcare,5,1.382624
B4_k3_bb100k_teacher,domain,Nature,15,0.910373
B4_k3_bb100k_teacher,domain,Sales,4,0.853214
B4_k3_bb100k_teacher,domain,Transport,15,1.046748
B4_k3_bb100k_teacher,domain,Web/CloudOps,20,1.312873
B4_k3_bb200k_student,all,all,97,1.318241
B4_k3_bb200k_student,term,short,55,1.248971
B4_k3_bb200k_student,term,medium,21,1.433955
B4_k3_bb200k_student,term,long,21,1.395890
B4_k3_bb200k_student,term,medium_long,42,1.414795
B4_k3_bb200k_student,domain,Econ/Fin,6,2.275141
B4_k3_bb200k_student,domain,Energy,32,1.614165
B4_k3_bb200k_student,domain,Healthcare,5,1.484581
B4_k3_bb200k_student,domain,Nature,15,0.925610
B4_k3_bb200k_student,domain,Sales,4,0.794278
B4_k3_bb200k_student,domain,Transport,15,1.064354
B4_k3_bb200k_student,domain,Web/CloudOps,20,1.330837
B4_k3_bb200k_teacher,all,all,97,1.320168
B4_k3_bb200k_teacher,term,short,55,1.252749
B4_k3_bb200k_teacher,term,medium,21,1.434163
B4_k3_bb200k_teacher,term,long,21,1.394067
B4_k3_bb200k_teacher,term,medium_long,42,1.413973
B4_k3_bb200k_teacher,domain,Econ/Fin,6,2.410792
B4_k3_bb200k_teacher,domain,Energy,32,1.603054
B4_k3_bb200k_teacher,domain,Healthcare,5,1.468792
B4_k3_bb200k_teacher,domain,Nature,15,0.930682
B4_k3_bb200k_teacher,domain,Sales,4,0.799386
B4_k3_bb200k_teacher,domain,Transport,15,1.062883
B4_k3_bb200k_teacher,domain,Web/CloudOps,20,1.329629
B4_k3_bb40k_student,all,all,97,1.333412
B4_k3_bb40k_student,term,short,55,1.280671
B4_k3_bb40k_student,term,medium,21,1.434161
B4_k3_bb40k_student,term,long,21,1.377950
B4_k3_bb40k_student,term,medium_long,42,1.405775
B4_k3_bb40k_student,domain,Econ/Fin,6,2.588359
B4_k3_bb40k_student,domain,Energy,32,1.566566
B4_k3_bb40k_student,domain,Healthcare,5,1.510071
B4_k3_bb40k_student,domain,Nature,15,0.940588
B4_k3_bb40k_student,domain,Sales,4,0.809100
B4_k3_bb40k_student,domain,Transport,15,1.089279
B4_k3_bb40k_student,domain,Web/CloudOps,20,1.367721
B4_k3_bb40k_teacher,all,all,97,1.333911
B4_k3_bb40k_teacher,term,short,55,1.283743
B4_k3_bb40k_teacher,term,medium,21,1.430580
B4_k3_bb40k_teacher,term,long,21,1.375136
B4_k3_bb40k_teacher,term,medium_long,42,1.402584
B4_k3_bb40k_teacher,domain,Econ/Fin,6,2.625829
B4_k3_bb40k_teacher,domain,Energy,32,1.578390
B4_k3_bb40k_teacher,domain,Healthcare,5,1.480861
B4_k3_bb40k_teacher,domain,Nature,15,0.932469
B4_k3_bb40k_teacher,domain,Sales,4,0.816297
B4_k3_bb40k_teacher,domain,Transport,15,1.085116
B4_k3_bb40k_teacher,domain,Web/CloudOps,20,1.364932
B5_k0_bb40k_student,all,all,97,1.391670
B5_k0_bb40k_student,term,short,55,1.315406
B5_k0_bb40k_student,term,medium,21,1.539813
B5_k0_bb40k_student,term,long,21,1.457838
B5_k0_bb40k_student,term,medium_long,42,1.498265
B5_k0_bb40k_student,domain,Econ/Fin,6,2.020464
B5_k0_bb40k_student,domain,Energy,32,1.741370
B5_k0_bb40k_student,domain,Healthcare,5,1.334327
B5_k0_bb40k_student,domain,Nature,15,0.992746
B5_k0_bb40k_student,domain,Sales,4,1.015712
B5_k0_bb40k_student,domain,Transport,15,1.116810
B5_k0_bb40k_student,domain,Web/CloudOps,20,1.421698
B5_k0_bb40k_teacher,all,all,97,1.371863
B5_k0_bb40k_teacher,term,short,55,1.286750
B5_k0_bb40k_teacher,term,medium,21,1.533086
B5_k0_bb40k_teacher,term,long,21,1.451804
B5_k0_bb40k_teacher,term,medium_long,42,1.491892
B5_k0_bb40k_teacher,domain,Econ/Fin,6,2.016893
B5_k0_bb40k_teacher,domain,Energy,32,1.677494
B5_k0_bb40k_teacher,domain,Healthcare,5,1.339854
B5_k0_bb40k_teacher,domain,Nature,15,0.986566
B5_k0_bb40k_teacher,domain,Sales,4,0.987243
B5_k0_bb40k_teacher,domain,Transport,15,1.120758
B5_k0_bb40k_teacher,domain,Web/CloudOps,20,1.418134
B5_k3_bb100k_student,all,all,97,1.338305
B5_k3_bb100k_student,term,short,55,1.256816
B5_k3_bb100k_student,term,medium,21,1.475942
B5_k3_bb100k_student,term,long,21,1.430528
B5_k3_bb100k_student,term,medium_long,42,1.453058
B5_k3_bb100k_student,domain,Econ/Fin,6,2.133931
B5_k3_bb100k_student,domain,Energy,32,1.576391
B5_k3_bb100k_student,domain,Healthcare,5,1.325241
B5_k3_bb100k_student,domain,Nature,15,0.985525
B5_k3_bb100k_student,domain,Sales,4,0.921488
B5_k3_bb100k_student,domain,Transport,15,1.078650
B5_k3_bb100k_student,domain,Web/CloudOps,20,1.430185
B5_k3_bb100k_teacher,all,all,97,1.342766
B5_k3_bb100k_teacher,term,short,55,1.262690
B5_k3_bb100k_teacher,term,medium,21,1.477832
B5_k3_bb100k_teacher,term,long,21,1.433225
B5_k3_bb100k_teacher,term,medium_long,42,1.455358
B5_k3_bb100k_teacher,domain,Econ/Fin,6,2.147851
B5_k3_bb100k_teacher,domain,Energy,32,1.583531
B5_k3_bb100k_teacher,domain,Healthcare,5,1.499264
B5_k3_bb100k_teacher,domain,Nature,15,0.956607
B5_k3_bb100k_teacher,domain,Sales,4,0.883834
B5_k3_bb100k_teacher,domain,Transport,15,1.086974
B5_k3_bb100k_teacher,domain,Web/CloudOps,20,1.431661
B5_k3_bb40k_student,all,all,97,1.320374
B5_k3_bb40k_student,term,short,55,1.230638
B5_k3_bb40k_student,term,medium,21,1.478347
B5_k3_bb40k_student,term,long,21,1.417990
B5_k3_bb40k_student,term,medium_long,42,1.447854
B5_k3_bb40k_student,domain,Econ/Fin,6,2.046162
B5_k3_bb40k_student,domain,Energy,32,1.578989
B5_k3_bb40k_student,domain,Healthcare,5,1.372343
B5_k3_bb40k_student,domain,Nature,15,0.946965
B5_k3_bb40k_student,domain,Sales,4,0.877448
B5_k3_bb40k_student,domain,Transport,15,1.078095
B5_k3_bb40k_student,domain,Web/CloudOps,20,1.396172
B5_k3_bb40k_teacher,all,all,97,1.321578
B5_k3_bb40k_teacher,term,short,55,1.229664
B5_k3_bb40k_teacher,term,medium,21,1.484286
B5_k3_bb40k_teacher,term,long,21,1.421218
B5_k3_bb40k_teacher,term,medium_long,42,1.452410
B5_k3_bb40k_teacher,domain,Econ/Fin,6,2.159776
B5_k3_bb40k_teacher,domain,Energy,32,1.558661
B5_k3_bb40k_teacher,domain,Healthcare,5,1.386509
B5_k3_bb40k_teacher,domain,Nature,15,0.941394
B5_k3_bb40k_teacher,domain,Sales,4,0.867367
B5_k3_bb40k_teacher,domain,Transport,15,1.075240
B5_k3_bb40k_teacher,domain,Web/CloudOps,20,1.417411
B6_k3_bb100k_student,all,all,97,1.215107
B6_k3_bb100k_student,term,short,55,1.105627
B6_k3_bb100k_student,term,medium,21,1.369462
B6_k3_bb100k_student,term,long,21,1.380624
B6_k3_bb100k_student,term,medium_long,42,1.375031
B6_k3_bb100k_student,domain,Econ/Fin,6,1.921496
B6_k3_bb100k_student,domain,Energy,32,1.420189
B6_k3_bb100k_student,domain,Healthcare,5,1.319602
B6_k3_bb100k_student,domain,Nature,15,0.860001
B6_k3_bb100k_student,domain,Sales,4,0.817663
B6_k3_bb100k_student,domain,Transport,15,1.005556
B6_k3_bb100k_student,domain,Web/CloudOps,20,1.306862
B6_k3_bb100k_teacher,all,all,97,1.210964
B6_k3_bb100k_teacher,term,short,55,1.101248
B6_k3_bb100k_teacher,term,medium,21,1.371220
B6_k3_bb100k_teacher,term,long,21,1.371452
B6_k3_bb100k_teacher,term,medium_long,42,1.371336
B6_k3_bb100k_teacher,domain,Econ/Fin,6,1.926089
B6_k3_bb100k_teacher,domain,Energy,32,1.410255
B6_k3_bb100k_teacher,domain,Healthcare,5,1.318800
B6_k3_bb100k_teacher,domain,Nature,15,0.861358
B6_k3_bb100k_teacher,domain,Sales,4,0.800089
B6_k3_bb100k_teacher,domain,Transport,15,1.006402
B6_k3_bb100k_teacher,domain,Web/CloudOps,20,1.302473
B6_k3_bb200k_student,all,all,97,1.220718
B6_k3_bb200k_student,term,short,55,1.115449
B6_k3_bb200k_student,term,medium,21,1.383082
B6_k3_bb200k_student,term,long,21,1.364455
B6_k3_bb200k_student,term,medium_long,42,1.373737
B6_k3_bb200k_student,domain,Econ/Fin,6,2.008878
B6_k3_bb200k_student,domain,Energy,32,1.427692
B6_k3_bb200k_student,domain,Healthcare,5,1.303665
B6_k3_bb200k_student,domain,Nature,15,0.855573
B6_k3_bb200k_student,domain,Sales,4,0.804794
B6_k3_bb200k_student,domain,Transport,15,1.021997
B6_k3_bb200k_student,domain,Web/CloudOps,20,1.304892
B6_k3_bb200k_teacher,all,all,97,1.233945
B6_k3_bb200k_teacher,term,short,55,1.134560
B6_k3_bb200k_teacher,term,medium,21,1.385036
B6_k3_bb200k_teacher,term,long,21,1.369751
B6_k3_bb200k_teacher,term,medium_long,42,1.377373
B6_k3_bb200k_teacher,domain,Econ/Fin,6,1.937597
B6_k3_bb200k_teacher,domain,Energy,32,1.470241
B6_k3_bb200k_teacher,domain,Healthcare,5,1.279239
B6_k3_bb200k_teacher,domain,Nature,15,0.869383
B6_k3_bb200k_teacher,domain,Sales,4,0.828565
B6_k3_bb200k_teacher,domain,Transport,15,1.022189
B6_k3_bb200k_teacher,domain,Web/CloudOps,20,1.308649
B6_k3_bb40k_student,all,all,97,1.229687
B6_k3_bb40k_student,term,short,55,1.115400
B6_k3_bb40k_student,term,medium,21,1.407369
B6_k3_bb40k_student,term,long,21,1.387185
B6_k3_bb40k_student,term,medium_long,42,1.397241
B6_k3_bb40k_student,domain,Econ/Fin,6,1.999455
B6_k3_bb40k_student,domain,Energy,32,1.429286
B6_k3_bb40k_student,domain,Healthcare,5,1.300940
B6_k3_bb40k_student,domain,Nature,15,0.869832
B6_k3_bb40k_student,domain,Sales,4,0.857368
B6_k3_bb40k_student,domain,Transport,15,1.010544
B6_k3_bb40k_student,domain,Web/CloudOps,20,1.329993
B6_k3_bb40k_teacher,all,all,97,1.218361
B6_k3_bb40k_teacher,term,short,55,1.103451
B6_k3_bb40k_teacher,term,medium,21,1.396239
B6_k3_bb40k_teacher,term,long,21,1.378068
B6_k3_bb40k_teacher,term,medium_long,42,1.387124
B6_k3_bb40k_teacher,domain,Econ/Fin,6,1.843818
B6_k3_bb40k_teacher,domain,Energy,32,1.410031
B6_k3_bb40k_teacher,domain,Healthcare,5,1.293313
B6_k3_bb40k_teacher,domain,Nature,15,0.875621
B6_k3_bb40k_teacher,domain,Sales,4,0.839392
B6_k3_bb40k_teacher,domain,Transport,15,1.008094
B6_k3_bb40k_teacher,domain,Web/CloudOps,20,1.334904
B7_k3_bb100k_student,all,all,97,1.320467
B7_k3_bb100k_student,term,short,55,1.236852
B7_k3_bb100k_student,term,medium,21,1.445419
B7_k3_bb100k_student,term,long,21,1.431755
B7_k3_bb100k_student,term,medium_long,42,1.438571
B7_k3_bb100k_student,domain,Econ/Fin,6,2.195697
B7_k3_bb100k_student,domain,Energy,32,1.504863
B7_k3_bb100k_student,domain,Healthcare,5,1.555477
B7_k3_bb100k_student,domain,Nature,15,0.954691
B7_k3_bb100k_student,domain,Sales,4,0.927641
B7_k3_bb100k_student,domain,Transport,15,1.096367
B7_k3_bb100k_student,domain,Web/CloudOps,20,1.389173
B7_k3_bb100k_teacher,all,all,97,1.277988
B7_k3_bb100k_teacher,term,short,55,1.166692
B7_k3_bb100k_teacher,term,medium,21,1.446334
B7_k3_bb100k_teacher,term,long,21,1.433577
B7_k3_bb100k_teacher,term,medium_long,42,1.439941
B7_k3_bb100k_teacher,domain,Econ/Fin,6,1.968226
B7_k3_bb100k_teacher,domain,Energy,32,1.482123
B7_k3_bb100k_teacher,domain,Healthcare,5,1.379501
B7_k3_bb100k_teacher,domain,Nature,15,0.923517
B7_k3_bb100k_teacher,domain,Sales,4,0.886760
B7_k3_bb100k_teacher,domain,Transport,15,1.077261
B7_k3_bb100k_teacher,domain,Web/CloudOps,20,1.355815
B7_k3_bb40k_student,all,all,97,1.261721
B7_k3_bb40k_student,term,short,55,1.135523
B7_k3_bb40k_student,term,medium,21,1.466924
B7_k3_bb40k_student,term,long,21,1.430167
B7_k3_bb40k_student,term,medium_long,42,1.448429
B7_k3_bb40k_student,domain,Econ/Fin,6,1.719574
B7_k3_bb40k_student,domain,Energy,32,1.487030
B7_k3_bb40k_student,domain,Healthcare,5,1.215343
B7_k3_bb40k_student,domain,Nature,15,0.909601
B7_k3_bb40k_student,domain,Sales,4,0.917093
B7_k3_bb40k_student,domain,Transport,15,1.053837
B7_k3_bb40k_student,domain,Web/CloudOps,20,1.391422
B7_k3_bb40k_teacher,all,all,97,1.244426
B7_k3_bb40k_teacher,term,short,55,1.115529
B7_k3_bb40k_teacher,term,medium,21,1.453558
B7_k3_bb40k_teacher,term,long,21,1.418665
B7_k3_bb40k_teacher,term,medium_long,42,1.436006
B7_k3_bb40k_teacher,domain,Econ/Fin,6,1.745932
B7_k3_bb40k_teacher,domain,Energy,32,1.469376
B7_k3_bb40k_teacher,domain,Healthcare,5,1.206417
B7_k3_bb40k_teacher,domain,Nature,15,0.892183
B7_k3_bb40k_teacher,domain,Sales,4,0.869970
B7_k3_bb40k_teacher,domain,Transport,15,1.044547
B7_k3_bb40k_teacher,domain,Web/CloudOps,20,1.365426
B8_k3_bb100k_student,all,all,97,1.315688
B8_k3_bb100k_student,term,short,55,1.255500
B8_k3_bb100k_student,term,medium,21,1.421640
B8_k3_bb100k_student,term,long,21,1.376506
B8_k3_bb100k_student,term,medium_long,42,1.398891
B8_k3_bb100k_student,domain,Econ/Fin,6,2.467928
B8_k3_bb100k_student,domain,Energy,32,1.542356
B8_k3_bb100k_student,domain,Healthcare,5,1.486214
B8_k3_bb100k_student,domain,Nature,15,0.926775
B8_k3_bb100k_student,domain,Sales,4,0.850652
B8_k3_bb100k_student,domain,Transport,15,1.079479
B8_k3_bb100k_student,domain,Web/CloudOps,20,1.348916
B8_k3_bb100k_teacher,all,all,97,1.323878
B8_k3_bb100k_teacher,term,short,55,1.267592
B8_k3_bb100k_teacher,term,medium,21,1.426287
B8_k3_bb100k_teacher,term,long,21,1.376915
B8_k3_bb100k_teacher,term,medium_long,42,1.401384
B8_k3_bb100k_teacher,domain,Econ/Fin,6,2.418801
B8_k3_bb100k_teacher,domain,Energy,32,1.550961
B8_k3_bb100k_teacher,domain,Healthcare,5,1.572394
B8_k3_bb100k_teacher,domain,Nature,15,0.925332
B8_k3_bb100k_teacher,domain,Sales,4,0.881382
B8_k3_bb100k_teacher,domain,Transport,15,1.078356
B8_k3_bb100k_teacher,domain,Web/CloudOps,20,1.359734
B8_k3_bb40k_student,all,all,97,1.285708
B8_k3_bb40k_student,term,short,55,1.204576
B8_k3_bb40k_student,term,medium,21,1.420869
B8_k3_bb40k_student,term,long,21,1.379974
B8_k3_bb40k_student,term,medium_long,42,1.400272
B8_k3_bb40k_student,domain,Econ/Fin,6,2.007738
B8_k3_bb40k_student,domain,Energy,32,1.532734
B8_k3_bb40k_student,domain,Healthcare,5,1.295582
B8_k3_bb40k_student,domain,Nature,15,0.919308
B8_k3_bb40k_student,domain,Sales,4,0.882403
B8_k3_bb40k_student,domain,Transport,15,1.080245
B8_k3_bb40k_student,domain,Web/CloudOps,20,1.339043
B8_k3_bb40k_teacher,all,all,97,1.286488
B8_k3_bb40k_teacher,term,short,55,1.204084
B8_k3_bb40k_teacher,term,medium,21,1.426008
B8_k3_bb40k_teacher,term,long,21,1.380333
B8_k3_bb40k_teacher,term,medium_long,42,1.402984
B8_k3_bb40k_teacher,domain,Econ/Fin,6,2.000232
B8_k3_bb40k_teacher,domain,Energy,32,1.542216
B8_k3_bb40k_teacher,domain,Healthcare,5,1.298488
B8_k3_bb40k_teacher,domain,Nature,15,0.915477
B8_k3_bb40k_teacher,domain,Sales,4,0.870075
B8_k3_bb40k_teacher,domain,Transport,15,1.078612
B8_k3_bb40k_teacher,domain,Web/CloudOps,20,1.340002
B9_k3_bb100k_student,all,all,97,1.329900
B9_k3_bb100k_student,term,short,55,1.269768
B9_k3_bb100k_student,term,medium,21,1.440533
B9_k3_bb100k_student,term,long,21,1.385934
B9_k3_bb100k_student,term,medium_long,42,1.412970
B9_k3_bb100k_student,domain,Econ/Fin,6,3.031272
B9_k3_bb100k_student,domain,Energy,32,1.535692
B9_k3_bb100k_student,domain,Healthcare,5,1.484725
B9_k3_bb100k_student,domain,Nature,15,0.927003
B9_k3_bb100k_student,domain,Sales,4,0.841910
B9_k3_bb100k_student,domain,Transport,15,1.047335
B9_k3_bb100k_student,domain,Web/CloudOps,20,1.379138
B9_k3_bb100k_teacher,all,all,97,1.309381
B9_k3_bb100k_teacher,term,short,55,1.238608
B9_k3_bb100k_teacher,term,medium,21,1.442168
B9_k3_bb100k_teacher,term,long,21,1.375053
B9_k3_bb100k_teacher,term,medium_long,42,1.408210
B9_k3_bb100k_teacher,domain,Econ/Fin,6,2.629556
B9_k3_bb100k_teacher,domain,Energy,32,1.524719
B9_k3_bb100k_teacher,domain,Healthcare,5,1.358298
B9_k3_bb100k_teacher,domain,Nature,15,0.913908
B9_k3_bb100k_teacher,domain,Sales,4,0.829929
B9_k3_bb100k_teacher,domain,Transport,15,1.070956
B9_k3_bb100k_teacher,domain,Web/CloudOps,20,1.376066
B9_k3_bb40k_student,all,all,97,1.279131
B9_k3_bb40k_student,term,short,55,1.200913
B9_k3_bb40k_student,term,medium,21,1.415328
B9_k3_bb40k_student,term,long,21,1.363779
B9_k3_bb40k_student,term,medium_long,42,1.389314
B9_k3_bb40k_student,domain,Econ/Fin,6,2.315980
B9_k3_bb40k_student,domain,Energy,32,1.498813
B9_k3_bb40k_student,domain,Healthcare,5,1.411124
B9_k3_bb40k_student,domain,Nature,15,0.909974
B9_k3_bb40k_student,domain,Sales,4,0.835933
B9_k3_bb40k_student,domain,Transport,15,1.041715
B9_k3_bb40k_student,domain,Web/CloudOps,20,1.328962
B9_k3_bb40k_teacher,all,all,97,1.272831
B9_k3_bb40k_teacher,term,short,55,1.192509
B9_k3_bb40k_teacher,term,medium,21,1.410048
B9_k3_bb40k_teacher,term,long,21,1.362856
B9_k3_bb40k_teacher,term,medium_long,42,1.386251
B9_k3_bb40k_teacher,domain,Econ/Fin,6,2.208093
B9_k3_bb40k_teacher,domain,Energy,32,1.491593
B9_k3_bb40k_teacher,domain,Healthcare,5,1.475525
B9_k3_bb40k_teacher,domain,Nature,15,0.903139
B9_k3_bb40k_teacher,domain,Sales,4,0.822430
B9_k3_bb40k_teacher,domain,Transport,15,1.038927
B9_k3_bb40k_teacher,domain,Web/CloudOps,20,1.326114
G1_B5pub_bb40k_student,all,all,97,1.275104
G1_B5pub_bb40k_student,term,short,55,1.157502
G1_B5pub_bb40k_student,term,medium,21,1.462779
G1_B5pub_bb40k_student,term,long,21,1.432104
G1_B5pub_bb40k_student,term,medium_long,42,1.447360
G1_B5pub_bb40k_student,domain,Econ/Fin,6,1.893307
G1_B5pub_bb40k_student,domain,Energy,32,1.490113
G1_B5pub_bb40k_student,domain,Healthcare,5,1.332527
G1_B5pub_bb40k_student,domain,Nature,15,0.938842
G1_B5pub_bb40k_student,domain,Sales,4,0.867276
G1_B5pub_bb40k_student,domain,Transport,15,1.061621
G1_B5pub_bb40k_student,domain,Web/CloudOps,20,1.360997
G2_B9_k0_bb40k_student,all,all,97,1.558274
G2_B9_k0_bb40k_student,term,short,55,1.374541
G2_B9_k0_bb40k_student,term,medium,21,1.914474
G2_B9_k0_bb40k_student,term,long,21,1.761732
G2_B9_k0_bb40k_student,term,medium_long,42,1.836516
G2_B9_k0_bb40k_student,domain,Econ/Fin,6,2.077708
G2_B9_k0_bb40k_student,domain,Energy,32,1.848371
G2_B9_k0_bb40k_student,domain,Healthcare,5,1.253070
