step,loss,hf_rows_consumed
1,0.4709278345108032,256
2,0.4624877870082855,512
3,0.47018274664878845,768
4,0.4697800576686859,1024
5,0.4660235345363617,1280
6,0.4676213264465332,1536
7,0.4666285514831543,1792
8,0.4667414128780365,2048
9,0.46147990226745605,2304
10,0.4734019935131073,2560
11,0.4725753962993622,2816
12,0.46561112999916077,3072
13,0.47183582186698914,3328
14,0.45653852820396423,3584
15,0.4586694538593292,3840
16,0.44768232107162476,4096
17,0.47383952140808105,4352
18,0.4646203815937042,4608
19,0.46715253591537476,4864
20,0.45768874883651733,5120
21,0.4662456214427948,5376
22,0.4619787335395813,5632
23,0.4579199552536011,5888
24,0.4613453447818756,6144
25,0.4616975784301758,6400
26,0.4441291391849518,6656
27,0.44883018732070923,6912
28,0.4505113959312439,7168
29,0.4576856195926666,7424
30,0.4458681046962738,7680
31,0.45877230167388916,7936
32,0.4482024610042572,8192
33,0.4476452171802521,8448
34,0.44286590814590454,8704
35,0.44838523864746094,8960
36,0.4414706230163574,9216
37,0.4353540241718292,9472
38,0.4477311670780182,9728
39,0.4315566420555115,9984
40,0.4342808425426483,10240
41,0.4259224534034729,10496
42,0.43984177708625793,10752
43,0.4312266409397125,11008
44,0.4283527433872223,11264
45,0.4140341877937317,11520
46,0.4323165714740753,11776
47,0.42232003808021545,12032
48,0.4260811507701874,12288
49,0.4240719974040985,12544
50,0.3992600739002228,12800
51,0.4138123691082001,13056
52,0.4075043797492981,13312
53,0.4008691906929016,13568
54,0.3960968554019928,13824
55,0.4040316045284271,14080
56,0.3982381224632263,14336
57,0.3934861123561859,14592
58,0.3963506519794464,14848
59,0.39021286368370056,15104
60,0.38379213213920593,15360
61,0.3878280818462372,15616
62,0.3815683126449585,15872
63,0.36396005749702454,16128
64,0.37802812457084656,16384
65,0.3664373755455017,16640
66,0.37580254673957825,16896
67,0.36096492409706116,17152
68,0.3661496937274933,17408
69,0.36850255727767944,17664
70,0.35130321979522705,17920
71,0.35455456376075745,18176
72,0.3543923497200012,18432
73,0.3499821126461029,18688
74,0.34567469358444214,18944
75,0.34120750427246094,19200
76,0.3260871469974518,19456
77,0.3323482871055603,19712
78,0.33000054955482483,19968
79,0.34154149889945984,20224
80,0.33300668001174927,20480
81,0.32413938641548157,20736
82,0.32971224188804626,20992
83,0.3250204920768738,21248
84,0.3298474848270416,21504
85,0.32113102078437805,21760
86,0.32281699776649475,22016
87,0.3147055506706238,22272
88,0.31689587235450745,22528
89,0.32127031683921814,22784
90,0.31628936529159546,23040
91,0.31532299518585205,23296
92,0.31859391927719116,23552
93,0.31919631361961365,23808
94,0.31229162216186523,24064
95,0.3097136914730072,24320
96,0.31154194474220276,24576
97,0.31651732325553894,24832
98,0.31874337792396545,25088
99,0.31177398562431335,25344
100,0.31846362352371216,25600
101,0.3120116591453552,25856
102,0.3101811408996582,26112
103,0.3052416443824768,26368
104,0.3138033151626587,26624
105,0.3142111301422119,26880
106,0.30222630500793457,27136
107,0.3076401650905609,27392
108,0.295471727848053,27648
109,0.3087511360645294,27904
110,0.3022938370704651,28160
111,0.3004702925682068,28416
112,0.30276039242744446,28672
113,0.3013908565044403,28928
114,0.3065621852874756,29184
115,0.29852020740509033,29440
116,0.3005732297897339,29696
117,0.29662033915519714,29952
118,0.3005508780479431,30208
119,0.3043386936187744,30464
120,0.30589327216148376,30720
121,0.3026004135608673,30976
122,0.2924721837043762,31232
123,0.2947264015674591,31488
124,0.29857686161994934,31744
125,0.29556742310523987,32000
126,0.2942410111427307,32256
127,0.28280606865882874,32512
128,0.28421908617019653,32768
129,0.28624555468559265,33024
130,0.28427115082740784,33280
131,0.28659433126449585,33536
132,0.2841062545776367,33792
133,0.2788022756576538,34048
134,0.2788139581680298,34304
135,0.2791922390460968,34560
136,0.2752801179885864,34816
137,0.2713004946708679,35072
138,0.28029364347457886,35328
139,0.27004677057266235,35584
140,0.27816519141197205,35840
141,0.25974637269973755,36096
142,0.27516233921051025,36352
143,0.2685183882713318,36608
144,0.2714495062828064,36864
145,0.27520737051963806,37120
146,0.2574577033519745,37376
147,0.2626681625843048,37632
148,0.2605547606945038,37888
149,0.26389333605766296,38144
150,0.26841047406196594,38400
151,0.2683773934841156,38656
152,0.2583386301994324,38912
153,0.2666481137275696,39168
154,0.25442954897880554,39424
155,0.2549658417701721,39680
156,0.2596684694290161,39936
157,0.2631942927837372,40192
158,0.255107045173645,40448
159,0.25781676173210144,40704
160,0.25534841418266296,40960
161,0.24777936935424805,41216
162,0.25516870617866516,41472
163,0.2456144541501999,41728
164,0.2506442666053772,41984
165,0.2543007433414459,42240
166,0.2425704449415207,42496
167,0.2516833543777466,42752
168,0.23907184600830078,43008
169,0.24890819191932678,43264
170,0.2553562521934509,43520
171,0.2584752142429352,43776
172,0.25525498390197754,44032
173,0.25240981578826904,44288
174,0.23638132214546204,44544
175,0.24536961317062378,44800
176,0.24149355292320251,45056
177,0.25547248125076294,45312
178,0.25248703360557556,45568
179,0.23913118243217468,45824
180,0.24838925898075104,46080
181,0.24837236106395721,46336
182,0.22856685519218445,46592
183,0.238888680934906,46848
184,0.2369382530450821,47104
185,0.24273599684238434,47360
186,0.24095161259174347,47616
187,0.23581454157829285,47872
188,0.23405173420906067,48128
189,0.23657026886940002,48384
190,0.2468361258506775,48640
191,0.22815954685211182,48896
192,0.24770160019397736,49152
193,0.2507971227169037,49408
194,0.25177615880966187,49664
195,0.2380155771970749,49920
196,0.23147527873516083,50176
197,0.23647357523441315,50432
198,0.23414729535579681,50688
199,0.22782127559185028,50944
200,0.2353348731994629,51200
201,0.23671855032444,51456
202,0.23311473429203033,51712
203,0.24754458665847778,51968
204,0.23955689370632172,52224
205,0.2452249825000763,52480
206,0.23442895710468292,52736
207,0.25016042590141296,52992
208,0.23668022453784943,53248
209,0.24070574343204498,53504
210,0.2320980429649353,53760
211,0.2526259124279022,54016
212,0.23329269886016846,54272
213,0.2316041886806488,54528
214,0.24165712296962738,54784
215,0.23386582732200623,55040
216,0.24268965423107147,55296
217,0.23603658378124237,55552
218,0.23072385787963867,55808
219,0.22600875794887543,56064
220,0.22550596296787262,56320
221,0.23363140225410461,56576
222,0.22861245274543762,56832
223,0.23757635056972504,57088
224,0.22756505012512207,57344
225,0.2454966902732849,57600
226,0.23693625628948212,57856
227,0.23993946611881256,58112
228,0.23803475499153137,58368
229,0.23014402389526367,58624
230,0.2422610968351364,58880
231,0.23374994099140167,59136
232,0.22580881416797638,59392
233,0.2281806766986847,59648
234,0.2392367571592331,59904
235,0.2333780825138092,60160
236,0.23473070561885834,60416
237,0.23278425633907318,60672
238,0.23077155649662018,60928
239,0.23832623660564423,61184
240,0.23349760472774506,61440
241,0.23345914483070374,61696
242,0.2358781099319458,61952
243,0.21799898147583008,62208
244,0.24548371136188507,62464
245,0.22631211578845978,62720
246,0.23530586063861847,62976
247,0.21505483984947205,63232
248,0.23608559370040894,63488
249,0.23974807560443878,63744
250,0.23498518764972687,64000
251,0.22995543479919434,64256
252,0.23180268704891205,64512
253,0.24167191982269287,64768
254,0.24911567568778992,65024
255,0.23909851908683777,65280
256,0.23735645413398743,65536
257,0.22622865438461304,65792
258,0.23107387125492096,66048
