step,latent,kind,step_ref,delta_step,drift_cos,drift_cos_aligned,rot_gap,cka
60000,student_h,adjacent,40000,20000,0.944217,0.345393,0.598824,0.315558
60000,teacher_h,adjacent,40000,20000,0.954765,0.384330,0.570435,0.330437
80000,student_h,adjacent,60000,20000,0.950827,0.357236,0.593590,0.325853
80000,student_h,vs_initial,40000,40000,0.916260,0.372221,0.544039,0.350090
80000,teacher_h,adjacent,60000,20000,0.899758,0.377784,0.521975,0.336219
80000,teacher_h,vs_initial,40000,40000,0.951157,0.400835,0.550322,0.350182
100000,student_h,adjacent,80000,20000,1.004677,0.373746,0.630931,0.300045
100000,student_h,vs_initial,40000,60000,0.960007,0.342201,0.617805,0.319312
100000,teacher_h,adjacent,80000,20000,0.930448,0.428098,0.502351,0.282459
100000,teacher_h,vs_initial,40000,60000,0.944305,0.433521,0.510784,0.276229
