step,latent,kind,step_ref,delta_step,drift_cos,drift_cos_aligned,rot_gap,cka
60000,student_h,adjacent,40000,20000,0.575819,0.392585,0.183234,0.462734
60000,teacher_h,adjacent,40000,20000,0.575613,0.393125,0.182488,0.462512
80000,student_h,adjacent,60000,20000,0.340043,0.245830,0.094213,0.639714
80000,student_h,vs_initial,40000,40000,0.693264,0.496401,0.196862,0.368227
80000,teacher_h,adjacent,60000,20000,0.338925,0.245058,0.093867,0.642344
80000,teacher_h,vs_initial,40000,40000,0.691893,0.497072,0.194822,0.367404
100000,student_h,adjacent,80000,20000,0.175802,0.128191,0.047611,0.810787
100000,student_h,vs_initial,40000,60000,0.750596,0.524767,0.225829,0.338297
100000,teacher_h,adjacent,80000,20000,0.171850,0.127162,0.044689,0.814266
100000,teacher_h,vs_initial,40000,60000,0.748327,0.524643,0.223684,0.340670
