step,latent,kind,step_ref,delta_step,drift_cos,drift_cos_aligned,rot_gap,cka
125000,student_h,adjacent,100000,25000,0.944236,0.746587,0.197649,0.140653
125000,teacher_h,adjacent,100000,25000,0.944204,0.746766,0.197438,0.140932
150000,student_h,adjacent,125000,25000,0.939359,0.764454,0.174905,0.124434
150000,student_h,vs_initial,100000,50000,0.961950,0.779752,0.182197,0.133298
150000,teacher_h,adjacent,125000,25000,0.939861,0.765659,0.174202,0.122138
150000,teacher_h,vs_initial,100000,50000,0.963218,0.779307,0.183912,0.133031
175000,student_h,adjacent,150000,25000,0.962365,0.767910,0.194455,0.124227
175000,student_h,vs_initial,100000,75000,0.979178,0.791481,0.187697,0.117872
175000,teacher_h,adjacent,150000,25000,0.963381,0.768473,0.194908,0.123542
175000,teacher_h,vs_initial,100000,75000,0.978952,0.790159,0.188793,0.119536
200000,student_h,adjacent,175000,25000,0.951163,0.759646,0.191518,0.135464
200000,student_h,vs_initial,100000,100000,0.973188,0.802545,0.170643,0.123692
200000,teacher_h,adjacent,175000,25000,0.950576,0.760435,0.190141,0.136322
200000,teacher_h,vs_initial,100000,100000,0.973461,0.801531,0.171930,0.126082
