step,latent,kind,step_ref,delta_step,drift_cos,drift_cos_aligned,rot_gap,cka
10000,student_h,adjacent,0,10000,0.992410,0.826939,0.165472,0.034912
10000,teacher_h,adjacent,0,10000,0.992914,0.825072,0.167842,0.035475
20000,student_h,adjacent,10000,10000,0.892482,0.666369,0.226113,0.164191
20000,student_h,vs_initial,0,20000,0.980674,0.829272,0.151402,0.019558
20000,teacher_h,adjacent,10000,10000,0.891213,0.666137,0.225076,0.166813
20000,teacher_h,vs_initial,0,20000,0.981599,0.831975,0.149624,0.019435
30000,student_h,adjacent,20000,10000,0.908293,0.668365,0.239928,0.190878
30000,student_h,vs_initial,0,30000,1.006448,0.859821,0.146627,0.022226
30000,teacher_h,adjacent,20000,10000,0.909625,0.667881,0.241744,0.189160
30000,teacher_h,vs_initial,0,30000,1.007353,0.856228,0.151125,0.022522
40000,student_h,adjacent,30000,10000,0.906465,0.692299,0.214166,0.125328
40000,student_h,vs_initial,0,40000,1.002539,0.806745,0.195794,0.027845
40000,teacher_h,adjacent,30000,10000,0.913846,0.692640,0.221205,0.121834
40000,teacher_h,vs_initial,0,40000,1.005992,0.804822,0.201170,0.028755
