step,latent,kind,step_ref,delta_step,drift_cos,drift_cos_aligned,rot_gap,cka
125000,student_h,adjacent,100000,25000,0.753879,0.574847,0.179032,0.386751
125000,teacher_h,adjacent,100000,25000,0.754632,0.571636,0.182997,0.393538
150000,student_h,adjacent,125000,25000,0.663749,0.542652,0.121096,0.363102
150000,student_h,vs_initial,100000,50000,0.845704,0.634240,0.211464,0.307007
150000,teacher_h,adjacent,125000,25000,0.664689,0.544781,0.119908,0.362088
150000,teacher_h,vs_initial,100000,50000,0.844126,0.631016,0.213110,0.309330
175000,student_h,adjacent,150000,25000,0.763172,0.575494,0.187678,0.320935
175000,student_h,vs_initial,100000,75000,0.870376,0.642378,0.227997,0.309871
175000,teacher_h,adjacent,150000,25000,0.763835,0.575283,0.188552,0.320964
175000,teacher_h,vs_initial,100000,75000,0.868540,0.640018,0.228523,0.312047
200000,student_h,adjacent,175000,25000,0.765696,0.631881,0.133815,0.254357
200000,student_h,vs_initial,100000,100000,0.918208,0.697572,0.220637,0.229512
200000,teacher_h,adjacent,175000,25000,0.765063,0.631701,0.133362,0.255536
200000,teacher_h,vs_initial,100000,100000,0.919516,0.698615,0.220901,0.230050
