step,latent,kind,step_ref,delta_step,drift_cos,drift_cos_aligned,rot_gap,cka
10000,student_h,adjacent,0,10000,0.966440,0.736353,0.230087,0.206115
10000,teacher_h,adjacent,0,10000,0.968193,0.735930,0.232263,0.206787
20000,student_h,adjacent,10000,10000,0.949332,0.592448,0.356884,0.343584
20000,student_h,vs_initial,0,20000,1.009589,0.743032,0.266557,0.158477
20000,teacher_h,adjacent,10000,10000,0.949180,0.590858,0.358322,0.349185
20000,teacher_h,vs_initial,0,20000,1.011087,0.742436,0.268651,0.160348
30000,student_h,adjacent,20000,10000,0.943868,0.631775,0.312092,0.291527
30000,student_h,vs_initial,0,30000,0.988198,0.764828,0.223370,0.131478
30000,teacher_h,adjacent,20000,10000,0.944154,0.635661,0.308493,0.287382
30000,teacher_h,vs_initial,0,30000,0.989829,0.769966,0.219863,0.128522
40000,student_h,adjacent,30000,10000,0.937913,0.679751,0.258162,0.230303
40000,student_h,vs_initial,0,40000,0.997146,0.786801,0.210345,0.126510
40000,teacher_h,adjacent,30000,10000,0.938541,0.680584,0.257957,0.226241
40000,teacher_h,vs_initial,0,40000,0.996551,0.784291,0.212260,0.125760
