step,latent,kind,step_ref,delta_step,drift_cos,drift_cos_aligned,rot_gap,cka
50000,student_h,adjacent,40000,10000,0.907116,0.562617,0.344499,0.130275
50000,teacher_h,adjacent,40000,10000,0.903548,0.566155,0.337393,0.130019
75000,student_h,adjacent,50000,25000,0.957411,0.611672,0.345739,0.107641
75000,student_h,vs_initial,40000,35000,0.991028,0.601788,0.389240,0.131568
75000,teacher_h,adjacent,50000,25000,0.976542,0.615743,0.360799,0.109408
75000,teacher_h,vs_initial,40000,35000,0.978203,0.613834,0.364369,0.117192
100000,student_h,adjacent,75000,25000,0.907465,0.599878,0.307586,0.155124
100000,student_h,vs_initial,40000,60000,0.948583,0.597738,0.350846,0.137004
100000,teacher_h,adjacent,75000,25000,0.916075,0.602962,0.313112,0.154605
100000,teacher_h,vs_initial,40000,60000,0.946352,0.605397,0.340955,0.122392
