step,loss,hf_rows_consumed
1,0.3807007372379303,256
2,0.3687205910682678,512
3,0.3760482966899872,768
4,0.3765457272529602,1024
5,0.37103110551834106,1280
6,0.3717045485973358,1536
7,0.37338316440582275,1792
8,0.3704855740070343,2048
9,0.36316585540771484,2304
10,0.37580281496047974,2560
11,0.37190428376197815,2816
12,0.3715437054634094,3072
13,0.3759482800960541,3328
14,0.36136436462402344,3584
15,0.35717007517814636,3840
16,0.34532004594802856,4096
17,0.37534987926483154,4352
18,0.365192711353302,4608
19,0.3655417561531067,4864
20,0.35532960295677185,5120
21,0.3662858009338379,5376
22,0.35686925053596497,5632
23,0.3546037971973419,5888
24,0.36018937826156616,6144
25,0.35733938217163086,6400
26,0.34099146723747253,6656
27,0.3458489179611206,6912
28,0.34509918093681335,7168
29,0.35400786995887756,7424
30,0.3409135043621063,7680
31,0.3523809015750885,7936
32,0.34341922402381897,8192
33,0.34287816286087036,8448
34,0.3386668860912323,8704
35,0.34345099329948425,8960
36,0.3390209376811981,9216
37,0.33286052942276,9472
38,0.34234699606895447,9728
39,0.3279656171798706,9984
40,0.33381596207618713,10240
41,0.32498347759246826,10496
42,0.3414839804172516,10752
43,0.3319416344165802,11008
44,0.32811400294303894,11264
45,0.31503310799598694,11520
46,0.33469340205192566,11776
47,0.32502803206443787,12032
48,0.3303127586841583,12288
49,0.3316599428653717,12544
50,0.3081704378128052,12800
51,0.321880042552948,13056
52,0.3181461691856384,13312
53,0.31338080763816833,13568
54,0.31200122833251953,13824
55,0.32150858640670776,14080
56,0.318220853805542,14336
57,0.31703251600265503,14592
58,0.31940940022468567,14848
59,0.3166007697582245,15104
60,0.3120173215866089,15360
61,0.320552796125412,15616
62,0.31402677297592163,15872
63,0.30302461981773376,16128
64,0.3177008032798767,16384
65,0.3091026246547699,16640
66,0.31872040033340454,16896
67,0.30827009677886963,17152
68,0.3161863684654236,17408
69,0.3210635781288147,17664
70,0.3060341775417328,17920
71,0.3114505410194397,18176
72,0.31468650698661804,18432
73,0.31411489844322205,18688
74,0.3103466033935547,18944
75,0.3095806837081909,19200
76,0.29300445318222046,19456
77,0.3010314702987671,19712
78,0.30180683732032776,19968
79,0.31409308314323425,20224
80,0.30777472257614136,20480
81,0.29919832944869995,20736
82,0.30795910954475403,20992
83,0.30135872960090637,21248
84,0.309812068939209,21504
85,0.3020164668560028,21760
86,0.30357685685157776,22016
87,0.29337278008461,22272
88,0.2949771285057068,22528
89,0.3028065860271454,22784
90,0.2985992133617401,23040
91,0.29364195466041565,23296
92,0.30174505710601807,23552
93,0.30128565430641174,23808
94,0.29256531596183777,24064
95,0.2876282334327698,24320
96,0.29590412974357605,24576
97,0.3013467490673065,24832
98,0.30259010195732117,25088
99,0.29444777965545654,25344
100,0.3012867569923401,25600
101,0.29010429978370667,25856
102,0.28972917795181274,26112
103,0.2833699584007263,26368
104,0.2943287491798401,26624
105,0.2944917678833008,26880
106,0.2784177362918854,27136
107,0.2863023579120636,27392
108,0.27577099204063416,27648
109,0.284494012594223,27904
110,0.2774377763271332,28160
111,0.27287667989730835,28416
112,0.2773895859718323,28672
113,0.2755260467529297,28928
114,0.2807648181915283,29184
115,0.2709439992904663,29440
116,0.27253368496894836,29696
117,0.2711945176124573,29952
118,0.277647465467453,30208
119,0.2794696092605591,30464
120,0.2819423973560333,30720
121,0.2794957458972931,30976
122,0.2673902213573456,31232
123,0.27197688817977905,31488
124,0.27104929089546204,31744
125,0.2705087661743164,32000
126,0.27503451704978943,32256
127,0.2558896839618683,32512
128,0.26446080207824707,32768
129,0.26928552985191345,33024
130,0.26389095187187195,33280
131,0.26324263215065,33536
132,0.26567748188972473,33792
133,0.2642335593700409,34048
134,0.26173678040504456,34304
135,0.26541271805763245,34560
136,0.25810205936431885,34816
137,0.2550566494464874,35072
138,0.2679292559623718,35328
139,0.2522921562194824,35584
140,0.26402032375335693,35840
141,0.24221451580524445,36096
142,0.25985631346702576,36352
143,0.2554153501987457,36608
144,0.2584720253944397,36864
145,0.2611425817012787,37120
146,0.24095198512077332,37376
147,0.2510557770729065,37632
148,0.24863353371620178,37888
149,0.25184643268585205,38144
150,0.2597910463809967,38400
151,0.2601330876350403,38656
152,0.24712929129600525,38912
153,0.25659990310668945,39168
154,0.24540293216705322,39424
155,0.24581623077392578,39680
156,0.24960444867610931,39936
157,0.25662973523139954,40192
158,0.2488691210746765,40448
159,0.249567449092865,40704
160,0.24777570366859436,40960
161,0.23911188542842865,41216
162,0.24966150522232056,41472
163,0.23787574470043182,41728
164,0.24498458206653595,41984
165,0.24928344786167145,42240
166,0.2362293004989624,42496
167,0.24599389731884003,42752
168,0.23209016025066376,43008
169,0.24320393800735474,43264
170,0.25084373354911804,43520
171,0.2520127296447754,43776
172,0.2516327500343323,44032
173,0.24727800488471985,44288
174,0.22902368009090424,44544
175,0.24157574772834778,44800
176,0.23542647063732147,45056
177,0.24959039688110352,45312
178,0.247481107711792,45568
179,0.23274271190166473,45824
180,0.24343661963939667,46080
181,0.24314527213573456,46336
182,0.22221960127353668,46592
183,0.23268204927444458,46848
184,0.23086075484752655,47104
185,0.23902012407779694,47360
186,0.2365228533744812,47616
187,0.22916178405284882,47872
188,0.22837519645690918,48128
189,0.22883909940719604,48384
190,0.24440744519233704,48640
191,0.21959376335144043,48896
192,0.2431461364030838,49152
193,0.2460477203130722,49408
194,0.24898198246955872,49664
195,0.23315536975860596,49920
196,0.22259651124477386,50176
197,0.2298945039510727,50432
198,0.2283654808998108,50688
199,0.220818892121315,50944
200,0.22912925481796265,51200
201,0.22813810408115387,51456
202,0.2255794107913971,51712
203,0.2418293058872223,51968
204,0.23264700174331665,52224
205,0.23734305799007416,52480
206,0.22675463557243347,52736
207,0.24493159353733063,52992
208,0.22976922988891602,53248
209,0.23520773649215698,53504
210,0.2242181897163391,53760
211,0.24717488884925842,54016
212,0.22600524127483368,54272
213,0.2237813025712967,54528
214,0.23546075820922852,54784
215,0.22531618177890778,55040
216,0.23582428693771362,55296
217,0.22801479697227478,55552
218,0.22431975603103638,55808
219,0.21865275502204895,56064
220,0.21925552189350128,56320
221,0.22508665919303894,56576
222,0.22144882380962372,56832
223,0.23073837161064148,57088
224,0.22143696248531342,57344
225,0.2399531900882721,57600
226,0.23103487491607666,57856
227,0.2322874218225479,58112
228,0.2295716255903244,58368
229,0.22090815007686615,58624
230,0.23497597873210907,58880
231,0.22737166285514832,59136
232,0.21815016865730286,59392
233,0.21684692800045013,59648
234,0.2314228117465973,59904
235,0.22712919116020203,60160
236,0.22627004981040955,60416
237,0.22422364354133606,60672
238,0.2224235236644745,60928
239,0.2281831055879593,61184
240,0.22488076984882355,61440
241,0.2263627052307129,61696
242,0.22583222389221191,61952
243,0.20764078199863434,62208
244,0.23829340934753418,62464
245,0.2185407429933548,62720
246,0.2260516881942749,62976
247,0.20723433792591095,63232
248,0.2271222174167633,63488
249,0.23453056812286377,63744
250,0.22743794322013855,64000
251,0.2202773243188858,64256
252,0.21891440451145172,64512
253,0.23416949808597565,64768
254,0.23963190615177155,65024
255,0.23070254921913147,65280
256,0.2263389378786087,65536
257,0.21347983181476593,65792
258,0.21972720324993134,66048
259,0.22983603179454803,66304
260,0.20739272236824036,66560
261,0.22124935686588287,66816
262,0.2172001600265503,67072
263,0.2082728147506714,67328
264,0.22675630450248718,67584
265,0.23356108367443085,67840
266,0.20880888402462006,68096
267,0.21537461876869202,68352
268,0.21569250524044037,68608
269,0.23124960064888,68864
270,0.21328403055667877,69120
271,0.218100905418396,69376
272,0.22814391553401947,69632
273,0.21578456461429596,69888
274,0.2226366102695465,70144
275,0.22832274436950684,70400
276,0.22941793501377106,70656
277,0.20726580917835236,70912
278,0.21535275876522064,71168
279,0.22158953547477722,71424
280,0.2117728590965271,71680
281,0.22250120341777802,71936
282,0.21271070837974548,72192
283,0.21775968372821808,72448
284,0.2109706550836563,72704
285,0.20922350883483887,72960
286,0.21332120895385742,73216
287,0.22079838812351227,73472
288,0.23003099858760834,73728
289,0.21598175168037415,73984
290,0.19991075992584229,74240
291,0.22729039192199707,74496
292,0.20540910959243774,74752
293,0.21961069107055664,75008
294,0.21919599175453186,75264
295,0.21462354063987732,75520
296,0.2117641717195511,75776
297,0.21590018272399902,76032
298,0.21357761323451996,76288
299,0.20430751144886017,76544
300,0.21144287288188934,76800
301,0.21200259029865265,77056
302,0.22189143300056458,77312
