step,loss,loss_tau_ref,gap,gap_ratio,ff,fp,tp,cross_batch,hf_rows_consumed,synth_rows_consumed,mixup_applied,r2_random,r2_naive,u_temporal,u_batch,auc,top1,top3,cpc_aux,sigreg_e,sigreg_h,u_temporal_e,u_batch_e,u_batchtime,u_batchtime_e
1,18.660799026489258,20.189456939697266,-0.3354327082633972,1.9005368854944584,0.29208648204803467,0.6275191903114319,0.4676186144351959,0.14196261763572693,1016,8,0,0.05939674377441406,-0.34574973583221436,0.01667027920484543,0.028072742745280266,0.8094463348388672,0.1254846304655075,0.20015932619571686,8.330148696899414,0.002821775618940592,0.0200832299888134,0.00902085192501545,0.009224843233823776,0.029328763484954834,0.009373980574309826
2,18.784997940063477,18.73227310180664,-0.24010631442070007,1.7390981470418574,0.4350297749042511,0.6751360893249512,0.5536696314811707,0.1947234869003296,2032,16,0,0.2601321339607239,-0.2800109386444092,0.013129259459674358,0.022931277751922607,0.8904232978820801,0.11500398069620132,0.1888819932937622,8.454442024230957,0.002596182283014059,0.025562848895788193,0.008920252323150635,0.009251548908650875,0.025820914655923843,0.009399786591529846
3,26.8891544342041,19.08095932006836,-0.2347460389137268,1.701240921972228,0.4304959177970886,0.6652419567108154,0.5811848640441895,0.1536855250597,3048,24,1,0.28571993112564087,-0.37505435943603516,0.013309171423316002,0.02184675820171833,0.9151668548583984,0.1610870063304901,0.2717004418373108,15.608726501464844,0.0024766563437879086,0.02458156645298004,0.008101634681224823,0.00806654803454876,0.025666842237114906,0.008210970088839531
4,29.11692237854004,19.369970321655273,-0.20979765057563782,1.6413528022989297,0.46308496594429016,0.672882616519928,0.6035767197608948,0.2336394339799881,4064,32,0,0.24225133657455444,-0.3731273412704468,0.011654184199869633,0.017931535840034485,0.8965550661087036,0.17691421508789062,0.2763388454914093,15.510974884033203,0.002485706703737378,0.03418302536010742,0.009037629701197147,0.009704731404781342,0.0192341897636652,0.009853789582848549
5,21.76084327697754,19.63584327697754,-0.21958297491073608,1.6607999896682486,0.44811832904815674,0.6677013039588928,0.6020476818084717,0.1468632072210312,5080,40,1,0.2749518156051636,-0.40401554107666016,0.012074471451342106,0.017834752798080444,0.8933214545249939,0.1075860783457756,0.18930688500404358,10.506311416625977,0.001973826438188553,0.030262943357229233,0.008696155622601509,0.008779015392065048,0.0198358204215765,0.008923578076064587
6,21.290878295898438,19.40664291381836,-0.20993119478225708,1.6519974712858585,0.46808719635009766,0.6780183911323547,0.6031009554862976,0.10487458854913712,6096,48,0,0.3567894697189331,-0.3511323928833008,0.012200859375298023,0.0177299864590168,0.9138577580451965,0.11105602979660034,0.1993272453546524,10.703042984008789,0.002243265975266695,0.028746511787176132,0.009036965668201447,0.009037908166646957,0.01981249265372753,0.009179353713989258
7,16.2441349029541,19.029712677001953,-0.21861997246742249,1.7713695624194,0.497962087392807,0.7165820598602295,0.5967993140220642,0.03980107232928276,7112,56,0,0.45125699043273926,-0.24885976314544678,0.012269498780369759,0.017898309975862503,0.934209942817688,0.1581304669380188,0.2690448760986328,6.205626487731934,0.0022149907890707254,0.022942237555980682,0.008920412510633469,0.009056193754076958,0.02042192965745926,0.009188287891447544
8,15.513708114624023,18.519458770751953,-0.2226199507713318,1.8603288372115523,0.5186185836791992,0.741238534450531,0.5880497097969055,0.030721886083483696,8128,64,1,0.4864094853401184,-0.17027533054351807,0.01272406056523323,0.018546245992183685,0.9383634328842163,0.13830220699310303,0.25350090861320496,5.832618236541748,0.0020067894365638494,0.021492477506399155,0.00885185319930315,0.00880315899848938,0.021241575479507446,0.008940099738538265
9,14.425044059753418,18.08134651184082,-0.2079077959060669,1.8670613224490202,0.5523077845573425,0.7602155804634094,0.6108768582344055,0.03416604921221733,9144,72,1,0.5222918391227722,-0.15208494663238525,0.012749389745295048,0.01742708683013916,0.9465945959091187,0.1333274245262146,0.250101774930954,5.092772960662842,0.00174432760104537,0.022191757336258888,0.008099698461592197,0.008069638162851334,0.020117757841944695,0.008202175609767437
10,13.703344345092773,17.636577606201172,-0.2088470458984375,1.902753369539257,0.5598084330558777,0.7686554789543152,0.603009819984436,0.0330943800508976,10160,80,1,0.534393310546875,-0.10939812660217285,0.012621457688510418,0.01984930783510208,0.9498793482780457,0.1586615890264511,0.27961406111717224,4.804797649383545,0.001956732477992773,0.021814558655023575,0.00822434388101101,0.008576611056923866,0.022511407732963562,0.008708368986845016
