name,loss_shape,encoder_type,r2_random_mean,r2_naive_mean,u_temporal_mean,u_batch_mean,auc_mean,top1_mean,r2_random_std,r2_naive_std,u_temporal_std,u_batch_std,auc_std,top1_std,n_samples
tau_sweep_0_20,baseline_cosine_similarity_batch,gru,0.7710405051708221,0.7265166729688645,0.038742225617170334,0.0836217723786831,0.9001111268997193,0.7540027379989624,0.004450143096481414,0.006021145463199607,0.0012927080922781513,0.0014783639380594976,0.006299554873381756,0.010280807514711632,10
exp3_pos_htft_tau_0_20,cosine_similarity_batch_add_pos_htft,gru,0.00810161828994751,-0.00032998323440551757,0.25557388067245485,0.3030193895101547,0.5088875234127045,0.21497501730918883,0.003988173977634855,0.00011754333908703393,0.004101191372350269,0.003413401360818245,0.0022863208340733157,0.0021895787672721084,10
exp4_only_fnegs_tau_0_20,cosine_similarity_batch_add_f_cross_negs,gru,0.7680654734373092,0.7124429821968079,0.03211165778338909,0.06681160479784012,0.8958668351173401,0.7440663158893586,0.0037203799016553227,0.00557823858345345,0.0010371609862529333,0.0013001211291926403,0.006409027385211245,0.010542560563807953,10
exp5_skip_fnegs_tau_0_20,cosine_similarity_batch_add_skip_f_negs,gru,0.7669980481266976,0.7230808407068252,0.039364791661500934,0.08502858951687813,0.9027276813983918,0.7579279661178588,0.004444322219831868,0.0061534425302990055,0.0013085687116544693,0.0014502251676310118,0.0063867483966661255,0.01029556721703354,10
