step,loss,loss_tau_ref,gap,gap_ratio,ff,fp,tp,cross_batch,hf_rows_consumed,synth_rows_consumed,mixup_applied,r2_random,r2_naive,u_temporal,u_batch,auc,top1,top3
1,16.615049362182617,20.299579620361328,0.028077317401766777,0.9733213102469063,-0.024347582831978798,-0.052424900233745575,0.3625718057155609,-0.0020250091329216957,128,0,0,-0.23312461376190186,-0.6177994012832642,0.012633152306079865,0.013928111642599106,0.40424248576164246,0.0008522727293893695,0.002698863623663783
2,16.285676956176758,19.617298126220703,0.017947249114513397,0.9812286000309589,0.061851851642131805,0.04390460252761841,0.6083254218101501,-0.0005095148226246238,256,0,1,-0.8638850450515747,-1.454291582107544,0.008246255107223988,0.009154245257377625,0.7376022338867188,0.010795454494655132,0.029190339148044586
3,13.363781929016113,15.392685890197754,0.02398061752319336,0.9610431309576235,0.40841221809387207,0.3844316005706787,0.6484884023666382,0.27550646662712097,384,0,0,-0.21182489395141602,-0.7130581140518188,0.007642123382538557,0.008220280520617962,0.7638194561004639,0.020454544574022293,0.05170454457402229
4,11.368486404418945,11.938688278198242,0.03428870439529419,0.8950722714310885,0.7075046896934509,0.6732159852981567,0.7556397914886475,0.5842072367668152,512,0,0,0.14112251996994019,-0.21967554092407227,0.005522936582565308,0.00572414044290781,0.8129298686981201,0.07578124850988388,0.11654829233884811
5,10.980814933776855,11.07989501953125,0.029297471046447754,0.860175687131259,0.8197668790817261,0.7904694080352783,0.8303965926170349,0.7194578647613525,640,0,0,0.29338544607162476,-0.08631205558776855,0.004439027048647404,0.0046010371297597885,0.828479528427124,0.03728692978620529,0.08018465340137482
6,10.749475479125977,10.728691101074219,0.0335465669631958,0.8033206574499179,0.8629817962646484,0.8294352293014526,0.8431394696235657,0.7376649975776672,768,0,0,0.49035191535949707,0.10696625709533691,0.004505323711782694,0.004664224106818438,0.8903068900108337,0.05688920244574547,0.10340908914804459
7,10.569669723510742,10.53695297241211,0.032643675804138184,0.8020920060593446,0.8676999807357788,0.8350563049316406,0.8297421932220459,0.6845701932907104,896,0,1,0.6034582257270813,0.21329492330551147,0.004974108189344406,0.005270006135106087,0.8938965797424316,0.019815340638160706,0.05944602191448212
8,10.40454387664795,10.429288864135742,0.03672307729721069,0.7907870524591845,0.8611934185028076,0.8244703412055969,0.8035425543785095,0.5598601698875427,1024,0,1,0.6929340660572052,0.2839745283126831,0.005941569805145264,0.006404588930308819,0.9110904932022095,0.03323863446712494,0.07819601893424988
9,10.31728458404541,10.358587265014648,0.056816160678863525,0.7244159048390282,0.8506498336791992,0.7938336730003357,0.7616888284683228,0.5001668930053711,1152,0,1,0.6994695961475372,0.36806362867355347,0.0064491694793105125,0.007097960915416479,0.9183647632598877,0.04474431648850441,0.10781249403953552
10,10.152322769165039,10.205289840698242,0.09918653964996338,0.5976722117252542,0.8526548743247986,0.7534683346748352,0.7291635870933533,0.4202650487422943,1280,0,1,0.7519377321004868,0.4526923894882202,0.007281377911567688,0.007930586114525795,0.9297651648521423,0.04772727191448212,0.12144885957241058
