stop,head,n_draws,gm_rel_mase,gm_mase,gm_mape_sn,gm_crps_sn
200000,student,3,1.0651230856724816,1.4889096008270852,1.0480875516972918,0.7791834767829418
200000,teacher,3,1.0800517808481118,1.5097780599505517,1.089316783996005,0.8038200180573644
300000,student,3,1.0863752426988134,1.518617473147599,1.0877260052555229,0.79066100332309
300000,teacher,3,1.1008585904490866,1.538863391959775,1.1019675038875196,0.8106638455070145
450000,student,3,1.0743381513809838,1.5017911165788334,1.080899994184444,0.7899496021563494
450000,teacher,3,1.0951805796835137,1.530926239102813,1.1184270340135722,0.8169415349673991
665000,student,1,1.0782920717708753,1.5073182055215153,1.084578872299562,0.7779466495072456
