dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
loop_seattle/5T/short,contrastive_tiny,78.96172357253283,78.96172357253283,5.394250097979625,0.8392577341468497,0.14378437807034025,0.11008807086861518,33.57030936587399,8.886040939165925,0.1523759843928197,0.09249948029362344,0.09249948029362344,Transport,1
loop_seattle/5T/medium,contrastive_tiny,265.6008093204636,265.6008093204636,10.608911901249735,1.630591791594,0.33741149975528795,0.23357977992037204,65.22367166376002,16.297263859938685,0.2899618162627524,0.18875434489464518,0.1887543448946452,Transport,1
loop_seattle/5T/long,contrastive_tiny,197.71470788246657,197.71470788246657,8.79851287173529,1.3626402411801193,0.328756284654342,0.18416076022310887,54.505609647204764,14.061106211193577,0.24860323473001023,0.15555950775663424,0.15555950775663424,Transport,1
loop_seattle/D/short,contrastive_tiny,29.202436077637017,29.202436077637017,4.298720713222728,1.2643818914617662,0.0809801911232603,0.07804790905149853,50.57527565847066,5.403927837937607,0.09657541509016734,0.07682388619656813,0.07682388619656813,Transport,1
loop_seattle/H/short,contrastive_tiny,130.6810514188856,130.6810514188856,7.525869299722847,1.5040277429295648,0.22257373342203315,0.1634513876809271,60.1611097171826,11.431581317511833,0.202350615768483,0.13321554076330558,0.13321554076330558,Transport,1
loop_seattle/H/medium,contrastive_tiny,135.2747536695869,135.2747536695869,7.921530281840002,1.5994708132797253,0.2077037175027072,0.17174491277281592,63.978832531189,11.63076754430192,0.20557250878590852,0.140012157173513,0.140012157173513,Transport,1
loop_seattle/H/long,contrastive_tiny,135.42310643154445,135.42310643154445,7.652778281622586,1.5705935673421274,0.2393741046675617,0.16499288940091641,62.82374269368507,11.63714339653613,0.20797133641137558,0.13676539613344776,0.13676539613344774,Transport,1
m_dense/D/short,contrastive_tiny,19176.91684956264,19176.91684956264,79.67755496060407,1.1134518058695229,0.19688763895388245,0.16094635423284528,44.53807223478092,138.48074541091495,0.2397306542918253,0.13793363349106397,0.137933633491064,Transport,1
m_dense/H/short,contrastive_tiny,153836.23080235402,153836.23080235402,212.4871399240444,1.7257864990482463,0.8448822779690982,0.4520452786323278,69.03145996192985,392.2196206238974,0.6956998721216964,0.37689923782373824,0.3768992378237383,Transport,1
m_dense/H/medium,contrastive_tiny,143910.52086465896,143910.52086465896,202.0492577596671,1.598618170325859,0.8662487695981274,0.4261819595927097,63.94472681303437,379.35540178658187,0.6600304726459575,0.3515401822903342,0.3515401822903342,Transport,1
