step,loss,loss_tau_ref,gap,ff,fp,tp,cross_batch,hf_rows_consumed,synth_rows_consumed,mixup_applied,r2_random,r2_naive,u_temporal,u_batch,auc,top1
23,12.22323989868164,12.354582786560059,0.0003565549850463867,0.9280496835708618,0.9276931285858154,0.9641733765602112,0.9242297410964966,5888,0,0,-0.8757510185241699,-1.067253828048706,0.0028217765502631664,0.0028216945938766003,0.5015624761581421,0.21619316935539246
24,12.218086242675781,12.330283164978027,0.000286102294921875,0.9313443899154663,0.9310582876205444,0.9647311568260193,0.9275474548339844,6144,0,1,-0.830194354057312,-0.991733193397522,0.00280765350908041,0.0028151660226285458,0.5147016644477844,0.2202414721250534
25,12.215538024902344,12.320731163024902,0.0002657175064086914,0.9363924860954285,0.9361267685890198,0.9710186719894409,0.9325696229934692,6400,0,0,-1.0041921138763428,-1.2544677257537842,0.0027772255707532167,0.0027825748547911644,0.5142755508422852,0.2208806723356247
26,12.21083927154541,12.305013656616211,0.00024586915969848633,0.940637469291687,0.9403916001319885,0.973233163356781,0.93684983253479,6656,0,1,-1.124894380569458,-1.2941961288452148,0.0027603821363300085,0.0027617693413048983,0.5147371888160706,0.21519885957241058
27,12.208311080932617,12.296130180358887,0.00021797418594360352,0.9439528584480286,0.943734884262085,0.9780162572860718,0.9401533007621765,6912,0,1,-1.3238637447357178,-1.6414146423339844,0.0027397791855037212,0.002741154981777072,0.5129971504211426,0.220596581697464
28,12.206365585327148,12.288042068481445,0.0001875758171081543,0.94588702917099,0.9456994533538818,0.9778532385826111,0.9421164393424988,7168,0,0,-1.296010971069336,-1.5204246044158936,0.0027346366550773382,0.0027369470335543156,0.5111683011054993,0.2190340906381607
29,12.206387519836426,12.287707328796387,0.0002568960189819336,0.9474793076515198,0.9472224116325378,0.9808282256126404,0.9436899423599243,7424,0,1,-1.4612953662872314,-1.862764596939087,0.0027232738211750984,0.0027244912926107645,0.5208984017372131,0.23181816935539246
30,12.205586433410645,12.283093452453613,0.00015431642532348633,0.9480128884315491,0.9478585720062256,0.9791386723518372,0.944277286529541,7680,0,0,-1.4366931915283203,-1.5531442165374756,0.002720989054068923,0.0027254282031208277,0.5141690373420715,0.21882101893424988
31,12.20584774017334,12.283990859985352,0.00016891956329345703,0.949072003364563,0.9489030838012695,0.9810836315155029,0.9453246593475342,7936,0,1,-1.5461597442626953,-1.801433801651001,0.0027152784168720245,0.0027172467671334743,0.5126597881317139,0.21953123807907104
32,12.20518970489502,12.282361030578613,0.00018918514251708984,0.9504199028015137,0.9502307176589966,0.9828938841819763,0.9466731548309326,8192,0,1,-1.7408654689788818,-2.0309813022613525,0.00270511070266366,0.0027064180467277765,0.5149325132369995,0.2184659093618393
33,12.204070091247559,12.276753425598145,0.0001551508903503418,0.9502217769622803,0.9500666260719299,0.9815641045570374,0.9464662075042725,8448,0,0,-1.5532422065734863,-1.7823173999786377,0.0027081025764346123,0.0027136607095599174,0.5028053522109985,0.21683238446712494
34,12.204333305358887,12.27962875366211,0.0001456141471862793,0.9508582353591919,0.9507126212120056,0.9826151132583618,0.9471140503883362,8704,0,1,-1.7385821342468262,-1.9455113410949707,0.0027053547091782093,0.0027058448176831007,0.5156427621841431,0.224502831697464
35,12.203800201416016,12.277549743652344,0.00018739700317382812,0.9519903063774109,0.9518029093742371,0.9844210743904114,0.9482378959655762,8960,0,1,-1.8451347351074219,-2.2158398628234863,0.0026960300747305155,0.0026978624518960714,0.5114701390266418,0.21775567531585693
36,12.203214645385742,12.27626895904541,0.00014954805374145508,0.9521411061286926,0.9519915580749512,0.9836604595184326,0.9483862519264221,9216,0,0,-1.8144752979278564,-2.0378472805023193,0.0026992387138307095,0.002699602860957384,0.5106533765792847,0.21761362254619598
37,12.202693939208984,12.274227142333984,0.00014203786849975586,0.9530503153800964,0.9529082775115967,0.9850450158119202,0.9492907524108887,9472,0,0,-1.9010276794433594,-2.257434844970703,0.0026921166572719812,0.0026940894313156605,0.5097123384475708,0.21768465638160706
38,12.201696395874023,12.269319534301758,0.0001575946807861328,0.9522790908813477,0.9521214962005615,0.981419563293457,0.9485239386558533,9728,0,0,-1.6567597389221191,-1.6359593868255615,0.002703642239794135,0.0027055770624428988,0.5086115002632141,0.2166193127632141
39,12.201715469360352,12.270254135131836,0.00014281272888183594,0.9535329341888428,0.9533901214599609,0.9846082925796509,0.9497791528701782,9984,0,0,-1.873795747756958,-2.1216907501220703,0.0026916281785815954,0.0026947162114083767,0.4974609315395355,0.211860790848732
40,12.201685905456543,12.271079063415527,0.0001506805419921875,0.9539857506752014,0.9538350701332092,0.9846817255020142,0.9502298831939697,10240,0,0,-1.9416720867156982,-2.132758855819702,0.0026906379498541355,0.0026917317882180214,0.4995560944080353,0.21526987850666046
41,12.20097541809082,12.265945434570312,0.00018703937530517578,0.9536645412445068,0.9534775018692017,0.9829822182655334,0.9499005079269409,10496,0,1,-1.6629135608673096,-1.7992193698883057,0.002696678042411804,0.0026987819001078606,0.5080432891845703,0.21058237552642822
42,12.200957298278809,12.265777587890625,0.00014722347259521484,0.9536181688308716,0.9534709453582764,0.9823961853981018,0.9498708248138428,10752,0,1,-1.6916558742523193,-1.728492021560669,0.0026995285879820585,0.0027001320850104094,0.5141335129737854,0.21406249701976776
43,12.200892448425293,12.26620101928711,0.0001309514045715332,0.9543747305870056,0.9542437791824341,0.9838456511497498,0.9506311416625977,11008,0,0,-1.782362461090088,-1.9220983982086182,0.002695455215871334,0.002695792820304632,0.5139381885528564,0.2178266942501068
44,12.200275421142578,12.262751579284668,0.00016438961029052734,0.9543610215187073,0.9541966319084167,0.9827479124069214,0.9505996108055115,11264,0,1,-1.7191991806030273,-1.7202589511871338,0.0026972030755132437,0.0026986049488186836,0.5137606263160706,0.2175426036119461
45,12.20034122467041,12.263717651367188,0.00012803077697753906,0.9551241993904114,0.9549961686134338,0.9842628240585327,0.9513723850250244,11520,0,0,-1.8049590587615967,-1.9299960136413574,0.0026908437721431255,0.0026927576400339603,0.490021288394928,0.2064630687236786
46,12.199955940246582,12.261091232299805,0.00012034177780151367,0.9551479816436768,0.9550276398658752,0.9838989973068237,0.951417863368988,11776,0,1,-1.7325255870819092,-1.8897151947021484,0.0026948873419314623,0.002695721574127674,0.5112215876579285,0.2142755687236786
47,12.199663162231445,12.260364532470703,0.00015908479690551758,0.9554006457328796,0.9552415609359741,0.9838233590126038,0.9516403675079346,12032,0,0,-1.7486083507537842,-1.836427927017212,0.002694241004064679,0.002694993279874325,0.5112748146057129,0.2169744223356247
48,12.199336051940918,12.258371353149414,0.00014132261276245117,0.9555875062942505,0.955446183681488,0.9841045141220093,0.9518206715583801,12288,0,0,-1.6814091205596924,-1.886007308959961,0.002694625873118639,0.0026961672119796276,0.5148082375526428,0.22201703488826752
49,12.199037551879883,12.256983757019043,0.00015926361083984375,0.9557098746299744,0.9555506110191345,0.9841490983963013,0.9519209265708923,12544,0,0,-1.662003993988037,-1.8811228275299072,0.0026957602240145206,0.0026970920152962208,0.5155006647109985,0.22265625
50,12.199508666992188,12.259308815002441,0.00012433528900146484,0.9563848972320557,0.9562605619430542,0.9841411113739014,0.9526566863059998,12800,0,0,-1.789287805557251,-1.8425047397613525,0.0026905620470643044,0.00269174762070179,0.498916894197464,0.21463067829608917
51,12.198984146118164,12.256335258483887,0.00016188621520996094,0.9568184018135071,0.9566565155982971,0.9860612750053406,0.9530481100082397,13056,0,1,-1.8216204643249512,-2.2198286056518555,0.0026891534216701984,0.00268991244956851,0.5131924748420715,0.22073863446712494
52,12.198690414428711,12.25451946258545,0.00016009807586669922,0.9563532471656799,0.9561931490898132,0.9841344356536865,0.9525956511497498,13312,0,1,-1.6170332431793213,-1.8561978340148926,0.0026956251822412014,0.0026971278712153435,0.5135475397109985,0.21711647510528564
53,12.198585510253906,12.254415512084961,0.00015562772750854492,0.9570765495300293,0.9569209218025208,0.9850186109542847,0.9533029198646545,13568,0,0,-1.7639718055725098,-1.9750514030456543,0.0026903769467025995,0.002692039357498288,0.5104225873947144,0.21882101893424988
54,12.198237419128418,12.252514839172363,0.00016760826110839844,0.9568788409233093,0.9567112326622009,0.9827505946159363,0.9530829191207886,13824,0,0,-1.5610108375549316,-1.5696372985839844,0.0026959069073200226,0.0026974263601005077,0.5018643140792847,0.21136362850666046
55,12.19802474975586,12.251067161560059,0.00015538930892944336,0.9569603800773621,0.9568049907684326,0.983639121055603,0.9531866908073425,14080,0,0,-1.5800368785858154,-1.725602626800537,0.002697831718251109,0.0026987085584551096,0.5140802264213562,0.2181818187236786
56,12.19802188873291,12.251028060913086,0.0001513957977294922,0.9569206833839417,0.9567692875862122,0.9823392629623413,0.9531611204147339,14336,0,0,-1.4898619651794434,-1.5270943641662598,0.0027018655091524124,0.0027022208087146282,0.5108131766319275,0.21924714744091034
57,12.197531700134277,12.248273849487305,0.00016111135482788086,0.9570512175559998,0.9568901062011719,0.9826787710189819,0.9532580971717834,14592,0,0,-1.4370863437652588,-1.539738416671753,0.0027009970508515835,0.0027026350144296885,0.5070844888687134,0.21342328190803528
58,12.197509765625,12.2471342086792,0.00014770030975341797,0.9570764303207397,0.9569287300109863,0.9830183982849121,0.9533219933509827,14848,0,1,-1.3429603576660156,-1.6104443073272705,0.0027007730677723885,0.002704500686377287,0.5115944147109985,0.21732953190803528
59,12.197372436523438,12.247371673583984,0.00015848875045776367,0.9577201008796692,0.9575616121292114,0.9836400747299194,0.9539351463317871,15104,0,0,-1.453606128692627,-1.6678283214569092,0.0027002175338566303,0.002701240824535489,0.5090553760528564,0.22301135957241058
60,12.197286605834961,12.246793746948242,0.0001621246337890625,0.9578170776367188,0.9576549530029297,0.9831377267837524,0.9540325403213501,15360,0,0,-1.397559404373169,-1.585782766342163,0.00269960961304605,0.0027022771537303925,0.5011895895004272,0.21463067829608917
61,12.19694995880127,12.244573593139648,0.00018870830535888672,0.9576486945152283,0.9574599862098694,0.9814547896385193,0.9538658261299133,15616,0,0,-1.3099491596221924,-1.3479318618774414,0.002707132138311863,0.0027073228266090155,0.5139559507369995,0.21924714744091034
62,12.196887016296387,12.243837356567383,0.00011640787124633789,0.9574713110923767,0.9573549032211304,0.9814407825469971,0.953704833984375,15872,0,0,-1.2081632614135742,-1.3466696739196777,0.002708559390157461,0.002710881642997265,0.5055930018424988,0.21640624105930328
63,12.1967191696167,12.2423734664917,0.00020802021026611328,0.957526445388794,0.9573184251785278,0.9806386828422546,0.953762412071228,16128,0,1,-1.156198263168335,-1.2607340812683105,0.002711211796849966,0.0027134371921420097,0.5141335129737854,0.22130681574344635
64,12.196535110473633,12.241854667663574,0.00015670061111450195,0.957615852355957,0.9574591517448425,0.9807548522949219,0.9538336396217346,16384,0,0,-1.1409854888916016,-1.2728171348571777,0.002713296562433243,0.0027157622389495373,0.513263463973999,0.2190340906381607
65,12.196175575256348,12.23876953125,0.00020623207092285156,0.9574949741363525,0.9572887420654297,0.9803023934364319,0.9537321925163269,16640,0,1,-1.0400362014770508,-1.2242321968078613,0.0027138404548168182,0.002719009295105934,0.5127308368682861,0.21505680680274963
66,12.196014404296875,12.238126754760742,0.00018602609634399414,0.9577705264091492,0.9575845003128052,0.9798111915588379,0.9540010094642639,16896,0,0,-1.0356316566467285,-1.1426970958709717,0.002717358525842428,0.0027197981253266335,0.509765625,0.2166193127632141
67,12.19617748260498,12.23865795135498,0.00016355514526367188,0.9583356380462646,0.958172082901001,0.9810377955436707,0.9545683860778809,17152,0,1,-1.0950114727020264,-1.26194167137146,0.002714244183152914,0.002714982023462653,0.5137251019477844,0.2172585129737854
68,12.195865631103516,12.237266540527344,0.00019812583923339844,0.9578988552093506,0.9577007293701172,0.9790996313095093,0.9541249871253967,17408,0,0,-0.978919267654419,-1.0610435009002686,0.0027207983657717705,0.0027225345838814974,0.5142045021057129,0.21832385659217834
69,12.195503234863281,12.234668731689453,0.00014197826385498047,0.9571205973625183,0.9569786190986633,0.9771823287010193,0.9533448219299316,17664,0,1,-0.8386675119400024,-0.9161399602890015,0.002729724394157529,0.0027341556269675493,0.5136541128158569,0.22244317829608917
70,12.195989608764648,12.237590789794922,0.00015908479690551758,0.95892733335495,0.9587682485580444,0.980233371257782,0.9551655650138855,17920,0,0,-1.0670976638793945,-1.1306273937225342,0.0027151419781148434,0.0027162632904946804,0.5078125,0.21377840638160706
71,12.195605278015137,12.23594856262207,0.0002079010009765625,0.9585590958595276,0.958351194858551,0.9795886874198914,0.9547610282897949,18176,0,0,-0.956088662147522,-1.097472906112671,0.00272188289090991,0.0027234330773353577,0.5087357759475708,0.21988636255264282
72,12.195466041564941,12.235140800476074,0.00016570091247558594,0.9588809013366699,0.9587152004241943,0.9797136187553406,0.9550743103027344,18432,0,0,-0.9675208330154419,-1.0969288349151611,0.0027223010547459126,0.0027232838328927755,0.518750011920929,0.23089487850666046
73,12.195503234863281,12.235167503356934,0.00016802549362182617,0.958579421043396,0.9584113955497742,0.9785469174385071,0.9547868371009827,18688,0,0,-0.8730919361114502,-0.9917197227478027,0.002727302024140954,0.0027276440523564816,0.5133167505264282,0.22031249105930328
74,12.195560455322266,12.234660148620605,0.00015395879745483398,0.9590595960617065,0.9589056372642517,0.9794268608093262,0.9553018808364868,18944,0,0,-0.882472038269043,-1.039334774017334,0.0027253590524196625,0.0027260109782218933,0.515625,0.21953123807907104
75,12.195173263549805,12.23288345336914,0.00019788742065429688,0.9595440626144409,0.9593461751937866,0.9802587032318115,0.9557393193244934,19200,0,0,-0.8969897031784058,-1.107038974761963,0.002723254729062319,0.0027236444875597954,0.5152343511581421,0.2232954502105713
76,12.195244789123535,12.232220649719238,0.00017076730728149414,0.9582271575927734,0.9580563902854919,0.9764914512634277,0.954471230506897,19456,0,1,-0.7138633728027344,-0.8115423917770386,0.0027401852421462536,0.002740298630669713,0.5115944147109985,0.22215908765792847
77,12.195043563842773,12.232081413269043,0.00021713972091674805,0.9590007662773132,0.9587836265563965,0.9773156642913818,0.9552072882652283,19712,0,0,-0.7633306980133057,-0.8437472581863403,0.0027335763443261385,0.002733988221734762,0.5072265267372131,0.21875
78,12.195101737976074,12.23203182220459,0.00019377470016479492,0.9599964618682861,0.9598026871681213,0.9790101647377014,0.9562187790870667,19968,0,0,-0.8330931663513184,-0.9642797708511353,0.0027252831496298313,0.002725686877965927,0.511310338973999,0.22265625
79,12.194843292236328,12.229347229003906,0.00019872188568115234,0.9593690037727356,0.9591702818870544,0.9783916473388672,0.9556013345718384,20224,0,1,-0.7300328016281128,-0.9416066408157349,0.0027331975288689137,0.0027348557487130165,0.5131569504737854,0.2181818187236786
80,12.194572448730469,12.228493690490723,0.00017690658569335938,0.9585520625114441,0.9583751559257507,0.9745472073554993,0.9547635912895203,20480,0,0,-0.6146687269210815,-0.6581624746322632,0.0027443962171673775,0.002747125457972288,0.5053266882896423,0.21526987850666046
81,12.195021629333496,12.230879783630371,0.00015926361083984375,0.9596904516220093,0.9595311880111694,0.9774168133735657,0.9559428095817566,20736,0,0,-0.7199426889419556,-0.8307987451553345,0.002732921624556184,0.0027359584346413612,0.5097301006317139,0.2151278406381607
82,12.194554328918457,12.228392601013184,0.00019913911819458008,0.9595293402671814,0.9593302011489868,0.9771590828895569,0.9557284712791443,20992,0,1,-0.6928442716598511,-0.8286926746368408,0.0027395361103117466,0.0027403049170970917,0.5139204263687134,0.2214488536119461
83,12.194452285766602,12.227580070495605,0.00019633769989013672,0.959186315536499,0.9589899778366089,0.9742501974105835,0.9554020166397095,21248,0,0,-0.5839903354644775,-0.6059623956680298,0.002746730111539364,0.0027473652735352516,0.5050070881843567,0.2139914631843567
84,12.19446849822998,12.226663589477539,0.00016820430755615234,0.9593986868858337,0.9592304825782776,0.9760477542877197,0.9556385278701782,21504,0,1,-0.5912387371063232,-0.7529095411300659,0.002743400866165757,0.0027466611936688423,0.5156782269477844,0.22279828786849976
85,12.194252014160156,12.2268648147583,0.00023323297500610352,0.9608263969421387,0.9605931639671326,0.9785796999931335,0.957003653049469,21760,0,0,-0.6891794204711914,-0.8739845752716064,0.002732577035203576,0.002734049456194043,0.5096945762634277,0.21654829382896423
86,12.1944580078125,12.227200508117676,0.0001774430274963379,0.9603363871574402,0.9601589441299438,0.9770898818969727,0.9565590023994446,22016,0,0,-0.6071639060974121,-0.775768518447876,0.0027386797592043877,0.0027411351911723614,0.510316014289856,0.22201703488826752
87,12.194241523742676,12.226048469543457,0.00019174814224243164,0.9603191018104553,0.9601273536682129,0.9754192233085632,0.9565278887748718,22272,0,0,-0.5644030570983887,-0.6436158418655396,0.0027433184441179037,0.00274410517886281,0.5049005746841431,0.21803976595401764
88,12.194287300109863,12.22592544555664,0.00019675493240356445,0.9603549242019653,0.9601581692695618,0.9762360453605652,0.9565936326980591,22528,0,0,-0.5641036033630371,-0.7099510431289673,0.0027431570924818516,0.0027456986717879772,0.5036754012107849,0.20987215638160706
89,12.193758010864258,12.222987174987793,0.0002537965774536133,0.9598707556724548,0.9596169590950012,0.9748319983482361,0.9560557007789612,22784,0,1,-0.5209020376205444,-0.6261093616485596,0.0027488088235259056,0.0027529262006282806,0.5111327767372131,0.21313919126987457
90,12.194104194641113,12.225119590759277,0.0002022385597229004,0.9605443477630615,0.9603421092033386,0.9749047756195068,0.9567627906799316,23040,0,0,-0.5359487533569336,-0.605198860168457,0.002746428130194545,0.0027473284862935543,0.514222264289856,0.22230112552642822
91,12.193994522094727,12.224787712097168,0.0002447962760925293,0.9613659381866455,0.961121141910553,0.9759632349014282,0.9575526714324951,23296,0,0,-0.5928951501846313,-0.641598105430603,0.002740605268627405,0.0027409587055444717,0.5043856501579285,0.22038350999355316
92,12.193826675415039,12.22346305847168,0.0002205967903137207,0.9609279632568359,0.9607073664665222,0.9742635488510132,0.9571200609207153,23552,0,0,-0.5145723819732666,-0.5500719547271729,0.0027463906444609165,0.0027484376914799213,0.5135653018951416,0.21811078488826752
93,12.193732261657715,12.222594261169434,0.00022649765014648438,0.961449921131134,0.9612234234809875,0.975999116897583,0.9576451778411865,23808,0,1,-0.558263897895813,-0.660271406173706,0.002743207151070237,0.0027440516278147697,0.5138316750526428,0.21889203786849976
94,12.193882942199707,12.223355293273926,0.0001748800277709961,0.961505651473999,0.961330771446228,0.9754762649536133,0.9577208757400513,24064,0,0,-0.5277135372161865,-0.6063452959060669,0.0027430097106844187,0.0027455068193376064,0.5087180137634277,0.2184659093618393
95,12.193815231323242,12.223388671875,0.0002269148826599121,0.9625399708747864,0.9623130559921265,0.9772908687591553,0.9587269425392151,24320,0,0,-0.585736870765686,-0.6989320516586304,0.00273580988869071,0.0027361412066966295,0.5017222762107849,0.2211647629737854
96,12.19364070892334,12.222067832946777,0.00016671419143676758,0.9620572924613953,0.9618905782699585,0.97566157579422,0.9582465291023254,24576,0,0,-0.5167287588119507,-0.589189887046814,0.002740143798291683,0.0027431068010628223,0.5099964141845703,0.2121448814868927
97,12.193469047546387,12.221051216125488,0.00019937753677368164,0.9616268873214722,0.9614275097846985,0.9747925996780396,0.9578039050102234,24832,0,0,-0.4800828695297241,-0.551573634147644,0.0027452013455331326,0.002749254461377859,0.5085049271583557,0.21867896616458893
98,12.193636894226074,12.221250534057617,0.00018364191055297852,0.9617597460746765,0.9615761041641235,0.9740542769432068,0.9579814672470093,25088,0,0,-0.4571042060852051,-0.5083522796630859,0.002749965526163578,0.002750111510977149,0.5151278376579285,0.21988636255264282
99,12.193596839904785,12.220766067504883,0.00018078088760375977,0.9629458785057068,0.962765097618103,0.9758048057556152,0.9591743350028992,25344,0,1,-0.5318766832351685,-0.5557514429092407,0.0027381102554500103,0.00273856776766479,0.5090553760528564,0.2169744223356247
100,12.193563461303711,12.221101760864258,0.00020563602447509766,0.9624912738800049,0.9622856378555298,0.9754364490509033,0.9586891531944275,25600,0,0,-0.4944629669189453,-0.5590341091156006,0.002743955235928297,0.002744885627180338,0.5134410262107849,0.2205255627632141
101,12.193071365356445,12.217384338378906,0.0002257227897644043,0.9628405570983887,0.9626148343086243,0.9771538376808167,0.9590284824371338,25856,0,1,-0.484075665473938,-0.659557580947876,0.0027354909107089043,0.0027431021444499493,0.5082386136054993,0.21505680680274963
102,12.193313598632812,12.219767570495605,0.00023192167282104492,0.9637852311134338,0.9635533094406128,0.9783182740211487,0.9599635601043701,26112,0,0,-0.557557225227356,-0.7111042737960815,0.0027311670128256083,0.0027343821711838245,0.5128373503684998,0.2199573814868927
103,12.193350791931152,12.219685554504395,0.00020432472229003906,0.9646342992782593,0.9644299745559692,0.9799582362174988,0.960822582244873,26368,0,0,-0.5991822481155396,-0.8164178133010864,0.0027218800969421864,0.002726717619225383,0.5041903257369995,0.21626420319080353
104,12.193183898925781,12.218405723571777,0.00016987323760986328,0.963050901889801,0.9628810286521912,0.9744702577590942,0.9592448472976685,26624,0,0,-0.44335007667541504,-0.47096216678619385,0.002745367120951414,0.0027459943667054176,0.509552538394928,0.21313919126987457
105,12.19300365447998,12.217254638671875,0.0002028346061706543,0.9643879532814026,0.9641851186752319,0.9784519672393799,0.9605616927146912,26880,0,1,-0.5671489238739014,-0.7042598724365234,0.002729472704231739,0.0027317579369992018,0.5140092372894287,0.21796874701976776
106,12.19329833984375,12.219532012939453,0.00019800662994384766,0.9652072191238403,0.9650092124938965,0.9792606830596924,0.9613852500915527,27136,0,0,-0.6125533580780029,-0.7203660011291504,0.00272308848798275,0.0027246009558439255,0.5036754012107849,0.21612215042114258
107,12.193004608154297,12.217344284057617,0.00021713972091674805,0.9649055600166321,0.9646884202957153,0.9790732264518738,0.9610831141471863,27392,0,0,-0.5836478471755981,-0.7174245119094849,0.002725332509726286,0.002728882245719433,0.5117365121841431,0.21896305680274963
108,12.192965507507324,12.217585563659668,0.0002143383026123047,0.965750515460968,0.9655361771583557,0.9798654913902283,0.9619064331054688,27648,0,0,-0.6295216083526611,-0.7302712202072144,0.0027167275547981262,0.002720929915085435,0.5084694623947144,0.21420453488826752
109,12.19295597076416,12.216597557067871,0.00018221139907836914,0.9658610224723816,0.9656788110733032,0.9811363220214844,0.9620283246040344,27904,0,1,-0.6705255508422852,-0.8712645769119263,0.00271726306527853,0.0027205359656363726,0.5129261016845703,0.21420453488826752
