step,loss,loss_tau_ref,gap,ff,fp,tp,cross_batch,hf_rows_consumed,synth_rows_consumed,mixup_applied,r2_random,r2_naive,u_temporal,u_batch,auc,top1
1,18.477407455444336,22.33723258972168,0.000582483597099781,-0.004426626488566399,-0.00500911008566618,0.3578295111656189,-0.004548211116343737,256,0,0,-0.16237175464630127,-0.5727298259735107,0.008054563775658607,0.008270913735032082,0.49824216961860657,0.19921875
2,19.193063735961914,22.864883422851562,0.0016163978725671768,-0.022272467613220215,-0.02388886548578739,0.28009286522865295,-0.02499893493950367,512,0,1,-0.1584150791168213,-0.4262509346008301,0.009481584653258324,0.009874358773231506,0.4998401701450348,0.20234374701976776
3,17.539756774902344,20.410398483276367,0.0014142543077468872,0.21382756531238556,0.21241331100463867,0.27310580015182495,0.21118274331092834,768,0,0,0.11067467927932739,-0.08413755893707275,0.010763421654701233,0.01099923811852932,0.5124111771583557,0.21896305680274963
4,18.598379135131836,22.262493133544922,0.0007872581481933594,0.0337504968047142,0.032963238656520844,0.3668440282344818,0.030341627076268196,1024,0,1,-0.12079691886901855,-0.5362496376037598,0.008829467929899693,0.008792145177721977,0.5047762393951416,0.2115767002105713
5,16.80540657043457,19.436431884765625,0.0014349818229675293,0.2822161018848419,0.2807811200618744,0.3347044289112091,0.27918916940689087,1280,0,1,0.16760504245758057,-0.08397889137268066,0.009362945333123207,0.009352775290608406,0.5050070881843567,0.2142755687236786
6,16.334774017333984,18.64111328125,0.002214968204498291,0.35459819436073303,0.35238322615623474,0.4363206923007965,0.35013219714164734,1536,0,0,0.20929944515228271,-0.15147018432617188,0.008687327615916729,0.009563512168824673,0.5147727131843567,0.22080965340137482
7,16.195476531982422,18.45848274230957,0.002034395933151245,0.3552078604698181,0.35317346453666687,0.36415156722068787,0.3531067967414856,1792,0,1,0.20963430404663086,-0.018388748168945312,0.009764090180397034,0.009998666122555733,0.5091264247894287,0.21292613446712494
8,15.697925567626953,17.77939796447754,0.0021542012691497803,0.38989943265914917,0.3877452313899994,0.3496735692024231,0.38591840863227844,2048,0,1,0.22768878936767578,0.059413790702819824,0.010590349324047565,0.010740576311945915,0.5069957375526428,0.20980112254619598
9,15.27655029296875,17.19462776184082,0.002671152353286743,0.4285147190093994,0.42584356665611267,0.45697012543678284,0.4237574338912964,2304,0,1,0.20999139547348022,-0.05708920955657959,0.00972561351954937,0.01027173362672329,0.512269139289856,0.21612215042114258
10,14.776796340942383,16.448495864868164,0.0026091933250427246,0.48205283284187317,0.47944363951683044,0.5003544688224792,0.4761291742324829,2560,0,0,0.2150031328201294,-0.040267109870910645,0.009223755449056625,0.009669520892202854,0.5080965757369995,0.21200282871723175
