step,loss,loss_tau_ref,gap,ff,fp,tp,cross_batch,hf_rows_consumed,synth_rows_consumed,mixup_applied,r2_random,r2_naive,u_temporal,u_batch,auc,top1
1,14.4638090133667,18.280942916870117,0.0005824835970997,-0.0044266264885663,-0.0050091100856661,0.3578295111656189,-0.0045482111163437,256,0,0,-0.1623717546463012,-0.5727298259735107,0.0080545637756586,0.008270913735032,0.4982421696186065,0.19921875
2,14.597186088562012,18.40184783935547,0.0018933862447738,-0.0112854382023215,-0.0131788244470953,0.2807284891605377,-0.0138066923245787,512,0,1,-0.1457617282867431,-0.4121472835540771,0.0094388946890831,0.0098158437758684,0.5033202767372131,0.2083806693553924
3,13.246475219726562,15.819323539733888,0.0015738159418106,0.2506529986858368,0.2490791827440261,0.2756953239440918,0.248908519744873,768,0,0,0.1498284339904785,-0.0369627475738525,0.0107165295630693,0.0109360367059707,0.5140624642372131,0.2203124910593032
4,13.132227897644045,15.48759651184082,0.0019289255142211,0.2862412333488464,0.2843123078346252,0.3732310533523559,0.2846772968769073,1024,0,1,0.1659609675407409,-0.1441792249679565,0.0088244620710611,0.0087793385609984,0.5161044001579285,0.22265625
5,12.894521713256836,15.13740348815918,0.0015439689159393,0.3011450469493866,0.2996010780334472,0.3538978993892669,0.2994509637355804,1280,0,1,0.1672790050506591,-0.0865445137023925,0.0094491932541131,0.0094464430585503,0.5055575370788574,0.2135653346776962
6,12.928130149841309,14.784978866577148,0.0025391578674316,0.3530932962894439,0.3505541384220123,0.465671569108963,0.3503913879394531,1536,0,0,0.165381908416748,-0.2178003787994384,0.0087353801354765,0.0095577370375394,0.5165482759475708,0.2218749970197677
7,12.519461631774902,14.654504776000977,0.002532809972763,0.3047698140144348,0.3022370040416717,0.4128797352313995,0.3021198809146881,1792,0,1,0.079006016254425,-0.1889146566390991,0.0097454898059368,0.0100131630897521,0.5108131766319275,0.2151278406381607
8,12.218899726867676,13.812093734741213,0.0022251009941101,0.3713409900665283,0.3691158890724182,0.421212375164032,0.3692818284034729,2048,0,1,0.1051290035247802,-0.0892145633697509,0.0101131312549114,0.0101963588967919,0.5080965757369995,0.2120028287172317
9,11.960653305053713,13.080765724182127,0.0024370551109313,0.4435683488845825,0.4411312937736511,0.5440323948860168,0.4407790899276733,2304,0,1,0.0856156945228576,-0.2252203226089477,0.0086994804441928,0.0091051552444696,0.5114879012107849,0.2159090787172317
10,11.780692100524902,12.554847717285156,0.0021499395370483,0.5144903063774109,0.5123403668403625,0.6090123653411865,0.5120049715042114,2560,0,0,0.0570810437202453,-0.2446250915527343,0.0074607203714549,0.0076810540631413,0.5109019875526428,0.2154119312763214
11,11.567051887512209,12.10681438446045,0.0020550489425659,0.5628013610839844,0.5607463121414185,0.7059342265129089,0.5601995587348938,2816,0,1,-0.0885243415832519,-0.497027039527893,0.0059354538097977,0.006139688193798,0.5221768021583557,0.2309658974409103
12,11.398972511291504,11.78500270843506,0.0015938282012939,0.5907151103019714,0.5891212821006775,0.753363847732544,0.588118851184845,3072,0,0,-0.3742808103561401,-0.6679508686065674,0.0048896055668592,0.0049270298331975,0.5151278376579285,0.2209516912698745
13,11.285839080810549,11.570890426635742,0.0013033151626586,0.6064138412475586,0.6051105260848999,0.8185340762138367,0.6035832762718201,3328,0,0,-0.8853596448898315,-1.1854476928710938,0.0040263039991259,0.0040910961106419,0.5142577886581421,0.2173295319080352
14,11.238524436950684,11.465277671813965,0.0008423328399658,0.6478490829467773,0.6470067501068115,0.8836017847061157,0.6451385617256165,3584,0,0,-1.654801368713379,-2.0674145221710205,0.0034328298643231,0.0034425950143486,0.5063210129737854,0.2181107848882675
15,11.186700820922852,11.320053100585938,0.0006440877914428,0.7066664099693298,0.706022322177887,0.924718976020813,0.7037064433097839,3840,0,1,-2.2268834114074707,-2.9766321182250977,0.0031500193290412,0.003159100189805,0.5133700370788574,0.2169034034013748
16,11.15489387512207,11.22947597503662,0.0003916025161743,0.7646960616111755,0.7643044590950012,0.9423906207084656,0.7616466283798218,4096,0,1,-2.553894281387329,-3.142955780029297,0.0029823260847479,0.0029943077825009,0.5118252635002136,0.2165482938289642
17,11.136244773864746,11.180752754211426,0.0002867579460144,0.8088863492012024,0.808599591255188,0.9541509747505188,0.805691123008728,4352,0,0,-2.6609787940979004,-3.24448299407959,0.0029004602693021,0.0029083536937832,0.5136185884475708,0.2170454412698745
18,11.123863220214844,11.152512550354004,0.0001990795135498,0.8415484428405762,0.8413493633270264,0.9616625905036926,0.83823162317276,4608,0,1,-2.711148977279663,-3.1899948120117188,0.0028411401435732,0.002846707124263,0.5150035619735718,0.2171164751052856
19,11.118820190429688,11.140755653381348,0.0001426935195922,0.8648490905761719,0.8647063970565796,0.9684197902679444,0.8614744544029236,4864,0,0,-2.72757625579834,-3.306641101837158,0.0027995030395686,0.0028051466215401,0.510937511920929,0.2144886255264282
20,11.114962577819824,11.132695198059082,0.0002576112747192,0.882040798664093,0.8817831873893738,0.9725313186645508,0.8785291910171509,5120,0,0,-2.8943405151367188,-3.336580753326416,0.0027679908089339,0.0027695409953594,0.5140269994735718,0.2227272689342498
21,11.112191200256348,11.126562118530272,0.0001692175865173,0.89396733045578,0.8937981128692627,0.9777727127075196,0.8904653191566467,5376,0,0,-3.0713186264038086,-3.848223209381103,0.0027440097182989,0.0027481401339173,0.5131036639213562,0.2197443097829818
22,11.110369682312012,11.12270450592041,0.000110387802124,0.902884304523468,0.902773916721344,0.9795354604721068,0.8993573784828186,5632,0,0,-3.11144495010376,-3.8272671699523926,0.0027323779650032,0.0027351176831871,0.5123934745788574,0.2200284004211425
23,11.10801124572754,11.11821746826172,0.0001599788665771,0.9102651476860046,0.9101051688194276,0.9815508127212524,0.9066643118858336,5888,0,0,-3.307945251464844,-3.933666706085205,0.0027176544535905,0.002717733150348,0.499893456697464,0.2111505568027496
24,11.107009887695312,11.11596393585205,0.0001181364059448,0.9143657684326172,0.9142476320266724,0.9807000160217284,0.910783588886261,6144,0,1,-2.98852276802063,-3.471302032470703,0.0027164493221789,0.0027203089557588,0.5136896371841431,0.2183948755264282
25,11.106539726257324,11.114950180053713,0.0001279711723327,0.9188369512557985,0.9187089800834656,0.9833146929740906,0.915238916873932,6400,0,0,-3.231019973754883,-3.9190831184387207,0.0027056224644184,0.002708557061851,0.5137073993682861,0.2151278406381607
26,11.105509757995604,11.112980842590332,0.0001181364059448,0.9222739338874816,0.9221557974815368,0.983880341053009,0.9186395406723022,6656,0,1,-3.366069793701172,-3.9046478271484375,0.0027003702707588,0.0027011784259229,0.5136541128158569,0.2164062410593032
27,11.104938507080078,11.111726760864258,9.202957153320312e-05,0.92527973651886,0.9251877069473268,0.9863076210021972,0.921649932861328,6912,0,1,-3.666871070861816,-4.560532569885254,0.0026913499459624,0.0026922861579805,0.513458788394928,0.2213778346776962
28,11.104930877685549,11.111723899841309,8.666515350341797e-05,0.9271794557571412,0.9270927906036376,0.9859700202941896,0.9235326647758484,7168,0,0,-3.61592435836792,-4.264772415161133,0.0026890174485743,0.0026905578561127,0.5073153376579285,0.2161221504211425
