step,loss,loss_tau_ref,gap,ff,fp,tp,cross_batch,hf_rows_consumed,synth_rows_consumed,mixup_applied,r2_random,r2_naive,u_temporal,u_batch,auc,top1
16,11.15489387512207,11.229475975036621,0.0003916025161743164,0.7646960616111755,0.7643044590950012,0.9423906207084656,0.7616466283798218,4096,0,1,-2.553894281387329,-3.142955780029297,0.0029823260847479105,0.0029943077825009823,0.5118252635002136,0.21654829382896423
17,11.136244773864746,11.180752754211426,0.0002867579460144043,0.8088863492012024,0.808599591255188,0.9541509747505188,0.805691123008728,4352,0,0,-2.6609787940979004,-3.24448299407959,0.0029004602693021297,0.0029083536937832832,0.5136185884475708,0.21704544126987457
18,11.123863220214844,11.152512550354004,0.0001990795135498047,0.8415484428405762,0.8413493633270264,0.9616625905036926,0.83823162317276,4608,0,1,-2.711148977279663,-3.1899948120117188,0.002841140143573284,0.002846707124263048,0.5150035619735718,0.21711647510528564
19,11.118820190429688,11.140755653381348,0.00014269351959228516,0.8648490905761719,0.8647063970565796,0.9684197902679443,0.8614744544029236,4864,0,0,-2.72757625579834,-3.306641101837158,0.0027995030395686626,0.002805146621540189,0.510937511920929,0.21448862552642822
20,11.114962577819824,11.132695198059082,0.0002576112747192383,0.882040798664093,0.8817831873893738,0.9725313186645508,0.8785291910171509,5120,0,0,-2.8943405151367188,-3.336580753326416,0.0027679908089339733,0.0027695409953594208,0.5140269994735718,0.22272726893424988
21,11.112191200256348,11.126562118530273,0.00016921758651733398,0.89396733045578,0.8937981128692627,0.9777727127075195,0.8904653191566467,5376,0,0,-3.0713186264038086,-3.8482232093811035,0.002744009718298912,0.0027481401339173317,0.5131036639213562,0.21974430978298187
22,11.110369682312012,11.12270450592041,0.00011038780212402344,0.902884304523468,0.902773916721344,0.9795354604721069,0.8993573784828186,5632,0,0,-3.1114449501037598,-3.8272671699523926,0.002732377965003252,0.002735117683187127,0.5123934745788574,0.22002840042114258
23,11.108011245727539,11.118217468261719,0.00015997886657714844,0.9102651476860046,0.9101051688194275,0.9815508127212524,0.9066643118858337,5888,0,0,-3.3079452514648438,-3.933666706085205,0.0027176544535905123,0.0027177331503480673,0.499893456697464,0.21115055680274963
24,11.107009887695312,11.11596393585205,0.00011813640594482422,0.9143657684326172,0.9142476320266724,0.9807000160217285,0.910783588886261,6144,0,1,-2.98852276802063,-3.471302032470703,0.00271644932217896,0.00272030895575881,0.5136896371841431,0.21839487552642822
25,11.106539726257324,11.114950180053711,0.00012797117233276367,0.9188369512557983,0.9187089800834656,0.9833146929740906,0.9152389168739319,6400,0,0,-3.231019973754883,-3.9190831184387207,0.0027056224644184113,0.0027085570618510246,0.5137073993682861,0.2151278406381607
26,11.105509757995605,11.112980842590332,0.00011813640594482422,0.9222739338874817,0.9221557974815369,0.983880341053009,0.9186395406723022,6656,0,1,-3.366069793701172,-3.9046478271484375,0.0027003702707588673,0.00270117842592299,0.5136541128158569,0.21640624105930328
27,11.104938507080078,11.111726760864258,9.202957153320312e-05,0.9252797365188599,0.9251877069473267,0.9863076210021973,0.9216499328613281,6912,0,1,-3.6668710708618164,-4.560532569885254,0.002691349945962429,0.0026922861579805613,0.513458788394928,0.22137783467769623
28,11.104930877685547,11.111723899841309,8.666515350341797e-05,0.9271794557571411,0.9270927906036377,0.9859700202941895,0.9235326647758484,7168,0,0,-3.61592435836792,-4.264772415161133,0.0026890174485743046,0.0026905578561127186,0.5073153376579285,0.21612215042114258
29,11.10473346710205,11.11110782623291,0.00010305643081665039,0.929296612739563,0.9291935563087463,0.9874504804611206,0.9256737232208252,7424,0,1,-3.7481207847595215,-4.779766082763672,0.0026848965790122747,0.0026857363991439342,0.5181818008422852,0.2283380627632141
30,11.104399681091309,11.110462188720703,9.083747863769531e-05,0.9306272864341736,0.9305364489555359,0.9862441420555115,0.9269987344741821,7680,0,0,-3.705925941467285,-4.084506034851074,0.002682713558897376,0.0026856528129428625,0.5142755508422852,0.22009941935539246
31,11.104172706604004,11.109973907470703,8.988380432128906e-05,0.9321954250335693,0.932105541229248,0.9873082041740417,0.9285594820976257,7936,0,1,-3.746293067932129,-4.466026782989502,0.002681420650333166,0.002682643011212349,0.512286901473999,0.21811078488826752
32,11.103534698486328,11.108790397644043,0.00013369321823120117,0.9338970184326172,0.933763325214386,0.9883423447608948,0.9302396178245544,8192,0,1,-4.017296314239502,-4.821141242980957,0.002675600815564394,0.00267660990357399,0.5155894756317139,0.21889203786849976
33,11.103459358215332,11.108642578125,8.785724639892578e-05,0.9347686767578125,0.9346808195114136,0.9874534606933594,0.9311062097549438,8448,0,0,-3.695148468017578,-4.2663445472717285,0.002676508855074644,0.00268013053573668,0.5038352012634277,0.21313919126987457
34,11.103292465209961,11.10831069946289,9.202957153320312e-05,0.936208188533783,0.9361161589622498,0.9881315231323242,0.9325371980667114,8704,0,1,-3.893815040588379,-4.505188465118408,0.0026757069863379,0.002676109317690134,0.5161576271057129,0.22265625
35,11.102932929992676,11.107512474060059,0.00010478496551513672,0.9377953410148621,0.9376905560493469,0.9892792105674744,0.9341329336166382,8960,0,1,-4.04042387008667,-4.944868087768555,0.0026697288267314434,0.0026709360536187887,0.5103693008422852,0.21853692829608917
36,11.103304862976074,11.10820484161377,7.277727127075195e-05,0.9388154745101929,0.9387426972389221,0.9889049530029297,0.9351597428321838,9216,0,0,-4.010671138763428,-4.624632358551025,0.0026706114877015352,0.0026709428057074547,0.5096058249473572,0.21569602191448212
37,11.102746963500977,11.107199668884277,0.00010269880294799805,0.9402947425842285,0.9401920437812805,0.9898425340652466,0.9366154074668884,9472,0,0,-4.145419120788574,-4.995285987854004,0.0026657169219106436,0.002667101100087166,0.5087002515792847,0.21732953190803528
38,11.102375030517578,11.106678009033203,0.00012683868408203125,0.9406554698944092,0.9405286312103271,0.9875326752662659,0.9369393587112427,9728,0,0,-3.696835517883301,-3.8086986541748047,0.0026723300106823444,0.0026737144216895103,0.5082563757896423,0.21285510063171387
39,11.102628707885742,11.106922149658203,6.133317947387695e-05,0.9423601627349854,0.9422988295555115,0.9897216558456421,0.9386845231056213,9984,0,0,-4.0646867752075195,-4.702728271484375,0.002664241474121809,0.0026662759482860565,0.4970170259475708,0.2130681723356247
40,11.10263442993164,11.106948852539062,9.161233901977539e-05,0.9434089660644531,0.9433173537254333,0.9896860718727112,0.9397291541099548,10240,0,0,-4.1138529777526855,-4.623579978942871,0.0026637595146894455,0.00266449386253953,0.4994850754737854,0.2139204442501068
41,11.10186767578125,11.105658531188965,0.00012230873107910156,0.9440619349479675,0.9439396262168884,0.9887917637825012,0.9403413534164429,10496,0,1,-3.649198055267334,-4.052021503448486,0.0026667085476219654,0.00266802916303277,0.5103515386581421,0.2124289721250534
42,11.102042198181152,11.105870246887207,0.00010979175567626953,0.944881021976471,0.9447712302207947,0.9884954690933228,0.9411832094192505,10752,0,1,-3.680962562561035,-3.878553867340088,0.00266779912635684,0.002668183296918869,0.5133167505264282,0.2115767002105713
43,11.102266311645508,11.106266021728516,8.320808410644531e-05,0.9460873603820801,0.9460041522979736,0.9895370602607727,0.9423951506614685,11008,0,0,-3.8408026695251465,-4.237333297729492,0.0026644975878298283,0.0026647490449249744,0.5140092372894287,0.21505680680274963
44,11.101892471313477,11.105557441711426,7.861852645874023e-05,0.9468191862106323,0.9467405676841736,0.9889651536941528,0.9431232810020447,11264,0,1,-3.74055814743042,-3.8735756874084473,0.002664727158844471,0.002665656851604581,0.5102982521057129,0.21384942531585693
45,11.101822853088379,11.105497360229492,8.815526962280273e-05,0.9479688405990601,0.9478806853294373,0.9900021553039551,0.9442548751831055,11520,0,0,-3.9123997688293457,-4.256082534790039,0.002660093829035759,0.002661342965438962,0.4907670319080353,0.2064630687236786
46,11.10185432434082,11.105389595031738,5.602836608886719e-05,0.9485127329826355,0.9484567046165466,0.9898962378501892,0.9448288083076477,11776,0,1,-3.7456793785095215,-4.193689346313477,0.0026626440230757,0.0026631769724190235,0.5093927383422852,0.21519885957241058
47,11.10158920288086,11.105072021484375,9.316205978393555e-05,0.9493338465690613,0.9492406845092773,0.9899307489395142,0.9456128478050232,12032,0,0,-3.81304931640625,-4.089022636413574,0.0026611690409481525,0.00266164424829185,0.5100674629211426,0.21803976595401764
48,11.101516723632812,11.104903221130371,7.486343383789062e-05,0.9499684572219849,0.949893593788147,0.9902122616767883,0.9462500214576721,12288,0,0,-3.6964778900146484,-4.186872482299805,0.0026608360931277275,0.002661782084032893,0.5137961506843567,0.22080965340137482
49,11.101377487182617,11.104684829711914,6.848573684692383e-05,0.9505543112754822,0.9504858255386353,0.9904366135597229,0.9468237161636353,12544,0,0,-3.6928462982177734,-4.23535680770874,0.002660565311089158,0.002661390695720911,0.513867199420929,0.21889203786849976
50,11.10173511505127,11.105270385742188,5.441904067993164e-05,0.9514614343643188,0.9514070153236389,0.9905577898025513,0.9477533102035522,12800,0,0,-3.9680333137512207,-4.2160773277282715,0.002656496362760663,0.0026573697105050087,0.5012961626052856,0.21356533467769623
51,11.101014137268066,11.10396671295166,9.417533874511719e-05,0.9520314931869507,0.9519373178482056,0.9916661381721497,0.9482970833778381,13056,0,1,-3.976306915283203,-4.871974945068359,0.0026561697013676167,0.002656621392816305,0.5107244253158569,0.220596581697464
52,11.101293563842773,11.104448318481445,8.416175842285156e-05,0.9522688388824463,0.9521846771240234,0.9907341003417969,0.948547899723053,13312,0,1,-3.664797306060791,-4.251114845275879,0.002658647485077381,0.0026595373637974262,0.5113458633422852,0.21569602191448212
53,11.101122856140137,11.104181289672852,8.040666580200195e-05,0.9529765844345093,0.9528961777687073,0.9913665056228638,0.9492437243461609,13568,0,0,-4.013951301574707,-4.5550994873046875,0.0026547564193606377,0.002655787393450737,0.5112393498420715,0.2169744223356247
54,11.101272583007812,11.104418754577637,6.002187728881836e-05,0.953240156173706,0.9531801342964172,0.9902137517929077,0.9495187997817993,13824,0,0,-3.695122718811035,-3.8244428634643555,0.00265692500397563,0.002657809993252158,0.499893456697464,0.2088068127632141
55,11.101046562194824,11.104022026062012,7.039308547973633e-05,0.9536004066467285,0.9535300135612488,0.9908448457717896,0.9498677849769592,14080,0,0,-3.7370142936706543,-4.158332347869873,0.0026574409566819668,0.0026579827535897493,0.5124289393424988,0.216690331697464
56,11.101239204406738,11.104433059692383,7.259845733642578e-05,0.9538565874099731,0.9537839889526367,0.9901410341262817,0.9501205086708069,14336,0,0,-3.602044105529785,-3.763868808746338,0.002659091493114829,0.0026593164075165987,0.5088955760002136,0.2166193127632141
57,11.101011276245117,11.103961944580078,7.18235969543457e-05,0.9542085528373718,0.9541367292404175,0.9905985593795776,0.9504750967025757,14592,0,0,-3.6038694381713867,-3.905022144317627,0.002657274715602398,0.002658179495483637,0.5058060884475708,0.2124289721250534
58,11.101038932800293,11.103944778442383,7.337331771850586e-05,0.9544896483421326,0.9544162750244141,0.9909154176712036,0.950766921043396,14848,0,1,-3.4391837120056152,-4.0868449211120605,0.0026567275635898113,0.002658691257238388,0.5104048252105713,0.21171873807907104
59,11.100959777832031,11.103888511657715,7.396936416625977e-05,0.9550601243972778,0.9549861550331116,0.9913318753242493,0.9513183832168579,15104,0,0,-3.723165988922119,-4.260706901550293,0.0026557063683867455,0.002656272379681468,0.5084517002105713,0.22002840042114258
60,11.100911140441895,11.103838920593262,7.998943328857422e-05,0.9553573131561279,0.9552773237228394,0.991195023059845,0.9516071677207947,15360,0,0,-3.6815829277038574,-4.152497291564941,0.0026544523425400257,0.0026558286044746637,0.5003728270530701,0.21342328190803528
61,11.100724220275879,11.103529930114746,8.20159912109375e-05,0.9555507898330688,0.9554687738418579,0.9905884265899658,0.9517901539802551,15616,0,0,-3.590081214904785,-3.77705717086792,0.002657004166394472,0.0026571378111839294,0.5124289393424988,0.21498578786849976
62,11.100919723510742,11.103830337524414,5.6803226470947266e-05,0.9557009935379028,0.9556441903114319,0.9907439351081848,0.9519557952880859,15872,0,0,-3.443270683288574,-3.824896812438965,0.0026566050946712494,0.0026577976532280445,0.505450963973999,0.21434658765792847
63,11.10090446472168,11.10373592376709,9.042024612426758e-05,0.9559713006019592,0.955880880355835,0.9905257821083069,0.9522371292114258,16128,0,1,-3.384054660797119,-3.717648506164551,0.002657201373949647,0.0026582544669508934,0.5126065015792847,0.2181818187236786
64,11.100966453552246,11.10389232635498,6.473064422607422e-05,0.9561963081359863,0.9561315774917603,0.9906304478645325,0.9524548649787903,16384,0,0,-3.4087986946105957,-3.7487659454345703,0.002657344564795494,0.0026585031300783157,0.5127130746841431,0.21598011255264282
65,11.100754737854004,11.103440284729004,9.530782699584961e-05,0.9563723802566528,0.956277072429657,0.9906855225563049,0.9526365399360657,16640,0,1,-3.2776718139648438,-3.754486083984375,0.0026563997380435467,0.0026587522588670254,0.5107244253158569,0.21463067829608917
66,11.100760459899902,11.103473663330078,7.128715515136719e-05,0.9566503763198853,0.9565790891647339,0.9906162023544312,0.9529101848602295,16896,0,0,-3.3372464179992676,-3.6617231369018555,0.002657074946910143,0.002658229088410735,0.5121093392372131,0.21647725999355316
67,11.100688934326172,11.103320121765137,6.145238876342773e-05,0.9570830464363098,0.9570215940475464,0.9913066625595093,0.953343391418457,17152,0,1,-3.532026767730713,-4.002678871154785,0.002654974814504385,0.0026553357020020485,0.5114523768424988,0.2160511314868927
68,11.100793838500977,11.103528022766113,7.796287536621094e-05,0.9570913910865784,0.9570134282112122,0.9905944466590881,0.9533528685569763,17408,0,0,-3.3382935523986816,-3.6010704040527344,0.002656737808138132,0.002657515462487936,0.5128018260002136,0.21626420319080353
69,11.100703239440918,11.103399276733398,5.9485435485839844e-05,0.9569418430328369,0.9568823575973511,0.9899459481239319,0.9531946778297424,17664,0,1,-3.0707411766052246,-3.3095288276672363,0.002659352496266365,0.0026612444780766964,0.5143465995788574,0.22272726893424988
70,11.100617408752441,11.103228569030762,7.43865966796875e-05,0.9578728675842285,0.9577984809875488,0.99139404296875,0.9541219472885132,17920,0,0,-3.7099504470825195,-3.949871063232422,0.0026526411529630423,0.002653178758919239,0.5082919001579285,0.2184659093618393
71,11.10069751739502,11.103384971618652,7.450580596923828e-05,0.9578391909599304,0.9577646851539612,0.991228461265564,0.9540888667106628,18176,0,0,-3.4906678199768066,-3.8985743522644043,0.002654734766110778,0.0026554102078080177,0.5077059268951416,0.21768465638160706
72,11.100587844848633,11.103212356567383,7.891654968261719e-05,0.9581717252731323,0.9580928087234497,0.9914125204086304,0.9544110298156738,18432,0,0,-3.582630157470703,-3.973297119140625,0.0026542586274445057,0.0026546744629740715,0.5199928879737854,0.23188920319080353
73,11.10070514678955,11.103405952453613,5.698204040527344e-05,0.9581632614135742,0.958106279373169,0.9910822510719299,0.954410195350647,18688,0,0,-3.4254212379455566,-3.7778687477111816,0.0026552032213658094,0.002655348740518093,0.5148082375526428,0.22258521616458893
74,11.100839614868164,11.10355281829834,3.55839729309082e-05,0.9585360884666443,0.9585005044937134,0.9915757179260254,0.9548031687736511,18944,0,0,-3.5201244354248047,-3.9791688919067383,0.0026536358054727316,0.00265395175665617,0.5154474377632141,0.21889203786849976
75,11.100414276123047,11.102890014648438,8.320808410644531e-05,0.9588630795478821,0.9587798714637756,0.992071270942688,0.9550960659980774,19200,0,0,-3.6663455963134766,-4.2642621994018555,0.0026518632657825947,0.0026520839892327785,0.5140269994735718,0.223579540848732
76,11.10080337524414,11.103503227233887,5.8531761169433594e-05,0.9584349393844604,0.958376407623291,0.9907379746437073,0.9546986222267151,19456,0,1,-3.227092742919922,-3.523253917694092,0.002657300094142556,0.002657372271642089,0.5110617876052856,0.2154119312763214
77,11.10071849822998,11.103389739990234,7.420778274536133e-05,0.9588755369186401,0.9588013291358948,0.9911808371543884,0.9551290273666382,19712,0,0,-3.4449777603149414,-3.7020392417907715,0.0026540462858974934,0.0026542996056377888,0.5048117637634277,0.2151278406381607
78,11.100561141967773,11.103096008300781,5.334615707397461e-05,0.9593455791473389,0.9592922329902649,0.9919752478599548,0.9555940628051758,19968,0,0,-3.7263388633728027,-4.164141654968262,0.0026504285633563995,0.0026506793219596148,0.5101029872894287,0.2193892002105713
79,11.100557327270508,11.103014945983887,5.894899368286133e-05,0.9592817425727844,0.9592227935791016,0.9918245077133179,0.9555411338806152,20224,0,1,-3.457371711730957,-4.085605621337891,0.002652839757502079,0.0026533957570791245,0.5106178522109985,0.21264204382896423
80,11.100502014160156,11.103014945983887,5.84721565246582e-05,0.9590970277786255,0.9590385556221008,0.9904950261116028,0.9553403258323669,20480,0,0,-3.180814266204834,-3.335099220275879,0.0026559079997241497,0.0026568924076855183,0.5057173371315002,0.2163352221250534
81,11.100857734680176,11.10353946685791,4.655122756958008e-05,0.9595256447792053,0.9594790935516357,0.9916360378265381,0.9557988047599792,20736,0,0,-3.557924747467041,-3.9130964279174805,0.0026514658238738775,0.0026525920256972313,0.5060369372367859,0.21285510063171387
82,11.10038948059082,11.102784156799316,4.690885543823242e-05,0.9595036506652832,0.959456741809845,0.9916344285011292,0.9557443857192993,20992,0,1,-3.5117053985595703,-3.95139217376709,0.0026534637436270714,0.0026537058874964714,0.5139737129211426,0.22102272510528564
83,11.100522994995117,11.103001594543457,5.602836608886719e-05,0.9595695734024048,0.9595135450363159,0.9906986355781555,0.9558210372924805,21248,0,0,-3.2489242553710938,-3.3580803871154785,0.0026550402399152517,0.002655362244695425,0.5042968392372131,0.21193180978298187
84,11.100424766540527,11.102791786193848,7.015466690063477e-05,0.9597274661064148,0.9596573114395142,0.991328239440918,0.9559786915779114,21504,0,1,-3.2852978706359863,-3.763033866882324,0.0026539145037531853,0.00265498086810112,0.5173472762107849,0.22365055978298187
85,11.100481986999512,11.102910995483398,5.3882598876953125e-05,0.9602340459823608,0.9601801633834839,0.9923248887062073,0.9564815163612366,21760,0,0,-3.670897960662842,-4.256981372833252,0.00264986464753747,0.002650418784469366,0.5090376138687134,0.21313919126987457
86,11.1005277633667,11.103005409240723,4.26173210144043e-05,0.9601559638977051,0.9601133465766907,0.9917889833450317,0.956403374671936,22016,0,0,-3.422095775604248,-3.928983211517334,0.002651781076565385,0.0026526155415922403,0.5086292624473572,0.22045454382896423
87,11.100506782531738,11.102957725524902,6.788969039916992e-05,0.9603176712989807,0.9602497816085815,0.9912834763526917,0.9565679430961609,22272,0,0,-3.331965923309326,-3.5918803215026855,0.0026527629233896732,0.002653137780725956,0.5035688877105713,0.2154829502105713
88,11.10051441192627,11.10299015045166,7.31348991394043e-05,0.9603117108345032,0.9602385759353638,0.9915854930877686,0.9565568566322327,22528,0,0,-3.3419132232666016,-3.7897286415100098,0.002652662806212902,0.0026536164805293083,0.5037464499473572,0.20930397510528564
89,11.100096702575684,11.10230541229248,9.1552734375e-05,0.9603008031845093,0.9602092504501343,0.9911917448043823,0.956519365310669,22784,0,1,-3.208442211151123,-3.5560431480407715,0.0026542607229202986,0.0026556621305644512,0.5114169120788574,0.21356533467769623
90,11.100604057312012,11.103092193603516,5.2809715270996094e-05,0.9604992866516113,0.9604464769363403,0.9911866784095764,0.9567586779594421,23040,0,0,-3.2978010177612305,-3.535515308380127,0.002653425093740225,0.00265379692427814,0.515625,0.22343748807907104
91,11.100251197814941,11.102564811706543,7.891654968261719e-05,0.9608327746391296,0.960753858089447,0.9915448427200317,0.9570600986480713,23296,0,0,-3.497974395751953,-3.6887993812561035,0.002651569899171591,0.0026517650112509727,0.5031427145004272,0.2163352221250534
92,11.100475311279297,11.102884292602539,6.949901580810547e-05,0.9607799649238586,0.9607104659080505,0.9909680485725403,0.9570285081863403,23552,0,0,-3.254312515258789,-3.3972458839416504,0.0026534597855061293,0.002654171548783779,0.509339451789856,0.21519885957241058
93,11.100318908691406,11.102578163146973,6.35981559753418e-05,0.9609555006027222,0.9608919024467468,0.9915519952774048,0.9572020769119263,23808,0,1,-3.3975377082824707,-3.7414932250976562,0.0026525771245360374,0.002652854658663273,0.5134410262107849,0.21953123807907104
94,11.100521087646484,11.102951049804688,4.2378902435302734e-05,0.9610448479652405,0.9610024690628052,0.9913595914840698,0.9572963118553162,24064,0,0,-3.3045525550842285,-3.573540687561035,0.0026524513959884644,0.0026533587370067835,0.5102272629737854,0.21803976595401764
95,11.10033893585205,11.102669715881348,7.891654968261719e-05,0.9614362716674805,0.9613573551177979,0.9919227957725525,0.9576718211174011,24320,0,0,-3.507629871368408,-3.879822254180908,0.002650429029017687,0.0026506062131375074,0.49969813227653503,0.2163352221250534
96,11.100481033325195,11.102882385253906,4.6372413635253906e-05,0.9612226486206055,0.9611762762069702,0.9912641048431396,0.9574713110923767,24576,0,0,-3.2606987953186035,-3.4879493713378906,0.0026521862018853426,0.002653225790709257,0.5099786520004272,0.2115056812763214
97,11.100309371948242,11.102630615234375,7.164478302001953e-05,0.9611215591430664,0.9610499143600464,0.9909168481826782,0.9573553800582886,24832,0,0,-3.104551315307617,-3.3255839347839355,0.0026541028637439013,0.002655505668371916,0.5088245868682861,0.21775567531585693
98,11.100542068481445,11.102965354919434,5.7578086853027344e-05,0.9611799716949463,0.9611223936080933,0.9905990958213806,0.9574366211891174,25088,0,0,-3.0245981216430664,-3.193258762359619,0.002656135940924287,0.002656165510416031,0.513458788394928,0.21839487552642822
99,11.100502014160156,11.102842330932617,3.641843795776367e-05,0.9616377353668213,0.9616013169288635,0.9911651015281677,0.9579011797904968,25344,0,1,-3.2755584716796875,-3.3697948455810547,0.0026523624546825886,0.002652572002261877,0.509552538394928,0.21534089744091034
100,11.100448608398438,11.10284423828125,6.711483001708984e-05,0.9615092277526855,0.9614421129226685,0.9909143447875977,0.9577516913414001,25600,0,0,-3.09161376953125,-3.2908167839050293,0.002655056305229664,0.0026553599163889885,0.5116477012634277,0.21711647510528564
101,11.100172996520996,11.102301597595215,7.200241088867188e-05,0.9616878032684326,0.961615800857544,0.9916395545005798,0.9579271078109741,25856,0,1,-3.0773301124572754,-3.6360507011413574,0.0026519931852817535,0.002654724521562457,0.5078302621841431,0.21328124403953552
102,11.100369453430176,11.10268497467041,7.253885269165039e-05,0.961961567401886,0.9618890285491943,0.9918966293334961,0.9582010507583618,26112,0,0,-3.3101654052734375,-3.7663140296936035,0.002651036251336336,0.0026522204279899597,0.509552538394928,0.21491476893424988
103,11.100268363952637,11.102498054504395,7.206201553344727e-05,0.9622907638549805,0.962218701839447,0.9924139976501465,0.9585261940956116,26368,0,0,-3.4373674392700195,-4.071717262268066,0.002648197114467621,0.0026499927043914795,0.508362889289856,0.21875
104,11.100322723388672,11.102628707885742,6.29425048828125e-05,0.9617816209793091,0.9617186784744263,0.9903470873832703,0.9580176472663879,26624,0,0,-2.8873562812805176,-2.9896905422210693,0.0026567229069769382,0.0026569892652332783,0.5106533765792847,0.21534089744091034
105,11.100132942199707,11.102217674255371,6.747245788574219e-05,0.9622796177864075,0.9622121453285217,0.9917831420898438,0.9585179090499878,26880,0,1,-3.2769575119018555,-3.6942501068115234,0.002651471644639969,0.0026522926054894924,0.5107954144477844,0.2166193127632141
106,11.100241661071777,11.102483749389648,8.040666580200195e-05,0.9626065492630005,0.9625261425971985,0.991990864276886,0.9588353037834167,27136,0,0,-3.428347110748291,-3.7504935264587402,0.0026495468337088823,0.0026501412503421307,0.5024147629737854,0.21235795319080353
107,11.100238800048828,11.10241413116455,6.73532485961914e-05,0.9625207185745239,0.9624533653259277,0.9918579459190369,0.958760142326355,27392,0,0,-3.2920284271240234,-3.6749110221862793,0.002650641370564699,0.002651988063007593,0.5113281011581421,0.21988636255264282
108,11.100181579589844,11.102347373962402,7.355213165283203e-05,0.9628703594207764,0.9627968072891235,0.9921088218688965,0.959100604057312,27648,0,0,-3.438408851623535,-3.7392282485961914,0.002647727495059371,0.002649386180564761,0.509552538394928,0.21803976595401764
