name,tau,encoder_type,sample_idx,skip_rows,r2_random,r2_naive,u_temporal,u_batch,auc,top1
transformer_encoder_tau_0_10_50k,0.1,transformer,11,59402800,0.6587108969688416,0.6080945730209351,0.06536813080310822,0.14003948867321014,0.908444344997406,0.7699582576751709
transformer_encoder_tau_0_10_50k,0.1,transformer,12,60257600,0.6699108779430389,0.6223020851612091,0.0644943118095398,0.14307034015655518,0.9056174159049988,0.76054847240448
transformer_encoder_tau_0_10_50k,0.1,transformer,13,61112400,0.667261391878128,0.6184590756893158,0.06523213535547256,0.13889069855213165,0.9071989059448242,0.7631579041481018
transformer_encoder_tau_0_10_50k,0.1,transformer,14,61967200,0.6645790636539459,0.6161862313747406,0.06753343343734741,0.14184945821762085,0.9059100151062012,0.7742598652839661
transformer_encoder_tau_0_10_50k,0.1,transformer,15,62822000,0.6522177159786224,0.5984188616275787,0.06551574170589447,0.13967199623584747,0.9067956209182739,0.7654194235801697
transformer_encoder_tau_0_10_50k,0.1,transformer,16,63676800,0.6460830867290497,0.588508665561676,0.062010832130908966,0.13629400730133057,0.8915303945541382,0.738249659538269
transformer_encoder_tau_0_10_50k,0.1,transformer,17,64531600,0.6636460423469543,0.6209675371646881,0.06554467976093292,0.14155086874961853,0.9145528078079224,0.7722988724708557
transformer_encoder_tau_0_10_50k,0.1,transformer,18,65386400,0.6539338231086731,0.608747810125351,0.0653386116027832,0.13822335004806519,0.9081833958625793,0.7613233923912048
transformer_encoder_tau_0_10_50k,0.1,transformer,19,66241200,0.6759453415870667,0.6284745037555695,0.06384877860546112,0.14806483685970306,0.9054276347160339,0.7648500800132751
transformer_encoder_tau_0_10_50k,0.1,transformer,20,67096000,0.6664358973503113,0.6198307275772095,0.05974674969911575,0.1355510950088501,0.9000743627548218,0.745160698890686
transformer_encoder_tau_0_10_50k,0.1,transformer,21,67950800,0.6721749305725098,0.6246813237667084,0.06353779137134552,0.14454436302185059,0.9017783999443054,0.7576860189437866
transformer_encoder_tau_0_10_50k,0.1,transformer,22,68805600,0.6734123528003693,0.6322026550769806,0.0662180632352829,0.145660400390625,0.9112000465393066,0.777580976486206
transformer_encoder_tau_0_10_50k,0.1,transformer,23,69660400,0.6451379954814911,0.5990158319473267,0.06364612281322479,0.12876327335834503,0.9004499316215515,0.7456509470939636
transformer_encoder_tau_0_10_50k,0.1,transformer,24,70515200,0.6541531682014465,0.6084818542003632,0.06661037355661392,0.13959066569805145,0.9094762206077576,0.7665422558784485
transformer_encoder_tau_0_10_50k,0.1,transformer,25,71370000,0.6581965088844299,0.6100453436374664,0.06444483995437622,0.14157408475875854,0.9079817533493042,0.7665106654167175
transformer_encoder_tau_0_10_50k,0.1,transformer,26,72224800,0.6541436314582825,0.6069481074810028,0.06410787999629974,0.13904418051242828,0.9023002982139587,0.7545072436332703
transformer_encoder_tau_0_10_50k,0.1,transformer,27,73079600,0.6635981202125549,0.6160656809806824,0.06593209505081177,0.14200390875339508,0.9104014039039612,0.7712867259979248
transformer_encoder_tau_0_10_50k,0.1,transformer,28,73934400,0.6621288657188416,0.615034818649292,0.06625819206237793,0.14144939184188843,0.9065583944320679,0.7644863724708557
transformer_encoder_tau_0_10_50k,0.1,transformer,29,74789200,0.6641026735305786,0.6156998872756958,0.06600337475538254,0.14453130960464478,0.9057716131210327,0.7602795958518982
