name,tau,encoder_type,sample_idx,skip_rows,r2_random,r2_naive,u_temporal,u_batch,auc,top1
tau_sweep_0_10_50k_baseline,0.1,gru,0,50000000,0.6709033250808716,0.6156457364559174,0.056015435606241226,0.1191970631480217,0.8978840112686157,0.7549974918365479
tau_sweep_0_10_50k_baseline,0.1,gru,1,50854800,0.6787938177585602,0.6268058121204376,0.05565793812274933,0.11935005336999893,0.9083375930786133,0.7692149877548218
tau_sweep_0_10_50k_baseline,0.1,gru,2,51709600,0.6642540991306305,0.613781601190567,0.05742098018527031,0.1172272115945816,0.9058507084846497,0.7675544023513794
tau_sweep_0_10_50k_baseline,0.1,gru,3,52564400,0.6619807481765747,0.6084982752799988,0.056027814745903015,0.11766649782657623,0.9042692184448242,0.7621457576751709
tau_sweep_0_10_50k_baseline,0.1,gru,4,53419200,0.6697381436824799,0.6262951195240021,0.05684130638837814,0.11422046273946762,0.9095592498779297,0.7672855854034424
tau_sweep_0_10_50k_baseline,0.1,gru,5,54274000,0.6634355783462524,0.6092778742313385,0.05610407143831253,0.11607111990451813,0.893523097038269,0.751217782497406
tau_sweep_0_10_50k_baseline,0.1,gru,6,55128800,0.6699449121952057,0.6212749481201172,0.05608779564499855,0.12001855671405792,0.9046527147293091,0.7623671889305115
tau_sweep_0_10_50k_baseline,0.1,gru,7,55983600,0.6735802590847015,0.6238497495651245,0.056628819555044174,0.116986483335495,0.9083613157272339,0.7647868394851685
tau_sweep_0_10_50k_baseline,0.1,gru,8,56838400,0.6715995967388153,0.6137867271900177,0.05482048913836479,0.11731116473674774,0.8917676210403442,0.7463151812553406
tau_sweep_0_10_50k_baseline,0.1,gru,9,57693200,0.6721572577953339,0.6261318922042847,0.05679531395435333,0.11662094295024872,0.9099269509315491,0.7704010605812073
tau_sweep_0_10_50k_baseline,0.1,gru,10,58548000,0.6753303110599518,0.6197530627250671,0.05299267917871475,0.11823924630880356,0.903245210647583,0.7563892006874084
tau_sweep_0_10_50k_baseline,0.1,gru,11,59402800,0.6683200299739838,0.6159770786762238,0.057108260691165924,0.11784963309764862,0.9091401696205139,0.7718718647956848
tau_sweep_0_10_50k_baseline,0.1,gru,12,60257600,0.6808727979660034,0.6325997710227966,0.05632300302386284,0.1195339635014534,0.9076772928237915,0.7648817300796509
tau_sweep_0_10_50k_baseline,0.1,gru,13,61112400,0.6766513884067535,0.6261366009712219,0.057164888828992844,0.116527259349823,0.9081873297691345,0.7655775547027588
tau_sweep_0_10_50k_baseline,0.1,gru,14,61967200,0.6765583455562592,0.6279802322387695,0.05885210633277893,0.11990523338317871,0.9076970815658569,0.7768692970275879
tau_sweep_0_10_50k_baseline,0.1,gru,15,62822000,0.6636480987071991,0.6078676581382751,0.057273589074611664,0.11789795756340027,0.906914234161377,0.7673330307006836
tau_sweep_0_10_50k_baseline,0.1,gru,16,63676800,0.658715546131134,0.5992950201034546,0.054198797792196274,0.11499129980802536,0.8912615776062012,0.7383129000663757
tau_sweep_0_10_50k_baseline,0.1,gru,17,64531600,0.6743385195732117,0.6296718418598175,0.05705131217837334,0.11806908249855042,0.9150390625,0.7737063765525818
tau_sweep_0_10_50k_baseline,0.1,gru,18,65386400,0.6650247275829315,0.6184746623039246,0.056901976466178894,0.11635586619377136,0.9082940816879272,0.7630155682563782
tau_sweep_0_10_50k_baseline,0.1,gru,19,66241200,0.6869105696678162,0.6378196775913239,0.055694401264190674,0.1227802112698555,0.9074835777282715,0.7680920958518982
tau_sweep_0_10_50k_baseline,0.1,gru,20,67096000,0.6772292852401733,0.6286478638648987,0.05199476331472397,0.11279907822608948,0.9001020193099976,0.7468845248222351
tau_sweep_0_10_50k_baseline,0.1,gru,21,67950800,0.6831735074520111,0.6360543370246887,0.05561580881476402,0.12075963616371155,0.9045538902282715,0.7620983123779297
tau_sweep_0_10_50k_baseline,0.1,gru,22,68805600,0.6831523180007935,0.6415800452232361,0.05813467502593994,0.12104133516550064,0.9120422005653381,0.7793048024177551
tau_sweep_0_10_50k_baseline,0.1,gru,23,69660400,0.6550484895706177,0.6079212725162506,0.05589154362678528,0.10937052965164185,0.9011458158493042,0.7471375465393066
tau_sweep_0_10_50k_baseline,0.1,gru,24,70515200,0.6641868054866791,0.6177681684494019,0.05836962163448334,0.11737734079360962,0.9096383452415466,0.7680288553237915
tau_sweep_0_10_50k_baseline,0.1,gru,25,71370000,0.6697847545146942,0.6200580298900604,0.05635761842131615,0.11902196705341339,0.9087883234024048,0.767696738243103
tau_sweep_0_10_50k_baseline,0.1,gru,26,72224800,0.6643940806388855,0.614495575428009,0.05634315684437752,0.1163468211889267,0.9023240208625793,0.7550291419029236
tau_sweep_0_10_50k_baseline,0.1,gru,27,73079600,0.6749854385852814,0.6263273656368256,0.05722641572356224,0.11936701089143753,0.9106267690658569,0.7715555429458618
tau_sweep_0_10_50k_baseline,0.1,gru,28,73934400,0.6745895743370056,0.6277218461036682,0.057763680815696716,0.11932602524757385,0.90937739610672,0.7687721848487854
tau_sweep_0_10_50k_baseline,0.1,gru,29,74789200,0.6746247410774231,0.6246356070041656,0.05766962841153145,0.12112008035182953,0.9085589647293091,0.7658780813217163
tau_sweep_0_10_50k_baseline,0.1,gru,30,75644000,0.6713778972625732,0.6243980824947357,0.05791214108467102,0.11846156418323517,0.9095869660377502,0.7730421423912048
tau_sweep_0_10_50k_baseline,0.1,gru,31,76498800,0.6792117655277252,0.6327888369560242,0.059355370700359344,0.12002511322498322,0.9089780449867249,0.7792415618896484
tau_sweep_0_10_50k_baseline,0.1,gru,32,77353600,0.6715894937515259,0.6253300905227661,0.05572747811675072,0.11584426462650299,0.9049136638641357,0.7557249665260315
tau_sweep_0_10_50k_baseline,0.1,gru,33,78208400,0.6707277894020081,0.6182277798652649,0.0559094212949276,0.11753566563129425,0.9033163785934448,0.7565947771072388
tau_sweep_0_10_50k_baseline,0.1,gru,34,79063200,0.6687608361244202,0.6138891875743866,0.05570070445537567,0.11722027510404587,0.9023200273513794,0.7582711577415466
tau_sweep_0_10_50k_baseline,0.1,gru,35,79918000,0.6669441759586334,0.6192545592784882,0.05860307067632675,0.11751829087734222,0.9070960879325867,0.7642807364463806
tau_sweep_0_10_50k_baseline,0.1,gru,36,80772800,0.6650194227695465,0.6243914663791656,0.059399958699941635,0.1138354241847992,0.9142127633094788,0.7762209177017212
tau_sweep_0_10_50k_baseline,0.1,gru,37,81627600,0.6745415329933167,0.6214114725589752,0.05911362171173096,0.12049470841884613,0.9093457460403442,0.7805383801460266
tau_sweep_0_10_50k_baseline,0.1,gru,38,82482400,0.6758728325366974,0.6263892650604248,0.05569349601864815,0.11866723001003265,0.9080449938774109,0.7659096717834473
tau_sweep_0_10_50k_baseline,0.1,gru,39,83337200,0.6703697443008423,0.6221673488616943,0.05820346251130104,0.11824090033769608,0.9092864394187927,0.7725518941879272
tau_sweep_0_10_50k_baseline,0.1,gru,40,84192000,0.6658317744731903,0.6163819134235382,0.05572112649679184,0.11769630014896393,0.9075310230255127,0.7631263136863708
tau_sweep_0_10_50k_baseline,0.1,gru,41,85046800,0.6658121943473816,0.6152766048908234,0.05488577485084534,0.11282844841480255,0.9035891890525818,0.7578599452972412
tau_sweep_0_10_50k_baseline,0.1,gru,42,85901600,0.659119039773941,0.611730307340622,0.05505060404539108,0.11289756745100021,0.8973265290260315,0.7481180429458618
tau_sweep_0_10_50k_baseline,0.1,gru,43,86756400,0.6825097501277924,0.6405440866947174,0.05878451094031334,0.12151843309402466,0.9122754335403442,0.7711601853370667
tau_sweep_0_10_50k_baseline,0.1,gru,44,87611200,0.6793196499347687,0.6329291462898254,0.056715574115514755,0.11919082701206207,0.9126708507537842,0.7725993394851685
tau_sweep_0_10_50k_baseline,0.1,gru,45,88466000,0.6812239587306976,0.6321706473827362,0.056742772459983826,0.12106204032897949,0.9149441719055176,0.7798582911491394
tau_sweep_0_10_50k_baseline,0.1,gru,46,89320800,0.6669643819332123,0.620394766330719,0.05788595601916313,0.11818016320466995,0.9116270542144775,0.7691516876220703
tau_sweep_0_10_50k_baseline,0.1,gru,47,90175600,0.6659469604492188,0.621473878622055,0.05694520100951195,0.11658910661935806,0.9052299857139587,0.752973198890686
tau_sweep_0_10_50k_baseline,0.1,gru,48,91030400,0.6906039118766785,0.644246518611908,0.05639346316456795,0.120877206325531,0.9099586009979248,0.7806016206741333
tau_sweep_0_10_50k_baseline,0.1,gru,49,91885200,0.6677293181419373,0.6162078380584717,0.05724679306149483,0.11966585367918015,0.8985679745674133,0.7526727318763733
