step,loss,loss_tau_ref,gap,gap_ratio,ff,fp,tp,cross_batch,hf_rows_consumed,synth_rows_consumed,mixup_applied,r2_random,r2_naive,u_temporal,u_batch,auc,top1,top3,cpc_aux,sigreg_e,sigreg_h,u_temporal_e,u_batch_e
1,18.081253051757812,18.95355224609375,-0.33636391162872314,1.9027715121416828,0.29104578495025635,0.6274096965789795,0.4664917290210724,0.14441153407096863,508,4,0,0.05767226219177246,-0.3448840379714966,0.016691450029611588,0.02720397338271141,0.8046923875808716,0.11216239631175995,0.18651367723941803,7.684585094451904,0.00262714852578938,0.020318087190389633,0.008652923628687859,0.0090057123452425
2,17.976350784301758,17.297786712646484,-0.2388574481010437,1.7415221643602365,0.43902480602264404,0.6778822541236877,0.5537385940551758,0.20093265175819397,1016,8,0,0.2633907198905945,-0.2707570791244507,0.012825471349060535,0.022973746061325073,0.8953360319137573,0.13775815069675446,0.2225242555141449,8.217151641845703,0.0026793135330080986,0.024884343147277832,0.009383012540638447,0.009477118030190468
3,25.106796264648438,17.539154052734375,-0.22595587372779846,1.7216000102027629,0.4609123766422272,0.6868682503700256,0.5959370136260986,0.18271946907043457,1524,12,1,0.29694443941116333,-0.3504875898361206,0.01250428520143032,0.019969826564192772,0.9089864492416382,0.1478552520275116,0.25479257106781006,13.949554443359375,0.002416746923699975,0.026537291705608368,0.008084182627499104,0.008004112169146538
4,32.62289810180664,17.662588119506836,-0.19945281744003296,1.6034062545193308,0.47000235319137573,0.6694551706314087,0.6018126010894775,0.25640344619750977,2032,16,0,0.24078017473220825,-0.3476381301879883,0.011426609009504318,0.017659615725278854,0.8707664608955383,0.10933803766965866,0.19459840655326843,20.401525497436523,0.002478866372257471,0.035368651151657104,0.009219015948474407,0.009472372941672802
5,21.9804630279541,18.15868377685547,-0.21120131015777588,1.6689785520647151,0.4730915427207947,0.6842928528785706,0.6252288818359375,0.12840349972248077,2540,20,1,0.3328269124031067,-0.4219108819961548,0.01152994018048048,0.016892049461603165,0.9148409366607666,0.11255074292421341,0.21045012772083282,11.139167785644531,0.0022742124274373055,0.028301062062382698,0.008064762689173222,0.008122291415929794
6,18.197919845581055,17.917760848999023,-0.21349698305130005,1.7117158306816995,0.4865279793739319,0.7000249624252319,0.6089996099472046,0.08351526409387589,3048,24,0,0.3998638987541199,-0.3213387727737427,0.01185551006346941,0.017308933660387993,0.9167714715003967,0.10866724699735641,0.1906796097755432,7.887670040130615,0.002327133435755968,0.02711952105164528,0.008497445844113827,0.008589336648583412
7,15.158669471740723,17.3843936920166,-0.22148001194000244,1.8213037531618206,0.508851170539856,0.7303311824798584,0.5927125811576843,0.0404387004673481,3556,28,0,0.46708786487579346,-0.20870637893676758,0.012198645621538162,0.01781003549695015,0.9247589111328125,0.11865842342376709,0.2165578007698059,5.576348304748535,0.0020299023017287254,0.02221663109958172,0.008785838261246681,0.009357159957289696
8,14.513348579406738,17.025531768798828,-0.21019476652145386,1.8427580174718095,0.540392279624939,0.7505870461463928,0.6135118007659912,0.03814888000488281,4064,32,1,0.5005581378936768,-0.19120311737060547,0.011871647089719772,0.01771942526102066,0.9371063709259033,0.12176521867513657,0.22958515584468842,5.273345470428467,0.002267481293529272,0.021695809438824654,0.008922959677875042,0.009216975420713425
9,13.479891777038574,16.676219940185547,-0.2141781449317932,1.943461068882675,0.5588086247444153,0.7729867696762085,0.6052020788192749,0.03692986071109772,4572,36,1,0.5309196412563324,-0.11888396739959717,0.012275605462491512,0.017176726832985878,0.940083384513855,0.1147749274969101,0.22305382788181305,4.6205058097839355,0.0017788195982575417,0.02315911278128624,0.008346826769411564,0.008485788479447365
10,12.981022834777832,16.26304817199707,-0.2129175066947937,1.9897568168745283,0.5719614624977112,0.7848789691925049,0.6039339303970337,0.03464770317077637,5080,40,1,0.549092561006546,-0.08112132549285889,0.012307286262512207,0.018590904772281647,0.9490415453910828,0.13175639510154724,0.2433539181947708,4.533691883087158,0.0017657382413744926,0.02292724885046482,0.00893616396933794,0.00896105170249939
