step,loss,loss_tau_ref,gap,gap_ratio,ff,fp,tp,cross_batch,hf_rows_consumed,synth_rows_consumed,mixup_applied,r2_random,r2_naive,u_temporal,u_batch,auc,top1,top3,cpc_aux,sigreg_e,sigreg_h,u_temporal_e,u_batch_e
1,18.343704223632812,18.95355224609375,-0.33636391162872314,1.9027715121416828,0.29104578495025635,0.6274096965789795,0.4664917290210724,0.14441153407096863,508,4,0,0.05767226219177246,-0.3448840379714966,0.016691450029611588,0.02720397338271141,0.8046923875808716,0.11216239631175995,0.18651367723941803,7.684585094451904,0.00262714852578938,0.020318087190389633,0.008652923628687859,0.0090057123452425
2,19.265684127807617,17.303783416748047,-0.2409987449645996,1.7464536745224875,0.4361429810523987,0.6771417260169983,0.5499935150146484,0.19553188979625702,1016,8,0,0.26653486490249634,-0.26612579822540283,0.01307037752121687,0.02347986213862896,0.8955851793289185,0.13804058730602264,0.22308912873268127,8.214110374450684,0.0026008421555161476,0.02441958151757717,0.009350815787911415,0.009437445551156998
3,27.698596954345703,17.83287811279297,-0.23702073097229004,1.7110602009398077,0.42964500188827515,0.6666657328605652,0.5813969969749451,0.15527300536632538,1524,12,1,0.27690553665161133,-0.3781416416168213,0.013291888870298862,0.021369747817516327,0.9018656015396118,0.14683140814304352,0.2510856091976166,14.727405548095703,0.0022742613218724728,0.02447165548801422,0.008021092973649502,0.007930435240268707
4,31.969133377075195,17.811542510986328,-0.22014155983924866,1.643536111238404,0.4377773106098175,0.6579188704490662,0.5756159424781799,0.21542568504810333,2032,16,0,0.23988252878189087,-0.33837223052978516,0.012763747945427895,0.020102959126234055,0.8734577894210815,0.11336275190114975,0.2009885162115097,16.539499282836914,0.0022835545241832733,0.03000948578119278,0.009136899374425411,0.009361864998936653
5,22.4732723236084,18.467679977416992,-0.22184306383132935,1.6505765924090434,0.4371623992919922,0.6590054631233215,0.601433277130127,0.10372447967529297,2540,20,1,0.31743037700653076,-0.4262577295303345,0.012559570372104645,0.01808207482099533,0.9079276323318481,0.1140335351228714,0.2099558562040329,10.3803129196167,0.0020305709913372993,0.0242532417178154,0.007962395437061787,0.007994400337338448
6,20.686323165893555,18.238426208496094,-0.2139434516429901,1.629461006962103,0.4461729824542999,0.66011643409729,0.5898250937461853,0.08485227078199387,3048,24,0,0.3635938763618469,-0.35833895206451416,0.012824663892388344,0.018897779285907745,0.9165290594100952,0.12303618341684341,0.21193291246891022,9.822861671447754,0.002118748612701893,0.024191629141569138,0.008389443159103394,0.008459413424134254
7,16.274898529052734,17.712587356567383,-0.22913771867752075,1.7401559445934227,0.461281955242157,0.6904196739196777,0.5713318586349487,0.038595639169216156,3556,28,0,0.4209322929382324,-0.25975310802459717,0.0133929792791605,0.020298771560192108,0.9299788475036621,0.13927625119686127,0.24547219276428223,5.520928382873535,0.0018549615051597357,0.01975344866514206,0.00868395809084177,0.00922431517392397
8,16.020172119140625,17.410720825195312,-0.21684104204177856,1.7336533749568943,0.4875956177711487,0.7044366598129272,0.5968652367591858,0.05292414128780365,4064,32,1,0.43901771306991577,-0.2736552953720093,0.012930816039443016,0.020399220287799835,0.9369766116142273,0.14344218373298645,0.25609883666038513,5.204986095428467,0.0020296513102948666,0.020439958199858665,0.008823737502098083,0.009098568931221962
9,15.199189186096191,17.164396286010742,-0.22085538506507874,1.7755903105489694,0.49438682198524475,0.7152422070503235,0.5857065916061401,0.0522015318274498,4572,36,1,0.45758235454559326,-0.22245919704437256,0.013471577316522598,0.020108694210648537,0.9385985136032104,0.13165047764778137,0.2406354695558548,4.779140949249268,0.001588819781318307,0.021468736231327057,0.008229656144976616,0.00834074430167675
10,14.33945083618164,16.932743072509766,-0.21818262338638306,1.753775418190744,0.4923642873764038,0.7105469107627869,0.5832831263542175,0.051570452749729156,5080,40,1,0.46087121963500977,-0.21872854232788086,0.013487703166902065,0.021944910287857056,0.9462437033653259,0.14732567965984344,0.2640070617198944,4.447198390960693,0.0015541224274784327,0.02168346382677555,0.008814389817416668,0.008797818794846535
11,13.055660247802734,16.681583404541016,-0.21424177289009094,1.739111342513054,0.4958942234516144,0.7101359963417053,0.5893320441246033,0.032474763691425323,5588,44,0,0.4705524444580078,-0.2278125286102295,0.013647464103996754,0.02151389978826046,0.951649010181427,0.15198586881160736,0.28233009576797485,3.7328879833221436,0.0015634489245712757,0.018885904923081398,0.008601418696343899,0.008150835521519184
12,12.703631401062012,16.75900650024414,-0.21927976608276367,1.7507950492356037,0.48865681886672974,0.7079365849494934,0.5735751986503601,0.037284549325704575,6096,48,0,0.4717070460319519,-0.19951868057250977,0.013587464578449726,0.024775922298431396,0.9488469362258911,0.1569991111755371,0.2878022789955139,3.62729811668396,0.0016651279293000698,0.018353048712015152,0.008669436909258366,0.00914964359253645
13,12.307476043701172,16.506994247436523,-0.21608039736747742,1.7436303086743903,0.49334457516670227,0.7094249725341797,0.5762105584144592,0.049620747566223145,6604,52,0,0.46724480390548706,-0.19578814506530762,0.01338513009250164,0.025201713666319847,0.9552374482154846,0.1795586794614792,0.3072550594806671,3.514939785003662,0.0014796264003962278,0.01888103224337101,0.008686884306371212,0.008931520394980907
14,11.75098705291748,16.463726043701172,-0.21463650465011597,1.7250069611482362,0.4893159866333008,0.7039524912834167,0.5740491151809692,0.04960499331355095,7112,56,1,0.4643933176994324,-0.19920051097869873,0.014173046685755253,0.024268196895718575,0.9512710571289062,0.16434244811534882,0.2921447455883026,3.252751350402832,0.0014616410480812192,0.01852836273610592,0.008707252331078053,0.007971636950969696
15,11.298450469970703,16.34552574157715,-0.2194664478302002,1.7477003160333038,0.4870116114616394,0.7064780592918396,0.5609296560287476,0.056198447942733765,7620,60,0,0.46133071184158325,-0.16913318634033203,0.014166467823088169,0.026899997144937515,0.9487445950508118,0.18506619334220886,0.30803176760673523,3.023684501647949,0.0015891097718849778,0.019069915637373924,0.008396155200898647,0.008452088572084904
16,11.167051315307617,16.5294189453125,-0.22276538610458374,1.7430080012787097,0.47741901874542236,0.7001844048500061,0.5457299947738647,0.05956045165657997,8128,64,0,0.4465537667274475,-0.15124571323394775,0.014502129517495632,0.028411343693733215,0.9450252056121826,0.1734510064125061,0.296345978975296,2.9805843830108643,0.0014535177033394575,0.019162356853485107,0.008784742094576359,0.00890771672129631
17,10.770698547363281,16.342988967895508,-0.21451804041862488,1.7024122164161948,0.4800800383090973,0.6945980787277222,0.5536796450614929,0.05376364290714264,8636,68,1,0.4599963426589966,-0.16614997386932373,0.01495328452438116,0.026991618797183037,0.9513190984725952,0.1795586794614792,0.32483670115470886,2.862002372741699,0.0013224516296759248,0.01805811934173107,0.007838071323931217,0.007862952537834644
18,10.541735649108887,16.627248764038086,-0.22337809205055237,1.7203600779242996,0.46652963757514954,0.6899077296257019,0.5298768877983093,0.0531005933880806,9144,72,0,0.4416552186012268,-0.1361454725265503,0.015539701096713543,0.028978338465094566,0.9436727166175842,0.18792584538459778,0.3087025582790375,2.6673028469085693,0.0015410617925226688,0.017818674445152283,0.008472385816276073,0.008657202124595642
19,10.146499633789062,16.391828536987305,-0.22888919711112976,1.7368713983930195,0.46048781275749207,0.6893770098686218,0.5133394598960876,0.05362112820148468,9652,76,0,0.43409299850463867,-0.10985803604125977,0.015961898490786552,0.030391888692975044,0.9452749490737915,0.21486318111419678,0.331050306558609,2.523725748062134,0.0014555633533746004,0.017960935831069946,0.00808668788522482,0.008366027846932411
20,10.125005722045898,16.768943786621094,-0.23726341128349304,1.7574132654177634,0.44948169589042664,0.6867451071739197,0.492164671421051,0.058835916221141815,10160,80,0,0.4202120304107666,-0.08614850044250488,0.016706276684999466,0.03208146244287491,0.9375956058502197,0.1737334430217743,0.2963106632232666,2.453237771987915,0.0015821042470633984,0.01767311431467533,0.007826965302228928,0.008575331419706345
21,9.73824691772461,16.572093963623047,-0.24927663803100586,1.804859291921631,0.4410088062286377,0.6902854442596436,0.46647682785987854,0.047285035252571106,10668,84,0,0.4290831685066223,-0.04973280429840088,0.01731313392519951,0.03387274593114853,0.9363837242126465,0.16907325387001038,0.28261253237724304,2.3358006477355957,0.0014992139767855406,0.01626932993531227,0.008233513683080673,0.008723346516489983
