step,loss,loss_tau_ref,gap,gap_ratio,ff,fp,tp,cross_batch,hf_rows_consumed,synth_rows_consumed,mixup_applied,r2_random,r2_naive,u_temporal,u_batch,auc,top1,top3,cpc_aux,sigreg_e,sigreg_h,u_temporal_e,u_batch_e
1,18.12554931640625,18.95355224609375,-0.33636391162872314,1.9027715121416828,0.29104578495025635,0.6274096965789795,0.4664917290210724,0.14441153407096863,508,4,0,0.05767226219177246,-0.3448840379714966,0.016691450029611588,0.02720397338271141,0.8046923875808716,0.11216239631175995,0.18651367723941803,7.684585094451904,0.00262714852578938,0.020318087190389633,0.008652923628687859,0.0090057123452425
2,19.061038970947266,17.31546401977539,-0.24011093378067017,1.7428961492669872,0.43667978048324585,0.676790714263916,0.5522444248199463,0.19716018438339233,1016,8,0,0.26301640272140503,-0.2717406749725342,0.01292285043746233,0.02317722700536251,0.8955893516540527,0.13906443119049072,0.22439539432525635,8.182780265808105,0.002668334636837244,0.024599861353635788,0.009378320537507534,0.009471470490098
3,27.615787506103516,17.830381393432617,-0.23567268252372742,1.7069475517717532,0.4309607446193695,0.6666334271430969,0.5836489200592041,0.15778616070747375,1524,12,1,0.2749956250190735,-0.3828010559082031,0.013156614266335964,0.021165328100323677,0.9019984006881714,0.14626654982566833,0.2518622875213623,14.791812896728516,0.002390617271885276,0.02465851604938507,0.0080725671723485,0.007990523241460323
4,31.883392333984375,17.8310604095459,-0.2181333601474762,1.6373660583510656,0.43962475657463074,0.6577581167221069,0.5797069668769836,0.21980932354927063,2032,16,0,0.23448681831359863,-0.34776484966278076,0.01256310660392046,0.019662408158183098,0.8718531727790833,0.11202117800712585,0.19837598502635956,16.5985050201416,0.002426852472126484,0.030499452725052834,0.00919609609991312,0.009441586211323738
5,22.43174934387207,18.496328353881836,-0.21928012371063232,1.6396900618005448,0.4379286766052246,0.6572088003158569,0.6052595376968384,0.10804331302642822,2540,20,1,0.3127292990684509,-0.4390324354171753,0.012396137230098248,0.017826110124588013,0.9070218801498413,0.1114916130900383,0.20656663179397583,10.50935173034668,0.0021876413375139236,0.024744626134634018,0.008033470250666142,0.008083418942987919
6,20.80035400390625,18.271377563476562,-0.21191012859344482,1.6208976837769733,0.44679349660873413,0.658703625202179,0.5927530527114868,0.08816251903772354,3048,24,0,0.36150282621383667,-0.36708223819732666,0.012687497772276402,0.018669862300157547,0.9162315726280212,0.12169460952281952,0.21196821331977844,10.093843460083008,0.0022654510103166103,0.02454240992665291,0.008469407446682453,0.008556590415537357
7,16.20163917541504,17.751039505004883,-0.22792798280715942,1.7361081140390981,0.46243274211883545,0.6903607249259949,0.5739503502845764,0.040254537016153336,3556,28,0,0.4206637144088745,-0.2650332450866699,0.013258911669254303,0.02000926434993744,0.9300016760826111,0.13864077627658844,0.2448367029428482,5.551203727722168,0.0019861734472215176,0.02004985325038433,0.00876285508275032,0.009329130873084068
8,15.932455062866211,17.448528289794922,-0.21502766013145447,1.728746786350674,0.4899073541164398,0.7049350142478943,0.6004336476325989,0.05821913480758667,4064,32,1,0.4380800127983093,-0.2795376777648926,0.012757344171404839,0.01998593658208847,0.9362491965293884,0.14436009526252747,0.25631067156791687,5.198712348937988,0.0021938427817076445,0.021094951778650284,0.008906371891498566,0.009201252833008766
9,15.209007263183594,17.209766387939453,-0.21855029463768005,1.7682389589883882,0.49696752429008484,0.7155178189277649,0.5896408557891846,0.056639984250068665,4572,36,1,0.45754677057266235,-0.22812962532043457,0.013307678513228893,0.019740499556064606,0.9382215738296509,0.1312268227338791,0.23968224227428436,4.825721263885498,0.001751512405462563,0.022123586386442184,0.008329835720360279,0.008465785533189774
10,14.320627212524414,16.974475860595703,-0.21555101871490479,1.7434463334909442,0.4945141077041626,0.7100651264190674,0.587394654750824,0.055954013019800186,5080,40,1,0.45995479822158813,-0.22578513622283936,0.013337395153939724,0.021585606038570404,0.9461219310760498,0.14690202474594116,0.26481905579566956,4.472935199737549,0.00171662587672472,0.02239401265978813,0.008918988518416882,0.008939582854509354
11,13.054811477661133,16.727584838867188,-0.2115776240825653,1.726674335299828,0.4972635805606842,0.7088412046432495,0.5932583808898926,0.034944672137498856,5588,44,0,0.4699106812477112,-0.23639404773712158,0.013517630286514759,0.02121594548225403,0.9515963792800903,0.15117387473583221,0.2819417417049408,3.7850685119628906,0.0017527216114103794,0.019244760274887085,0.008713868446648121,0.008300406858325005
12,12.611011505126953,16.758872985839844,-0.2169695794582367,1.7371249267460758,0.48868468403816223,0.7056542634963989,0.5767925381660461,0.0371725931763649,6096,48,0,0.47116023302078247,-0.20858991146087646,0.013473276048898697,0.024537447839975357,0.9502415060997009,0.15749336779117584,0.29027360677719116,3.63582706451416,0.001878058072179556,0.018465470522642136,0.008795928210020065,0.009300914593040943
13,12.239986419677734,16.51680564880371,-0.21403950452804565,1.7314033258909567,0.49331825971603394,0.7073577642440796,0.5793058276176453,0.04878517612814903,6604,52,0,0.4671812057495117,-0.20467352867126465,0.013275367207825184,0.02499004453420639,0.9559190273284912,0.1800529509782791,0.3078199326992035,3.530867576599121,0.001698578242212534,0.018853435292840004,0.008819025941193104,0.009103544056415558
14,11.723880767822266,16.48854637145996,-0.2123045027256012,1.7132674269371568,0.49004486203193665,0.7023493647575378,0.5778357982635498,0.049721479415893555,7112,56,1,0.46455997228622437,-0.2081998586654663,0.01404477283358574,0.024038363248109818,0.9520966410636902,0.16526035964488983,0.2935922145843506,3.297835111618042,0.0016931886784732342,0.018561162054538727,0.008851399645209312,0.008153410628437996
15,11.242533683776855,16.343387603759766,-0.21703580021858215,1.736614377675501,0.4883245527744293,0.7053603529930115,0.5651359558105469,0.0571417361497879,7620,60,0,0.46155083179473877,-0.1773301362991333,0.014021863229572773,0.026708953082561493,0.9499451518058777,0.1864783614873886,0.3103618621826172,3.0585293769836426,0.0018533696420490742,0.019128309562802315,0.00856085680425167,0.008653547614812851
16,11.09524917602539,16.49791717529297,-0.2199479043483734,1.7319061602190493,0.47953829169273376,0.6994861960411072,0.550674319267273,0.061580806970596313,8128,64,0,0.4470316171646118,-0.15910542011260986,0.014330904930830002,0.02821863442659378,0.9463595747947693,0.1759929358959198,0.2994880676269531,2.993565559387207,0.001725601963698864,0.0192422978579998,0.008953678421676159,0.009126158431172371
17,10.718976974487305,16.33915138244629,-0.21164321899414062,1.6910573567734941,0.482096791267395,0.6937400102615356,0.5586093068122864,0.055498797446489334,8636,68,1,0.46088093519210815,-0.17448914051055908,0.014775424264371395,0.026856984943151474,0.9525669813156128,0.1821359097957611,0.32617828249931335,2.880866527557373,0.0016162937972694635,0.01813320815563202,0.008021030575037003,0.008092702366411686
18,10.471644401550293,16.60195541381836,-0.2200387716293335,1.7068510965595456,0.46866685152053833,0.6887056231498718,0.5349097847938538,0.05529696121811867,9144,72,0,0.44282662868499756,-0.1437511444091797,0.01535160280764103,0.028820045292377472,0.9450880289077759,0.18824359774589539,0.31103265285491943,2.6994845867156982,0.001876024529337883,0.017882248386740685,0.008673845790326595,0.008899502456188202
19,10.079763412475586,16.35740852355957,-0.22537186741828918,1.7226419086199574,0.4627560079097748,0.688127875328064,0.5184105634689331,0.05537049472332001,9652,76,0,0.43611133098602295,-0.11671531200408936,0.015787890180945396,0.030250048264861107,0.9470728635787964,0.21948806941509247,0.33634597063064575,2.5634548664093018,0.0018216895405203104,0.01783573068678379,0.008267524652183056,0.008629068732261658
20,10.014789581298828,16.686832427978516,-0.23363861441612244,1.7426032947078365,0.4517403542995453,0.6853789687156677,0.4971405863761902,0.06166834384202957,10160,80,0,0.4211511015892029,-0.09222710132598877,0.016521384939551353,0.031907424330711365,0.93897944688797,0.1758164018392563,0.3006178140640259,2.475576400756836,0.002012726617977023,0.017663102596998215,0.008064708672463894,0.008847791701555252
21,9.636859893798828,16.491086959838867,-0.24543136358261108,1.788378616568711,0.44325709342956543,0.6886884570121765,0.47183218598365784,0.052031226456165314,10668,84,0,0.4286302924156189,-0.055954813957214355,0.0170916635543108,0.03367281332612038,0.9377180337905884,0.17242717742919922,0.287661075592041,2.348675489425659,0.0019699048716574907,0.016386760398745537,0.008485027588903904,0.00901620090007782
22,9.175897598266602,16.328947067260742,-0.2568538188934326,1.8315637027452865,0.434265673160553,0.6911194920539856,0.44454148411750793,0.03835922107100487,11176,88,0,0.423705518245697,-0.020940423011779785,0.01876949891448021,0.03336453437805176,0.933624267578125,0.17260369658470154,0.2837775647640228,2.173241138458252,0.0016780071891844273,0.01520679984241724,0.008435888215899467,0.008689766749739647
23,9.409407615661621,16.90096664428711,-0.2514100968837738,1.818349491582642,0.4413738548755646,0.6927839517593384,0.45129337906837463,0.040706928819417953,11684,92,0,0.4247048497200012,-0.02037632465362549,0.018451785668730736,0.03567405417561531,0.9347099661827087,0.1791350245475769,0.3033362627029419,2.2150628566741943,0.0020411573350429535,0.014326712116599083,0.008132949471473694,0.00930835958570242
