step,loss,loss_tau_ref,gap,gap_ratio,ff,fp,tp,cross_batch,hf_rows_consumed,synth_rows_consumed,mixup_applied,r2_random,r2_naive,u_temporal,u_batch,auc,top1,top3,cpc_aux,sigreg_e,sigreg_h,u_temporal_e,u_batch_e
1,20.72642707824707,18.95355224609375,-0.33636391162872314,1.9027715121416828,0.29104578495025635,0.6274096965789795,0.4664917290210724,0.14441153407096863,508,4,0,0.05767226219177246,-0.3448840379714966,0.016691450029611588,0.02720397338271141,0.8046923875808716,0.11216239631175995,0.18651367723941803,7.684585094451904,0.00262714852578938,0.020318087190389633,0.008652923628687859,0.0090057123452425
2,21.2044677734375,17.242755889892578,-0.24704384803771973,1.767006443308031,0.4308677911758423,0.677911639213562,0.536219596862793,0.18229413032531738,1016,8,0,0.2849215269088745,-0.23778796195983887,0.014013201929628849,0.025414254516363144,0.8972278237342834,0.13486318290233612,0.21977050602436066,8.181021690368652,0.002366174478083849,0.022153841331601143,0.009232988581061363,0.009293556213378906
3,28.966516494750977,17.864423751831055,-0.2459404468536377,1.7317552691059124,0.4179629683494568,0.6639034152030945,0.564824640750885,0.13846851885318756,1524,12,1,0.2870832681655884,-0.35012149810791016,0.014313244260847569,0.022884387522935867,0.9010010361671448,0.1461959332227707,0.24801410734653473,14.46483039855957,0.0019127356354147196,0.022123299539089203,0.007802132051438093,0.007677411660552025
4,32.94253158569336,17.794015884399414,-0.23477324843406677,1.68417776553384,0.4220801889896393,0.656853437423706,0.5496585369110107,0.18773066997528076,2032,16,0,0.26192373037338257,-0.292874813079834,0.014183533377945423,0.022675909101963043,0.8780328631401062,0.12070608139038086,0.20970873534679413,16.190990447998047,0.001791452756151557,0.026278812438249588,0.008849085308611393,0.008975773118436337
5,22.621309280395508,18.45525550842285,-0.23916897177696228,1.7078982392295134,0.4229731857776642,0.6621421575546265,0.5753902196884155,0.07035353779792786,2540,20,1,0.3359585404396057,-0.3684486150741577,0.013717101886868477,0.01927715539932251,0.9067683815956116,0.1179170310497284,0.21408648788928986,9.312488555908203,0.0014309221878647804,0.020766984671354294,0.007620507851243019,0.007571824826300144
6,20.52201271057129,18.17884635925293,-0.22969001531600952,1.6814233936045322,0.43323612213134766,0.6629261374473572,0.5666323900222778,0.05494411662220955,3048,24,0,0.3736835718154907,-0.3130767345428467,0.013911256566643715,0.020214365795254707,0.9187043905258179,0.13052073121070862,0.22097086906433105,8.404900550842285,0.0015198891051113605,0.020895421504974365,0.007981213741004467,0.007963299751281738
7,16.876636505126953,17.609495162963867,-0.23806560039520264,1.7653323113772454,0.45087265968322754,0.6889382600784302,0.554442286491394,0.037238311022520065,3556,28,0,0.414165198802948,-0.23436903953552246,0.014251484535634518,0.022013816982507706,0.9303094148635864,0.14104147255420685,0.247519850730896,5.188802242279053,0.0012878444977104664,0.01865260675549507,0.0082651786506176,0.008662549778819084
8,16.632081985473633,17.305116653442383,-0.22677209973335266,1.7605275551484771,0.47505053877830505,0.7018226385116577,0.5764075517654419,0.05069757625460625,4064,32,1,0.4301275610923767,-0.24062812328338623,0.013939456082880497,0.02244594320654869,0.9364940524101257,0.14181818068027496,0.2538393437862396,5.030148983001709,0.0012670222204178572,0.018778763711452484,0.008368933573365211,0.008491864427924156
9,15.204787254333496,17.043996810913086,-0.23391905426979065,1.7993598009763387,0.4734479486942291,0.7073670029640198,0.5591410994529724,0.039102233946323395,4572,36,1,0.4459856152534485,-0.19533097743988037,0.014547431841492653,0.022176777943968773,0.937574028968811,0.1266019344329834,0.23646953701972961,4.498803615570068,0.0008858545334078372,0.018798066303133965,0.0077082016505301,0.007690391968935728
10,14.27043342590332,16.803075790405273,-0.2347933053970337,1.7899590098183917,0.46798455715179443,0.7027778625488281,0.5509311556816101,0.02969254180788994,5080,40,1,0.45136016607284546,-0.18491888046264648,0.014749527908861637,0.024417361244559288,0.944232165813446,0.14552514255046844,0.25747570395469666,4.126069068908691,0.0008799961069598794,0.01718316599726677,0.0082764383405447,0.008041499182581902
11,13.187215805053711,16.554834365844727,-0.22931256890296936,1.777119667565072,0.475607305765152,0.7049198746681213,0.5600401759147644,0.026177112013101578,5588,44,0,0.4572559595108032,-0.1919940710067749,0.014746926724910736,0.023784929886460304,0.9478698372840881,0.1478552520275116,0.2681729793548584,3.570669412612915,0.0007934939349070191,0.0164981447160244,0.007990683428943157,0.007403583265841007
12,13.119236946105957,16.986238479614258,-0.23146963119506836,1.7832245346686455,0.47299617528915405,0.7044658064842224,0.5483663082122803,0.042041655629873276,6096,48,0,0.45545315742492676,-0.16734886169433594,0.014505957253277302,0.026559872552752495,0.9375085830688477,0.14926742017269135,0.2623477280139923,3.4921884536743164,0.0007920897332951427,0.01743880659341812,0.008060206659138203,0.008370332419872284
13,12.414292335510254,16.62424659729004,-0.22836607694625854,1.759348846482924,0.47089457511901855,0.6992606520652771,0.547736644744873,0.04537214711308479,6604,52,0,0.45006459951400757,-0.17020761966705322,0.014391325414180756,0.027559837326407433,0.9489102959632874,0.1695675104856491,0.28815531730651855,3.2732205390930176,0.0007294537499547005,0.017085157334804535,0.00807881448417902,0.008084166795015335
14,11.948655128479004,16.557050704956055,-0.22574222087860107,1.7258228094571535,0.46324217319488525,0.6889843940734863,0.5445263981819153,0.04625612869858742,7112,56,1,0.44143539667129517,-0.17895853519439697,0.015081113204360008,0.026191851124167442,0.9436178207397461,0.1503971666097641,0.2729744017124176,3.1450202465057373,0.0006566225201822817,0.017788002267479897,0.008042092435061932,0.007181435823440552
15,11.55863094329834,16.599014282226562,-0.23066067695617676,1.7389263978635574,0.4571828246116638,0.6878435015678406,0.529067873954773,0.04886074364185333,7620,60,0,0.4372516870498657,-0.15390920639038086,0.015213078819215298,0.028592778369784355,0.9409531354904175,0.17616945505142212,0.289108544588089,2.9420249462127686,0.0006405719323083758,0.017870428040623665,0.007729464676231146,0.0075955139473080635
16,11.264086723327637,16.74666404724121,-0.23583021759986877,1.7363226433792227,0.44388869404792786,0.6797189116477966,0.5096784234046936,0.04834361374378204,8128,64,0,0.42196422815322876,-0.13537585735321045,0.015783755108714104,0.030579939484596252,0.9390418529510498,0.16137686371803284,0.28081199526786804,2.8198773860931396,0.0005928992759436369,0.017106100916862488,0.008121020160615444,0.007982779294252396
17,10.924848556518555,16.523635864257812,-0.22580590844154358,1.701113873983648,0.45212671160697937,0.677932620048523,0.5224880576133728,0.05139157176017761,8636,68,1,0.431909441947937,-0.14905774593353271,0.016102414578199387,0.028965067118406296,0.9430771470069885,0.17112091183662415,0.30538392066955566,2.708280324935913,0.0005375624168664217,0.017243193462491035,0.007216069381684065,0.007070613093674183
18,10.841521263122559,16.79065704345703,-0.23376277089118958,1.718817121823538,0.44103243947029114,0.6747952103614807,0.5012898445129395,0.05729079246520996,9144,72,0,0.4107556939125061,-0.12236547470092773,0.016777677461504936,0.030697138980031013,0.9309977293014526,0.17712268233299255,0.2915092408657074,2.523470163345337,0.0006145281950011849,0.017889562994241714,0.007804144639521837,0.007803196553140879
