name,tau,encoder_type,r2_random_mean,r2_naive_mean,u_temporal_mean,u_batch_mean,auc_mean,top1_mean,r2_random_std,r2_naive_std,u_temporal_std,u_batch_std,auc_std,top1_std,n_samples
enc_fcst_tau_0_10_50k,0.1,gru,0.9964955833368003,0.8549923695623874,0.0044581200741231446,0.02091212783008814,0.9778432023525238,0.940871422290802,0.0004234140659533431,0.033029881903406444,0.00013123134031691844,0.0011019709880056414,0.0027969971866761588,0.0061607760349375465,50
tau_sweep_0_10_baseline,0.1,gru,0.6682946521043778,0.6153416728973389,0.051195672824978826,0.10193569079041481,0.8993263912200927,0.7535118496418,0.007434197888812836,0.009489762032015521,0.0012347111550457162,0.0014737629380866767,0.005402954268882161,0.009920963995605003,50
