step,loss,loss_tau_ref,gap,gap_ratio,ff,fp,tp,cross_batch,hf_rows_consumed,synth_rows_consumed,mixup_applied,r2_random,r2_naive,u_temporal,u_batch,auc,top1,top3,cpc_aux,sigreg_e,sigreg_h,u_temporal_e,u_batch_e,u_batchtime,u_batchtime_e,ema_tau,cos_err_d0,cos_err_d1
26,13.322998046875,19.736650466918945,-0.24144858121871948,2.4055014211721337,0.5867632031440735,0.828211784362793,0.5253545045852661,0.051885221153497696,1664,0,1,0.5523337423801422,0.1278570294380188,0.08731396496295929,0.12339431047439575,0.9235619306564331,0.15278154611587524,0.34084126353263855,,0.04215361922979355,0.18791142106056213,0.04813370481133461,0.04494369775056839,0.13836334645748138,0.045700207352638245,0.900026,0.41323673725128174,0.502963662147522
27,13.18315601348877,19.57652473449707,-0.21276044845581055,2.1943009922708137,0.6090931296348572,0.8218535780906677,0.5657115578651428,0.04215635731816292,1728,0,0,0.5830299854278564,0.09865701198577881,0.07699526846408844,0.13825030624866486,0.9441049098968506,0.2683853507041931,0.45563095808029175,,0.04770591855049133,0.16802014410495758,0.04796353355050087,0.050916776061058044,0.1497582197189331,0.05090992897748947,0.900027,0.39090684056282043,0.4760940968990326
28,13.300947189331055,19.358800888061523,-0.24820977449417114,2.3725537309856404,0.570952296257019,0.8191620707511902,0.5023600459098816,0.04257015138864517,1792,0,0,0.5557965040206909,0.13651436567306519,0.09376134723424911,0.1452084481716156,0.928147554397583,0.21953867375850677,0.3698779046535492,,0.042944420129060745,0.16690298914909363,0.05302295461297035,0.052130818367004395,0.1595817655324936,0.05247821286320686,0.900028,0.42904770374298096,0.5069442391395569
29,13.220710754394531,19.542173385620117,-0.2307288646697998,2.3653580328342994,0.6002833247184753,0.8310121893882751,0.5366208553314209,0.03604253754019737,1856,0,1,0.5846673548221588,0.13670003414154053,0.08822280168533325,0.1376444697380066,0.9379785060882568,0.20841249823570251,0.39755767583847046,,0.04073557257652283,0.1670931726694107,0.05149234086275101,0.049484871327877045,0.1516677737236023,0.05013497918844223,0.900029,0.39971667528152466,0.4744783639907837
30,13.250885009765625,19.00566291809082,-0.2429603934288025,2.353472503536256,0.5775306820869446,0.8204910755157471,0.49864017963409424,0.023626228794455528,1920,0,0,0.550859123468399,0.15682941675186157,0.09614783525466919,0.15450187027454376,0.9326353669166565,0.2225237488746643,0.388873815536499,,0.0435374490916729,0.14661318063735962,0.056192971765995026,0.05427994206547737,0.16812218725681305,0.0545610748231411,0.90003,0.42246928811073303,0.49254941940307617
31,13.206565856933594,19.34246253967285,-0.2315669059753418,2.292122506999326,0.5892187356948853,0.820785641670227,0.5135408043861389,0.03248731791973114,1984,0,0,0.5523361265659332,0.1549779176712036,0.09266163408756256,0.13750159740447998,0.927407443523407,0.21248304843902588,0.3674355745315552,,0.044408634305000305,0.14621910452842712,0.04672674089670181,0.04608312249183655,0.15092016756534576,0.046482205390930176,0.900031,0.41078126430511475,0.48743778467178345
32,13.199853897094727,19.5564022064209,-0.22027802467346191,2.274455486243999,0.6068810820579529,0.8271591067314148,0.5397047400474548,0.04216960072517395,2048,0,1,0.5740492939949036,0.1446855664253235,0.09243923425674438,0.12888295948505402,0.9351784586906433,0.20651289820671082,0.3799186050891876,,0.04383932054042816,0.15361368656158447,0.04734642058610916,0.04520060122013092,0.14379233121871948,0.04605027288198471,0.900032,0.3931189179420471,0.4726274609565735
33,13.18652057647705,20.13657569885254,-0.19081026315689087,2.1410561577000835,0.641967236995697,0.8327775001525879,0.5964500904083252,0.062134288251399994,2112,0,1,0.6129542887210846,0.11067098379135132,0.07742830365896225,0.10279637575149536,0.9366216659545898,0.20949797332286835,0.40597015619277954,,0.0447261780500412,0.17013254761695862,0.03753947466611862,0.03572773188352585,0.11594846844673157,0.03617420047521591,0.900033,0.35803282260894775,0.4520128071308136
34,13.224180221557617,18.95450782775879,-0.22318261861801147,2.0285023115587277,0.5598196983337402,0.7830023169517517,0.5083625316619873,0.02985159121453762,2176,0,0,0.5314606130123138,0.10396838188171387,0.09501165896654129,0.1961188018321991,0.9393405318260193,0.23310719430446625,0.3948439657688141,,0.04181819409132004,0.11598260700702667,0.060481783002614975,0.06655552238225937,0.2047356814146042,0.06638991087675095,0.900034,0.44018030166625977,0.5087942481040955
35,13.265429496765137,19.245344161987305,-0.22149890661239624,2.0596124400140288,0.5694634318351746,0.7909623384475708,0.5036885142326355,0.027804138138890266,2240,0,0,0.5586244165897369,0.13196426630020142,0.09735392034053802,0.16772966086864471,0.9350634217262268,0.24450476467609406,0.4162822365760803,,0.04500069096684456,0.11830000579357147,0.04879597947001457,0.05608271807432175,0.18222688138484955,0.05617424100637436,0.900035,0.4305365979671478,0.5079988241195679
36,13.121190071105957,19.49934196472168,-0.1971760392189026,2.119784834931455,0.6267400979995728,0.8239161372184753,0.5637782216072083,0.024582045152783394,2304,0,0,0.6101986169815063,0.14358031749725342,0.08669722080230713,0.12924164533615112,0.946376621723175,0.29036635160446167,0.4941655397415161,,0.04716622829437256,0.13726381957530975,0.044931381940841675,0.042899612337350845,0.14612935483455658,0.04305386543273926,0.9000360000000001,0.37325990200042725,0.4590402841567993
37,13.151423454284668,19.383943557739258,-0.20174270868301392,2.0361632081779195,0.6035556197166443,0.8052983283996582,0.538695216178894,0.02383475936949253,2368,0,0,0.6032980978488922,0.13942474126815796,0.08625393360853195,0.15785610675811768,0.9469605088233948,0.2781547009944916,0.45563095808029175,,0.049078457057476044,0.1126391813158989,0.04311402887105942,0.047983597964048386,0.17108379304409027,0.04825350642204285,0.900037,0.3964443802833557,0.47842517495155334
38,13.188738822937012,19.309349060058594,-0.2081366777420044,2.0999392379513013,0.6026377081871033,0.8107743859291077,0.525780200958252,0.029976405203342438,2432,0,0,0.5764220058917999,0.16092264652252197,0.09357704967260361,0.13554225862026215,0.9347755908966064,0.26757124066352844,0.44531887769699097,,0.04496680200099945,0.11676859110593796,0.04255233332514763,0.042234767228364944,0.1497955322265625,0.04247879236936569,0.900038,0.3973623216152191,0.4906628429889679
39,13.171557426452637,19.235055923461914,-0.20493578910827637,2.096351311794383,0.608138918876648,0.8130747079849243,0.5324377417564392,0.04652778431773186,2496,0,0,0.5870228409767151,0.1612548828125,0.09310748428106308,0.16796784102916718,0.941297709941864,0.3093622922897339,0.4892808794975281,,0.03710992634296417,0.1328406184911728,0.04851013794541359,0.049032337963581085,0.18047741055488586,0.04919971898198128,0.900039,0.39186105132102966,0.46951228380203247
40,13.031115531921387,19.08574104309082,-0.18527084589004517,2.039007111163999,0.6364138722419739,0.821684718132019,0.5666969418525696,0.03551106154918671,2560,0,1,0.6185435652732849,0.16017907857894897,0.08431181311607361,0.16455160081386566,0.9573456048965454,0.3004070520401001,0.5042062401771545,,0.04155879095196724,0.12387677282094955,0.05183133855462074,0.05055937170982361,0.17878390848636627,0.0508987233042717,0.9000400000000001,0.3635861277580261,0.4342917799949646
41,13.12700366973877,18.831003189086914,-0.20101255178451538,2.017626957029464,0.6014567613601685,0.8024693131446838,0.5214816927909851,0.01910095475614071,2624,0,0,0.5915312469005585,0.1660006046295166,0.09470269829034805,0.18434181809425354,0.9532678127288818,0.3175033926963806,0.5107191801071167,,0.04120374470949173,0.10511724650859833,0.051128506660461426,0.04993050545454025,0.19663889706134796,0.050144974142313004,0.900041,0.39854320883750916,0.4695618450641632
42,13.13296127319336,19.0080623626709,-0.192191481590271,1.9508752673604792,0.6056879162788391,0.7978793978691101,0.5295623540878296,0.02746349573135376,2688,0,1,0.5851973593235016,0.16096335649490356,0.09279836714267731,0.16545963287353516,0.9475988149642944,0.291994571685791,0.4724559187889099,,0.04692787304520607,0.09681776911020279,0.04336254671216011,0.04532860219478607,0.18463028967380524,0.045539919286966324,0.900042,0.3943120837211609,0.4687037169933319
43,13.03547191619873,19.582603454589844,-0.16642987728118896,1.8843158660498502,0.6453682780265808,0.8117981553077698,0.5835506916046143,0.029341986402869225,2752,0,1,0.6187810003757477,0.14795613288879395,0.08570758253335953,0.14148181676864624,0.9478157162666321,0.25915876030921936,0.4892808794975281,,0.043319858610630035,0.11221727728843689,0.04138273000717163,0.04333464428782463,0.15772882103919983,0.04427250102162361,0.900043,0.3546316921710968,0.4378232955932617
44,13.150344848632812,19.099395751953125,-0.1861666440963745,1.9092525566340028,0.6090864539146423,0.7952530980110168,0.5286718606948853,0.0392342209815979,2816,0,0,0.5889385938644409,0.16999202966690063,0.10400378704071045,0.15220162272453308,0.9445367455482483,0.29606515169143677,0.4852103292942047,,0.04627824202179909,0.10446877032518387,0.04563581943511963,0.041506607085466385,0.171901136636734,0.04173265025019646,0.9000440000000001,0.39091354608535767,0.47374629974365234
45,13.142962455749512,18.835426330566406,-0.19118821620941162,1.9305816298377403,0.6033615469932556,0.7945497632026672,0.5059481263160706,0.03674142062664032,2880,0,1,0.5715924501419067,0.19664150476455688,0.10155723243951797,0.16353735327720642,0.9439394474029541,0.24884667992591858,0.43202173709869385,,0.04197928309440613,0.09571884572505951,0.04384606331586838,0.04419046640396118,0.18609605729579926,0.04478650912642479,0.900045,0.3966384828090668,0.47825103998184204
46,13.169146537780762,18.417016983032227,-0.20119833946228027,1.926021139482231,0.5815297961235046,0.7827281355857849,0.4940849840641022,0.01921173185110092,2944,0,0,0.5818615853786469,0.17215007543563843,0.1060648187994957,0.20267483592033386,0.9500165581703186,0.31343284249305725,0.48168250918388367,,0.039792776107788086,0.09012666344642639,0.06330893188714981,0.05856277048587799,0.21789957582950592,0.058659061789512634,0.900046,0.41847020387649536,0.4854091703891754
47,13.093894958496094,18.508527755737305,-0.19377422332763672,1.919283019689558,0.5954373478889465,0.7892115712165833,0.4976642429828644,0.023306582123041153,3008,0,0,0.5619269609451294,0.19343942403793335,0.1017388254404068,0.1873880922794342,0.9484653472900391,0.29308006167411804,0.47354140877723694,,0.04208496958017349,0.08620500564575195,0.053754232823848724,0.052498333156108856,0.2048799842596054,0.053072236478328705,0.900047,0.40456265211105347,0.46793365478515625
48,13.12045669555664,19.12911605834961,-0.18795818090438843,1.8608817457574462,0.5937096476554871,0.7816678285598755,0.5071864128112793,0.020184170454740524,3072,0,0,0.5615935325622559,0.17418968677520752,0.10258549451828003,0.1928865611553192,0.9492671489715576,0.3066485822200775,0.4846675992012024,,0.04521538317203522,0.0836230218410492,0.047907665371894836,0.0527525469660759,0.20586605370044708,0.05292443558573723,0.9000480000000001,0.40629029273986816,0.4770519733428955
49,13.057878494262695,18.840375900268555,-0.1760919690132141,1.8613735581126907,0.6194764375686646,0.7955684065818787,0.5305529236793518,0.014041882008314133,3136,0,0,0.6001822352409363,0.18829798698425293,0.09084618836641312,0.19138690829277039,0.9589634537696838,0.3397557735443115,0.5289009809494019,,0.03834427520632744,0.09448142349720001,0.051309630274772644,0.05455391854047775,0.20657792687416077,0.0546574741601944,0.900049,0.38052356243133545,0.45294347405433655
50,13.141353607177734,18.13526725769043,-0.19359439611434937,1.896359807336353,0.5904271602630615,0.7840215563774109,0.48784899711608887,0.02477414906024933,3200,0,0,0.5787991583347321,0.19947296380996704,0.09816841781139374,0.22778208553791046,0.9584546685218811,0.3316146731376648,0.5061058402061462,,0.03641671687364578,0.089387446641922,0.06103501096367836,0.06703115254640579,0.24068334698677063,0.067453533411026,0.90005,0.4095727801322937,0.4643067717552185
51,13.086099624633789,18.897859573364258,-0.16828161478042603,1.8099486111115095,0.6239501237869263,0.7922317385673523,0.5298329591751099,0.019349636510014534,3264,0,1,0.5896759629249573,0.19865351915359497,0.09834599494934082,0.16523799300193787,0.9548940062522888,0.3506105840206146,0.5367707014083862,,0.04192071780562401,0.08844708651304245,0.042977090924978256,0.04293316602706909,0.18458056449890137,0.04302157834172249,0.900051,0.37604984641075134,0.45705556869506836
52,12.976348876953125,18.73951530456543,-0.16211873292922974,1.823090775994047,0.6409178972244263,0.803036630153656,0.5503347516059875,0.02774357795715332,3328,0,0,0.6364743113517761,0.200394868850708,0.09115532785654068,0.19349370896816254,0.9695901274681091,0.37069201469421387,0.572862982749939,,0.038715511560440063,0.09363637119531631,0.05079282447695732,0.049430832266807556,0.20618700981140137,0.04965102672576904,0.9000520000000001,0.35908210277557373,0.4219517111778259
53,13.075584411621094,18.678163528442383,-0.16715186834335327,1.797508744080203,0.6232556104660034,0.7904074788093567,0.5190648436546326,0.044869314879179,3392,0,1,0.5953775644302368,0.21445930004119873,0.10311281681060791,0.17776399850845337,0.9572355151176453,0.287109911441803,0.47679784893989563,,0.04219958186149597,0.08708463609218597,0.04411352053284645,0.045926179736852646,0.20130115747451782,0.04641583189368248,0.900053,0.37674441933631897,0.4428653419017792
54,12.984354019165039,20.767425537109375,-0.1533949375152588,1.7258930941237562,0.6352861523628235,0.7886810898780823,0.5666256546974182,0.01636367477476597,3456,0,0,0.6156282424926758,0.15676862001419067,0.08509217202663422,0.1877044290304184,0.9611847996711731,0.2862958014011383,0.46132972836494446,,0.05501919984817505,0.08377733826637268,0.04789174348115921,0.06278353929519653,0.19282352924346924,0.06267892569303513,0.900054,0.36471378803253174,0.4218211770057678
55,13.007843017578125,18.62013053894043,-0.16160351037979126,1.795992231664335,0.6353750228881836,0.7969785332679749,0.5429993271827698,0.025951871648430824,3520,0,0,0.616136372089386,0.20100975036621094,0.09393462538719177,0.2019202709197998,0.9700105786323547,0.37394845485687256,0.571506142616272,,0.041482411324977875,0.0841326117515564,0.05448230355978012,0.05224995315074921,0.21798668801784515,0.05261982977390289,0.900055,0.364624947309494,0.4235484302043915
56,13.099957466125488,18.31340980529785,-0.17204338312149048,1.7922790908581863,0.6108066439628601,0.7828500270843506,0.5066049695014954,0.028635792434215546,3584,0,0,0.6038201749324799,0.20908886194229126,0.10359438508749008,0.2111697494983673,0.9609257578849792,0.351967453956604,0.5400271415710449,,0.04171782732009888,0.08061624318361282,0.05686279386281967,0.0536358468234539,0.226324200630188,0.053885363042354584,0.900056,0.3891933560371399,0.45730307698249817
57,13.009286880493164,20.396133422851562,-0.15580135583877563,1.7285220293274715,0.6303391456604004,0.786140501499176,0.5424969792366028,0.01824672892689705,3648,0,0,0.6162861287593842,0.19000929594039917,0.09943399578332901,0.20207050442695618,0.9600273370742798,0.31478971242904663,0.48439621925354004,,0.047862518578767776,0.07731857150793076,0.04594745859503746,0.05444248765707016,0.21127671003341675,0.05450427532196045,0.900057,0.3696608245372772,0.4398612380027771
58,12.932966232299805,19.66724967956543,-0.14224839210510254,1.7026825536846395,0.6553153991699219,0.7975637912750244,0.5734922885894775,0.03773905709385872,3712,0,0,0.6565040946006775,0.19034522771835327,0.09231908619403839,0.1795375794172287,0.9646561741828918,0.3232021927833557,0.5145183205604553,,0.042541004717350006,0.08493906259536743,0.04256325960159302,0.04620509222149849,0.19753402471542358,0.04648653417825699,0.900058,0.34468457102775574,0.41479113698005676
59,12.944093704223633,19.189678192138672,-0.13936644792556763,1.6904123964609212,0.6587738394737244,0.798140287399292,0.5753681659698486,0.03616846725344658,3776,0,0,0.6498527228832245,0.19528520107269287,0.0856088176369667,0.18951009213924408,0.9725515246391296,0.37666216492652893,0.5834464430809021,,0.045402057468891144,0.09063838422298431,0.04330827668309212,0.04925075173377991,0.20721092820167542,0.04935823753476143,0.900059,0.34122616052627563,0.4075639247894287
60,12.96816635131836,18.857358932495117,-0.14931648969650269,1.7484282235011808,0.6511767506599426,0.8004932403564453,0.558809757232666,0.03354673087596893,3840,0,0,0.6347735226154327,0.20851343870162964,0.09258946031332016,0.19265243411064148,0.9717364311218262,0.3891451954841614,0.581275463104248,,0.03699220344424248,0.09647063910961151,0.059781819581985474,0.05401531606912613,0.20812606811523438,0.05429590493440628,0.90006,0.348823219537735,0.4183499813079834
61,13.028326034545898,18.537517547607422,-0.15269827842712402,1.705164485953011,0.6307589411735535,0.7834572196006775,0.5209686160087585,0.04227512329816818,3904,0,0,0.6036898195743561,0.2279115915298462,0.10259256511926651,0.18450209498405457,0.9622044563293457,0.3546811640262604,0.5424695014953613,,0.03995639830827713,0.08277644962072372,0.046365294605493546,0.04455053433775902,0.20142120122909546,0.0449213907122612,0.900061,0.36924102902412415,0.44530996680259705
62,12.961925506591797,19.469297409057617,-0.1575048565864563,1.7587174497149167,0.6349015831947327,0.792406439781189,0.5426692962646484,0.02223483845591545,3968,0,0,0.6234079897403717,0.2002771496772766,0.09018785506486893,0.22609400749206543,0.9690914750099182,0.351967453956604,0.5440977215766907,,0.040228597819805145,0.08696624636650085,0.05653349310159683,0.06394700706005096,0.23582859337329865,0.06411775201559067,0.900062,0.36509838700294495,0.42019692063331604
