step,loss,loss_tau_ref,gap,gap_ratio,ff,fp,tp,cross_batch,hf_rows_consumed,synth_rows_consumed,mixup_applied,r2_random,r2_naive,u_temporal,u_batch,auc,top1,top3,cpc_aux,sigreg_e,sigreg_h,u_temporal_e,u_batch_e,u_batchtime,u_batchtime_e,ema_tau,cos_err_d0,cos_err_d1
415,12.652443885803223,19.742341995239258,-0.03205454349517822,1.1328902226030952,0.7267347574234009,0.7587893009185791,0.5580506324768066,0.021948637440800667,26560,0,0,0.7088200151920319,0.3792033791542053,0.06368225067853928,0.15071937441825867,0.9809126257896423,0.41981005668640137,0.6187245845794678,,0.016838442534208298,0.016620010137557983,0.06503157317638397,0.06965503096580505,0.1548662930727005,0.07009708881378174,0.9004150000000001,0.2732652425765991,0.32544466853141785
416,12.573781967163086,20.40999412536621,-0.03457486629486084,1.1591866652798974,0.748228132724762,0.7828029990196228,0.5959743857383728,0.014383182860910892,26624,0,0,0.7324276566505432,0.3747141361236572,0.05896463617682457,0.17019392549991608,0.9836664199829102,0.4401628375053406,0.6295794248580933,,0.02121366560459137,0.0177752748131752,0.06753899902105331,0.07990247756242752,0.17352037131786346,0.08011039346456528,0.900416,0.25177186727523804,0.30039146542549133
417,12.577027320861816,20.66851234436035,-0.029413700103759766,1.1351593411077983,0.7529639005661011,0.7823776006698608,0.6067817807197571,0.029444273561239243,26688,0,0,0.7517374902963638,0.3689725995063782,0.057688698172569275,0.16590064764022827,0.9836006760597229,0.45617368817329407,0.6464043855667114,,0.019904155284166336,0.018713466823101044,0.0670163482427597,0.07696092128753662,0.16838310658931732,0.07690811902284622,0.900417,0.24703606963157654,0.29161226749420166
418,12.625465393066406,20.132863998413086,-0.018771588802337646,1.0803336549893543,0.7475581169128418,0.7663297057151794,0.577933669090271,0.04051078483462334,26752,0,0,0.730501115322113,0.4006129503250122,0.06017947569489479,0.14037533104419708,0.97718745470047,0.38561737537384033,0.570149302482605,,0.016428399831056595,0.02055058442056179,0.0603628009557724,0.06610754132270813,0.14635702967643738,0.06669861078262329,0.900418,0.2524419128894806,0.3039509654045105
419,12.520212173461914,20.16254425048828,-0.024333477020263672,1.1204305490656963,0.7736124992370605,0.7979459762573242,0.638739287853241,0.024987036362290382,26816,0,0,0.7662035524845123,0.3720020651817322,0.05549376457929611,0.150624617934227,0.9874563217163086,0.4922659695148468,0.7006784677505493,,0.017834335565567017,0.021191630512475967,0.060138147324323654,0.06288706511259079,0.15370891988277435,0.06358284503221512,0.900419,0.22638742625713348,0.27568477392196655
420,12.548538208007812,20.311555862426758,-0.0266646146774292,1.1240494724906809,0.7583839297294617,0.7850485444068909,0.6077602505683899,0.026694880798459053,26880,0,0,0.7428688704967499,0.3824313282966614,0.0589178092777729,0.1373569667339325,0.9800872206687927,0.39511534571647644,0.6005427837371826,,0.01716473698616028,0.020729046314954758,0.05430598556995392,0.059688545763492584,0.14153844118118286,0.06020893156528473,0.90042,0.24161605536937714,0.29800695180892944
421,12.640633583068848,19.8283748626709,-0.030332565307617188,1.1221288749343934,0.7213022112846375,0.7516347765922546,0.551658034324646,0.034637123346328735,26944,0,1,0.7213515341281891,0.3758929371833801,0.06582935899496078,0.14582327008247375,0.9777178764343262,0.37856176495552063,0.5850746631622314,,0.016377782449126244,0.01810944266617298,0.06515655666589737,0.06694044172763824,0.1526096910238266,0.06805717200040817,0.900421,0.27869775891304016,0.33550214767456055
422,12.573919296264648,20.825416564941406,-0.028872251510620117,1.1270571546831336,0.7438894510269165,0.7727617025375366,0.5830874443054199,0.023530177772045135,27008,0,0,0.732072651386261,0.382185161113739,0.058791402727365494,0.15322339534759521,0.9751008152961731,0.3780190050601959,0.5590230822563171,,0.019681978970766068,0.019767392426729202,0.05668354034423828,0.07266248762607574,0.15560977160930634,0.07326925545930862,0.9004220000000001,0.2561105191707611,0.30621159076690674
423,12.530229568481445,19.99352264404297,-0.02810084819793701,1.1281738353598012,0.752659022808075,0.780759871006012,0.6016704440116882,0.015526593662798405,27072,0,0,0.7512295991182327,0.3762657046318054,0.05695544183254242,0.15925712883472443,0.9850561022758484,0.44613298773765564,0.6621438264846802,,0.016241710633039474,0.023496292531490326,0.06382184475660324,0.07369576394557953,0.16312164068222046,0.07416578382253647,0.900423,0.24734093248844147,0.29261359572410583
424,12.584308624267578,20.669677734375,-0.019745230674743652,1.0878477500135244,0.7554882764816284,0.7752335071563721,0.6306571364402771,0.057871561497449875,27136,0,1,0.7410692572593689,0.3354318141937256,0.06061416491866112,0.12398623675107956,0.9770476222038269,0.3538670539855957,0.5761194229125977,,0.01888793148100376,0.02192349173128605,0.0508510023355484,0.049513135105371475,0.13148298859596252,0.05057010054588318,0.900424,0.2445116639137268,0.30710768699645996
425,12.63670539855957,20.284448623657227,-0.019614756107330322,1.0807702059280557,0.7375388145446777,0.7571535706520081,0.5827964544296265,0.03849274292588234,27200,0,1,0.7335420548915863,0.36733806133270264,0.06431032717227936,0.12947985529899597,0.9748037457466125,0.34464043378829956,0.5362279415130615,,0.018156737089157104,0.017805343493819237,0.056403812021017075,0.05688194930553436,0.13729475438594818,0.05818668752908707,0.900425,0.26246121525764465,0.3272847831249237
426,12.636795997619629,20.137758255004883,-0.028075873851776123,1.1151791967104723,0.7281659245491028,0.7562417984008789,0.5744295716285706,0.04326054826378822,27264,0,1,0.7090979516506195,0.3582336902618408,0.06346213072538376,0.1554259955883026,0.9797911643981934,0.38018998503685,0.603527843952179,,0.017718881368637085,0.020500782877206802,0.064897321164608,0.07589691877365112,0.15965761244297028,0.07662302255630493,0.9004260000000001,0.27183404564857483,0.3220501244068146
427,12.475889205932617,21.143095016479492,-0.026682257652282715,1.1332217532379605,0.7730332016944885,0.7997154593467712,0.6394218802452087,0.025722341611981392,27328,0,0,0.7709552049636841,0.36890852451324463,0.0503472201526165,0.19530491530895233,0.9839614033699036,0.4662143886089325,0.6694708466529846,,0.021365050226449966,0.02520240657031536,0.06226425617933273,0.09561935812234879,0.19198496639728546,0.09478817135095596,0.900427,0.22696682810783386,0.26212581992149353
428,12.630719184875488,19.924833297729492,-0.02494913339614868,1.1018203144878371,0.7300198674201965,0.7549690008163452,0.5696094036102295,0.040484342724084854,27392,0,0,0.7173022627830505,0.3704179525375366,0.06369416415691376,0.15970806777477264,0.9819539189338684,0.4719131886959076,0.6659430265426636,,0.015852244570851326,0.02193698287010193,0.06818146258592606,0.07166577875614166,0.1641707867383957,0.07214166224002838,0.900428,0.26998013257980347,0.32143327593803406
429,12.615697860717773,19.964353561401367,-0.01979464292526245,1.0815914332913705,0.7375984787940979,0.7573931217193604,0.5774796009063721,0.013205173425376415,27456,0,1,0.7291802763938904,0.3767227530479431,0.057063810527324677,0.1575154811143875,0.9833590984344482,0.4591587781906128,0.6523745059967041,,0.015253359451889992,0.020341090857982635,0.05600576847791672,0.06872867792844772,0.1636458933353424,0.06945445388555527,0.900429,0.2624015212059021,0.30895864963531494
430,12.537439346313477,20.89327621459961,-0.025111079216003418,1.1155916191178585,0.757649302482605,0.7827603816986084,0.6124250888824463,0.010924195870757103,27520,0,0,0.7344471216201782,0.3722458481788635,0.05668969824910164,0.18143975734710693,0.9851444959640503,0.4681139886379242,0.6681140065193176,,0.019734244793653488,0.02162061631679535,0.061494406312704086,0.08110112696886063,0.181205153465271,0.08120976388454437,0.9004300000000001,0.24235066771507263,0.2841382920742035
431,12.551651000976562,20.5261287689209,-0.022774159908294678,1.1007586559535203,0.7511990070343018,0.7739731669425964,0.5999760031700134,0.018722791224718094,27584,0,0,0.7446335554122925,0.3753817677497864,0.05955180898308754,0.1769285798072815,0.9834865927696228,0.4086838662624359,0.6157395243644714,,0.01787947677075863,0.019866766408085823,0.0613505095243454,0.07546589523553848,0.1791549026966095,0.07560106366872787,0.900431,0.24880097806453705,0.3016388416290283
432,12.575739860534668,22.097394943237305,-0.0259893536567688,1.1186773472804419,0.755018949508667,0.7810083031654358,0.6182836890220642,0.033234018832445145,27648,0,0,0.7538961172103882,0.35489749908447266,0.057898323982954025,0.1502811312675476,0.9698933362960815,0.36960652470588684,0.5503392219543457,,0.02686994895339012,0.016713161021471024,0.05368439853191376,0.07442580163478851,0.1510118544101715,0.07415101677179337,0.900432,0.24498097598552704,0.29339662194252014
433,12.50943660736084,20.633350372314453,-0.0170668363571167,1.0853344411883652,0.78293377161026,0.8000006079673767,0.6496029496192932,0.034060027450323105,27712,0,1,0.7655182331800461,0.37727123498916626,0.05508482828736305,0.13975483179092407,0.9828420281410217,0.35929444432258606,0.605698823928833,,0.017773065716028214,0.022193461656570435,0.052079640328884125,0.05406077206134796,0.14709000289440155,0.05537506937980652,0.900433,0.2170661985874176,0.2750312387943268
434,12.61887264251709,19.94524383544922,-0.027637898921966553,1.120779501552439,0.7435327172279358,0.7711706161499023,0.5934014320373535,0.01914909854531288,27776,0,0,0.7313027083873749,0.36784833669662476,0.05803172290325165,0.16525599360466003,0.9849502444267273,0.4445047676563263,0.6591587662696838,,0.01805899851024151,0.01877695694565773,0.06588175892829895,0.07626482844352722,0.16810734570026398,0.07637649029493332,0.9004340000000001,0.25646722316741943,0.3035861849784851
435,12.614118576049805,20.334733963012695,-0.02377539873123169,1.1089895585770548,0.758080780506134,0.7818561792373657,0.6058983206748962,0.056407950818538666,27840,0,0,0.7434020936489105,0.38420814275741577,0.05891762673854828,0.1388704925775528,0.9800985455513,0.4189959466457367,0.6238806247711182,,0.015529097989201546,0.026028700172901154,0.05414849892258644,0.05995534360408783,0.1429624706506729,0.06017497554421425,0.900435,0.24191914498806,0.29946208000183105
436,12.625285148620605,19.96330451965332,-0.02589327096939087,1.1082745539831214,0.7349621653556824,0.7608554363250732,0.5805546641349792,0.029929785057902336,27904,0,1,0.728083461523056,0.3649812340736389,0.06315725296735764,0.15471254289150238,0.9839820265769958,0.40325644612312317,0.6371777653694153,,0.014950615353882313,0.02053549513220787,0.06474423408508301,0.070090152323246,0.16559046506881714,0.07208916544914246,0.900436,0.26503780484199524,0.3178859353065491
437,12.588062286376953,20.314924240112305,-0.02067941427230835,1.0895697827098303,0.7484456896781921,0.7691251039505005,0.5880171060562134,0.026227036491036415,27968,0,1,0.7293337285518646,0.387234628200531,0.06070926785469055,0.137650728225708,0.9792792797088623,0.36309364438056946,0.5649932622909546,,0.01616719365119934,0.018810201436281204,0.053697261959314346,0.056102462112903595,0.1447717696428299,0.05727794021368027,0.900437,0.25155431032180786,0.3122241795063019
438,12.483529090881348,20.49408721923828,-0.029103338718414307,1.1409764319874531,0.7644554972648621,0.7935588359832764,0.6253445148468018,0.013504368253052235,28032,0,0,0.7528164386749268,0.3686685562133789,0.0523589588701725,0.1814843714237213,0.9889427423477173,0.5185889005661011,0.708819568157196,,0.018541838973760605,0.022652145475149155,0.06650907546281815,0.0881064385175705,0.18238773941993713,0.08776938170194626,0.9004380000000001,0.23554454743862152,0.2738575339317322
439,12.550646781921387,20.7663516998291,-0.023609399795532227,1.1046651428873415,0.7508198022842407,0.774429202079773,0.583528995513916,0.025117894634604454,28096,0,0,0.7234456837177277,0.39886558055877686,0.057140037417411804,0.16922235488891602,0.983851432800293,0.4035278260707855,0.6162822246551514,,0.01910466141998768,0.020505327731370926,0.06686900556087494,0.07847829163074493,0.17090746760368347,0.07874093949794769,0.900439,0.2491801530122757,0.2945263385772705
440,12.556347846984863,20.303050994873047,-0.019194304943084717,1.0880003541580643,0.762689471244812,0.7818837761878967,0.626946210861206,0.027130208909511566,28160,0,1,0.7437486052513123,0.36169493198394775,0.057449594140052795,0.15189559757709503,0.9838288426399231,0.43527817726135254,0.6409769654273987,,0.018720194697380066,0.020435284823179245,0.058798424899578094,0.06235957145690918,0.15553587675094604,0.06324192881584167,0.90044,0.2373104989528656,0.29529884457588196
441,12.437920570373535,20.89569854736328,-0.021051526069641113,1.1073401769967448,0.7828287482261658,0.8038802742958069,0.6578066945075989,0.014200616627931595,28224,0,0,0.7807866185903549,0.36449164152145386,0.04961773753166199,0.18430300056934357,0.9891113042831421,0.5747625827789307,0.7500678896903992,,0.019373899325728416,0.027159687131643295,0.055123403668403625,0.08178423345088959,0.1830562800168991,0.08125246316194534,0.900441,0.21717120707035065,0.2611006796360016
442,12.442398071289062,20.824840545654297,-0.02783423662185669,1.1423532901256754,0.7766364812850952,0.8044707179069519,0.6375516057014465,0.008083000779151917,28288,0,0,0.758665919303894,0.3817824125289917,0.05182945728302002,0.17591911554336548,0.9891144037246704,0.5172320604324341,0.7128901481628418,,0.019680093973875046,0.021274279803037643,0.056910190731287,0.0741187334060669,0.17656078934669495,0.07419867813587189,0.9004420000000001,0.2233634740114212,0.26784664392471313
443,12.520805358886719,20.6083927154541,-0.023850858211517334,1.1171387479607253,0.772537112236023,0.7963879704475403,0.6348642706871033,0.03489256277680397,28352,0,1,0.7555756717920303,0.3751874566078186,0.05484025552868843,0.1373690515756607,0.978886604309082,0.3576662242412567,0.5525102019309998,,0.01646331511437893,0.02486620843410492,0.05795048177242279,0.06268742680549622,0.14463554322719574,0.0639263316988945,0.900443,0.22746288776397705,0.28408801555633545
444,12.598258972167969,20.50381088256836,-0.022613525390625,1.0948345097909822,0.7389339804649353,0.7615475058555603,0.5761642456054688,0.01839207485318184,28416,0,0,0.7247874736785889,0.3815956115722656,0.059575941413640976,0.17789733409881592,0.9841238260269165,0.43392130732536316,0.6369063854217529,,0.017354261130094528,0.018205992877483368,0.07428392022848129,0.0848751962184906,0.18036016821861267,0.08548862487077713,0.900444,0.2610660195350647,0.3001866340637207
445,12.580977439880371,19.873640060424805,-0.019391179084777832,1.0839556090491311,0.7496393918991089,0.7690305709838867,0.5883885025978088,0.018841711804270744,28480,0,0,0.7496890425682068,0.3902547359466553,0.0578162707388401,0.16668324172496796,0.9873772263526917,0.47299864888191223,0.6911804676055908,,0.015782857313752174,0.020964913070201874,0.0693911612033844,0.07492637634277344,0.16857774555683136,0.07503603398799896,0.900445,0.2503605782985687,0.2977534234523773
446,12.562508583068848,20.453454971313477,-0.009367704391479492,1.0419648087734017,0.7674046754837036,0.7767723798751831,0.6337339282035828,0.07067537307739258,28544,0,1,0.7416388988494873,0.36262255907058716,0.06031402200460434,0.13512928783893585,0.9812734127044678,0.36445048451423645,0.5989145636558533,,0.017217446118593216,0.026295391842722893,0.050530705600976944,0.050286758691072464,0.14302481710910797,0.05133375525474548,0.900446,0.23259535431861877,0.29519855976104736
447,12.622025489807129,20.42099952697754,-0.013171076774597168,1.05305789922183,0.7385892271995544,0.7517603039741516,0.5773087739944458,0.04073793813586235,28608,0,1,0.7199325263500214,0.3791653513908386,0.06403224170207977,0.12961074709892273,0.9734170436859131,0.32374492287635803,0.5223881006240845,,0.017219142988324165,0.01888275519013405,0.05683925375342369,0.05680886656045914,0.13645511865615845,0.05822226405143738,0.900447,0.26141074299812317,0.3256378769874573
448,12.519394874572754,21.852689743041992,-0.013396143913269043,1.0595339320897297,0.7615869045257568,0.7749830484390259,0.6028625965118408,0.015520595014095306,28672,0,0,0.7529388815164566,0.39829641580581665,0.055133555084466934,0.15747857093811035,0.980388343334198,0.4284939169883728,0.5975576639175415,,0.02144560031592846,0.01807863637804985,0.052826475352048874,0.0749269425868988,0.15877759456634521,0.07493101805448532,0.900448,0.23841306567192078,0.28873366117477417
449,12.51676082611084,20.85210609436035,-0.01593858003616333,1.0700204270433,0.7564338445663452,0.7723724246025085,0.6093825697898865,0.01757366769015789,28736,0,0,0.7470236718654633,0.3739381432533264,0.057379089295864105,0.17213422060012817,0.98370760679245,0.4233378767967224,0.6385346055030823,,0.018024291843175888,0.018475264310836792,0.05869739130139351,0.07460033893585205,0.1743505895137787,0.07519295066595078,0.900449,0.24356615543365479,0.2907542586326599
450,12.503942489624023,20.93551254272461,-0.012453615665435791,1.0577923417824107,0.7720573544502258,0.7845109701156616,0.6335562467575073,0.019394544884562492,28800,0,0,0.7576286494731903,0.3741734027862549,0.054563406854867935,0.15867310762405396,0.9848700761795044,0.45373135805130005,0.6450474858283997,,0.018562180921435356,0.01953173615038395,0.05448010563850403,0.06435374915599823,0.16092926263809204,0.06488590687513351,0.90045,0.22794263064861298,0.28348347544670105
451,12.65228271484375,20.053691864013672,-0.011853814125061035,1.0465719369386457,0.733619213104248,0.7454730272293091,0.55774986743927,0.043924301862716675,28864,0,1,0.7211269736289978,0.3934887647628784,0.06110679358243942,0.1586906909942627,0.9794437289237976,0.3565807342529297,0.5753053426742554,,0.01466077845543623,0.022286202758550644,0.06708002835512161,0.06867240369319916,0.16810062527656555,0.07144197076559067,0.900451,0.2663807272911072,0.31931984424591064
452,12.515007019042969,20.93461799621582,-0.013940274715423584,1.0637029644557838,0.767227292060852,0.7811675667762756,0.6276069283485413,0.02140761911869049,28928,0,0,0.770524263381958,0.37199217081069946,0.05630715563893318,0.15333880484104156,0.978641927242279,0.34274086356163025,0.5370420813560486,,0.017694775015115738,0.018859002739191055,0.052378349006175995,0.06670111417770386,0.15549996495246887,0.06709282845258713,0.900452,0.23277263343334198,0.2863280475139618
453,12.602645874023438,20.405580520629883,-0.018611669540405273,1.0805358949215125,0.7502905130386353,0.7689021825790405,0.6084368824958801,0.03657687082886696,28992,0,1,0.7391487061977386,0.3594299554824829,0.05812272056937218,0.14296600222587585,0.9802218675613403,0.3666214644908905,0.5793758630752563,,0.016312308609485626,0.02177932858467102,0.059723496437072754,0.0637340247631073,0.15094725787639618,0.06516935676336288,0.9004530000000001,0.24970950186252594,0.3049931228160858
454,12.62182331085205,19.887929916381836,-0.018257737159729004,1.0764771677527276,0.7430077791213989,0.7612655162811279,0.5773327946662903,0.024711325764656067,29056,0,0,0.7269553244113922,0.38869428634643555,0.05851924046874046,0.14946547150611877,0.9848618507385254,0.4578019082546234,0.6643148064613342,,0.015024424530565739,0.019023997709155083,0.06810811907052994,0.07091030478477478,0.15352211892604828,0.0717596635222435,0.900454,0.2569922208786011,0.3056756258010864
455,12.581037521362305,20.945262908935547,-0.023527562618255615,1.1055389591795102,0.7535446882247925,0.7770722508430481,0.6070821285247803,0.05228981003165245,29120,0,0,0.7286576330661774,0.3698485493659973,0.057694099843502045,0.15618166327476501,0.9808016419410706,0.40597015619277954,0.6081411242485046,,0.01925816759467125,0.022316627204418182,0.06605780124664307,0.07909239083528519,0.16318151354789734,0.07951752841472626,0.900455,0.24645529687404633,0.29070353507995605
456,12.63604736328125,20.437414169311523,-0.01306837797164917,1.0544344847653655,0.7468562722206116,0.7599246501922607,0.5807181596755981,0.043316520750522614,29184,0,0,0.7052415907382965,0.3946452736854553,0.06074240431189537,0.12922394275665283,0.9742558002471924,0.350881963968277,0.5476255416870117,,0.017228420823812485,0.0197727233171463,0.05451187491416931,0.054663144052028656,0.13255082070827484,0.05502607300877571,0.900456,0.25314369797706604,0.3195531368255615
457,12.573087692260742,20.09610366821289,-0.023651719093322754,1.105161279892891,0.7514392733573914,0.7750909924507141,0.6008713245391846,0.023398153483867645,29248,0,0,0.7513571232557297,0.3756136894226074,0.058903031051158905,0.14244411885738373,0.9826971292495728,0.43636366724967957,0.6491180658340454,,0.016492683440446854,0.017939675599336624,0.06234142556786537,0.06489714980125427,0.14628811180591583,0.06535609811544418,0.9004570000000001,0.24856071174144745,0.30262845754623413
458,12.568448066711426,21.029285430908203,-0.015180587768554688,1.0669216131522536,0.757978081703186,0.7731586694717407,0.602112352848053,0.024112969636917114,29312,0,0,0.7418111562728882,0.38874733448028564,0.05975323170423508,0.14106468856334686,0.9781269431114197,0.3381275534629822,0.5516960620880127,,0.01876675710082054,0.01628810539841652,0.054322101175785065,0.06170392036437988,0.14491882920265198,0.062304068356752396,0.900458,0.24202191829681396,0.3045697808265686
459,12.579386711120605,21.872726440429688,-0.019715964794158936,1.084810431012026,0.7478130459785461,0.7675290107727051,0.5982593894004822,0.018409108743071556,29376,0,0,0.7368545234203339,0.3696514964103699,0.0580461323261261,0.15619854629039764,0.976546049118042,0.32374492287635803,0.5191316604614258,,0.020224062725901604,0.017843663692474365,0.06538965553045273,0.08347443491220474,0.15876489877700806,0.08297405391931534,0.900459,0.2521868944168091,0.3000481128692627
460,12.63353157043457,19.931474685668945,-0.016612470149993896,1.065825027591336,0.7310143709182739,0.7476268410682678,0.5640942454338074,0.025574631989002228,29440,0,1,0.731975793838501,0.3801881670951843,0.06182006374001503,0.1520329713821411,0.9812508225440979,0.4298507571220398,0.6317503452301025,,0.015259098261594772,0.017174120992422104,0.06510332971811295,0.07075449079275131,0.15672118961811066,0.07114770263433456,0.90046,0.2689855992794037,0.3222881555557251
461,12.5308837890625,20.816349029541016,-0.018586695194244385,1.0838392145865872,0.7597187757492065,0.7783054709434509,0.6109725832939148,0.008924523368477821,29504,0,0,0.7654361873865128,0.38080310821533203,0.055695999413728714,0.15758055448532104,0.983056902885437,0.4035278260707855,0.6108548641204834,,0.017589233815670013,0.018387867137789726,0.060432083904743195,0.07321511954069138,0.15888068079948425,0.07343965023756027,0.9004610000000001,0.24028122425079346,0.2881251275539398
462,12.607863426208496,20.45711326599121,-0.00782155990600586,1.032510528065675,0.7515929937362671,0.759414553642273,0.5905972123146057,0.038427773863077164,29568,0,0,0.7392484247684479,0.390541136264801,0.059452321380376816,0.12935161590576172,0.9765511155128479,0.3750339448451996,0.5628222823143005,,0.015697773545980453,0.019259463995695114,0.05363867059350014,0.05348191782832146,0.13358481228351593,0.054150622338056564,0.900462,0.24840697646141052,0.31422868371009827
463,12.556180000305176,20.917760848999023,-0.007447361946105957,1.031750968886612,0.7579972147941589,0.7654445767402649,0.6059972643852234,0.01570941135287285,29632,0,0,0.7397246062755585,0.3836454153060913,0.05932319909334183,0.1437336802482605,0.9818881750106812,0.383989155292511,0.5875169634819031,,0.018096541985869408,0.015971630811691284,0.052520155906677246,0.06095406413078308,0.14767980575561523,0.06153075397014618,0.900463,0.2420026957988739,0.3021610379219055
464,12.489465713500977,20.64493179321289,-0.015528261661529541,1.07137061071881,0.7668995261192322,0.7824277877807617,0.6225290298461914,0.007463232148438692,29696,0,0,0.7608021199703217,0.38060230016708374,0.05535879358649254,0.16773875057697296,0.9884328842163086,0.5234735608100891,0.7001357078552246,,0.01612883247435093,0.019114289432764053,0.05586259067058563,0.07167816162109375,0.16954338550567627,0.0718030333518982,0.900464,0.23310047388076782,0.28542059659957886
465,12.614002227783203,20.154321670532227,-0.019493937492370605,1.0790361788184664,0.7338603138923645,0.7533542513847351,0.5730172991752625,0.024648047983646393,29760,0,1,0.7234569191932678,0.3749103546142578,0.0614788755774498,0.1499457061290741,0.9812857508659363,0.4274084270000458,0.636363685131073,,0.014993695542216301,0.019031478092074394,0.06784070283174515,0.06980988383293152,0.15631751716136932,0.0713161826133728,0.9004650000000001,0.26613959670066833,0.3213113844394684
466,12.510133743286133,20.94901466369629,-0.01872771978378296,1.0869092942898586,0.7657864689826965,0.7845141887664795,0.6245183944702148,0.01155808288604021,29824,0,0,0.7476657032966614,0.3741009831428528,0.05612223595380783,0.16059023141860962,0.9859062433242798,0.4436906576156616,0.6491180658340454,,0.017761114984750748,0.017682068049907684,0.05830175057053566,0.07020507007837296,0.1614563763141632,0.0702722892165184,0.900466,0.23421350121498108,0.28679659962654114
467,12.602102279663086,20.748973846435547,-0.018667101860046387,1.0773638076642988,0.740043044090271,0.7587101459503174,0.583146333694458,0.020979799330234528,29888,0,0,0.7287895977497101,0.373771607875824,0.06040852144360542,0.1595643162727356,0.9802342653274536,0.41411128640174866,0.6189959645271301,,0.020507756620645523,0.016007065773010254,0.06507927924394608,0.07986600697040558,0.16150131821632385,0.07989746332168579,0.900467,0.259956955909729,0.3111813962459564
468,12.602917671203613,20.03540802001953,-0.009777069091796875,1.0384443212174534,0.7359052896499634,0.7456823587417603,0.5541441440582275,0.01704038307070732,29952,0,0,0.7235059440135956,0.4042324423789978,0.05948176234960556,0.16241240501403809,0.9816845655441284,0.3986431658267975,0.6257802248001099,,0.014484679326415062,0.019744204357266426,0.06465793401002884,0.07461348176002502,0.16490048170089722,0.07509937137365341,0.900468,0.2640947103500366,0.3177059292793274
469,12.60594367980957,20.083702087402344,-0.008852124214172363,1.0347486191943105,0.7364003658294678,0.7452524900436401,0.5633752346038818,0.014430606737732887,30016,0,0,0.7477821409702301,0.3941148519515991,0.059637781232595444,0.1487332284450531,0.9807080626487732,0.4010854959487915,0.6024423837661743,,0.016241811215877533,0.01582162082195282,0.05976370722055435,0.06473404914140701,0.1516471654176712,0.0654233768582344,0.9004690000000001,0.26359960436820984,0.32028263807296753
470,12.578590393066406,20.388362884521484,-0.014659285545349121,1.0643891445717493,0.7576736807823181,0.7723329663276672,0.6130135655403137,0.034372955560684204,30080,0,1,0.7334027290344238,0.3713172674179077,0.058052707463502884,0.13159525394439697,0.9781794548034668,0.3671641945838928,0.5801900029182434,,0.015059889294207096,0.01987026259303093,0.060036033391952515,0.06146202236413956,0.13800323009490967,0.06294676661491394,0.90047,0.2423262745141983,0.2950950562953949
471,12.639457702636719,20.12810516357422,-0.015867769718170166,1.0638975342935273,0.7358007431030273,0.7516685128211975,0.5713596940040588,0.014320448972284794,30144,0,0,0.736564427614212,0.381524920463562,0.06358768790960312,0.1473221778869629,0.9808509349822998,0.4618724584579468,0.6431479454040527,,0.015169162303209305,0.015738429501652718,0.06272193789482117,0.06572593748569489,0.15173308551311493,0.06641461700201035,0.900471,0.26419925689697266,0.32189035415649414
472,12.531869888305664,20.315303802490234,-0.014646410942077637,1.066225283361398,0.7641931772232056,0.7788395881652832,0.6091870069503784,0.016986124217510223,30208,0,1,0.7518029361963272,0.39512085914611816,0.05538976565003395,0.14821885526180267,0.9849873185157776,0.43012213706970215,0.6559023261070251,,0.01541996095329523,0.019396014511585236,0.06117160990834236,0.06954093277454376,0.15228499472141266,0.07033296674489975,0.900472,0.23580680787563324,0.28749310970306396
473,12.564620018005371,20.378543853759766,-0.013011515140533447,1.0583546853468382,0.7640155553817749,0.7770270705223083,0.6094639301300049,0.041220054030418396,30272,0,0,0.7506677359342575,0.3935188055038452,0.05721689388155937,0.13563132286071777,0.9820351004600525,0.44287654757499695,0.639891505241394,,0.01513799000531435,0.022465180605649948,0.05319787189364433,0.056143589317798615,0.14128798246383667,0.05674658343195915,0.900473,0.2359844446182251,0.29443269968032837
474,12.536367416381836,20.861600875854492,-0.012905895709991455,1.0567245548357012,0.7595754265785217,0.7724813222885132,0.6130650639533997,0.01822621189057827,30336,0,0,0.7449176907539368,0.3771964907646179,0.05595558136701584,0.16355353593826294,0.9864818453788757,0.4800542891025543,0.6830393671989441,,0.016718825325369835,0.017939284443855286,0.05605439841747284,0.07287825644016266,0.16487668454647064,0.0729094073176384,0.900474,0.24042457342147827,0.2925066351890564
475,12.625306129455566,20.26959800720215,-0.017939627170562744,1.0751343472335841,0.743293046951294,0.7612326741218567,0.5802440047264099,0.028556866571307182,30400,0,0,0.7443990409374237,0.38679003715515137,0.06014862284064293,0.1368473470211029,0.9797500967979431,0.3934871256351471,0.6108548641204834,,0.01425749808549881,0.018165703862905502,0.06421960890293121,0.06313522160053253,0.14142034947872162,0.06384430825710297,0.900475,0.25670692324638367,0.31547337770462036
476,12.634395599365234,20.21056365966797,-0.016453802585601807,1.0675249125144994,0.7398760914802551,0.7563298940658569,0.5733151435852051,0.029991814866662025,30464,0,1,0.7276046574115753,0.3876805901527405,0.0608653724193573,0.12819699943065643,0.9767783880233765,0.3652645945549011,0.571506142616272,,0.014404572546482086,0.017985116690397263,0.06192886084318161,0.06206347793340683,0.1346922516822815,0.06353995949029922,0.900476,0.26012393832206726,0.31817278265953064
