step,loss,loss_tau_ref,gap,gap_ratio,ff,fp,tp,cross_batch,hf_rows_consumed,synth_rows_consumed,mixup_applied,r2_random,r2_naive,u_temporal,u_batch,auc,top1,top3
1,17.688720703125,20.966032028198242,-0.007366403937339783,1.007584656867791,0.021409180015325546,0.02877558395266533,0.3826296627521515,0.014699285849928856,128,0,0,-0.2003319263458252,-0.5923118591308594,0.012357451021671295,0.013566387817263603,0.5439469814300537,0.002414772752672434,0.0071022724732756615
2,19.764692306518555,23.629070281982422,0.03349867835640907,0.9694034457346709,-0.06135265901684761,-0.09485133737325668,0.6409990191459656,-0.08088919520378113,256,0,0,-1.2156271934509277,-2.032179832458496,0.007655858527868986,0.008664462715387344,0.5865225791931152,0.004190340638160706,0.01193181797862053
3,15.714339256286621,17.930757522583008,0.0385892391204834,0.9449110424633482,0.3380996882915497,0.2995104491710663,0.6119513511657715,0.2367967963218689,384,0,0,-0.19280719757080078,-0.7243727445602417,0.008571380749344826,0.010050810873508453,0.761371374130249,0.01512784045189619,0.037784088402986526
4,13.093663215637207,14.046707153320312,0.043718159198760986,0.8915618386803664,0.6405560374259949,0.5968378782272339,0.7086717486381531,0.5108014345169067,512,0,1,0.14500027894973755,-0.24231958389282227,0.0061438847333192825,0.007178992964327335,0.8258113265037537,0.042116474360227585,0.07968749850988388
5,12.157541275024414,12.500797271728516,0.030141174793243408,0.8658536650067433,0.8054524064064026,0.7753112316131592,0.8226948380470276,0.7090237140655518,640,0,0,0.26079893112182617,-0.10417187213897705,0.004223881755024195,0.004802481736987829,0.8437333106994629,0.046946022659540176,0.09268465638160706
6,11.732300758361816,11.84192180633545,0.029815196990966797,0.8109864664290659,0.8720741271972656,0.8422589302062988,0.8586289882659912,0.7749825716018677,768,0,0,0.4237314462661743,0.09194386005401611,0.0038135831709951162,0.004280149005353451,0.8888675570487976,0.07215908914804459,0.13586647808551788
7,11.588117599487305,11.630216598510742,0.023170411586761475,0.8199360592012866,0.8944916129112244,0.8713212013244629,0.8831992149353027,0.7847612500190735,896,0,0,0.49561601877212524,0.09624958038330078,0.003611617488786578,0.004113303497433662,0.8888518810272217,0.046946022659540176,0.10759942978620529
8,11.504603385925293,11.530989646911621,0.02018338441848755,0.8354457753104274,0.8975284695625305,0.877345085144043,0.891200840473175,0.7639253735542297,1024,0,1,0.5310919880867004,0.05219686031341553,0.003658902132883668,0.004207883030176163,0.9225282073020935,0.06441760808229446,0.13750000298023224
9,11.439874649047852,11.471173286437988,0.019161343574523926,0.8473249306970098,0.8936572670936584,0.8744959235191345,0.8846208453178406,0.7311203479766846,1152,0,0,0.5627424418926239,0.07269608974456787,0.003690097015351057,0.004400755278766155,0.9176226258277893,0.058877840638160706,0.13955965638160706
10,11.248047828674316,11.309144973754883,0.014843881130218506,0.8883239694118376,0.8819247484207153,0.8670808672904968,0.8632850646972656,0.6401081681251526,1280,0,1,0.6546588838100433,0.13040584325790405,0.004401706159114838,0.005274646915495396,0.9249778985977173,0.054048292338848114,0.13473011553287506
11,11.040303230285645,11.077207565307617,0.021033763885498047,0.8412129600548597,0.8885685205459595,0.8675347566604614,0.8564977049827576,0.5690014958381653,1408,0,0,0.7203642129898071,0.22064214944839478,0.004648003727197647,0.006021630950272083,0.9345623850822449,0.07926136255264282,0.18274147808551788
12,10.832975387573242,10.891392707824707,0.02750927209854126,0.8009097614949594,0.8893343806266785,0.8618251085281372,0.8410537838935852,0.45078039169311523,1536,0,1,0.7961840778589249,0.3012987971305847,0.005620130337774754,0.007319950964301825,0.9478805065155029,0.09055397659540176,0.20007102191448212
